DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
13-Jan-17,679GS2029,.716198,13.68294
13-Jan-17,684GS2022,.582198,11.122881
13-Jan-17,697GS2026,.353518,6.753952
13-Jan-17,759GS2026,.341442,6.523239
13-Jan-17,759GS2029,.4397,8.400459
13-Jan-17,761GS2030,.473571,9.047559
13-Jan-17,768GS2023,.286126,5.466434
13-Jan-17,772GS2025,.304342,5.814444
13-Jan-17,788GS2030,.503299,9.615516
13-Jan-17,91DTB,.999815,19.101432
