DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
09-Jan-17,684GS2022,.656004,12.532936
09-Jan-17,697GS2026,.382569,7.308974
09-Jan-17,759GS2026,.367063,7.012733
09-Jan-17,759GS2029,.477545,9.123486
09-Jan-17,761GS2030,.508636,9.71748
09-Jan-17,768GS2023,.30512,5.82931
09-Jan-17,772GS2025,.33615,6.422143
09-Jan-17,788GS2030,.540772,10.331434
09-Jan-17,91DTB,1.114949,21.301072
