DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
03-Jan-17,684GS2022,.740097,14.139536
03-Jan-17,697GS2026,.410954,7.851266
03-Jan-17,759GS2026,.39777,7.599376
03-Jan-17,759GS2029,.533725,10.196794
03-Jan-17,761GS2030,.567434,10.840802
03-Jan-17,768GS2023,.337231,6.442787
03-Jan-17,772GS2025,.374697,7.158568
03-Jan-17,788GS2030,.595908,11.3848
03-Jan-17,91DTB,1.169848,22.349913
