DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
05-Jan-17,684GS2022,.695887,13.294902
05-Jan-17,697GS2026,.406274,7.76186
05-Jan-17,759GS2026,.38989,7.448834
05-Jan-17,759GS2029,.505475,9.657078
05-Jan-17,761GS2030,.537026,10.259871
05-Jan-17,768GS2023,.322697,6.165116
05-Jan-17,772GS2025,.355297,6.787944
05-Jan-17,788GS2030,.571914,10.926392
05-Jan-17,91DTB,1.185803,22.654735
