DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
02-Jan-17,684GS2022,.763346,14.583702
02-Jan-17,697GS2026,.418466,7.994783
02-Jan-17,759GS2026,.40781,7.791204
02-Jan-17,759GS2029,.548423,10.477612
02-Jan-17,761GS2030,.585088,11.178094
02-Jan-17,768GS2023,.346793,6.625474
02-Jan-17,772GS2025,.386412,7.3824
02-Jan-17,788GS2030,.598339,11.431244
02-Jan-17,91DTB,1.204982,23.021143
