DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
10-Jan-17,679GS2029,.775722,14.820143
10-Jan-17,684GS2022,.636017,12.151095
10-Jan-17,697GS2026,.371605,7.099499
10-Jan-17,759GS2026,.356306,6.80722
10-Jan-17,759GS2029,.463104,8.847595
10-Jan-17,761GS2030,.49329,9.424289
10-Jan-17,768GS2023,.29599,5.654889
10-Jan-17,772GS2025,.325946,6.227199
10-Jan-17,788GS2030,.524335,10.017413
10-Jan-17,91DTB,1.081361,20.659371
