DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
06-Jan-17,684GS2022,.676645,12.927291
06-Jan-17,697GS2026,.394089,7.529058
06-Jan-17,759GS2026,.378135,7.224263
06-Jan-17,759GS2029,.492495,9.409097
06-Jan-17,761GS2030,.524076,10.012457
06-Jan-17,768GS2023,.31409,6.000682
06-Jan-17,772GS2025,.345663,6.603881
06-Jan-17,788GS2030,.557768,10.656144
06-Jan-17,91DTB,1.149673,21.964469
