DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
04-Jan-17,684GS2022,.717603,13.709793
04-Jan-17,697GS2026,.41883,8.001745
04-Jan-17,759GS2026,.399461,7.631692
04-Jan-17,759GS2029,.521268,9.95881
04-Jan-17,761GS2030,.553899,10.582228
04-Jan-17,768GS2023,.330073,6.306032
04-Jan-17,772GS2025,.364906,6.971518
04-Jan-17,788GS2030,.589746,11.267075
04-Jan-17,91DTB,1.147929,21.931158
