DATE ,SYMBOL,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
12-Jan-17,679GS2029,.732997,14.003885
12-Jan-17,684GS2022,.599425,11.451991
12-Jan-17,697GS2026,.353506,6.753728
12-Jan-17,759GS2026,.341413,6.522678
12-Jan-17,759GS2029,.444937,8.500509
12-Jan-17,761GS2030,.477093,9.11484
12-Jan-17,768GS2023,.2872,5.486955
12-Jan-17,772GS2025,.309374,5.910588
12-Jan-17,788GS2030,.505528,9.658096
12-Jan-17,91DTB,1.030929,19.695867
