Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
03-JAN-2017,INE397D01024,BHARTI AIRTEL LIMITED,BHARTIARTL,262450638,29450800
03-JAN-2017,INE029A01011,BHARAT PETROLEUM CORP  LT,BPCL,130353651,16494000
03-JAN-2017,INE585B01010,MARUTI SUZUKI INDIA LTD.,MARUTI,26458324,3334350
03-JAN-2017,INE062A01020,STATE BANK OF INDIA,SBIN,591901406,109290000
03-JAN-2017,INE155A01022,TATA MOTORS LIMITED,TATAMOTORS,386909887,29875500
03-JAN-2017,INE347G01014,PETRONET LNG LIMITED,PETRONET,75000008,3963000
03-JAN-2017,INE069I01010,INDIABULLS REAL EST. LTD,IBREALEST,53091511,39920000
03-JAN-2017,INE802G01018,JET AIRWAYS (INDIA) LTD.,JETAIRWAYS,11132543,6944000
03-JAN-2017,INE111A01017,CONTAINER CORP OF IND LTD,CONCOR,16848081,812500
03-JAN-2017,INE437A01024,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,18266320,576400
03-JAN-2017,INE092T01019,IDFC BANK LIMITED,IDFCBANK,319674051,54904000
03-JAN-2017,INE848E01016,NHPC LTD,NHPC,562417343,42444000
03-JAN-2017,INE498L01015,L&T FINANCE HOLDINGS LTD,L&TFH,110515050,31896000
03-JAN-2017,INE176B01034,HAVELLS INDIA LIMITED,HAVELLS,47907601,4278000
03-JAN-2017,INE019A01020,JSW STEEL LIMITED,JSWSTEEL,28056072,5438700
03-JAN-2017,INE785M01013,PC JEWELLER LTD,PCJEWELLER,9218537,1027500
03-JAN-2017,INE939A01011,STRIDES SHASUN LIMITED,STAR,12307958,1662500
03-JAN-2017,INE670A01012,TATA ELXSI LIMITED,TATAELXSI,3448117,1269200
03-JAN-2017,INE774D01024,M&M FIN. SERVICES LTD,M&MFIN,54684634,13152500
03-JAN-2017,INE481G01011,ULTRATECH CEMENT LIMITED,ULTRACEMCO,20713731,2688400
03-JAN-2017,INE039A01010,IFCI LTD,IFCI,147807447,107580000
03-JAN-2017,INE018I01017,MINDTREE LIMITED,MINDTREE,28953099,2042400
03-JAN-2017,INE089A01023,DR. REDDY'S LABORATORIES,DRREDDY,24300551,1707200
03-JAN-2017,INE761H01022,PAGE INDUSTRIES LTD,PAGEIND,1137517,40150
03-JAN-2017,INE044A01036,SUN PHARMACEUTICALS IND.,SUNPHARMA,216740044,36253000
03-JAN-2017,INE860A01027,HCL TECHNOLOGIES LTD,HCLTECH,111868457,5934600
03-JAN-2017,INE090A01021,ICICI BANK LTD.,ICICIBANK,868527943,71240000
03-JAN-2017,INE038A01020,HINDALCO  INDUSTRIES  LTD,HINDALCO,257369784,51110500
03-JAN-2017,INE114A01011,STEEL AUTHORITY OF INDIA,SAIL,206528041,69792000
03-JAN-2017,INE002A01018,RELIANCE INDUSTRIES LTD,RELIANCE,336890908,18687500
03-JAN-2017,INE055A01016,CENTURY TEXTILES LTD,CENTURYTEX,11671128,8870400
03-JAN-2017,INE628A01036,UPL LIMITED,UPL,73204269,6264000
03-JAN-2017,INE101A01026,MAHINDRA & MAHINDRA LTD,M&M,86047916,6110500
03-JAN-2017,INE467B01029,TATA CONSULTANCY SERV LT,TCS,105110557,5132250
03-JAN-2017,INE258A01016,BEML LIMITED,BEML,3828900,958200
03-JAN-2017,INE482A01020,CEAT LIMITED,CEATLTD,3983269,2050300
03-JAN-2017,INE263A01016,BHARAT ELECTRONICS LTD,BEL,11429786,1995750
03-JAN-2017,INE685A01028,TORRENT PHARMACEUTICALS L,TORNTPHARM,9731600,211200
03-JAN-2017,INE121J01017,BHARTI INFRATEL LTD.,INFRATEL,103482923,6489600
03-JAN-2017,INE797F01012,JUBILANT FOODWORKS LTD,JUBLFOOD,7236807,2350500
03-JAN-2017,INE836A01035,KPIT TECHNOLOGIES LTD,KPIT,30989227,4068000
03-JAN-2017,INE160A01022,PUNJAB NATIONAL BANK,PNB,148901807,82607000
03-JAN-2017,INE256A01028,ZEE ENTERTAINMENT ENT LTD,ZEEL,109355701,8927100
03-JAN-2017,INE821I01014,IRB INFRA DEV LTD.,IRB,29963877,10260000
03-JAN-2017,INE494B01023,TVS MOTOR COMPANY  LTD,TVSMOTOR,40480865,9930000
03-JAN-2017,INE669C01036,TECH MAHINDRA LIMITED,TECHM,123732896,9275200
03-JAN-2017,INE614B01018,KARNATAKA BANK LIMITED,KTKBANK,46329362,18474375
03-JAN-2017,INE047A01021,GRASIM INDUSTRIES LTD,GRASIM,64148609,9500250
03-JAN-2017,INE667A01018,SYNDICATE BANK,SYNDIBANK,40732856,16002000
03-JAN-2017,INE196A01026,MARICO LIMITED,MARICO,103246075,8301800
03-JAN-2017,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIAT,295098128,180336000
03-JAN-2017,INE428A01015,ALLAHABAD BANK,ALBK,44762154,16370000
03-JAN-2017,INE813H01021,TORRENT POWER LTD,TORNTPOWER,44634693,2637000
03-JAN-2017,INE013A01015,RELIANCE CAPITAL LTD,RELCAPITAL,23807815,13044000
03-JAN-2017,INE021A01026,ASIAN PAINTS LIMITED,ASIANPAINT,90562661,6964200
03-JAN-2017,INE522F01014,COAL INDIA LTD,COALINDIA,257078763,11855800
03-JAN-2017,INE095A01012,INDUSIND BANK LIMITED,INDUSINDBK,88710642,5504400
03-JAN-2017,INE043D01016,IDFC LIMITED,IDFC,319188314,61696800
03-JAN-2017,INE528G01019,YES BANK LIMITED,YESBANK,65903352,11046000
03-JAN-2017,INE075A01022,WIPRO LTD,WIPRO,127229846,6672000
03-JAN-2017,INE009A01021,INFOSYS LIMITED,INFY,398569106,19223000
03-JAN-2017,INE081A01012,TATA STEEL LIMITED,TATASTEEL,133342619,30608000
03-JAN-2017,INE180K01011,BHARAT FIN INCLUSION LTD,BHARATFIN,27025147,13653000
03-JAN-2017,INE584A01023,NMDC LTD.,NMDC,158552856,23118000
03-JAN-2017,INE429C01035,SINTEX INDUSTRIES LTD,SINTEX,70698298,30730125
03-JAN-2017,INE245A01021,TATA POWER CO LTD,TATAPOWER,362285786,28062000
03-JAN-2017,INE438A01022,APOLLO TYRES LTD,APOLLOTYRE,56861605,9954000
03-JAN-2017,INE176A01028,BATA INDIA LTD,BATAINDIA,12092405,2940300
03-JAN-2017,INE614G01033,RELIANCE POWER LTD.,RPOWER,138526953,54216000
03-JAN-2017,INE069A01017,ADITYA BIRLA NUVO LIMITED,ABIRLANUVO,10834472,3801600
03-JAN-2017,INE330H01018,RELIANCE COMMUNICATIONS L,RCOM,198529730,121764000
03-JAN-2017,INE101D01020,GRANULES INDIA LIMITED,GRANULES,21264103,9485000
03-JAN-2017,INE172A01027,CASTROL INDIA LIMITED,CASTROLIND,48466996,11470200
03-JAN-2017,INE259A01022,COLGATE PALMOLIVE LTD.,COLPAL,26654592,624400
03-JAN-2017,INE942G01012,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,10969190,4533000
03-JAN-2017,INE881D01027,ORACLE FIN SERV SOFT LTD.,OFSS,4393160,201600
03-JAN-2017,INE854D01016,UNITED SPIRITS LIMITED,MCDOWELL-N,11921477,2535750
03-JAN-2017,INE158A01026,HERO MOTOCORP LIMITED,HEROMOTOCO,26105076,1958800
03-JAN-2017,INE836F01026,DISH TV INDIA LTD.,DISHTV,75810101,37618000
03-JAN-2017,INE040A01026,HDFC BANK LTD,HDFCBANK,305882841,30941000
03-JAN-2017,INE424H01027,SUN TV NETWORK LIMITED,SUNTV,19704232,9838000
03-JAN-2017,INE669E01016,IDEA CELLULAR LIMITED,IDEA,416070438,90944000
03-JAN-2017,INE742F01042,ADANI PORT & SEZ LTD,ADANIPORTS,170061353,17985000
03-JAN-2017,INE483B01026,INDO COUNT INDUSTRIES LTD,ICIL,16210584,4014500
03-JAN-2017,INE102D01028,GODREJ CONSUMER PRODUCTS,GODREJCP,25020946,665600
03-JAN-2017,IN9155A01020,TATA MOTORS DVR 'A' ORD,TATAMTRDVR,101597007,16403100
03-JAN-2017,INE323A01026,BOSCH LIMITED,BOSCHLTD,1801607,76100
03-JAN-2017,INE302A01020,EXIDE INDUSTRIES LTD,EXIDEIND,91809066,13220000
03-JAN-2017,INE752E01010,POWER GRID CORP. LTD.,POWERGRID,440550890,19072000
03-JAN-2017,INE267A01025,HINDUSTAN ZINC LIMITED,HINDZINC,296432938,8684800
03-JAN-2017,INE067A01029,CROMPTON GREAVES LTD,CROMPGREAV,82082548,26928000
03-JAN-2017,INE591G01017,NIIT TECHNOLOGIES LTD,NIITTECH,8501411,571500
03-JAN-2017,INE510A01028,ENGINEERS INDIA LTD,ENGINERSIN,54764539,24885000
03-JAN-2017,INE008A01015,IDBI BANK LIMITED,IDBI,75388015,32656000
03-JAN-2017,INE486A01013,CESC LTD,CESC,13270994,1955800
03-JAN-2017,INE298A01020,CUMMINS INDIA LTD,CUMMINSIND,27165463,630600
03-JAN-2017,INE883A01011,MRF LTD,MRF,615056,31680
03-JAN-2017,INE877F01012,PTC INDIA LIMITED,PTC,49601664,16352000
03-JAN-2017,INE016A01026,DABUR INDIA LTD,DABUR,112643965,12715000
