Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
13-JAN-2017,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,797344158,45326250
13-JAN-2017,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,54083602,12851300
13-JAN-2017,INE018A01030,LARSEN & TOUBRO LTD.,LT,182559065,10458000
13-JAN-2017,INE814H01011,ADANI POWER LTD,ADANIPOWER,245854775,164140000
13-JAN-2017,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31180379,1760000
13-JAN-2017,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,60244101,16637500
13-JAN-2017,INE036A01016,RELIANCE INFRASTRUCTU LTD,RELINFRA,25661014,10071100
13-JAN-2017,INE692A01016,UNION BANK OF INDIA,UNIONBANK,50266904,31668000
13-JAN-2017,INE326A01037,LUPIN LIMITED,LUPIN,48056576,5481200
13-JAN-2017,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25451469,9907800
13-JAN-2017,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30199543,2774800
13-JAN-2017,INE733E01010,NTPC LTD,NTPC,498941046,26660000
13-JAN-2017,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14253357,7565600
13-JAN-2017,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282405919,89026000
13-JAN-2017,INE503A01015,DCB BANK LIMITED,DCBBANK,47706858,6849000
13-JAN-2017,INE868B01028,NCC LIMITED,NCC,88700768,25264000
13-JAN-2017,INE216A01022,BRITANNIA INDUSTRIES LTD,BRITANNIA,11825583,1189600
13-JAN-2017,INE012A01025,ACC LIMITED,ACC,18652428,1699200
13-JAN-2017,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5684585,4551600
13-JAN-2017,INE242A01010,INDIAN OIL CORP LTD,IOC,405176781,23271000
13-JAN-2017,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,99330300,30370200
13-JAN-2017,INE910H01017,CAIRN INDIA LIMITED,CAIRN,150598427,25326000
13-JAN-2017,INE034A01011,ARVIND LIMITED,ARVIND,29058112,11860000
13-JAN-2017,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,78143609,31509000
13-JAN-2017,INE191I01012,HOUSING DEV & INFRA LTD,HDIL,55096915,46024000
13-JAN-2017,INE020B01018,RURAL ELEC CORP. LTD.,RECLTD,155476528,39696000
13-JAN-2017,INE129A01019,GAIL (INDIA) LTD,GAIL,108951958,7504500
13-JAN-2017,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,103569882,13885000
13-JAN-2017,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,337875839,67771000
13-JAN-2017,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35256784,5841000
13-JAN-2017,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,45583448,8824000
