Date, ISIN, Scrip Name, NSE Symbol, MWPL, NSE Open Interest
05-JAN-2017,INE115A01026,LIC HOUSING FINANCE LTD,LICHSGFIN,60244101,12863400
05-JAN-2017,INE406A01037,AUROBINDO PHARMA LTD,AUROPHARMA,54083602,12594400
05-JAN-2017,INE208A01029,ASHOK LEYLAND LTD,ASHOKLEY,282405919,81123000
05-JAN-2017,INE503A01015,DCB BANK LIMITED,DCBBANK,47706858,2925000
05-JAN-2017,INE049B01025,WOCKHARDT LIMITED,WOCKPHARMA,5684585,4190400
05-JAN-2017,INE036A01016,RELIANCE INFRASTRUCTU LTD,RELINFRA,25661014,8928400
05-JAN-2017,INE018A01030,LARSEN & TOUBRO LTD.,LT,182559065,9371000
05-JAN-2017,INE361B01024,DIVI'S LABORATORIES LTD,DIVISLAB,25451469,6664800
05-JAN-2017,INE935A01035,GLENMARK PHARMACEUTICALS,GLENMARK,30199543,2716000
05-JAN-2017,INE151A01013,TATA COMMUNICATIONS LTD,TATACOMM,14253357,5293400
05-JAN-2017,INE213A01029,OIL AND NATURAL GAS CORP.,ONGC,797344158,36442500
05-JAN-2017,INE326A01037,LUPIN LIMITED,LUPIN,48056576,5073600
05-JAN-2017,INE012A01025,ACC LIMITED,ACC,18652428,1478400
05-JAN-2017,INE868B01028,NCC LIMITED,NCC,88700768,15432000
05-JAN-2017,INE318A01026,PIDILITE INDUSTRIES LTD,PIDILITIND,31180379,1643000
05-JAN-2017,INE814H01011,ADANI POWER LTD,ADANIPOWER,245854775,137020000
05-JAN-2017,INE733E01010,NTPC LTD,NTPC,498941046,18152000
05-JAN-2017,INE692A01016,UNION BANK OF INDIA,UNIONBANK,50266904,27740000
05-JAN-2017,INE216A01022,BRITANNIA INDUSTRIES LTD,BRITANNIA,11825583,1147800
05-JAN-2017,INE271C01023,DLF LIMITED,DLF,89368945,66590000
05-JAN-2017,INE066A01013,EICHER MOTORS LTD,EICHERMOT,2687179,243900
05-JAN-2017,INE020B01018,RURAL ELEC CORP. LTD.,RECLTD,155476528,32310000
05-JAN-2017,INE030A01027,HINDUSTAN UNILEVER LTD.,HINDUNILVR,141972365,6225600
05-JAN-2017,INE749A01030,JINDAL STEEL & POWER LTD,JINDALSTEL,69721409,58473000
05-JAN-2017,INE775A01035,MOTHERSON SUMI SYSTEMS LT,MOTHERSUMI,103569882,10750000
05-JAN-2017,INE296A01024,BAJAJ FINANCE LIMITED,BAJFINANCE,45583448,8708500
05-JAN-2017,INE092A01019,TATA CHEMICALS LTD,TATACHEM,35256784,4878000
05-JAN-2017,INE242A01010,INDIAN OIL CORP LTD,IOC,405176781,22332000
05-JAN-2017,INE094A01015,HINDUSTAN PETROLEUM CORP,HINDPETRO,99330300,26873700
05-JAN-2017,INE034A01011,ARVIND LIMITED,ARVIND,29058112,8340000
05-JAN-2017,INE280A01028,TITAN COMPANY LIMITED,TITAN,83355648,11169000
05-JAN-2017,INE148I01020,INDIABULLS HSG FIN LTD,IBULHSGFIN,63336538,14952800
05-JAN-2017,INE191I01012,HOUSING DEV & INFRA LTD,HDIL,55096915,43136000
05-JAN-2017,INE129A01019,GAIL (INDIA) LTD,GAIL,108951958,6741000
05-JAN-2017,INE192A01025,TATA GLOBAL BEVERAGES LTD,TATAGLOBAL,78143609,29047500
05-JAN-2017,INE093A01033,HEXAWARE TECHNOLOGIES LTD,HEXAWARE,17192082,6348000
05-JAN-2017,INE910H01017,CAIRN INDIA LIMITED,CAIRN,150598427,24465000
05-JAN-2017,INE886H01027,TV18 BROADCAST LIMITED,TV18BRDCST,135768011,90440000
05-JAN-2017,INE084A01016,BANK OF INDIA,BANKINDIA,47308200,30714000
05-JAN-2017,INE686F01025,UNITED BREWERIES LTD,UBL,13816721,1071000
05-JAN-2017,INE003A01024,SIEMENS LTD,SIEMENS,17805517,834000
05-JAN-2017,INE721A01013,SHRIRAM TRANSPORT FIN CO.,SRTRANSFIN,33555914,3716400
05-JAN-2017,INE776C01039,GMR INFRASTRUCTURE LTD.,GMRINFRA,463433632,202275000
05-JAN-2017,INE010B01027,CADILA HEALTHCARE LIMITED,CADILAHC,51610474,3206400
05-JAN-2017,INE121E01018,JSW ENERGY LIMITED,JSWENERGY,82002830,37976000
05-JAN-2017,INE171A01029,FEDERAL BANK LTD,FEDERALBNK,337875839,58597000
05-JAN-2017,INE647A01010,SRF LTD,SRF,5468800,475000
05-JAN-2017,INE205A01025,VEDANTA LIMITED,VEDL,220189602,56329000
05-JAN-2017,INE423A01024,ADANI ENTERPRISES LIMITED,ADANIENT,54990504,20456000
05-JAN-2017,INE599M01018,JUSTDIAL LTD.,JUSTDIAL,9292375,8881200
05-JAN-2017,INE175A01038,JAIN IRRIGATION SYSTEMS,JISLJALEQS,63633950,48780000
05-JAN-2017,INE237A01028,KOTAK MAHINDRA BANK LTD,KOTAKBANK,243819129,11165600
05-JAN-2017,INE238A01034,AXIS BANK LIMITED,AXISBANK,319829359,36350400
05-JAN-2017,INE203G01019,INDRAPRASTHA GAS LTD,IGL,15400016,2768700
05-JAN-2017,INE376G01013,BIOCON LIMITED.,BIOCON,15004812,3390000
05-JAN-2017,INE141A01014,ORIENTAL BANK OF COMMERCE,ORIENTBANK,24507940,18162000
05-JAN-2017,INE202B01012,DEWAN HOUSING FIN CORP LT,DHFL,37995668,21435000
05-JAN-2017,INE274J01014,OIL INDIA LTD,OIL,38903089,1807100
05-JAN-2017,INE079A01024,AMBUJA CEMENTS LTD,AMBUJACEM,151241250,14642500
05-JAN-2017,INE917I01010,BAJAJ AUTO LIMITED,BAJAJ-AUTO,29338218,1569750
05-JAN-2017,INE383A01012,THE INDIA CEMENTS LIMITED,INDIACEM,43350664,34450500
05-JAN-2017,INE154A01025,ITC LTD,ITC,2416891119,48873600
