Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
12-Jan-17,CIPLA,586.25,576.95,  0.0160,  0.0149,  0.0149,  0.2856,586.5,579.05,  0.0128,  0.0154,  0.0152,  0.2911,  0.0152,  0.2911
12-Jan-17,COALINDIA,313.2,316.85, -0.0116,  0.0183,  0.0180,  0.3433,308.85,312.2, -0.0108,  0.0175,  0.0171,  0.3273,  0.0180,  0.3433
12-Jan-17,COLPAL,890.65,895, -0.0049,  0.0082,  0.0080,  0.1533,892.2,898.75, -0.0073,  0.0085,  0.0085,  0.1616,  0.0085,  0.1616
12-Jan-17,CONCOR,1217.35,1183.55,  0.0282,  0.0155,  0.0165,  0.3152,1209.5,1185.15,  0.0203,  0.0143,  0.0147,  0.2806,  0.0165,  0.3152
12-Jan-17,CROMPGREAV,64.35,62.15,  0.0348,  0.0220,  0.0229,  0.4384,64.45,62.4,  0.0323,  0.0217,  0.0225,  0.4303,  0.0229,  0.4384
12-Jan-17,CUMMINSIND,847.1,840.6,  0.0077,  0.0170,  0.0166,  0.3173,846.15,841,  0.0061,  0.0160,  0.0156,  0.2972,  0.0166,  0.3173
12-Jan-17,DABUR,278.85,278.5,  0.0013,  0.0138,  0.0134,  0.2566,280.05,278.9,  0.0041,  0.0128,  0.0124,  0.2375,  0.0134,  0.2566
12-Jan-17,DCBBANK,119.15,116.4,  0.0234,  0.0203,  0.0205,  0.3920,119.85,116.75,  0.0262,  0.0205,  0.0209,  0.3994,  0.0209,  0.3994
12-Jan-17,DHFL,267.05,264.85,  0.0083,  0.0229,  0.0223,  0.4258,267.35,265.8,  0.0058,  0.0234,  0.0227,  0.4334,  0.0227,  0.4334
12-Jan-17,DISHTV,87.2,87.25, -0.0006,  0.0170,  0.0165,  0.3153,87.6,87.55,  0.0006,  0.0173,  0.0167,  0.3199,  0.0167,  0.3199
12-Jan-17,DIVISLAB,738.3,740.1, -0.0024,  0.0506,  0.0491,  0.9375,739,741.85, -0.0038,  0.0503,  0.0488,  0.9317,  0.0491,  0.9375
12-Jan-17,DJIA,19954.28,19855.53,  0.0050,  0.0042,  0.0043,  0.0819,19872.5,19862.5,  0.0005,  0.0042,  0.0041,  0.0783,  0.0043,  0.0819
12-Jan-17,DLF,125.25,125.25,  0.0000,  0.0306,  0.0297,  0.5675,125.7,125.75, -0.0004,  0.0318,  0.0308,  0.5892,  0.0308,  0.5892
12-Jan-17,DRREDDY,3008.5,3042.45, -0.0112,  0.0123,  0.0122,  0.2339,3016.45,3054.25, -0.0125,  0.0121,  0.0121,  0.2310,  0.0122,  0.2339
12-Jan-17,EICHERMOT,22826.5,23161.35, -0.0146,  0.0199,  0.0196,  0.3744,22910,23266.7, -0.0154,  0.0195,  0.0193,  0.3690,  0.0196,  0.3744
12-Jan-17,ENGINERSIN,154.8,156.15, -0.0087,  0.0315,  0.0306,  0.5855,155.4,156.35, -0.0061,  0.0249,  0.0242,  0.4625,  0.0306,  0.5855
12-Jan-17,EXIDEIND,184.4,186.45, -0.0111,  0.0145,  0.0143,  0.2734,184.7,186.9, -0.0118,  0.0144,  0.0143,  0.2732,  0.0143,  0.2734
12-Jan-17,FEDERALBNK,72.35,72.55, -0.0028,  0.0208,  0.0202,  0.3863,72.5,72.85, -0.0048,  0.0217,  0.0211,  0.4026,  0.0211,  0.4026
12-Jan-17,FTSE100,7290.49,7275.47,  0.0021,  0.0049,  0.0048,  0.0914,7301,7287,  0.0019,  0.0049,  0.0048,  0.0916,  0.0048,  0.0916
12-Jan-17,GAIL,442.05,444.7, -0.0060,  0.0132,  0.0129,  0.2459,442.1,446.05, -0.0089,  0.0127,  0.0125,  0.2389,  0.0129,  0.2459
12-Jan-17,GLENMARK,890.4,904.5, -0.0157,  0.0130,  0.0132,  0.2517,892.35,908.2, -0.0176,  0.0128,  0.0132,  0.2514,  0.0132,  0.2517
12-Jan-17,GMRINFRA,12.65,12.7, -0.0039,  0.0186,  0.0181,  0.3453,12.75,12.8, -0.0039,  0.0188,  0.0183,  0.3487,  0.0183,  0.3487
12-Jan-17,GODREJCP,1578,1575,  0.0019,  0.0134,  0.0130,  0.2489,1582.4,1576.25,  0.0039,  0.0133,  0.0129,  0.2466,  0.0130,  0.2489
12-Jan-17,GODREJIND,440.9,442.5, -0.0036,  0.0153,  0.0148,  0.2834,439.85,443.9, -0.0092,  0.0142,  0.0140,  0.2671,  0.0148,  0.2834
12-Jan-17,GRANULES,103.5,104.65, -0.0110,  0.0327,  0.0318,  0.6076,104,105.1, -0.0105,  0.0327,  0.0318,  0.6071,  0.0318,  0.6076
12-Jan-17,GRASIM,855.55,857.9, -0.0027,  0.0156,  0.0151,  0.2890,857.05,859.7, -0.0031,  0.0156,  0.0151,  0.2889,  0.0151,  0.2890
12-Jan-17,HAVELLS,363.95,370.45, -0.0177,  0.0214,  0.0212,  0.4051,365.05,369.8, -0.0129,  0.0212,  0.0208,  0.3974,  0.0212,  0.4051
12-Jan-17,HCLTECH,847.7,833.25,  0.0172,  0.0166,  0.0166,  0.3175,846.25,832.5,  0.0164,  0.0157,  0.0157,  0.3005,  0.0166,  0.3175
12-Jan-17,HDFC,1221.1,1230.05, -0.0073,  0.0133,  0.0130,  0.2482,1225.15,1232.6, -0.0061,  0.0129,  0.0126,  0.2402,  0.0130,  0.2482
12-Jan-17,HDFCBANK,1235,1234,  0.0008,  0.0092,  0.0089,  0.1698,1238.8,1233.7,  0.0041,  0.0089,  0.0087,  0.1654,  0.0089,  0.1698
12-Jan-17,HDIL,63,63.5, -0.0079,  0.0272,  0.0265,  0.5058,63.25,63.8, -0.0087,  0.0277,  0.0270,  0.5154,  0.0270,  0.5154
12-Jan-17,HEROMOTOCO,3083.2,3084.25, -0.0003,  0.0130,  0.0126,  0.2399,3086.45,3089.9, -0.0011,  0.0129,  0.0125,  0.2382,  0.0126,  0.2399
12-Jan-17,HEXAWARE,203.35,199.25,  0.0204,  0.0171,  0.0173,  0.3310,204.2,199.7,  0.0223,  0.0171,  0.0174,  0.3328,  0.0174,  0.3328
12-Jan-17,HINDALCO,177,174.95,  0.0116,  0.0276,  0.0270,  0.5149,177.4,175,  0.0136,  0.0273,  0.0266,  0.5089,  0.0270,  0.5149
12-Jan-17,HINDPETRO,494.15,490.7,  0.0070,  0.0211,  0.0205,  0.3913,488.2,485.8,  0.0049,  0.0192,  0.0186,  0.3559,  0.0205,  0.3913
12-Jan-17,HINDUNILVR,825.9,841.5, -0.0187,  0.0094,  0.0102,  0.1950,829.05,841.25, -0.0146,  0.0089,  0.0093,  0.1779,  0.0102,  0.1950
12-Jan-17,HINDZINC,275.45,278.15, -0.0098,  0.0223,  0.0217,  0.4154,276.5,278.8, -0.0083,  0.0224,  0.0218,  0.4167,  0.0218,  0.4167
12-Jan-17,IBREALEST,80.75,82.1, -0.0166,  0.0302,  0.0295,  0.5645,81.05,82.35, -0.0159,  0.0304,  0.0298,  0.5689,  0.0298,  0.5689
12-Jan-17,IBULHSGFIN,725.75,716,  0.0135,  0.0228,  0.0223,  0.4265,727.05,715.7,  0.0157,  0.0223,  0.0220,  0.4199,  0.0223,  0.4265
12-Jan-17,ICICIBANK,268.35,264.7,  0.0137,  0.0149,  0.0148,  0.2834,268.4,265.35,  0.0114,  0.0145,  0.0143,  0.2731,  0.0148,  0.2834
12-Jan-17,ICIL,170.4,165.25,  0.0307,  0.0231,  0.0236,  0.4509,171,165.7,  0.0315,  0.0241,  0.0246,  0.4704,  0.0246,  0.4704
12-Jan-17,IDBI,74.45,74.15,  0.0040,  0.0182,  0.0177,  0.3383,74.8,74.4,  0.0054,  0.0186,  0.0181,  0.3457,  0.0181,  0.3457
12-Jan-17,IDEA,72.15,74.6, -0.0334,  0.0184,  0.0196,  0.3750,72.15,74.15, -0.0273,  0.0195,  0.0201,  0.3835,  0.0201,  0.3835
12-Jan-17,IDFC,57.6,57.1,  0.0087,  0.0242,  0.0236,  0.4502,57.8,57.2,  0.0104,  0.0241,  0.0235,  0.4493,  0.0236,  0.4502
12-Jan-17,IDFCBANK,63.05,62.95,  0.0016,  0.0224,  0.0217,  0.4152,63.1,63.2, -0.0016,  0.0227,  0.0221,  0.4214,  0.0221,  0.4214
12-Jan-17,IFCI,28.1,28,  0.0036,  0.0358,  0.0347,  0.6638,28.25,28.2,  0.0018,  0.0356,  0.0345,  0.6591,  0.0347,  0.6638
12-Jan-17,IGL,928.1,936.5, -0.0090,  0.0144,  0.0141,  0.2695,931.45,938.9, -0.0080,  0.0137,  0.0135,  0.2573,  0.0141,  0.2695
12-Jan-17,INDIACEM,134.2,133.9,  0.0022,  0.0272,  0.0264,  0.5037,134.35,133.95,  0.0030,  0.0274,  0.0266,  0.5086,  0.0266,  0.5086
12-Jan-17,INDIAVIX,1461.25,1480.75, -0.0133,  0.0491,  0.0486,  0.9287,1469.75,1482.5, -0.0086,  0.0491,  0.0485,  0.9271,  0.0486,  0.9287
12-Jan-17,INDUSINDBK,1219.9,1233.8, -0.0113,  0.0213,  0.0208,  0.3977,1219.7,1233.3, -0.0111,  0.0200,  0.0196,  0.3748,  0.0208,  0.3977
12-Jan-17,INFRATEL,358.85,353.25,  0.0157,  0.0173,  0.0172,  0.3280,359.15,354.45,  0.0132,  0.0170,  0.0168,  0.3204,  0.0172,  0.3280
12-Jan-17,INFY,1000.05,969.1,  0.0314,  0.0112,  0.0133,  0.2543,1003.95,972.7,  0.0316,  0.0110,  0.0132,  0.2520,  0.0133,  0.2543
12-Jan-17,IOC,354.75,349.1,  0.0161,  0.0203,  0.0201,  0.3835,353.85,348.75,  0.0145,  0.0195,  0.0192,  0.3673,  0.0201,  0.3835
12-Jan-17,IRB,212.9,216.3, -0.0158,  0.0198,  0.0196,  0.3738,213.2,216.7, -0.0163,  0.0196,  0.0194,  0.3710,  0.0196,  0.3738
12-Jan-17,ITC,244.65,247.55, -0.0118,  0.0145,  0.0144,  0.2742,245,247.8, -0.0114,  0.0138,  0.0137,  0.2613,  0.0144,  0.2742
12-Jan-17,JETAIRWAYS,390.85,388.1,  0.0071,  0.0218,  0.0212,  0.4053,391.5,388.8,  0.0069,  0.0227,  0.0220,  0.4211,  0.0220,  0.4211
12-Jan-17,JINDALSTEL,80.65,81.95, -0.0160,  0.0335,  0.0327,  0.6251,80.8,82.25, -0.0178,  0.0329,  0.0322,  0.6154,  0.0327,  0.6251
12-Jan-17,JISLJALEQS,94.3,95.8, -0.0158,  0.0224,  0.0221,  0.4221,94.7,96.05, -0.0142,  0.0225,  0.0221,  0.4226,  0.0221,  0.4226
12-Jan-17,JPASSOCIAT,10.3,10.35, -0.0048,  0.0487,  0.0473,  0.9031,10.35,10.4, -0.0048,  0.0488,  0.0473,  0.9038,  0.0473,  0.9038
12-Jan-17,JSWENERGY,65.5,64.3,  0.0185,  0.0248,  0.0245,  0.4673,65.8,64.5,  0.0200,  0.0256,  0.0253,  0.4838,  0.0253,  0.4838
12-Jan-17,JSWSTEEL,188.5,187.55,  0.0051,  0.0242,  0.0235,  0.4484,188.95,188.35,  0.0032,  0.0241,  0.0234,  0.4472,  0.0235,  0.4484
12-Jan-17,JUBLFOOD,842.85,845.95, -0.0037,  0.0187,  0.0182,  0.3471,844.45,847.65, -0.0038,  0.0188,  0.0183,  0.3494,  0.0183,  0.3494
12-Jan-17,JUSTDIAL,373.2,382.1, -0.0236,  0.0366,  0.0360,  0.6877,372.95,381, -0.0214,  0.0358,  0.0351,  0.6701,  0.0360,  0.6877
12-Jan-17,KOTAKBANK,727.95,728.4, -0.0006,  0.0125,  0.0121,  0.2321,727.75,728.75, -0.0014,  0.0122,  0.0118,  0.2253,  0.0121,  0.2321
12-Jan-17,KPIT,139.65,138.55,  0.0079,  0.0133,  0.0131,  0.2497,139.85,138.7,  0.0083,  0.0132,  0.0130,  0.2480,  0.0131,  0.2497
12-Jan-17,KSCL,434.1,436.55, -0.0056,  0.0204,  0.0199,  0.3796,436,437.75, -0.0040,  0.0205,  0.0199,  0.3794,  0.0199,  0.3796
12-Jan-17,KTKBANK,119.2,119.5, -0.0025,  0.0205,  0.0199,  0.3805,119.65,119.8, -0.0013,  0.0204,  0.0198,  0.3785,  0.0199,  0.3805
12-Jan-17,L&TFH,95.85,96.6, -0.0078,  0.0216,  0.0210,  0.4011,96.1,96.85, -0.0078,  0.0214,  0.0209,  0.3987,  0.0210,  0.4011
12-Jan-17,LICHSGFIN,525.6,532.85, -0.0137,  0.0202,  0.0198,  0.3790,527.65,535.05, -0.0139,  0.0192,  0.0189,  0.3620,  0.0198,  0.3790
12-Jan-17,LT,1449.35,1412.35,  0.0259,  0.0103,  0.0118,  0.2258,1450.2,1413.45,  0.0257,  0.0098,  0.0114,  0.2176,  0.0118,  0.2258
12-Jan-17,LUPIN,1491,1521.75, -0.0204,  0.0154,  0.0157,  0.3002,1496.05,1522.5, -0.0175,  0.0147,  0.0149,  0.2844,  0.0157,  0.3002
12-Jan-17,M&M,1213.4,1232, -0.0152,  0.0145,  0.0145,  0.2779,1216.25,1232.8, -0.0135,  0.0146,  0.0146,  0.2781,  0.0146,  0.2781
12-Jan-17,M&MFIN,281.9,283.05, -0.0041,  0.0238,  0.0231,  0.4404,282.65,283.45, -0.0028,  0.0236,  0.0229,  0.4377,  0.0231,  0.4404
12-Jan-17,MARICO,259.9,261, -0.0042,  0.0154,  0.0150,  0.2863,260.8,262.2, -0.0054,  0.0147,  0.0143,  0.2729,  0.0150,  0.2863
12-Jan-17,MARUTI,5777.35,5762.35,  0.0026,  0.0152,  0.0148,  0.2821,5784.85,5764.4,  0.0035,  0.0148,  0.0143,  0.2741,  0.0148,  0.2821
12-Jan-17,MCDOWELL-N,1908.55,1917.95, -0.0049,  0.0135,  0.0131,  0.2510,1909.85,1923.95, -0.0074,  0.0136,  0.0134,  0.2551,  0.0134,  0.2551
12-Jan-17,MCLEODRUSS,148.55,148.6, -0.0003,  0.0146,  0.0142,  0.2704,149.2,149.1,  0.0007,  0.0150,  0.0145,  0.2778,  0.0145,  0.2778
12-Jan-17,MINDTREE,491.3,487.3,  0.0082,  0.0210,  0.0205,  0.3914,490.9,486.55,  0.0089,  0.0215,  0.0210,  0.4004,  0.0210,  0.4004
12-Jan-17,MOTHERSUMI,329.75,330.2, -0.0014,  0.0182,  0.0176,  0.3370,330.75,331.4, -0.0020,  0.0182,  0.0176,  0.3364,  0.0176,  0.3370
12-Jan-17,MRF,55011.6,55400, -0.0070,  0.0207,  0.0201,  0.3847,55004.8,55454.2, -0.0081,  0.0212,  0.0206,  0.3939,  0.0206,  0.3939
12-Jan-17,NCC,82.9,82.9,  0.0000,  0.0207,  0.0201,  0.3839,83.25,83.2,  0.0006,  0.0209,  0.0202,  0.3867,  0.0202,  0.3867
12-Jan-17,NHPC,29.9,27.4,  0.0873,  0.0133,  0.0250,  0.4773,28.35,26.75,  0.0581,  0.0142,  0.0198,  0.3786,  0.0250,  0.4773
12-Jan-17,NIFTY,8407.2,8380.65,  0.0032,  0.0079,  0.0077,  0.1468,8418,8387.2,  0.0037,  0.0078,  0.0077,  0.1463,  0.0077,  0.1468
12-Jan-17,NIFTYCPSE,2487.35,2473.25,  0.0057,  0.0113,  0.0110,  0.2106,2476.9,2459.8,  0.0069,  0.0111,  0.0109,  0.2079,  0.0110,  0.2106
12-Jan-17,NIFTYINFRA,2890,2830.5,  0.0208,  0.0090,  0.0101,  0.1927,2896.65,2837.5,  0.0206,  0.0093,  0.0103,  0.1971,  0.0103,  0.1971
12-Jan-17,NIFTYIT,10398.8,10220.55,  0.0173,  0.0110,  0.0115,  0.2189,10400,10224,  0.0171,  0.0108,  0.0113,  0.2155,  0.0115,  0.2189
12-Jan-17,NIFTYMID50,3852.15,3855.7, -0.0009,  0.0127,  0.0123,  0.2352,3861,3865.25, -0.0011,  0.0129,  0.0126,  0.2398,  0.0126,  0.2398
12-Jan-17,NIFTYPSE,3941.2,3881.5,  0.0153,  0.0109,  0.0112,  0.2143,3950.25,3891.1,  0.0151,  0.0111,  0.0114,  0.2181,  0.0114,  0.2181
12-Jan-17,NIITTECH,429.9,429.6,  0.0007,  0.0151,  0.0146,  0.2794,431.55,430.35,  0.0028,  0.0152,  0.0148,  0.2827,  0.0148,  0.2827
12-Jan-17,NMDC,139.05,140.5, -0.0104,  0.0212,  0.0207,  0.3951,139.6,140.95, -0.0096,  0.0215,  0.0209,  0.3999,  0.0209,  0.3999
12-Jan-17,NTPC,173.7,164.5,  0.0544,  0.0105,  0.0167,  0.3199,174.25,164.7,  0.0564,  0.0101,  0.0169,  0.3234,  0.0169,  0.3234
12-Jan-17,OFSS,3205.4,3155.9,  0.0156,  0.0123,  0.0125,  0.2390,3214.75,3169.85,  0.0141,  0.0127,  0.0128,  0.2446,  0.0128,  0.2446
12-Jan-17,OIL,346.9,363.75, -0.0474,  0.0118,  0.0163,  0.3121,345.55,340.1,  0.0159,  0.0112,  0.0115,  0.2201,  0.0163,  0.3121
12-Jan-17,ONGC,199.55,197.65,  0.0096,  0.0140,  0.0138,  0.2630,199.45,197.65,  0.0091,  0.0138,  0.0135,  0.2585,  0.0138,  0.2630
12-Jan-17,ORIENTBANK,114.7,115.55, -0.0074,  0.0218,  0.0212,  0.4059,114.7,116, -0.0113,  0.0226,  0.0221,  0.4215,  0.0221,  0.4215
12-Jan-17,PAGEIND,14026.45,14247.5, -0.0156,  0.0232,  0.0228,  0.4354,14027.5,14297.2, -0.0190,  0.0264,  0.0260,  0.4965,  0.0260,  0.4965
12-Jan-17,PCJEWELLER,399.5,405.6, -0.0152,  0.0255,  0.0250,  0.4767,399.3,405, -0.0142,  0.0275,  0.0269,  0.5145,  0.0269,  0.5145
12-Jan-17,PETRONET,371.35,365.9,  0.0148,  0.0209,  0.0206,  0.3930,371.95,367.5,  0.0120,  0.0207,  0.0203,  0.3876,  0.0206,  0.3930
12-Jan-17,PFC,136.05,132.35,  0.0276,  0.0204,  0.0209,  0.3996,136.45,132.6,  0.0286,  0.0203,  0.0209,  0.3998,  0.0209,  0.3998
12-Jan-17,PIDILITIND,634.65,634.05,  0.0009,  0.0142,  0.0138,  0.2630,634.95,636.1, -0.0018,  0.0143,  0.0139,  0.2654,  0.0139,  0.2654
12-Jan-17,PNB,126,123.6,  0.0192,  0.0215,  0.0214,  0.4085,124.85,123.2,  0.0133,  0.0207,  0.0204,  0.3892,  0.0214,  0.4085
12-Jan-17,POWERGRID,198,189.8,  0.0423,  0.0138,  0.0169,  0.3227,198.25,190.4,  0.0404,  0.0135,  0.0164,  0.3137,  0.0169,  0.3227
12-Jan-17,PTC,83.1,81,  0.0256,  0.0193,  0.0198,  0.3777,83.45,81.4,  0.0249,  0.0191,  0.0195,  0.3716,  0.0198,  0.3777
12-Jan-17,RCOM,32.5,33.05, -0.0168,  0.0232,  0.0229,  0.4375,32.6,33.2, -0.0182,  0.0236,  0.0234,  0.4462,  0.0234,  0.4462
12-Jan-17,RECLTD,137.15,133.45,  0.0273,  0.0210,  0.0214,  0.4093,136.55,132.85,  0.0275,  0.0201,  0.0206,  0.3944,  0.0214,  0.4093
