Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
09-Jan-17,ABIRLANUVO,1282.55,1271.25,  0.0088,  0.0177,  0.0173,  0.3297,1283.65,1276.6,  0.0055,  0.0182,  0.0177,  0.3374,  0.0177,  0.3374
09-Jan-17,ACC,1327.85,1333.9, -0.0045,  0.0128,  0.0125,  0.2388,1330.65,1338.45, -0.0058,  0.0132,  0.0129,  0.2458,  0.0129,  0.2458
09-Jan-17,ADANIENT,78.75,78.65,  0.0013,  0.0196,  0.0190,  0.3635,79.05,79.05,  0.0000,  0.0204,  0.0198,  0.3780,  0.0198,  0.3780
09-Jan-17,ADANIPORTS,284.7,286.05, -0.0047,  0.0208,  0.0202,  0.3864,285.4,286.5, -0.0038,  0.0206,  0.0200,  0.3828,  0.0202,  0.3864
09-Jan-17,ADANIPOWER,32.9,32.7,  0.0061,  0.0270,  0.0262,  0.5013,32.95,32.7,  0.0076,  0.0269,  0.0261,  0.4993,  0.0262,  0.5013
09-Jan-17,AJANTPHARM,1779.25,1798.8, -0.0109,  0.0185,  0.0182,  0.3471,1779.9,1798, -0.0101,  0.0184,  0.0180,  0.3447,  0.0182,  0.3471
09-Jan-17,ALBK,63.7,63.3,  0.0063,  0.0200,  0.0195,  0.3721,63.6,63.2,  0.0063,  0.0207,  0.0202,  0.3854,  0.0202,  0.3854
09-Jan-17,AMARAJABAT,904.3,930.4, -0.0285,  0.0174,  0.0182,  0.3485,906.15,923, -0.0184,  0.0167,  0.0168,  0.3204,  0.0182,  0.3485
09-Jan-17,AMBUJACEM,210.7,212.6, -0.0090,  0.0176,  0.0172,  0.3293,211.45,213.45, -0.0094,  0.0166,  0.0162,  0.3103,  0.0172,  0.3293
09-Jan-17,ANDHRABANK,48.45,48.3,  0.0031,  0.0151,  0.0146,  0.2796,48.65,48.5,  0.0031,  0.0160,  0.0155,  0.2962,  0.0155,  0.2962
09-Jan-17,APOLLOHOSP,1190.7,1196.5, -0.0049,  0.0147,  0.0143,  0.2729,1195.55,1201.8, -0.0052,  0.0145,  0.0141,  0.2691,  0.0143,  0.2729
09-Jan-17,APOLLOTYRE,186.25,188.9, -0.0141,  0.0166,  0.0164,  0.3137,187,189.6, -0.0138,  0.0170,  0.0168,  0.3218,  0.0168,  0.3218
09-Jan-17,ARVIND,359.45,360.9, -0.0040,  0.0229,  0.0222,  0.4247,360.8,362.5, -0.0047,  0.0231,  0.0224,  0.4282,  0.0224,  0.4282
09-Jan-17,ASHOKLEY,84.95,85.3, -0.0041,  0.0178,  0.0173,  0.3301,85.1,85.45, -0.0041,  0.0180,  0.0175,  0.3335,  0.0175,  0.3335
09-Jan-17,ASIANPAINT,910.1,929.5, -0.0211,  0.0162,  0.0165,  0.3155,913.45,931, -0.0190,  0.0156,  0.0158,  0.3027,  0.0165,  0.3155
09-Jan-17,AUROPHARMA,694.55,692.4,  0.0031,  0.0200,  0.0194,  0.3709,696.9,695.5,  0.0020,  0.0203,  0.0197,  0.3756,  0.0197,  0.3756
09-Jan-17,AXISBANK,452.75,455.2, -0.0054,  0.0151,  0.0147,  0.2806,454.45,456.8, -0.0052,  0.0150,  0.0146,  0.2783,  0.0147,  0.2806
09-Jan-17,BAJAJ-AUTO,2723.15,2707.35,  0.0058,  0.0136,  0.0132,  0.2526,2723.9,2718.25,  0.0021,  0.0133,  0.0129,  0.2460,  0.0132,  0.2526
09-Jan-17,BAJFINANCE,878.25,878.45, -0.0002,  0.0270,  0.0262,  0.5010,878.65,878,  0.0007,  0.0262,  0.0254,  0.4853,  0.0262,  0.5010
09-Jan-17,BANKBARODA,152.8,153.25, -0.0029,  0.0207,  0.0201,  0.3835,153.3,153.3,  0.0000,  0.0201,  0.0195,  0.3720,  0.0201,  0.3835
09-Jan-17,BANKINDIA,111.2,110.55,  0.0059,  0.0171,  0.0167,  0.3186,110.95,110.2,  0.0068,  0.0180,  0.0176,  0.3355,  0.0176,  0.3355
09-Jan-17,BANKNIFTY,18286.65,18264,  0.0012,  0.0101,  0.0098,  0.1864,18329.45,18308,  0.0012,  0.0099,  0.0096,  0.1830,  0.0098,  0.1864
09-Jan-17,BATAINDIA,463.05,472.25, -0.0197,  0.0155,  0.0158,  0.3009,459.95,464, -0.0088,  0.0160,  0.0156,  0.2984,  0.0158,  0.3009
09-Jan-17,BEL,1454.2,1411.65,  0.0297,  0.0169,  0.0179,  0.3422,1458.95,1414.6,  0.0309,  0.0171,  0.0182,  0.3475,  0.0182,  0.3475
09-Jan-17,BEML,1150.75,993.55,  0.1469,  0.0191,  0.0405,  0.7729,1151.3,998.25,  0.1426,  0.0194,  0.0397,  0.7579,  0.0405,  0.7729
09-Jan-17,BHARATFIN,619.8,621.65, -0.0030,  0.0425,  0.0412,  0.7875,622.1,624.3, -0.0035,  0.0427,  0.0414,  0.7906,  0.0414,  0.7906
09-Jan-17,BHARATFORG,907.4,912.1, -0.0052,  0.0181,  0.0176,  0.3369,911.35,915.85, -0.0049,  0.0184,  0.0179,  0.3416,  0.0179,  0.3416
09-Jan-17,BHARTIARTL,317.95,319.75, -0.0056,  0.0174,  0.0169,  0.3231,317.75,318.7, -0.0030,  0.0174,  0.0169,  0.3225,  0.0169,  0.3231
09-Jan-17,BHEL,127.6,126.4,  0.0094,  0.0145,  0.0143,  0.2727,128.1,126.95,  0.0090,  0.0149,  0.0146,  0.2786,  0.0146,  0.2786
09-Jan-17,BIOCON,1013.55,959.55,  0.0547,  0.0174,  0.0215,  0.4111,1013.8,962.65,  0.0518,  0.0170,  0.0208,  0.3978,  0.0215,  0.4111
09-Jan-17,BOSCHLTD,20904.3,21111.3, -0.0099,  0.0193,  0.0188,  0.3596,20932.6,21191.1, -0.0123,  0.0190,  0.0187,  0.3574,  0.0188,  0.3596
09-Jan-17,BPCL,653.1,664.85, -0.0178,  0.0165,  0.0166,  0.3175,652,660.05, -0.0123,  0.0161,  0.0159,  0.3034,  0.0166,  0.3175
09-Jan-17,BRITANNIA,2897.9,2894.95,  0.0010,  0.0115,  0.0111,  0.2123,2904.7,2896.65,  0.0028,  0.0117,  0.0114,  0.2178,  0.0114,  0.2178
09-Jan-17,CADILAHC,361.6,379.45, -0.0482,  0.0216,  0.0241,  0.4596,361.85,379.85, -0.0485,  0.0221,  0.0245,  0.4688,  0.0245,  0.4688
09-Jan-17,CAIRN,256.6,255.7,  0.0035,  0.0219,  0.0212,  0.4059,257.5,256.85,  0.0025,  0.0215,  0.0209,  0.3986,  0.0212,  0.4059
09-Jan-17,CANBK,270,270.35, -0.0013,  0.0189,  0.0183,  0.3497,267.55,268.25, -0.0026,  0.0193,  0.0187,  0.3579,  0.0187,  0.3579
09-Jan-17,CASTROLIND,389.2,390.2, -0.0026,  0.0147,  0.0143,  0.2734,389.5,390.5, -0.0026,  0.0151,  0.0146,  0.2796,  0.0146,  0.2796
09-Jan-17,CEATLTD,1179.7,1197.45, -0.0149,  0.0202,  0.0199,  0.3810,1178.2,1199.95, -0.0183,  0.0193,  0.0192,  0.3675,  0.0199,  0.3810
09-Jan-17,CENTURYTEX,838.05,823.1,  0.0180,  0.0251,  0.0248,  0.4732,841.7,825.45,  0.0195,  0.0259,  0.0255,  0.4880,  0.0255,  0.4880
09-Jan-17,CESC,647.75,640.2,  0.0117,  0.0142,  0.0140,  0.2681,650.65,643.25,  0.0114,  0.0145,  0.0143,  0.2737,  0.0143,  0.2737
09-Jan-17,CIPLA,576.7,582.85, -0.0106,  0.0161,  0.0158,  0.3015,578.4,584.8, -0.0110,  0.0166,  0.0163,  0.3117,  0.0163,  0.3117
09-Jan-17,COALINDIA,300,306.2, -0.0205,  0.0133,  0.0138,  0.2638,297.55,304.75, -0.0239,  0.0127,  0.0136,  0.2604,  0.0138,  0.2638
09-Jan-17,COLPAL,893.55,899.15, -0.0062,  0.0088,  0.0086,  0.1652,895.2,900.6, -0.0060,  0.0092,  0.0090,  0.1722,  0.0090,  0.1722
09-Jan-17,CONCOR,1181.05,1167.75,  0.0113,  0.0164,  0.0162,  0.3088,1182.55,1166.05,  0.0141,  0.0152,  0.0152,  0.2895,  0.0162,  0.3088
09-Jan-17,CROMPGREAV,61.3,61.75, -0.0073,  0.0239,  0.0232,  0.4440,61.2,61.5, -0.0049,  0.0235,  0.0229,  0.4366,  0.0232,  0.4440
09-Jan-17,CUMMINSIND,805.25,808.5, -0.0040,  0.0167,  0.0162,  0.3096,806.8,812.15, -0.0066,  0.0155,  0.0151,  0.2886,  0.0162,  0.3096
09-Jan-17,DABUR,273.6,276.6, -0.0109,  0.0144,  0.0142,  0.2719,274.7,277.7, -0.0109,  0.0133,  0.0132,  0.2523,  0.0142,  0.2719
09-Jan-17,DCBBANK,113.1,113.95, -0.0075,  0.0210,  0.0204,  0.3905,113.6,114.4, -0.0070,  0.0214,  0.0208,  0.3970,  0.0208,  0.3970
09-Jan-17,DHFL,255.15,248.75,  0.0254,  0.0222,  0.0224,  0.4287,255.85,249.45,  0.0253,  0.0226,  0.0227,  0.4345,  0.0227,  0.4345
09-Jan-17,DISHTV,86.45,86,  0.0052,  0.0185,  0.0180,  0.3445,86.7,86.3,  0.0046,  0.0188,  0.0183,  0.3490,  0.0183,  0.3490
09-Jan-17,DIVISLAB,734.15,737.4, -0.0044,  0.0555,  0.0538,  1.0280,737.05,740.25, -0.0043,  0.0552,  0.0535,  1.0217,  0.0538,  1.0280
09-Jan-17,DJIA,19963.8,19899.29,  0.0032,  0.0044,  0.0044,  0.0838,19920,19842.5,  0.0039,  0.0045,  0.0045,  0.0852,  0.0045,  0.0852
