Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
03-Jan-17,APOLLOHOSP,1205.45,1189.2,  0.0136,  0.0154,  0.0153,  0.2927,1207.4,1189.5,  0.0149,  0.0152,  0.0152,  0.2902,  0.0153,  0.2927
03-Jan-17,APOLLOTYRE,187.25,185.85,  0.0075,  0.0180,  0.0176,  0.3358,187.95,186.9,  0.0056,  0.0186,  0.0181,  0.3449,  0.0181,  0.3449
03-Jan-17,ARVIND,360.25,352.15,  0.0227,  0.0245,  0.0244,  0.4653,360.75,353.8,  0.0195,  0.0251,  0.0248,  0.4735,  0.0248,  0.4735
03-Jan-17,ASHOKLEY,81.05,81,  0.0006,  0.0175,  0.0170,  0.3247,81.3,81.4, -0.0012,  0.0177,  0.0171,  0.3270,  0.0171,  0.3270
03-Jan-17,ASIANPAINT,896.6,904.65, -0.0089,  0.0173,  0.0169,  0.3225,899.5,906.45, -0.0077,  0.0167,  0.0163,  0.3116,  0.0169,  0.3225
03-Jan-17,AUROPHARMA,672.2,675.5, -0.0049,  0.0210,  0.0204,  0.3902,672.65,676.15, -0.0052,  0.0213,  0.0207,  0.3953,  0.0207,  0.3953
03-Jan-17,AXISBANK,455.25,447.75,  0.0166,  0.0162,  0.0162,  0.3091,455.65,448.7,  0.0154,  0.0162,  0.0162,  0.3093,  0.0162,  0.3093
03-Jan-17,BAJAJ-AUTO,2619.2,2598.5,  0.0079,  0.0131,  0.0129,  0.2464,2617.1,2601.75,  0.0059,  0.0127,  0.0124,  0.2361,  0.0129,  0.2464
03-Jan-17,BAJFINANCE,884,870.05,  0.0159,  0.0282,  0.0276,  0.5267,880.1,871.15,  0.0102,  0.0277,  0.0270,  0.5161,  0.0276,  0.5267
03-Jan-17,BANKBARODA,148.6,148.9, -0.0020,  0.0224,  0.0217,  0.4148,149.1,149.5, -0.0027,  0.0219,  0.0212,  0.4051,  0.0217,  0.4148
03-Jan-17,BANKINDIA,108.35,107.45,  0.0083,  0.0185,  0.0180,  0.3447,107.65,106.9,  0.0070,  0.0194,  0.0189,  0.3605,  0.0189,  0.3605
03-Jan-17,BANKNIFTY,18035.6,17969.6,  0.0037,  0.0104,  0.0101,  0.1933,18060.95,18034.3,  0.0015,  0.0103,  0.0100,  0.1914,  0.0101,  0.1933
03-Jan-17,BATAINDIA,463.15,447.15,  0.0352,  0.0145,  0.0165,  0.3147,463.3,447.8,  0.0340,  0.0152,  0.0169,  0.3229,  0.0169,  0.3229
03-Jan-17,BEL,1423.15,1365.5,  0.0414,  0.0154,  0.0181,  0.3450,1428.4,1371.5,  0.0406,  0.0159,  0.0183,  0.3500,  0.0183,  0.3500
03-Jan-17,BEML,1009.3,996.3,  0.0130,  0.0212,  0.0208,  0.3968,1012,1000.05,  0.0119,  0.0216,  0.0211,  0.4038,  0.0211,  0.4038
03-Jan-17,BHARATFIN,621.25,602.25,  0.0311,  0.0467,  0.0459,  0.8771,622.45,605.5,  0.0276,  0.0470,  0.0461,  0.8800,  0.0461,  0.8800
03-Jan-17,BHARATFORG,922.1,924.5, -0.0026,  0.0200,  0.0194,  0.3704,923.1,929.2, -0.0066,  0.0203,  0.0198,  0.3780,  0.0198,  0.3780
03-Jan-17,BHARTIARTL,304.45,311, -0.0213,  0.0160,  0.0164,  0.3127,302.3,309.3, -0.0229,  0.0149,  0.0155,  0.2955,  0.0164,  0.3127
03-Jan-17,BHEL,124.8,122.5,  0.0186,  0.0145,  0.0148,  0.2828,124.9,123.05,  0.0149,  0.0153,  0.0153,  0.2926,  0.0153,  0.2926
03-Jan-17,BIOCON,945.3,951.95, -0.0070,  0.0186,  0.0181,  0.3458,948.7,955.2, -0.0068,  0.0181,  0.0176,  0.3365,  0.0181,  0.3458
03-Jan-17,BOSCHLTD,20798.6,21096.1, -0.0142,  0.0191,  0.0189,  0.3604,20871.65,21132.85, -0.0124,  0.0189,  0.0186,  0.3555,  0.0189,  0.3604
03-Jan-17,BPCL,650.55,640.5,  0.0156,  0.0165,  0.0164,  0.3138,645.1,635.05,  0.0157,  0.0162,  0.0161,  0.3085,  0.0164,  0.3138
03-Jan-17,BRITANNIA,2872.25,2886.45, -0.0049,  0.0124,  0.0121,  0.2309,2882.75,2898.4, -0.0054,  0.0127,  0.0124,  0.2374,  0.0124,  0.2374
03-Jan-17,CADILAHC,354.8,354.5,  0.0008,  0.0217,  0.0211,  0.4028,355.7,355.75, -0.0001,  0.0224,  0.0218,  0.4157,  0.0218,  0.4157
03-Jan-17,CAIRN,246.85,247, -0.0006,  0.0215,  0.0209,  0.3989,247.3,248.1, -0.0032,  0.0213,  0.0207,  0.3957,  0.0209,  0.3989
03-Jan-17,CANBK,264.8,262.45,  0.0089,  0.0207,  0.0202,  0.3852,263.75,261.7,  0.0078,  0.0212,  0.0206,  0.3944,  0.0206,  0.3944
03-Jan-17,CASTROLIND,385.7,385.5,  0.0005,  0.0162,  0.0157,  0.3006,386.1,386.6, -0.0013,  0.0165,  0.0160,  0.3065,  0.0160,  0.3065
03-Jan-17,CEATLTD,1193.5,1180.15,  0.0112,  0.0223,  0.0218,  0.4169,1193.75,1184.45,  0.0078,  0.0215,  0.0209,  0.3998,  0.0218,  0.4169
03-Jan-17,CENTURYTEX,839.5,816.1,  0.0283,  0.0266,  0.0267,  0.5104,842.3,818.9,  0.0282,  0.0274,  0.0275,  0.5253,  0.0275,  0.5253
03-Jan-17,CESC,643.95,645.05, -0.0017,  0.0157,  0.0152,  0.2911,646.6,648.3, -0.0026,  0.0161,  0.0156,  0.2984,  0.0156,  0.2984
03-Jan-17,CIPLA,573.65,566,  0.0134,  0.0168,  0.0166,  0.3168,574.3,568.45,  0.0102,  0.0175,  0.0171,  0.3275,  0.0171,  0.3275
03-Jan-17,COALINDIA,305.3,300.05,  0.0173,  0.0141,  0.0143,  0.2734,300.25,297.55,  0.0090,  0.0137,  0.0134,  0.2564,  0.0143,  0.2734
03-Jan-17,COLPAL,898.3,900.3, -0.0022,  0.0099,  0.0096,  0.1839,901.3,903.95, -0.0029,  0.0103,  0.0100,  0.1913,  0.0100,  0.1913
03-Jan-17,CONCOR,1176.8,1141.05,  0.0309,  0.0149,  0.0163,  0.3112,1172.55,1141.7,  0.0267,  0.0143,  0.0153,  0.2924,  0.0163,  0.3112
03-Jan-17,CROMPGREAV,60.75,59.95,  0.0133,  0.0266,  0.0260,  0.4958,60.55,60.25,  0.0050,  0.0263,  0.0255,  0.4874,  0.0260,  0.4958
03-Jan-17,CUMMINSIND,842.9,826.15,  0.0201,  0.0142,  0.0146,  0.2798,839.3,825.5,  0.0166,  0.0144,  0.0145,  0.2772,  0.0146,  0.2798
03-Jan-17,DABUR,275.5,277.15, -0.0060,  0.0159,  0.0155,  0.2960,276.65,277.55, -0.0032,  0.0149,  0.0144,  0.2760,  0.0155,  0.2960
03-Jan-17,DCBBANK,111.5,109.4,  0.0190,  0.0228,  0.0226,  0.4312,112.15,109.75,  0.0216,  0.0232,  0.0231,  0.4420,  0.0231,  0.4420
03-Jan-17,DHFL,245.8,249.9, -0.0165,  0.0242,  0.0238,  0.4544,246.8,250.95, -0.0167,  0.0246,  0.0242,  0.4620,  0.0242,  0.4620
03-Jan-17,DISHTV,85.4,84.8,  0.0071,  0.0203,  0.0197,  0.3770,85.65,85.25,  0.0047,  0.0205,  0.0200,  0.3812,  0.0200,  0.3812
03-Jan-17,DIVISLAB,777.85,797.85, -0.0254,  0.0609,  0.0594,  1.1349,778.75,798.7, -0.0253,  0.0607,  0.0591,  1.1299,  0.0594,  1.1349
03-Jan-17,DJIA,19762.6,19762.6,  0.0000,  0.0047,  0.0045,  0.0867,19860,19785,  0.0038,  0.0049,  0.0049,  0.0927,  0.0049,  0.0927
03-Jan-17,DLF,119.05,118.7,  0.0029,  0.0353,  0.0342,  0.6531,119.8,119.2,  0.0050,  0.0372,  0.0361,  0.6888,  0.0361,  0.6888
03-Jan-17,DRREDDY,3072.4,3083.4, -0.0036,  0.0112,  0.0109,  0.2077,3082.4,3092.5, -0.0033,  0.0109,  0.0106,  0.2025,  0.0109,  0.2077
03-Jan-17,EICHERMOT,22500.7,22523.95, -0.0010,  0.0235,  0.0228,  0.4360,22498.6,22545.5, -0.0021,  0.0231,  0.0224,  0.4289,  0.0228,  0.4360
03-Jan-17,ENGINERSIN,154.7,153.45,  0.0081,  0.0379,  0.0368,  0.7024,155.2,154.15,  0.0068,  0.0293,  0.0285,  0.5442,  0.0368,  0.7024
03-Jan-17,EXIDEIND,183,183.05, -0.0003,  0.0158,  0.0154,  0.2935,183.65,183.8, -0.0008,  0.0164,  0.0159,  0.3039,  0.0159,  0.3039
03-Jan-17,FEDERALBNK,66.15,66.05,  0.0015,  0.0205,  0.0199,  0.3799,66.4,66.5, -0.0015,  0.0215,  0.0208,  0.3974,  0.0208,  0.3974
03-Jan-17,FTSE100,7142.83,7142.83,  0.0000,  0.0056,  0.0054,  0.1034,7165,7166, -0.0001,  0.0057,  0.0055,  0.1049,  0.0055,  0.1049
03-Jan-17,GAIL,441.45,435.15,  0.0144,  0.0146,  0.0146,  0.2793,442.05,435.45,  0.0150,  0.0135,  0.0136,  0.2607,  0.0146,  0.2793
03-Jan-17,GLENMARK,893.15,884,  0.0103,  0.0156,  0.0153,  0.2925,896.75,888.35,  0.0094,  0.0154,  0.0151,  0.2886,  0.0153,  0.2925
03-Jan-17,GMRINFRA,12.25,12.05,  0.0165,  0.0191,  0.0189,  0.3618,12.3,12.2,  0.0082,  0.0199,  0.0194,  0.3699,  0.0194,  0.3699
03-Jan-17,GODREJCP,1533.2,1521.9,  0.0074,  0.0154,  0.0150,  0.2875,1531.4,1520.1,  0.0074,  0.0154,  0.0150,  0.2870,  0.0150,  0.2875
03-Jan-17,GODREJIND,434.05,433.35,  0.0016,  0.0181,  0.0175,  0.3347,432.6,433.45, -0.0020,  0.0170,  0.0165,  0.3156,  0.0175,  0.3347
03-Jan-17,GRANULES,111.65,108.2,  0.0314,  0.0238,  0.0243,  0.4652,111.65,108.65,  0.0272,  0.0251,  0.0252,  0.4823,  0.0252,  0.4823
03-Jan-17,GRASIM,869.1,873.3, -0.0048,  0.0183,  0.0178,  0.3399,871.4,873.9, -0.0029,  0.0184,  0.0178,  0.3404,  0.0178,  0.3404
03-Jan-17,HAVELLS,342.85,341.85,  0.0029,  0.0246,  0.0239,  0.4560,342.8,342.55,  0.0007,  0.0242,  0.0235,  0.4491,  0.0239,  0.4560
03-Jan-17,HCLTECH,835.15,828.5,  0.0080,  0.0137,  0.0134,  0.2556,830.9,824.45,  0.0078,  0.0130,  0.0127,  0.2431,  0.0134,  0.2556
03-Jan-17,HDFC,1214,1217.1, -0.0026,  0.0160,  0.0155,  0.2966,1217.75,1222.75, -0.0041,  0.0153,  0.0149,  0.2846,  0.0155,  0.2966
03-Jan-17,HDFCBANK,1189.9,1197.1, -0.0060,  0.0088,  0.0086,  0.1652,1192.6,1202.45, -0.0082,  0.0087,  0.0087,  0.1653,  0.0087,  0.1653
03-Jan-17,HDIL,61.95,61.7,  0.0040,  0.0333,  0.0323,  0.6175,62.2,62,  0.0032,  0.0340,  0.0330,  0.6297,  0.0330,  0.6297
03-Jan-17,HEROMOTOCO,2986.55,3030.55, -0.0146,  0.0135,  0.0136,  0.2595,2989.75,3038.15, -0.0161,  0.0133,  0.0135,  0.2573,  0.0136,  0.2595
03-Jan-17,HEXAWARE,210.35,210.15,  0.0010,  0.0160,  0.0155,  0.2970,210.35,210.2,  0.0007,  0.0162,  0.0157,  0.2999,  0.0157,  0.2999
03-Jan-17,HINDALCO,158.85,158.85,  0.0000,  0.0250,  0.0243,  0.4640,159.05,159.15, -0.0006,  0.0250,  0.0243,  0.4639,  0.0243,  0.4640
03-Jan-17,HINDPETRO,464.3,450,  0.0313,  0.0199,  0.0208,  0.3966,455.25,442.15,  0.0292,  0.0183,  0.0192,  0.3660,  0.0208,  0.3966
03-Jan-17,HINDUNILVR,829.85,825.35,  0.0054,  0.0098,  0.0096,  0.1841,830.6,826.35,  0.0051,  0.0094,  0.0092,  0.1763,  0.0096,  0.1841
03-Jan-17,HINDZINC,259.4,259.55, -0.0006,  0.0221,  0.0214,  0.4096,260.3,260.75, -0.0017,  0.0222,  0.0215,  0.4111,  0.0215,  0.4111
03-Jan-17,IBREALEST,76.05,75.8,  0.0033,  0.0335,  0.0325,  0.6200,76.2,76.1,  0.0013,  0.0339,  0.0329,  0.6279,  0.0329,  0.6279
03-Jan-17,IBULHSGFIN,662.25,678.65, -0.0245,  0.0214,  0.0216,  0.4121,664.35,679.35, -0.0223,  0.0213,  0.0214,  0.4090,  0.0216,  0.4121
03-Jan-17,ICICIBANK,254.4,251.95,  0.0097,  0.0159,  0.0156,  0.2972,254.6,252.9,  0.0067,  0.0155,  0.0151,  0.2886,  0.0156,  0.2972
03-Jan-17,ICIL,172.2,169.75,  0.0143,  0.0256,  0.0250,  0.4784,172.7,170.5,  0.0128,  0.0271,  0.0265,  0.5057,  0.0265,  0.5057
03-Jan-17,IDBI,69.85,69,  0.0122,  0.0178,  0.0175,  0.3351,70,69.3,  0.0101,  0.0189,  0.0185,  0.3535,  0.0185,  0.3535
03-Jan-17,IDEA,73.4,74.95, -0.0209,  0.0202,  0.0202,  0.3860,71.35,73.05, -0.0235,  0.0195,  0.0198,  0.3775,  0.0202,  0.3860
03-Jan-17,IDFC,54.5,54.25,  0.0046,  0.0248,  0.0241,  0.4603,54.7,54.6,  0.0018,  0.0250,  0.0242,  0.4624,  0.0242,  0.4624
03-Jan-17,IDFCBANK,60.75,60.8, -0.0008,  0.0262,  0.0254,  0.4855,61,60.85,  0.0025,  0.0264,  0.0256,  0.4886,  0.0256,  0.4886
03-Jan-17,IFCI,27.35,27.4, -0.0018,  0.0440,  0.0427,  0.8159,27.5,27.6, -0.0036,  0.0438,  0.0425,  0.8117,  0.0427,  0.8159
03-Jan-17,IGL,946.4,919.35,  0.0290,  0.0153,  0.0165,  0.3149,940.75,916.2,  0.0264,  0.0151,  0.0160,  0.3057,  0.0165,  0.3149
03-Jan-17,INDIACEM,122.6,122.65, -0.0004,  0.0301,  0.0292,  0.5570,122.85,123.15, -0.0024,  0.0307,  0.0298,  0.5692,  0.0298,  0.5692
03-Jan-17,INDIAVIX,1595.75,1583,  0.0080,  0.0514,  0.0502,  0.9594,1595.75,1587,  0.0055,  0.0514,  0.0502,  0.9592,  0.0502,  0.9594
03-Jan-17,INDUSINDBK,1100.6,1087.45,  0.0120,  0.0164,  0.0162,  0.3093,1101.4,1091.25,  0.0093,  0.0158,  0.0155,  0.2960,  0.0162,  0.3093
03-Jan-17,INFRATEL,341.5,344.2, -0.0079,  0.0186,  0.0181,  0.3459,342.7,344.85, -0.0063,  0.0183,  0.0178,  0.3405,  0.0181,  0.3459
03-Jan-17,INFY,993.85,1001.1, -0.0073,  0.0120,  0.0117,  0.2241,995.25,1004.05, -0.0088,  0.0117,  0.0115,  0.2202,  0.0117,  0.2241
03-Jan-17,IOC,345.25,327.45,  0.0529,  0.0187,  0.0223,  0.4261,339.6,323.85,  0.0475,  0.0182,  0.0211,  0.4030,  0.0223,  0.4261
03-Jan-17,IRB,206,204.15,  0.0090,  0.0225,  0.0219,  0.4192,206.2,204.9,  0.0063,  0.0223,  0.0217,  0.4147,  0.0219,  0.4192
03-Jan-17,ITC,243.35,240.95,  0.0099,  0.0161,  0.0158,  0.3021,243.75,241.1,  0.0109,  0.0155,  0.0153,  0.2914,  0.0158,  0.3021
03-Jan-17,JETAIRWAYS,364.15,362.9,  0.0034,  0.0239,  0.0232,  0.4430,364.05,364.1, -0.0001,  0.0249,  0.0241,  0.4605,  0.0241,  0.4605
03-Jan-17,JINDALSTEL,70.4,70.35,  0.0007,  0.0253,  0.0245,  0.4678,70.7,70.7,  0.0000,  0.0250,  0.0242,  0.4622,  0.0245,  0.4678
03-Jan-17,JISLJALEQS,91.35,88.75,  0.0289,  0.0249,  0.0251,  0.4804,91.6,89.1,  0.0277,  0.0253,  0.0254,  0.4856,  0.0254,  0.4856
03-Jan-17,JPASSOCIAT,8.2,8.3, -0.0121,  0.0320,  0.0311,  0.5950,8.25,8.35, -0.0120,  0.0326,  0.0318,  0.6072,  0.0318,  0.6072
03-Jan-17,JSWENERGY,60.6,62.25, -0.0269,  0.0245,  0.0247,  0.4710,60.8,62.5, -0.0276,  0.0252,  0.0254,  0.4852,  0.0254,  0.4852
03-Jan-17,JSWSTEEL,1644.55,1634.3,  0.0063,  0.0157,  0.0153,  0.2921,1649.65,1641.25,  0.0051,  0.0154,  0.0150,  0.2861,  0.0153,  0.2921
03-Jan-17,JUBLFOOD,867.65,859.9,  0.0090,  0.0207,  0.0201,  0.3849,858.45,851.7,  0.0079,  0.0199,  0.0194,  0.3706,  0.0201,  0.3849
03-Jan-17,JUSTDIAL,349.15,345.85,  0.0095,  0.0209,  0.0204,  0.3902,347.85,345.2,  0.0076,  0.0213,  0.0208,  0.3971,  0.0208,  0.3971
03-Jan-17,KOTAKBANK,711.75,714.8, -0.0043,  0.0099,  0.0097,  0.1852,713,716.6, -0.0050,  0.0099,  0.0096,  0.1842,  0.0097,  0.1852
03-Jan-17,KPIT,135.55,135.5,  0.0004,  0.0137,  0.0133,  0.2538,135.8,136.15, -0.0026,  0.0140,  0.0136,  0.2591,  0.0136,  0.2591
03-Jan-17,KSCL,418.05,411.05,  0.0169,  0.0216,  0.0214,  0.4081,418.55,412.15,  0.0154,  0.0220,  0.0217,  0.4139,  0.0217,  0.4139
03-Jan-17,KTKBANK,116.25,113.45,  0.0244,  0.0240,  0.0240,  0.4587,116.65,113.9,  0.0239,  0.0240,  0.0240,  0.4586,  0.0240,  0.4587
03-Jan-17,L&TFH,89,88.35,  0.0073,  0.0235,  0.0228,  0.4364,89.2,88.45,  0.0084,  0.0234,  0.0228,  0.4349,  0.0228,  0.4364
03-Jan-17,LICHSGFIN,531.3,530.1,  0.0023,  0.0228,  0.0221,  0.4226,531.45,532.55, -0.0021,  0.0218,  0.0212,  0.4043,  0.0221,  0.4226
03-Jan-17,LT,1367.2,1359.6,  0.0056,  0.0106,  0.0104,  0.1986,1369.05,1363.2,  0.0043,  0.0102,  0.0099,  0.1893,  0.0104,  0.1986
03-Jan-17,LUPIN,1505.5,1505.75, -0.0002,  0.0166,  0.0161,  0.3071,1506.2,1506.8, -0.0004,  0.0160,  0.0155,  0.2966,  0.0161,  0.3071
03-Jan-17,M&M,1222.55,1229.8, -0.0059,  0.0166,  0.0162,  0.3094,1224,1231.55, -0.0061,  0.0169,  0.0164,  0.3139,  0.0164,  0.3139
03-Jan-17,M&MFIN,271,274.4, -0.0125,  0.0259,  0.0253,  0.4824,271.15,271.35, -0.0007,  0.0266,  0.0257,  0.4919,  0.0257,  0.4919
03-Jan-17,MARICO,257.75,253.8,  0.0154,  0.0179,  0.0178,  0.3394,257.9,255.1,  0.0109,  0.0170,  0.0167,  0.3198,  0.0178,  0.3394
03-Jan-17,MARUTI,5508.4,5466,  0.0077,  0.0169,  0.0165,  0.3143,5511.8,5478.95,  0.0060,  0.0167,  0.0163,  0.3111,  0.0165,  0.3143
03-Jan-17,MCDOWELL-N,1912.35,1932.35, -0.0104,  0.0152,  0.0150,  0.2863,1917,1937.6, -0.0107,  0.0155,  0.0153,  0.2918,  0.0153,  0.2918
03-Jan-17,MCLEODRUSS,139.35,140.65, -0.0093,  0.0153,  0.0150,  0.2873,139.6,141.2, -0.0114,  0.0159,  0.0157,  0.2996,  0.0157,  0.2996
03-Jan-17,MINDTREE,507.9,516.7, -0.0172,  0.0195,  0.0194,  0.3698,508.95,517.55, -0.0168,  0.0193,  0.0192,  0.3667,  0.0194,  0.3698
03-Jan-17,MOTHERSUMI,323.45,327.85, -0.0135,  0.0209,  0.0206,  0.3928,324.65,329.35, -0.0144,  0.0209,  0.0206,  0.3938,  0.0206,  0.3938
03-Jan-17,MRF,50391.45,49084.4,  0.0263,  0.0173,  0.0179,  0.3427,50567.5,49263.5,  0.0261,  0.0172,  0.0179,  0.3420,  0.0179,  0.3427
03-Jan-17,NCC,84,83.55,  0.0054,  0.0227,  0.0220,  0.4210,84.25,83.75,  0.0060,  0.0231,  0.0225,  0.4295,  0.0225,  0.4295
03-Jan-17,NHPC,27.3,26.8,  0.0185,  0.0155,  0.0157,  0.2998,26.85,26.4,  0.0169,  0.0167,  0.0167,  0.3191,  0.0167,  0.3191
03-Jan-17,NIFTY,8192.25,8179.5,  0.0016,  0.0085,  0.0083,  0.1578,8196.5,8192.1,  0.0005,  0.0085,  0.0083,  0.1577,  0.0083,  0.1578
03-Jan-17,NIFTYCPSE,2404.1,2355.85,  0.0203,  0.0105,  0.0114,  0.2172,2385.15,2345,  0.0170,  0.0108,  0.0113,  0.2154,  0.0114,  0.2172
03-Jan-17,NIFTYINFRA,2745.7,2736.8,  0.0032,  0.0093,  0.0091,  0.1732,2756.35,2747.95,  0.0031,  0.0098,  0.0095,  0.1818,  0.0095,  0.1818
03-Jan-17,NIFTYIT,10362.25,10367.05, -0.0005,  0.0100,  0.0097,  0.1857,10360,10376, -0.0015,  0.0100,  0.0097,  0.1852,  0.0097,  0.1857
03-Jan-17,NIFTYMID50,3719,3696.4,  0.0061,  0.0142,  0.0138,  0.2645,3733.45,3711.45,  0.0059,  0.0146,  0.0142,  0.2715,  0.0142,  0.2715
03-Jan-17,NIFTYPSE,3784.6,3716.05,  0.0183,  0.0104,  0.0110,  0.2106,3799.3,3731.15,  0.0181,  0.0108,  0.0114,  0.2171,  0.0114,  0.2171
03-Jan-17,NIITTECH,430.9,426.35,  0.0106,  0.0162,  0.0159,  0.3041,431.85,429.1,  0.0064,  0.0162,  0.0158,  0.3015,  0.0159,  0.3041
03-Jan-17,NMDC,130.25,128.2,  0.0159,  0.0237,  0.0233,  0.4447,130.65,128.7,  0.0150,  0.0242,  0.0237,  0.4532,  0.0237,  0.4532
03-Jan-17,NTPC,165.45,164.8,  0.0039,  0.0119,  0.0116,  0.2218,165.45,164.85,  0.0036,  0.0115,  0.0112,  0.2145,  0.0116,  0.2218
03-Jan-17,OFSS,3166.3,3188.7, -0.0070,  0.0115,  0.0113,  0.2161,3180.2,3201.3, -0.0066,  0.0122,  0.0119,  0.2278,  0.0119,  0.2278
03-Jan-17,OIL,458.45,455.25,  0.0070,  0.0118,  0.0116,  0.2209,449.25,446.55,  0.0060,  0.0121,  0.0118,  0.2253,  0.0118,  0.2253
03-Jan-17,ONGC,192.5,192.25,  0.0013,  0.0137,  0.0133,  0.2543,193.2,193.15,  0.0003,  0.0136,  0.0132,  0.2526,  0.0133,  0.2543
03-Jan-17,ORIENTBANK,107.75,106.8,  0.0089,  0.0230,  0.0224,  0.4281,107.95,107,  0.0088,  0.0238,  0.0232,  0.4432,  0.0232,  0.4432
03-Jan-17,PAGEIND,13790.75,13938.45, -0.0107,  0.0275,  0.0268,  0.5120,13448.85,13359.45,  0.0067,  0.0311,  0.0302,  0.5770,  0.0302,  0.5770
03-Jan-17,PCJEWELLER,391.9,390.5,  0.0036,  0.0290,  0.0281,  0.5372,382.9,374.6,  0.0219,  0.0300,  0.0296,  0.5651,  0.0296,  0.5651
03-Jan-17,PETRONET,380.75,370.85,  0.0263,  0.0224,  0.0227,  0.4331,380.85,372.4,  0.0224,  0.0220,  0.0220,  0.4203,  0.0227,  0.4331
03-Jan-17,PFC,125.2,124,  0.0096,  0.0211,  0.0206,  0.3933,123,122.15,  0.0069,  0.0211,  0.0205,  0.3920,  0.0206,  0.3933
03-Jan-17,PIDILITIND,606.4,604.5,  0.0031,  0.0154,  0.0149,  0.2851,608.15,605.2,  0.0049,  0.0154,  0.0150,  0.2870,  0.0150,  0.2870
03-Jan-17,PNB,118.05,115.6,  0.0210,  0.0222,  0.0221,  0.4219,117.35,115.25,  0.0181,  0.0220,  0.0218,  0.4164,  0.0221,  0.4219
03-Jan-17,POWERGRID,188.05,183.65,  0.0237,  0.0131,  0.0139,  0.2660,188.15,184.1,  0.0218,  0.0131,  0.0138,  0.2634,  0.0139,  0.2660
03-Jan-17,PTC,74,73.8,  0.0027,  0.0154,  0.0149,  0.2850,74.3,74.3,  0.0000,  0.0150,  0.0145,  0.2779,  0.0149,  0.2850
03-Jan-17,RCOM,34.25,34.75, -0.0145,  0.0272,  0.0266,  0.5089,34.3,34.9, -0.0173,  0.0275,  0.0270,  0.5166,  0.0270,  0.5166
03-Jan-17,RECLTD,126.4,124.55,  0.0147,  0.0210,  0.0207,  0.3959,124.6,123.35,  0.0101,  0.0208,  0.0204,  0.3890,  0.0207,  0.3959
