Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
10-Jan-17,AXISBANK,447.35,452.75, -0.0120,  0.0147,  0.0145,  0.2778,447.65,454.45, -0.0151,  0.0146,  0.0146,  0.2789,  0.0146,  0.2789
10-Jan-17,BAJAJ-AUTO,2740.75,2723.15,  0.0064,  0.0132,  0.0129,  0.2468,2741.3,2723.9,  0.0064,  0.0129,  0.0126,  0.2404,  0.0129,  0.2468
10-Jan-17,BAJFINANCE,899.75,878.25,  0.0242,  0.0262,  0.0261,  0.4987,900.25,878.65,  0.0243,  0.0254,  0.0253,  0.4840,  0.0261,  0.4987
10-Jan-17,BANKBARODA,152.95,152.8,  0.0010,  0.0201,  0.0195,  0.3718,152.95,153.3, -0.0023,  0.0195,  0.0189,  0.3609,  0.0195,  0.3718
10-Jan-17,BANKINDIA,111.25,111.2,  0.0004,  0.0167,  0.0162,  0.3089,111.15,110.95,  0.0018,  0.0176,  0.0170,  0.3254,  0.0170,  0.3254
10-Jan-17,BANKNIFTY,18409.6,18286.65,  0.0067,  0.0098,  0.0096,  0.1834,18430.7,18329.45,  0.0055,  0.0096,  0.0094,  0.1793,  0.0096,  0.1834
10-Jan-17,BATAINDIA,466,463.05,  0.0064,  0.0158,  0.0154,  0.2933,463.65,459.95,  0.0080,  0.0156,  0.0153,  0.2917,  0.0154,  0.2933
10-Jan-17,BEL,1511.7,1454.2,  0.0388,  0.0179,  0.0198,  0.3782,1518.95,1458.95,  0.0403,  0.0182,  0.0202,  0.3861,  0.0202,  0.3861
10-Jan-17,BEML,1170.75,1150.75,  0.0172,  0.0405,  0.0394,  0.7537,1173.2,1151.3,  0.0188,  0.0397,  0.0387,  0.7401,  0.0394,  0.7537
10-Jan-17,BHARATFIN,631.85,619.8,  0.0193,  0.0412,  0.0402,  0.7688,634.4,622.1,  0.0196,  0.0414,  0.0404,  0.7720,  0.0404,  0.7720
10-Jan-17,BHARATFORG,930.75,907.4,  0.0254,  0.0176,  0.0182,  0.3476,933.65,911.35,  0.0242,  0.0179,  0.0183,  0.3500,  0.0183,  0.3500
10-Jan-17,BHARTIARTL,320.1,317.95,  0.0067,  0.0169,  0.0165,  0.3148,319.35,317.75,  0.0050,  0.0169,  0.0164,  0.3136,  0.0165,  0.3148
10-Jan-17,BHEL,128.25,127.6,  0.0051,  0.0143,  0.0139,  0.2655,128.75,128.1,  0.0051,  0.0146,  0.0142,  0.2711,  0.0142,  0.2711
10-Jan-17,BIOCON,997.1,1013.55, -0.0164,  0.0215,  0.0212,  0.4059,1000.35,1013.8, -0.0134,  0.0208,  0.0205,  0.3907,  0.0212,  0.4059
10-Jan-17,BOSCHLTD,21146.35,20904.3,  0.0115,  0.0188,  0.0185,  0.3528,21177.7,20932.6,  0.0116,  0.0187,  0.0184,  0.3507,  0.0185,  0.3528
10-Jan-17,BPCL,660.3,653.1,  0.0110,  0.0166,  0.0163,  0.3120,656.65,652,  0.0071,  0.0159,  0.0155,  0.2961,  0.0163,  0.3120
10-Jan-17,BRITANNIA,2880.8,2897.9, -0.0059,  0.0111,  0.0109,  0.2077,2892.2,2904.7, -0.0043,  0.0114,  0.0111,  0.2121,  0.0111,  0.2121
10-Jan-17,CADILAHC,355.75,361.6, -0.0163,  0.0241,  0.0237,  0.4521,357.25,361.85, -0.0128,  0.0245,  0.0240,  0.4584,  0.0240,  0.4584
10-Jan-17,CAIRN,258.7,256.6,  0.0082,  0.0212,  0.0207,  0.3953,259.5,257.5,  0.0077,  0.0209,  0.0203,  0.3881,  0.0207,  0.3953
10-Jan-17,CANBK,268.7,270, -0.0048,  0.0183,  0.0178,  0.3398,267.6,267.55,  0.0002,  0.0187,  0.0182,  0.3470,  0.0182,  0.3470
10-Jan-17,CASTROLIND,389.05,389.2, -0.0004,  0.0143,  0.0139,  0.2651,389.9,389.5,  0.0010,  0.0146,  0.0142,  0.2711,  0.0142,  0.2711
10-Jan-17,CEATLTD,1218.15,1179.7,  0.0321,  0.0199,  0.0209,  0.3987,1219.85,1178.2,  0.0347,  0.0192,  0.0205,  0.3916,  0.0209,  0.3987
10-Jan-17,CENTURYTEX,833.5,838.05, -0.0054,  0.0248,  0.0240,  0.4595,836.9,841.7, -0.0057,  0.0255,  0.0248,  0.4739,  0.0248,  0.4739
10-Jan-17,CESC,655.85,647.75,  0.0124,  0.0140,  0.0139,  0.2664,657.55,650.65,  0.0105,  0.0143,  0.0141,  0.2700,  0.0141,  0.2700
10-Jan-17,CIPLA,574.9,576.7, -0.0031,  0.0158,  0.0153,  0.2927,576.8,578.4, -0.0028,  0.0163,  0.0158,  0.3025,  0.0158,  0.3025
10-Jan-17,COALINDIA,300.6,300,  0.0020,  0.0138,  0.0134,  0.2559,297.45,297.55, -0.0003,  0.0136,  0.0132,  0.2525,  0.0134,  0.2559
10-Jan-17,COLPAL,891.9,893.55, -0.0018,  0.0086,  0.0084,  0.1604,895.2,895.2,  0.0000,  0.0090,  0.0087,  0.1669,  0.0087,  0.1669
10-Jan-17,CONCOR,1192.15,1181.05,  0.0094,  0.0162,  0.0158,  0.3026,1183.15,1182.55,  0.0005,  0.0152,  0.0147,  0.2807,  0.0158,  0.3026
10-Jan-17,CROMPGREAV,61.75,61.3,  0.0073,  0.0232,  0.0226,  0.4319,61.95,61.2,  0.0122,  0.0229,  0.0224,  0.4271,  0.0226,  0.4319
10-Jan-17,CUMMINSIND,828.15,805.25,  0.0280,  0.0162,  0.0171,  0.3276,828.7,806.8,  0.0268,  0.0151,  0.0160,  0.3066,  0.0171,  0.3276
10-Jan-17,DABUR,277.65,273.6,  0.0147,  0.0142,  0.0143,  0.2725,278.15,274.7,  0.0125,  0.0132,  0.0132,  0.2515,  0.0143,  0.2725
10-Jan-17,DCBBANK,113.3,113.1,  0.0018,  0.0204,  0.0198,  0.3787,113.8,113.6,  0.0018,  0.0208,  0.0202,  0.3850,  0.0202,  0.3850
10-Jan-17,DHFL,255.4,255.15,  0.0010,  0.0224,  0.0218,  0.4156,255.8,255.85, -0.0002,  0.0227,  0.0221,  0.4213,  0.0221,  0.4213
10-Jan-17,DISHTV,86.9,86.45,  0.0052,  0.0180,  0.0175,  0.3349,87.35,86.7,  0.0075,  0.0183,  0.0178,  0.3402,  0.0178,  0.3402
10-Jan-17,DIVISLAB,739.35,734.15,  0.0071,  0.0538,  0.0522,  0.9972,741.25,737.05,  0.0057,  0.0535,  0.0519,  0.9910,  0.0522,  0.9972
10-Jan-17,DJIA,19887.38,19963.8, -0.0038,  0.0044,  0.0044,  0.0832,19880,19920, -0.0020,  0.0045,  0.0044,  0.0831,  0.0044,  0.0832
10-Jan-17,DLF,125.2,126.5, -0.0103,  0.0325,  0.0316,  0.6038,125.75,127, -0.0099,  0.0337,  0.0328,  0.6268,  0.0328,  0.6268
10-Jan-17,DRREDDY,3041.85,3060.2, -0.0060,  0.0130,  0.0127,  0.2424,3053.8,3074.15, -0.0066,  0.0127,  0.0124,  0.2378,  0.0127,  0.2424
10-Jan-17,EICHERMOT,23005,22999.95,  0.0002,  0.0211,  0.0204,  0.3903,23072,23023.6,  0.0021,  0.0207,  0.0200,  0.3828,  0.0204,  0.3903
10-Jan-17,ENGINERSIN,157,152.55,  0.0288,  0.0327,  0.0325,  0.6208,157.35,152.9,  0.0287,  0.0254,  0.0257,  0.4901,  0.0325,  0.6208
10-Jan-17,EXIDEIND,183.05,185.6, -0.0138,  0.0142,  0.0142,  0.2714,183.9,185.7, -0.0097,  0.0146,  0.0143,  0.2737,  0.0143,  0.2737
10-Jan-17,FEDERALBNK,69.9,68.35,  0.0224,  0.0191,  0.0193,  0.3693,69.95,68.6,  0.0195,  0.0199,  0.0199,  0.3800,  0.0199,  0.3800
10-Jan-17,FTSE100,7237.77,7210.05,  0.0038,  0.0049,  0.0049,  0.0934,7251,7225,  0.0036,  0.0050,  0.0049,  0.0940,  0.0049,  0.0940
10-Jan-17,GAIL,440.7,435.7,  0.0114,  0.0135,  0.0134,  0.2562,440.65,435.3,  0.0122,  0.0128,  0.0127,  0.2433,  0.0134,  0.2562
10-Jan-17,GLENMARK,899.9,894.75,  0.0057,  0.0137,  0.0133,  0.2549,903.7,898.6,  0.0057,  0.0135,  0.0132,  0.2515,  0.0133,  0.2549
10-Jan-17,GMRINFRA,12.65,12.5,  0.0119,  0.0195,  0.0192,  0.3663,12.7,12.55,  0.0119,  0.0197,  0.0193,  0.3685,  0.0193,  0.3685
10-Jan-17,GODREJCP,1562.85,1540.2,  0.0146,  0.0137,  0.0137,  0.2619,1564.55,1543.85,  0.0133,  0.0136,  0.0136,  0.2592,  0.0137,  0.2619
10-Jan-17,GODREJIND,442.25,439.3,  0.0067,  0.0162,  0.0158,  0.3009,442.25,439.75,  0.0057,  0.0150,  0.0146,  0.2799,  0.0158,  0.3009
10-Jan-17,GRANULES,104.75,101.2,  0.0345,  0.0337,  0.0337,  0.6441,105.2,101.7,  0.0338,  0.0337,  0.0337,  0.6438,  0.0337,  0.6441
10-Jan-17,GRASIM,848.25,858.6, -0.0121,  0.0160,  0.0158,  0.3023,850.1,860.7, -0.0124,  0.0160,  0.0158,  0.3021,  0.0158,  0.3023
10-Jan-17,HAVELLS,367.55,364.7,  0.0078,  0.0226,  0.0220,  0.4201,366.2,363.6,  0.0071,  0.0223,  0.0217,  0.4151,  0.0220,  0.4201
10-Jan-17,HCLTECH,837.85,838.3, -0.0005,  0.0176,  0.0170,  0.3257,836.35,837.2, -0.0010,  0.0166,  0.0161,  0.3083,  0.0170,  0.3257
10-Jan-17,HDFC,1217.25,1223.55, -0.0052,  0.0138,  0.0134,  0.2567,1218.5,1225.5, -0.0057,  0.0133,  0.0130,  0.2476,  0.0134,  0.2567
10-Jan-17,HDFCBANK,1214.35,1195.2,  0.0159,  0.0078,  0.0085,  0.1631,1216.55,1199.55,  0.0141,  0.0079,  0.0084,  0.1612,  0.0085,  0.1631
10-Jan-17,HDIL,63.4,63.05,  0.0055,  0.0289,  0.0281,  0.5366,63.4,63.2,  0.0032,  0.0295,  0.0286,  0.5458,  0.0286,  0.5458
10-Jan-17,HEROMOTOCO,3059,3031.45,  0.0090,  0.0134,  0.0132,  0.2521,3069.65,3043.2,  0.0087,  0.0134,  0.0132,  0.2514,  0.0132,  0.2521
10-Jan-17,HEXAWARE,202,203.5, -0.0074,  0.0178,  0.0173,  0.3306,202.65,204.35, -0.0084,  0.0176,  0.0172,  0.3287,  0.0173,  0.3306
10-Jan-17,HINDALCO,164.4,158,  0.0397,  0.0224,  0.0238,  0.4545,164.85,158.65,  0.0383,  0.0225,  0.0237,  0.4532,  0.0238,  0.4545
10-Jan-17,HINDPETRO,479.25,463,  0.0345,  0.0197,  0.0209,  0.3989,473.95,461.95,  0.0256,  0.0182,  0.0188,  0.3585,  0.0209,  0.3989
10-Jan-17,HINDUNILVR,830.55,831.05, -0.0006,  0.0094,  0.0091,  0.1743,830.75,832.05, -0.0016,  0.0088,  0.0086,  0.1638,  0.0091,  0.1743
10-Jan-17,HINDZINC,272.85,269.95,  0.0107,  0.0230,  0.0225,  0.4293,273,270.2,  0.0103,  0.0230,  0.0225,  0.4296,  0.0225,  0.4296
10-Jan-17,IBREALEST,80.2,80.75, -0.0068,  0.0315,  0.0306,  0.5840,80.5,80.85, -0.0043,  0.0318,  0.0309,  0.5899,  0.0309,  0.5899
10-Jan-17,IBULHSGFIN,688.75,674,  0.0216,  0.0213,  0.0213,  0.4077,689.05,675.4,  0.0200,  0.0210,  0.0209,  0.3999,  0.0213,  0.4077
10-Jan-17,ICICIBANK,260.2,258.7,  0.0058,  0.0151,  0.0148,  0.2818,260.5,259.05,  0.0056,  0.0145,  0.0142,  0.2707,  0.0148,  0.2818
10-Jan-17,ICIL,164,163.85,  0.0009,  0.0245,  0.0237,  0.4532,164.65,164.65,  0.0000,  0.0256,  0.0248,  0.4743,  0.0248,  0.4743
10-Jan-17,IDBI,73.45,74.15, -0.0095,  0.0191,  0.0187,  0.3564,73.75,74.35, -0.0081,  0.0196,  0.0191,  0.3643,  0.0191,  0.3643
10-Jan-17,IDEA,74.5,74.1,  0.0054,  0.0195,  0.0190,  0.3626,73.55,73.3,  0.0034,  0.0206,  0.0200,  0.3826,  0.0200,  0.3826
10-Jan-17,IDFC,55,55.75, -0.0135,  0.0236,  0.0231,  0.4413,55.25,56.05, -0.0144,  0.0237,  0.0233,  0.4447,  0.0233,  0.4447
10-Jan-17,IDFCBANK,61.85,61.9, -0.0008,  0.0234,  0.0227,  0.4334,61.95,62.15, -0.0032,  0.0236,  0.0229,  0.4377,  0.0229,  0.4377
10-Jan-17,IFCI,28.2,27.9,  0.0107,  0.0380,  0.0369,  0.7052,28.3,28.05,  0.0089,  0.0378,  0.0367,  0.7009,  0.0369,  0.7052
10-Jan-17,IGL,932.25,922.1,  0.0109,  0.0150,  0.0148,  0.2824,936.05,926,  0.0108,  0.0143,  0.0142,  0.2705,  0.0148,  0.2824
10-Jan-17,INDIACEM,129.2,126.5,  0.0211,  0.0269,  0.0265,  0.5072,129.6,127,  0.0203,  0.0274,  0.0271,  0.5168,  0.0271,  0.5168
10-Jan-17,INDIAVIX,1519.5,1548, -0.0186,  0.0500,  0.0493,  0.9427,1519.5,1552.25, -0.0213,  0.0499,  0.0494,  0.9435,  0.0494,  0.9435
10-Jan-17,INDUSINDBK,1160.7,1159.25,  0.0013,  0.0161,  0.0156,  0.2982,1165.55,1160.75,  0.0041,  0.0154,  0.0149,  0.2855,  0.0156,  0.2982
10-Jan-17,INFRATEL,353.55,349.2,  0.0124,  0.0181,  0.0178,  0.3400,353.8,350.6,  0.0091,  0.0179,  0.0175,  0.3344,  0.0178,  0.3400
10-Jan-17,INFY,970.55,970.35,  0.0002,  0.0119,  0.0115,  0.2206,974.45,974.3,  0.0002,  0.0117,  0.0113,  0.2168,  0.0115,  0.2206
10-Jan-17,IOC,346.7,342.8,  0.0113,  0.0213,  0.0209,  0.3987,345.5,342.1,  0.0099,  0.0204,  0.0200,  0.3814,  0.0209,  0.3987
10-Jan-17,IRB,214.9,214.6,  0.0014,  0.0210,  0.0203,  0.3885,215.45,215.25,  0.0009,  0.0208,  0.0202,  0.3853,  0.0203,  0.3885
10-Jan-17,ITC,248.95,245.85,  0.0125,  0.0150,  0.0149,  0.2844,249.05,246.05,  0.0121,  0.0143,  0.0142,  0.2711,  0.0149,  0.2844
10-Jan-17,JETAIRWAYS,388.55,373.65,  0.0391,  0.0210,  0.0225,  0.4297,389.75,374.85,  0.0390,  0.0220,  0.0234,  0.4465,  0.0234,  0.4465
10-Jan-17,JINDALSTEL,74.8,74.25,  0.0074,  0.0265,  0.0257,  0.4916,75.15,74.55,  0.0080,  0.0259,  0.0252,  0.4806,  0.0257,  0.4916
10-Jan-17,JISLJALEQS,95.8,93.8,  0.0211,  0.0233,  0.0231,  0.4422,95.95,94.2,  0.0184,  0.0235,  0.0232,  0.4440,  0.0232,  0.4440
10-Jan-17,JPASSOCIAT,10.55,10.6, -0.0047,  0.0516,  0.0500,  0.9560,10.55,10.65, -0.0094,  0.0517,  0.0502,  0.9587,  0.0502,  0.9587
10-Jan-17,JSWENERGY,64.4,64.1,  0.0047,  0.0263,  0.0256,  0.4884,64.55,64.35,  0.0031,  0.0273,  0.0264,  0.5050,  0.0264,  0.5050
10-Jan-17,JSWSTEEL,178.45,176.05,  0.0135,  0.0219,  0.0215,  0.4114,179.35,176.5,  0.0160,  0.0219,  0.0216,  0.4126,  0.0216,  0.4126
10-Jan-17,JUBLFOOD,832.45,825,  0.0090,  0.0193,  0.0189,  0.3606,831.6,824.15,  0.0090,  0.0193,  0.0188,  0.3595,  0.0189,  0.3606
10-Jan-17,JUSTDIAL,380.7,386.3, -0.0146,  0.0388,  0.0378,  0.7219,375.25,379.3, -0.0107,  0.0377,  0.0367,  0.7010,  0.0378,  0.7219
10-Jan-17,KOTAKBANK,712.65,709.25,  0.0048,  0.0120,  0.0117,  0.2232,712.95,710.95,  0.0028,  0.0116,  0.0113,  0.2150,  0.0117,  0.2232
10-Jan-17,KPIT,138.65,137.55,  0.0080,  0.0140,  0.0137,  0.2627,138.6,137.95,  0.0047,  0.0140,  0.0136,  0.2605,  0.0137,  0.2627
10-Jan-17,KSCL,424.8,412.7,  0.0289,  0.0192,  0.0199,  0.3807,425.75,414.6,  0.0265,  0.0194,  0.0199,  0.3802,  0.0199,  0.3807
10-Jan-17,KTKBANK,117.95,118, -0.0004,  0.0216,  0.0209,  0.3997,118.5,118.55, -0.0004,  0.0216,  0.0209,  0.3992,  0.0209,  0.3997
10-Jan-17,L&TFH,96.4,95.7,  0.0073,  0.0229,  0.0222,  0.4248,96.3,95.75,  0.0057,  0.0227,  0.0221,  0.4215,  0.0222,  0.4248
10-Jan-17,LICHSGFIN,521.55,524.4, -0.0054,  0.0207,  0.0201,  0.3837,523.55,526.45, -0.0055,  0.0196,  0.0191,  0.3640,  0.0201,  0.3837
10-Jan-17,LT,1387.5,1380.65,  0.0049,  0.0098,  0.0096,  0.1838,1392.35,1385.15,  0.0052,  0.0096,  0.0094,  0.1788,  0.0096,  0.1838
10-Jan-17,LUPIN,1488.5,1489.5, -0.0007,  0.0153,  0.0148,  0.2833,1493,1494.05, -0.0007,  0.0148,  0.0143,  0.2738,  0.0148,  0.2833
10-Jan-17,M&M,1213.5,1204,  0.0079,  0.0148,  0.0145,  0.2763,1215.65,1208.3,  0.0061,  0.0150,  0.0147,  0.2800,  0.0147,  0.2800
10-Jan-17,M&MFIN,281.25,275.45,  0.0208,  0.0247,  0.0244,  0.4670,280.85,275.55,  0.0191,  0.0245,  0.0242,  0.4633,  0.0244,  0.4670
10-Jan-17,MARICO,260.75,257.6,  0.0122,  0.0161,  0.0159,  0.3038,261.9,258.65,  0.0125,  0.0153,  0.0151,  0.2890,  0.0159,  0.3038
10-Jan-17,MARUTI,5674.85,5658.5,  0.0029,  0.0157,  0.0152,  0.2906,5696.95,5665.15,  0.0056,  0.0153,  0.0149,  0.2855,  0.0152,  0.2906
10-Jan-17,MCDOWELL-N,1909.4,1908.75,  0.0003,  0.0143,  0.0139,  0.2650,1913.05,1913.65, -0.0003,  0.0144,  0.0140,  0.2675,  0.0140,  0.2675
10-Jan-17,MCLEODRUSS,146.55,144.95,  0.0110,  0.0148,  0.0146,  0.2797,146.9,145.4,  0.0103,  0.0153,  0.0150,  0.2866,  0.0150,  0.2866
10-Jan-17,MINDTREE,487.15,495.5, -0.0170,  0.0220,  0.0217,  0.4144,486.4,494.55, -0.0166,  0.0225,  0.0222,  0.4237,  0.0222,  0.4237
10-Jan-17,MOTHERSUMI,328.05,329.25, -0.0037,  0.0193,  0.0187,  0.3571,329.4,330.7, -0.0039,  0.0192,  0.0187,  0.3565,  0.0187,  0.3571
10-Jan-17,MRF,53025.05,51349.15,  0.0321,  0.0170,  0.0182,  0.3486,53205.2,51186.9,  0.0387,  0.0172,  0.0192,  0.3661,  0.0192,  0.3661
10-Jan-17,NCC,82.75,82.2,  0.0067,  0.0220,  0.0214,  0.4083,83.15,82.6,  0.0066,  0.0221,  0.0215,  0.4113,  0.0215,  0.4113
10-Jan-17,NHPC,27.35,27.2,  0.0055,  0.0141,  0.0137,  0.2622,26.75,26.55,  0.0075,  0.0150,  0.0147,  0.2803,  0.0147,  0.2803
10-Jan-17,NIFTY,8288.6,8236.05,  0.0064,  0.0077,  0.0076,  0.1459,8293.85,8249.9,  0.0053,  0.0077,  0.0076,  0.1448,  0.0076,  0.1459
10-Jan-17,NIFTYCPSE,2435.05,2419.85,  0.0063,  0.0112,  0.0110,  0.2092,2419,2426.7, -0.0032,  0.0109,  0.0106,  0.2030,  0.0110,  0.2092
10-Jan-17,NIFTYINFRA,2801,2781.5,  0.0070,  0.0090,  0.0089,  0.1696,2808.45,2789.4,  0.0068,  0.0093,  0.0092,  0.1759,  0.0092,  0.1759
10-Jan-17,NIFTYIT,10221.5,10198.45,  0.0023,  0.0117,  0.0113,  0.2164,10217,10208,  0.0009,  0.0115,  0.0111,  0.2129,  0.0113,  0.2164
10-Jan-17,NIFTYMID50,3793.9,3780.05,  0.0037,  0.0128,  0.0124,  0.2377,3803.95,3790.75,  0.0035,  0.0131,  0.0127,  0.2431,  0.0127,  0.2431
10-Jan-17,NIFTYPSE,3824.8,3797.9,  0.0071,  0.0108,  0.0106,  0.2028,3834.95,3808.65,  0.0069,  0.0111,  0.0109,  0.2080,  0.0109,  0.2080
10-Jan-17,NIITTECH,431.05,430.2,  0.0020,  0.0160,  0.0155,  0.2968,431.8,431.45,  0.0008,  0.0162,  0.0157,  0.2999,  0.0157,  0.2999
10-Jan-17,NMDC,138.05,136.1,  0.0142,  0.0218,  0.0214,  0.4084,138.2,136.6,  0.0116,  0.0220,  0.0216,  0.4119,  0.0216,  0.4119
10-Jan-17,NTPC,162.3,163.05, -0.0046,  0.0105,  0.0102,  0.1955,162.65,163.3, -0.0040,  0.0102,  0.0099,  0.1896,  0.0102,  0.1955
10-Jan-17,OFSS,3119.05,3108.75,  0.0033,  0.0127,  0.0123,  0.2355,3131.75,3120.45,  0.0036,  0.0131,  0.0128,  0.2437,  0.0128,  0.2437
10-Jan-17,OIL,482.4,478.25,  0.0086,  0.0123,  0.0121,  0.2320,454,456.2, -0.0048,  0.0118,  0.0115,  0.2203,  0.0121,  0.2320
10-Jan-17,ONGC,198.45,198,  0.0023,  0.0148,  0.0144,  0.2750,197.1,198, -0.0046,  0.0146,  0.0142,  0.2710,  0.0144,  0.2750
10-Jan-17,ORIENTBANK,111.35,110.95,  0.0036,  0.0211,  0.0205,  0.3914,111.7,111.25,  0.0040,  0.0219,  0.0212,  0.4058,  0.0212,  0.4058
10-Jan-17,PAGEIND,13982.75,13762.1,  0.0159,  0.0238,  0.0234,  0.4475,13992.35,13693.05,  0.0216,  0.0269,  0.0266,  0.5090,  0.0266,  0.5090
10-Jan-17,PCJEWELLER,407.15,408.65, -0.0037,  0.0270,  0.0262,  0.5012,405.75,406.1, -0.0009,  0.0293,  0.0284,  0.5427,  0.0284,  0.5427
10-Jan-17,PETRONET,362.1,373.5, -0.0310,  0.0206,  0.0214,  0.4084,363.3,375.2, -0.0322,  0.0202,  0.0212,  0.4041,  0.0214,  0.4084
10-Jan-17,PFC,129.2,130.6, -0.0108,  0.0206,  0.0202,  0.3851,129.45,130.2, -0.0058,  0.0207,  0.0201,  0.3835,  0.0202,  0.3851
10-Jan-17,PIDILITIND,631.4,614.2,  0.0276,  0.0133,  0.0146,  0.2790,632,614.9,  0.0274,  0.0135,  0.0147,  0.2805,  0.0147,  0.2805
10-Jan-17,PNB,119.4,119.75, -0.0029,  0.0210,  0.0204,  0.3896,119.25,119.5, -0.0021,  0.0204,  0.0197,  0.3772,  0.0204,  0.3896
10-Jan-17,POWERGRID,186.55,186.55,  0.0000,  0.0139,  0.0135,  0.2580,187,186.85,  0.0008,  0.0136,  0.0132,  0.2517,  0.0135,  0.2580
10-Jan-17,PTC,80.55,78.05,  0.0315,  0.0189,  0.0199,  0.3801,80.8,78.3,  0.0314,  0.0186,  0.0196,  0.3738,  0.0199,  0.3801
10-Jan-17,RCOM,33,33.1, -0.0030,  0.0247,  0.0240,  0.4578,33.2,33.25, -0.0015,  0.0251,  0.0244,  0.4659,  0.0244,  0.4659
10-Jan-17,RECLTD,128.2,129.6, -0.0109,  0.0195,  0.0191,  0.3655,128.05,128.8, -0.0058,  0.0191,  0.0186,  0.3547,  0.0191,  0.3655
