Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
04-Jan-17,ABIRLANUVO,1292.4,1291.55,  0.0007,  0.0189,  0.0183,  0.3498,1293.45,1294.75, -0.0010,  0.0196,  0.0190,  0.3622,  0.0190,  0.3622
04-Jan-17,ACC,1319.4,1343.55, -0.0181,  0.0131,  0.0134,  0.2563,1324.9,1345.25, -0.0152,  0.0137,  0.0138,  0.2642,  0.0138,  0.2642
04-Jan-17,ADANIENT,77.8,76.55,  0.0162,  0.0206,  0.0203,  0.3887,78.05,76.85,  0.0155,  0.0214,  0.0211,  0.4033,  0.0211,  0.4033
04-Jan-17,ADANIPORTS,274.9,273.95,  0.0035,  0.0196,  0.0190,  0.3629,275.2,274.15,  0.0038,  0.0196,  0.0190,  0.3627,  0.0190,  0.3629
04-Jan-17,ADANIPOWER,31.65,30.65,  0.0321,  0.0274,  0.0277,  0.5301,31.75,30.8,  0.0304,  0.0273,  0.0275,  0.5255,  0.0277,  0.5301
04-Jan-17,AJANTPHARM,1779.75,1797.35, -0.0098,  0.0201,  0.0196,  0.3749,1775.3,1799.25, -0.0134,  0.0197,  0.0194,  0.3706,  0.0196,  0.3749
04-Jan-17,ALBK,62.1,62.35, -0.0040,  0.0216,  0.0209,  0.3999,61.5,61.85, -0.0057,  0.0219,  0.0212,  0.4059,  0.0212,  0.4059
04-Jan-17,AMARAJABAT,900.3,889.7,  0.0118,  0.0177,  0.0174,  0.3326,899.5,889.95,  0.0107,  0.0172,  0.0169,  0.3226,  0.0174,  0.3326
04-Jan-17,AMBUJACEM,212.15,215.2, -0.0143,  0.0187,  0.0185,  0.3526,212.3,214.55, -0.0105,  0.0176,  0.0173,  0.3298,  0.0185,  0.3526
04-Jan-17,ANDHRABANK,47.7,47.85, -0.0031,  0.0162,  0.0158,  0.3013,47.85,48.05, -0.0042,  0.0172,  0.0167,  0.3198,  0.0167,  0.3198
04-Jan-17,APOLLOHOSP,1220.95,1205.45,  0.0128,  0.0153,  0.0152,  0.2900,1223.05,1207.4,  0.0129,  0.0152,  0.0151,  0.2877,  0.0152,  0.2900
04-Jan-17,APOLLOTYRE,185.3,187.25, -0.0105,  0.0176,  0.0172,  0.3292,185.95,187.95, -0.0107,  0.0181,  0.0177,  0.3381,  0.0177,  0.3381
04-Jan-17,ARVIND,358.75,360.25, -0.0042,  0.0244,  0.0236,  0.4515,359.45,360.75, -0.0036,  0.0248,  0.0240,  0.4593,  0.0240,  0.4593
04-Jan-17,ASHOKLEY,83.85,81.05,  0.0340,  0.0170,  0.0185,  0.3527,84.3,81.3,  0.0362,  0.0171,  0.0188,  0.3596,  0.0188,  0.3596
04-Jan-17,ASIANPAINT,906.6,896.6,  0.0111,  0.0169,  0.0166,  0.3169,908.2,899.5,  0.0096,  0.0163,  0.0160,  0.3055,  0.0166,  0.3169
04-Jan-17,AUROPHARMA,666.95,672.2, -0.0078,  0.0204,  0.0199,  0.3801,667.8,672.65, -0.0072,  0.0207,  0.0201,  0.3847,  0.0201,  0.3847
04-Jan-17,AXISBANK,453.1,455.25, -0.0047,  0.0162,  0.0157,  0.3005,454.5,455.65, -0.0025,  0.0162,  0.0157,  0.3001,  0.0157,  0.3005
04-Jan-17,BAJAJ-AUTO,2684.1,2619.2,  0.0245,  0.0129,  0.0139,  0.2649,2686.45,2617.1,  0.0262,  0.0124,  0.0136,  0.2596,  0.0139,  0.2649
04-Jan-17,BAJFINANCE,871.9,884, -0.0138,  0.0276,  0.0269,  0.5147,869.5,880.1, -0.0121,  0.0270,  0.0264,  0.5036,  0.0269,  0.5147
04-Jan-17,BANKBARODA,148,148.6, -0.0040,  0.0217,  0.0211,  0.4026,148.55,149.1, -0.0037,  0.0212,  0.0206,  0.3931,  0.0211,  0.4026
04-Jan-17,BANKINDIA,107.7,108.35, -0.0060,  0.0180,  0.0176,  0.3354,107.1,107.65, -0.0051,  0.0189,  0.0183,  0.3504,  0.0183,  0.3504
04-Jan-17,BANKNIFTY,17891,18035.6, -0.0080,  0.0101,  0.0100,  0.1911,17941.85,18060.95, -0.0066,  0.0100,  0.0098,  0.1881,  0.0100,  0.1911
04-Jan-17,BATAINDIA,463.35,463.15,  0.0004,  0.0165,  0.0160,  0.3052,461.25,463.3, -0.0044,  0.0169,  0.0164,  0.3137,  0.0164,  0.3137
