Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.94*D*D + 0.06* C*C) or GARCH (1;1) model for INDIAVIX, Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.94*J*J + 0.06* I*I) or GARCH (1;1) model for INDIAVIX, Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
06-Jan-17,ABIRLANUVO,1271.25,1291.95, -0.0162,  0.0178,  0.0177,  0.3374,1276.6,1294.85, -0.0142,  0.0184,  0.0182,  0.3470,  0.0182,  0.3470
06-Jan-17,ACC,1333.9,1332.85,  0.0008,  0.0132,  0.0128,  0.2453,1338.45,1337.35,  0.0008,  0.0136,  0.0132,  0.2519,  0.0132,  0.2519
06-Jan-17,ADANIENT,78.65,79.15, -0.0063,  0.0202,  0.0196,  0.3748,79.05,79.55, -0.0063,  0.0210,  0.0204,  0.3899,  0.0204,  0.3899
06-Jan-17,ADANIPORTS,286.05,287.5, -0.0051,  0.0214,  0.0208,  0.3978,286.5,287.45, -0.0033,  0.0213,  0.0206,  0.3944,  0.0208,  0.3978
06-Jan-17,ADANIPOWER,32.7,32.6,  0.0031,  0.0279,  0.0270,  0.5162,32.7,32.75, -0.0015,  0.0277,  0.0269,  0.5137,  0.0270,  0.5162
06-Jan-17,AJANTPHARM,1798.8,1789.25,  0.0053,  0.0191,  0.0185,  0.3541,1798,1795.7,  0.0013,  0.0190,  0.0184,  0.3522,  0.0185,  0.3541
06-Jan-17,ALBK,63.3,63.05,  0.0040,  0.0206,  0.0200,  0.3826,63.2,62.95,  0.0040,  0.0214,  0.0207,  0.3964,  0.0207,  0.3964
06-Jan-17,AMARAJABAT,930.4,920.5,  0.0107,  0.0177,  0.0174,  0.3322,923,918.25,  0.0052,  0.0171,  0.0167,  0.3182,  0.0174,  0.3322
06-Jan-17,AMBUJACEM,212.6,214.35, -0.0082,  0.0181,  0.0176,  0.3369,213.45,214.95, -0.0070,  0.0170,  0.0166,  0.3168,  0.0176,  0.3369
06-Jan-17,ANDHRABANK,48.3,48.25,  0.0010,  0.0155,  0.0151,  0.2880,48.5,48.4,  0.0021,  0.0165,  0.0160,  0.3052,  0.0160,  0.3052
06-Jan-17,APOLLOHOSP,1196.5,1207.25, -0.0089,  0.0150,  0.0147,  0.2805,1201.8,1212.05, -0.0085,  0.0148,  0.0145,  0.2764,  0.0147,  0.2805
06-Jan-17,APOLLOTYRE,188.9,187.7,  0.0064,  0.0170,  0.0166,  0.3163,189.6,188.6,  0.0053,  0.0175,  0.0170,  0.3252,  0.0170,  0.3252
06-Jan-17,ARVIND,360.9,365.7, -0.0132,  0.0234,  0.0229,  0.4376,362.5,365.8, -0.0091,  0.0237,  0.0231,  0.4411,  0.0231,  0.4411
06-Jan-17,ASHOKLEY,85.3,83.95,  0.0160,  0.0179,  0.0178,  0.3399,85.45,84.35,  0.0130,  0.0182,  0.0180,  0.3434,  0.0180,  0.3434
06-Jan-17,ASIANPAINT,929.5,916.5,  0.0141,  0.0163,  0.0162,  0.3091,931,918.55,  0.0135,  0.0157,  0.0156,  0.2984,  0.0162,  0.3091
06-Jan-17,AUROPHARMA,692.4,686.25,  0.0089,  0.0205,  0.0200,  0.3823,695.5,686.3,  0.0133,  0.0206,  0.0203,  0.3873,  0.0203,  0.3873
