CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURUSDINR27-JAN-2017PE65.5,.0025,0,0,0,,.0025,0,502,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66,.005,.005,.005,.0025,.005,.005,0,7716,111,111,,7326552.5,552.5
OPTCURUSDINR27-JAN-2017PE66.25,.01,0,0,0,,.01,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66.5,.0075,.01,.015,.0075,.0075,.0075,0,8932,2782,2782,,185025507.5,22507.5
OPTCURUSDINR27-JAN-2017PE66.75,.035,.015,.015,.015,.015,.015,.02,0,8850,8850,,590870250,132750
OPTCURUSDINR27-JAN-2017PE67,.0175,.02,.04,.02,.025,.025,.0075,53363,32071,32071,,2149717767.5,960767.5
OPTCURUSDINR27-JAN-2017PE67.25,.0325,.045,.0775,.0425,.05,.05,.0175,37122,22306,22306,,1501393530,1315030
OPTCURUSDINR27-JAN-2017PE67.5,.0675,.095,.1475,.085,.0925,.0925,.025,226169,258098,258098,,17451463162.5,29848162.5
OPTCURUSDINR27-JAN-2017PE67.75,.1225,.1775,.245,.155,.1625,.1625,.04,71179,78566,78566,,5338242337.5,15395837.5
OPTCURUSDINR27-JAN-2017PE68,.22,.29,.39,.2625,.2775,.2775,.0575,249929,247279,247279,,16892493357.5,77521357.5
OPTCURUSDINR27-JAN-2017PE68.25,.35,.4,.5575,.4,.4175,.4175,.0675,40454,24294,24294,,1669341535,11276035
OPTCURUSDINR27-JAN-2017PE68.5,.515,.6325,.75,.57,.585,.585,.07,138499,33454,33454,,2313278515,21679515
OPTCURUSDINR27-JAN-2017PE68.75,.6475,.8225,.9275,.765,.7775,.7775,.13,1288,346,346,,24088607.5,301107.5
OPTCURUSDINR27-JAN-2017PE69,.8975,1.035,1.1775,.9625,.98,.98,.0825,126712,7386,7386,,517042035,7408035
OPTCURUSDINR27-JAN-2017PE69.25,1.1,1.3,1.3,1.3,1.3,1.3,.2,12,1,1,,70550,1300
OPTCURUSDINR27-JAN-2017PE69.5,1.345,0,0,0,,1.41,.065,300,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE69.75,1.5575,0,0,0,,1.645,.0875,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70,1.795,2.02,2.05,2.02,2.05,2.05,.255,165,18,18,,1296650,36650
OPTCURUSDINR27-JAN-2017PE70.25,1.82,0,0,0,,2.1325,.3125,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.5,2.2825,0,0,0,,2.3775,.095,3,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.75,2.53,0,0,0,,2.6275,.0975,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71,2.7775,0,0,0,,2.875,.0975,176,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.25,3.025,0,0,0,,3.125,.1,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.5,3.275,0,0,0,,3.375,.1,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.75,3.31,0,0,0,,3.6225,.3125,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65,4.475,0,0,0,,4.38,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.25,4.2425,0,0,0,,4.1475,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.5,4.015,0,0,0,,3.92,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.75,3.79,0,0,0,,3.695,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66,3.57,0,0,0,,3.4725,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.25,3.3525,0,0,0,,3.255,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.5,3.14,0,0,0,,3.0425,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.75,2.9325,0,0,0,,2.835,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67,2.73,0,0,0,,2.635,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.25,2.535,0,0,0,,2.44,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.5,2.345,0,0,0,,2.25,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.75,2.1625,0,0,0,,2.0675,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68,1.9875,0,0,0,,1.895,.0925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.25,1.82,0,0,0,,1.73,.09,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.5,1.66,0,0,0,,1.5725,.0875,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.75,1.51,0,0,0,,1.4225,.0875,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69,1.3675,0,0,0,,1.2825,.085,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.25,1.2325,0,0,0,,1.1525,.08,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.5,1.1075,0,0,0,,1.03,.0775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.75,.99,0,0,0,,.9175,.0725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70,.8825,0,0,0,,.8125,.07,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.25,.7825,0,0,0,,.7175,.065,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.5,.6925,0,0,0,,.63,.0625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.75,.61,0,0,0,,.55,.06,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71,.5325,0,0,0,,.4775,.055,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71.25,.465,0,0,0,,.4175,.0475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65,.055,0,0,0,,.0525,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.25,.07,0,0,0,,.065,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.5,.085,0,0,0,,.0825,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.75,.105,0,0,0,,.1025,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66,.13,0,0,0,,.125,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.25,.1575,0,0,0,,.1525,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.5,.19,0,0,0,,.185,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.75,.225,0,0,0,,.2225,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67,.27,0,0,0,,.265,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.25,.3175,0,0,0,,.315,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.5,.3725,0,0,0,,.37,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.75,.435,0,0,0,,.4325,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68,.505,0,0,0,,.505,0,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.25,.5825,0,0,0,,.5825,0,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.5,.6675,0,0,0,,.67,.0025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.75,.7625,0,0,0,,.7675,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69,.8625,0,0,0,,.8725,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.25,.975,0,0,0,,.985,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.5,1.0925,0,0,0,,1.1075,.015,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.75,1.2225,0,0,0,,1.24,.0175,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70,1.3575,0,0,0,,1.38,.0225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.25,1.505,0,0,0,,1.53,.025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.5,1.6575,0,0,0,,1.6875,.03,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.75,1.8175,0,0,0,,1.8525,.035,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71,1.9875,0,0,0,,2.025,.0375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71.25,2.165,0,0,0,,2.2075,.0425,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.5,5.215,0,0,0,,5.115,.1,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.75,4.9675,0,0,0,,4.8675,.1,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64,4.7225,0,0,0,,4.6225,.1,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.25,4.4775,0,0,0,,4.375,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.5,4.2325,0,0,0,,4.13,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.75,3.9875,0,0,0,,3.885,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65,3.745,0,0,0,,3.6425,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.25,3.505,0,0,0,,3.4025,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.5,3.2675,0,0,0,,3.165,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.75,3.0325,0,0,0,,2.93,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66,2.8,0,0,0,,2.6975,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.25,2.5725,0,0,0,,2.4725,.1,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.5,2.3525,0,0,0,,2.25,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.75,2.1375,0,0,0,,2.0375,.1,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67,1.93,0,0,0,,1.8325,.0975,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.25,1.7325,0,0,0,,1.635,.0975,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.5,1.5475,0,0,0,,1.45,.0975,2,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.75,1.365,0,0,0,,1.275,.09,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68,1.1975,0,0,0,,1.11,.0875,14,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.25,1.045,0,0,0,,.96,.085,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.5,.9025,0,0,0,,.8225,.08,100,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.75,.7725,0,0,0,,.6975,.075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69,.575,.46,.4825,.44,.47,.47,.105,13473,101,101,,7015755,46755
OPTCURUSDINR29-MAR-2017CE69.25,.55,0,0,0,,.4875,.0625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.5,.4575,0,0,0,,.4025,.055,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.75,.3775,0,0,0,,.3275,.05,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70,.29,.21,.25,.21,.25,.25,.04,1800,101,101,,7093250,23250
OPTCURUSDINR29-MAR-2017CE70.25,.25,0,0,0,,.21,.04,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.5,.2,0,0,0,,.1675,.0325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.75,.16,0,0,0,,.13,.03,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71,.125,0,0,0,,.1,.025,235,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.25,.0975,0,0,0,,.0775,.02,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.5,.075,0,0,0,,.0575,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.75,.0575,0,0,0,,.0425,.015,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.5,.0025,0,0,0,,.0025,0,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.25,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.5,.0075,0,0,0,,.0075,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.75,.0125,0,0,0,,.01,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65,.0175,0,0,0,,.015,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.25,.0225,0,0,0,,.0225,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.5,.0325,0,0,0,,.0325,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.75,.045,0,0,0,,.045,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66,.06,0,0,0,,.06,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.25,.0825,0,0,0,,.08,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.5,.1075,0,0,0,,.1075,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.75,.14,0,0,0,,.1425,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67,.1825,0,0,0,,.185,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.25,.23,0,0,0,,.235,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.5,.2925,0,0,0,,.295,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.75,.3575,0,0,0,,.3675,.01,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68,.44,0,0,0,,.4525,.0125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.25,.5325,0,0,0,,.55,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.5,.6375,0,0,0,,.6575,.02,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.75,.755,0,0,0,,.78,.025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69,.885,0,0,0,,.9175,.0325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.25,1.0275,0,0,0,,1.0675,.04,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.5,1.1825,0,0,0,,1.2275,.045,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.75,1.35,0,0,0,,1.4,.05,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70,1.5275,0,0,0,,1.585,.0575,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.25,1.7175,0,0,0,,1.78,.0625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.5,1.915,0,0,0,,1.9825,.0675,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.75,2.12,0,0,0,,2.1925,.0725,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE71,2.3325,0,0,0,,2.4125,.08,0,0,0,,0,0
