CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURUSDINR23-FEB-2017CE70,.11,.13,.14,.12,.1325,.1325,.0225,25370,10962,10962,,768777167.5,1437167.5
OPTCURUSDINR23-FEB-2017CE70.25,.0575,0,0,0,,.0725,.015,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE70.5,.0375,0,0,0,,.05,.0125,104,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE70.75,.025,0,0,0,,.035,.01,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE71,.04,0,0,0,,.0225,.0175,3127,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE71.25,.01,0,0,0,,.015,.005,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE71.5,.0075,0,0,0,,.01,.0025,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017CE71.75,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE64.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE64.5,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE64.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE65,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE65.25,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE65.5,.01,0,0,0,,.005,.005,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE65.75,.015,0,0,0,,.01,.005,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE66,.0225,0,0,0,,.015,.0075,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE66.25,.035,0,0,0,,.0225,.0125,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE66.5,.055,.0875,.0875,.0225,.025,.025,.03,535,16974,16974,,1129703750,932750
OPTCURUSDINR23-FEB-2017PE66.75,.08,0,0,0,,.0525,.0275,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE67,.06,.0375,.05,.0375,.0475,.0475,.0125,11459,9698,9698,,650139040,373040
OPTCURUSDINR23-FEB-2017PE67.25,.16,0,0,0,,.115,.045,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE67.5,.1675,.1225,.125,.1025,.1125,.1125,.055,33642,19896,19896,,1345291065,2311065
OPTCURUSDINR23-FEB-2017PE67.75,.2025,.1325,.1325,.1325,.1325,.1325,.07,70,5,5,,339412.5,662.5
OPTCURUSDINR23-FEB-2017PE68,.34,.26,.265,.22,.2375,.2375,.1025,69782,18780,18780,,1281559672.5,4519672.5
OPTCURUSDINR23-FEB-2017PE68.25,.4925,.3525,.3575,.3325,.3325,.3325,.16,245,287,287,,19683575,95825
OPTCURUSDINR23-FEB-2017PE68.5,.58,.48,.48,.4275,.45,.45,.13,11752,2000,2000,,137902147.5,902147.5
OPTCURUSDINR23-FEB-2017PE68.75,.78,0,0,0,,.6275,.1525,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE69,.97,.81,.8175,.715,.7475,.7475,.2225,51898,2272,2272,,158491505,1723505
OPTCURUSDINR23-FEB-2017PE69.25,1.105,0,0,0,,.94,.165,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE69.5,1.2975,0,0,0,,1.12,.1775,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE69.75,1.5,0,0,0,,1.315,.185,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70,1.715,0,0,0,,1.5225,.1925,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.25,1.94,0,0,0,,1.74,.2,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.5,2.17,0,0,0,,1.965,.205,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.75,2.405,0,0,0,,2.1975,.2075,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71,2.645,0,0,0,,2.435,.21,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.25,2.8875,0,0,0,,2.675,.2125,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.5,3.1325,0,0,0,,2.92,.2125,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.75,3.38,0,0,0,,3.165,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE63.5,4.6225,0,0,0,,4.8375,.215,293,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE63.75,4.3725,0,0,0,,4.59,.2175,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64,4.065,4.3,4.35,4.3,4.3,4.3,.235,5244,3,3,,204950,12950
OPTCURUSDINR27-JAN-2017CE64.25,3.875,0,0,0,,4.09,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.5,3.625,0,0,0,,3.84,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.75,3.375,0,0,0,,3.59,.215,134,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65,3.125,0,0,0,,3.3425,.2175,4779,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.25,2.8775,0,0,0,,3.0925,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.5,2.6275,0,0,0,,2.8425,.215,2259,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.75,2.3775,0,0,0,,2.5925,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66,2.15,2.35,2.35,2.35,2.35,2.35,.2,3747,5,5,,341750,11750
OPTCURUSDINR27-JAN-2017CE66.25,1.885,0,0,0,,2.095,.21,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66.5,1.6,1.72,1.9,1.72,1.875,1.875,.275,5198,13,13,,888290,23790
OPTCURUSDINR27-JAN-2017CE66.75,1.4025,0,0,0,,1.605,.2025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67,1.115,1.3,1.4125,1.295,1.3875,1.3875,.2725,32211,4562,4562,,311903490,6249490
OPTCURUSDINR27-JAN-2017CE67.25,.9575,0,0,0,,1.135,.1775,185,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67.5,.69,.83,.9475,.83,.9175,.9175,.2275,169990,8049,8049,,550676840,7369340
OPTCURUSDINR27-JAN-2017CE67.75,.5075,.6425,.73,.6425,.7,.7,.1925,9373,2222,2222,,152080770,1540270
OPTCURUSDINR27-JAN-2017CE68,.365,.4,.5475,.4,.525,.525,.16,211922,67866,67866,,4649311850,34423850
OPTCURUSDINR27-JAN-2017CE68.25,.255,.34,.3975,.3275,.3825,.3825,.1275,61602,40805,40805,,2799767255,14826005
OPTCURUSDINR27-JAN-2017CE68.5,.18,.2225,.2825,.2225,.275,.275,.095,335731,186195,186195,,12802387097.5,48029597.5
OPTCURUSDINR27-JAN-2017CE68.75,.1175,.135,.19,.135,.1875,.1875,.07,36618,24852,24852,,1712820480,4245480
OPTCURUSDINR27-JAN-2017CE69,.08,.0925,.1325,.0925,.1275,.1275,.0475,421642,198979,198979,,13752498367.5,22947367.5
OPTCURUSDINR27-JAN-2017CE69.25,.05,.07,.09,.0425,.0825,.0825,.0325,20080,5723,5723,,396745400,427650
OPTCURUSDINR27-JAN-2017CE69.5,.035,.05,.055,.04,.055,.055,.02,82260,35197,35197,,2447885257.5,1693757.5
OPTCURUSDINR27-JAN-2017CE69.75,.035,.0475,.0475,.0175,.0275,.0275,.0075,3823,9830,9830,,686090147.5,447647.5
OPTCURUSDINR27-JAN-2017CE70,.0175,.02,.0225,.0175,.0225,.0225,.005,32675,6515,6515,,456174835,124835
OPTCURUSDINR27-JAN-2017CE70.25,.0175,.02,.0225,.02,.0225,.0225,.005,569,8200,8200,,576214125,164125
OPTCURUSDINR27-JAN-2017CE70.5,.01,.0125,.0125,.0125,.0125,.0125,.0025,26114,2050,2050,,144550625,25625
OPTCURUSDINR27-JAN-2017CE70.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71,.0075,.005,.0075,.005,.0075,.0075,0,30920,2130,2130,,151245900,15900
OPTCURUSDINR27-JAN-2017CE71.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64,0,.0025,.0025,.0025,.0025,.0025,.0025,2615,1,1,,64002.5,2.5
OPTCURUSDINR27-JAN-2017PE64.25,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.25,.0025,0,0,0,,0,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.5,.0025,0,0,0,,.0025,0,502,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66,.005,0,0,0,,.0025,.0025,10398,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66.25,.0075,0,0,0,,.0025,.005,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66.5,.0075,.005,.005,.0025,.005,.005,.0025,8799,532,532,,35380650,2650
OPTCURUSDINR27-JAN-2017PE66.75,.0075,0,0,0,,.01,.0025,7950,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE67,.02,.015,.015,.01,.0125,.0125,.0075,55465,12049,12049,,807427977.5,144977.5
OPTCURUSDINR27-JAN-2017PE67.25,.04,.0225,.025,.0175,.02,.02,.02,36569,13715,13715,,922642120,308370
OPTCURUSDINR27-JAN-2017PE67.5,.0825,.0575,.0575,.04,.0425,.0425,.04,239913,118412,118412,,7998121370,5311370
OPTCURUSDINR27-JAN-2017PE67.75,.1525,.125,.125,.07,.0775,.0775,.075,71051,69376,69376,,4705939160,5715160
OPTCURUSDINR27-JAN-2017PE68,.2575,.18,.18,.1325,.15,.15,.1075,241253,191045,191045,,13020181970,29121970
OPTCURUSDINR27-JAN-2017PE68.25,.3975,.3,.3,.23,.2575,.2575,.14,52500,56366,56366,,3861436822.5,14457322.5
OPTCURUSDINR27-JAN-2017PE68.5,.5725,.4375,.4375,.36,.3925,.3925,.18,148306,60614,60614,,4175855465,23796465
OPTCURUSDINR27-JAN-2017PE68.75,.86,.605,.605,.5225,.555,.555,.305,3751,3331,3331,,230830190,1823940
OPTCURUSDINR27-JAN-2017PE69,.96,.86,.86,.705,.7475,.7475,.2125,128050,6465,6465,,450890012.5,4805012.5
OPTCURUSDINR27-JAN-2017PE69.25,1.095,.95,.95,.95,.95,.95,.145,10,1,1,,70200,950
OPTCURUSDINR27-JAN-2017PE69.5,1.4,1.2,1.2,1.145,1.19,1.19,.21,2265,2067,2067,,146034727.5,2378227.5
OPTCURUSDINR27-JAN-2017PE69.75,1.63,0,0,0,,1.42,.21,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70,1.8725,1.67,1.67,1.67,1.67,1.67,.2025,155,10,10,,716700,16700
OPTCURUSDINR27-JAN-2017PE70.25,2.1175,0,0,0,,1.9025,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.5,2.365,0,0,0,,2.15,.215,3,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.75,2.6125,0,0,0,,2.4,.2125,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71,2.8625,0,0,0,,2.6475,.215,176,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.25,3.1125,0,0,0,,2.8975,.215,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.5,3.36,0,0,0,,3.1475,.2125,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.75,3.61,0,0,0,,3.395,.215,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65,4.3975,0,0,0,,4.6275,.23,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.25,4.165,0,0,0,,4.3925,.2275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.5,3.935,0,0,0,,4.16,.225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.75,3.7075,0,0,0,,3.93,.2225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66,3.4825,0,0,0,,3.7025,.22,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.25,3.265,0,0,0,,3.48,.215,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.5,3.05,0,0,0,,3.2625,.2125,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.75,2.84,0,0,0,,3.0475,.2075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67,2.635,0,0,0,,2.8375,.2025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.25,2.4375,0,0,0,,2.635,.1975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.5,2.245,0,0,0,,2.4375,.1925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.75,2.065,0,0,0,,2.245,.18,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68,1.885,0,0,0,,2.0625,.1775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.25,1.7175,0,0,0,,1.8875,.17,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.5,1.5575,0,0,0,,1.72,.1625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.75,1.4075,0,0,0,,1.56,.1525,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69,1.265,0,0,0,,1.41,.145,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.25,1.1325,0,0,0,,1.27,.1375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.5,1.01,0,0,0,,1.1375,.1275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.75,.895,0,0,0,,1.0125,.1175,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70,.79,0,0,0,,.9,.11,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.25,.695,0,0,0,,.795,.1,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.5,.6075,0,0,0,,.7,.0925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.75,.5275,0,0,0,,.6125,.085,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71,.4575,0,0,0,,.5325,.075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71.25,.3975,0,0,0,,.4625,.065,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65,.0425,0,0,0,,.035,.0075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.25,.055,0,0,0,,.045,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.5,.07,0,0,0,,.0575,.0125,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.75,.0875,0,0,0,,.0725,.015,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66,.1075,0,0,0,,.09,.0175,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.25,.1325,0,0,0,,.11,.0225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.5,.1625,0,0,0,,.1375,.025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.75,.1975,0,0,0,,.1675,.03,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67,.2375,0,0,0,,.2025,.035,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.25,.285,0,0,0,,.2425,.0425,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.5,.3375,0,0,0,,.29,.0475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.75,.4,0,0,0,,.345,.055,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68,.4675,0,0,0,,.405,.0625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.25,.5425,0,0,0,,.475,.0675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.5,.6275,0,0,0,,.5525,.075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.75,.7225,0,0,0,,.6375,.085,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69,.825,0,0,0,,.7325,.0925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.25,.9375,0,0,0,,.835,.1025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.5,1.0575,0,0,0,,.9475,.11,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.75,1.19,0,0,0,,1.07,.12,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70,1.33,0,0,0,,1.2,.13,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.25,1.4775,0,0,0,,1.34,.1375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.5,1.635,0,0,0,,1.4875,.1475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.75,1.8,0,0,0,,1.645,.155,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71,1.975,0,0,0,,1.8125,.1625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71.25,2.1575,0,0,0,,1.985,.1725,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.5,5.1375,0,0,0,,5.365,.2275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.75,4.89,0,0,0,,5.12,.23,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64,4.6425,0,0,0,,4.8725,.23,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.25,4.3975,0,0,0,,4.625,.2275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.5,4.15,0,0,0,,4.38,.23,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.75,3.9075,0,0,0,,4.1325,.225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65,3.6625,0,0,0,,3.8875,.225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.25,3.42,0,0,0,,3.645,.225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.5,3.18,0,0,0,,3.4025,.2225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.75,2.945,0,0,0,,3.1625,.2175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66,2.71,0,0,0,,2.9275,.2175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.25,2.4825,0,0,0,,2.695,.2125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.5,2.26,0,0,0,,2.465,.205,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.75,2.0425,0,0,0,,2.2425,.2,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67,1.835,0,0,0,,2.0275,.1925,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.25,1.635,0,0,0,,1.8175,.1825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.5,1.4475,0,0,0,,1.62,.1725,2,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.75,1.2675,0,0,0,,1.4325,.165,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68,1.1025,0,0,0,,1.2525,.15,14,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.25,.9475,0,0,0,,1.0875,.14,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.5,.81,0,0,0,,.935,.125,100,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.75,.6825,0,0,0,,.7975,.115,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69,.52,.6,.6375,.6,.6375,.6375,.1175,14035,587,587,,40866190,363190
OPTCURUSDINR29-MAR-2017CE69.25,.4725,0,0,0,,.56,.0875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.5,.385,0,0,0,,.4625,.0775,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.75,.3125,0,0,0,,.3775,.065,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70,.27,.3225,.36,.31,.33,.33,.06,8304,7286,7286,,512419617.5,2399617.5
OPTCURUSDINR29-MAR-2017CE70.25,.1975,0,0,0,,.245,.0475,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.5,.155,.1625,.2175,.1625,.2175,.2175,.0625,9,10,10,,706850,1850
OPTCURUSDINR29-MAR-2017CE70.75,.12,0,0,0,,.15,.03,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71,.09,0,0,0,,.115,.025,235,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.25,.0675,0,0,0,,.0875,.02,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.5,.05,0,0,0,,.0675,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.75,.0375,0,0,0,,.05,.0125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.5,.0025,0,0,0,,.0025,0,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.25,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.5,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.75,.0075,0,0,0,,.005,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65,.0125,0,0,0,,.0075,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.25,.0175,0,0,0,,.0125,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.5,.025,0,0,0,,.0175,.0075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.75,.035,0,0,0,,.025,.01,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66,.05,0,0,0,,.035,.015,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.25,.0675,0,0,0,,.05,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.5,.0925,0,0,0,,.07,.0225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.75,.125,0,0,0,,.095,.03,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67,.1625,0,0,0,,.125,.0375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.25,.21,0,0,0,,.165,.045,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.5,.2725,0,0,0,,.2125,.06,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.75,.3375,0,0,0,,.275,.0625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68,.42,0,0,0,,.3425,.0775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.25,.5125,0,0,0,,.425,.0875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.5,.6225,0,0,0,,.52,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.75,.7425,0,0,0,,.6275,.115,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69,.8775,0,0,0,,.75,.1275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.25,1.025,0,0,0,,.885,.14,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.5,1.1875,0,0,0,,1.035,.1525,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.75,1.36,0,0,0,,1.1975,.1625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70,1.545,0,0,0,,1.3725,.1725,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.25,1.74,0,0,0,,1.5575,.1825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.5,1.945,0,0,0,,1.755,.19,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.75,2.1575,0,0,0,,1.96,.1975,0,0,0,,0,0
