CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTCUREURINR27-JAN-2017,72.08,72.45,72.62,72.305,72.59,72.59,.7,38564,55945,55945,4054268520
FUTCUREURINR23-FEB-2017,72.42,72.6375,72.9525,72.635,72.9325,72.9325,.7,24340,13215,13215,962000805
FUTCUREURINR29-MAR-2017,72.66,72.8,73.22,72.8,73.18,73.18,.71,1723,390,390,28507200
FUTCUREURINR26-APR-2017,73.25,73.35,73.45,73.25,73.4075,73.4075,.21,271,155,155,11375140
FUTCUREURINR29-MAY-2017,73.645,0,0,0,,74.2425,.81,2,0,0,0
FUTCUREURINR28-JUN-2017,74.0325,0,0,0,,74.63,.8,0,0,0,0
FUTCUREURINR27-JUL-2017,74.4075,74,74,74,74,75.005,.8,16,5,5,370000
FUTCUREURINR29-AUG-2017,74.825,0,0,0,,75.43,.8,0,0,0,0
FUTCUREURINR27-SEP-2017,75.205,0,0,0,,75.81,.8,0,0,0,0
FUTCUREURINR27-OCT-2017,75.6,0,0,0,,76.205,.8,0,0,0,0
FUTCUREURINR28-NOV-2017,76.0225,0,0,0,,76.6275,.79,0,0,0,0
FUTCUREURINR27-DEC-2017,76.4075,0,0,0,,77.0125,.79,0,0,0,0
FUTCURGBPINR27-JAN-2017,83.1925,83.23,83.86,83.23,83.75,83.75,.67,26293,68778,68778,5747635292.5
FUTCURGBPINR23-FEB-2017,83.54,83.59,84.2025,83.59,84.095,84.095,.66,8085,2708,2708,227371300
FUTCURGBPINR29-MAR-2017,83.91,83.7,84.5,83.7,84.4,84.4,.58,257,87,87,7340097.5
FUTCURGBPINR26-APR-2017,84.35,84,84.65,84,84.635,84.635,.33,153,8,8,676232.5
FUTCURGBPINR29-MAY-2017,84.73,0,0,0,,85.3575,.74,78,0,0,0
FUTCURGBPINR28-JUN-2017,85.1225,0,0,0,,85.7475,.73,0,0,0,0
FUTCURGBPINR27-JUL-2017,85.5025,0,0,0,,86.1275,.73,0,0,0,0
FUTCURGBPINR29-AUG-2017,85.8675,0,0,0,,86.5,.73,0,0,0,0
FUTCURGBPINR27-SEP-2017,86.2425,0,0,0,,86.875,.73,5,0,0,0
FUTCURGBPINR27-OCT-2017,86.6325,0,0,0,,87.265,.73,0,0,0,0
FUTCURGBPINR28-NOV-2017,87.05,0,0,0,,87.6825,.72,0,0,0,0
FUTCURGBPINR27-DEC-2017,87.4325,0,0,0,,88.0625,.72,0,0,0,0
FUTCURJPYINR27-JAN-2017,58.92,59.51,59.8075,59.45,59.72,59.72,1.35,23143,62990,62990,3755968412.5
FUTCURJPYINR23-FEB-2017,59.2075,59.79,60.05,59.74,59.985,59.985,1.31,4682,2938,2938,175987185
FUTCURJPYINR29-MAR-2017,59.56,60,60.285,60,60.285,60.3375,1.3,141,79,79,4753165
FUTCURJPYINR26-APR-2017,59.845,0,0,0,,60.625,1.3,0,0,0,0
FUTCURJPYINR29-MAY-2017,60.1625,0,0,0,,60.935,1.28,0,0,0,0
FUTCURJPYINR28-JUN-2017,60.465,0,0,0,,61.24,1.28,0,0,0,0
FUTCURJPYINR27-JUL-2017,60.76,0,0,0,,61.535,1.27,0,0,0,0
FUTCURJPYINR29-AUG-2017,61.1025,0,0,0,,61.885,1.28,0,0,0,0
FUTCURJPYINR27-SEP-2017,61.4,0,0,0,,62.185,1.27,0,0,0,0
FUTCURJPYINR27-OCT-2017,61.7125,0,0,0,,62.4975,1.27,0,0,0,0
FUTCURJPYINR28-NOV-2017,62.045,0,0,0,,62.8325,1.26,0,0,0,0
FUTCURJPYINR27-DEC-2017,62.3475,0,0,0,,63.135,1.26,0,0,0,0
FUTCURUSDINR27-JAN-2017,68.4625,68.275,68.275,68.0625,68.2,68.2,-.38,1899839,1129028,1129028,76972778542.5
FUTCURUSDINR23-FEB-2017,68.7125,68.5025,68.595,68.31,68.4425,68.4425,-.39,385226,154781,154781,10591917825
FUTCURUSDINR29-MAR-2017,68.965,68.89,68.89,68.58,68.6925,68.6925,-.39,122664,9997,9997,686750325
FUTCURUSDINR26-APR-2017,69.245,69.0225,69.035,68.875,68.9925,68.9925,-.36,49728,3670,3670,253145762.5
FUTCURUSDINR29-MAY-2017,69.43,69.29,69.29,69.07,69.2075,69.2075,-.32,19531,865,865,59832557.5
FUTCURUSDINR28-JUN-2017,69.6025,69.42,69.44,69.2925,69.425,69.425,-.25,9619,2790,2790,193640245
FUTCURUSDINR27-JUL-2017,69.755,69.595,69.7025,69.5,69.62,69.62,-.19,2561,2030,2030,141405057.5
FUTCURUSDINR29-AUG-2017,70.3225,70.335,70.335,69.65,69.82,70.04,-.4,2737,122,122,8506170
FUTCURUSDINR27-SEP-2017,70.5775,69.9,69.955,69.9,69.95,70.2925,-.4,3804,48,48,3357555
FUTCURUSDINR27-OCT-2017,70.39,70.19,70.2175,70.0675,70.11,70.11,-.39,15973,222,222,15563052.5
FUTCURUSDINR28-NOV-2017,70.62,70.15,70.4175,70.15,70.3325,70.3325,-.4,3746,82,82,5768097.5
FUTCURUSDINR27-DEC-2017,70.8075,70.57,70.69,70.53,70.6425,70.6425,-.23,3314,319,319,22512192.5
