CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURUSDINR23-FEB-2017PE66.25,.0525,0,0,0,,.035,.0175,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE66.5,.075,.0325,.0325,.0325,.0325,.0325,.0425,500,100,100,,6653250,3250
OPTCURUSDINR23-FEB-2017PE66.75,.1075,0,0,0,,.075,.0325,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE67,.0775,.07,.07,.05,.05,.05,.0275,1313,228,228,,15291440,15440
OPTCURUSDINR23-FEB-2017PE67.25,.2,0,0,0,,.145,.055,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE67.5,.185,.1725,.1725,.11,.1125,.1125,.0725,7827,9079,9079,,614115087.5,1282587.5
OPTCURUSDINR23-FEB-2017PE67.75,.345,0,0,0,,.26,.085,40,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE68,.35,.345,.3475,.2275,.2425,.2425,.1075,35118,12995,12995,,887398007.5,3738007.5
OPTCURUSDINR23-FEB-2017PE68.25,.5525,.36,.36,.36,.36,.36,.1925,50,50,50,,3430500,18000
OPTCURUSDINR23-FEB-2017PE68.5,.6025,.57,.57,.46,.4625,.4625,.14,3550,102,102,,7037430,50430
OPTCURUSDINR23-FEB-2017PE68.75,.825,.68,.68,.68,.68,.68,.145,1,1,1,,69430,680
OPTCURUSDINR23-FEB-2017PE69,.9625,.87,.89,.755,.7575,.7575,.205,42497,428,428,,29872317.5,340317.5
OPTCURUSDINR23-FEB-2017PE69.25,1.16,0,0,0,,.965,.195,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE69.5,1.3475,0,0,0,,1.1375,.21,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE69.75,1.55,0,0,0,,1.325,.225,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70,1.76,0,0,0,,1.5225,.2375,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.25,1.98,0,0,0,,1.7325,.2475,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.5,2.2075,0,0,0,,1.95,.2575,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE70.75,2.44,0,0,0,,2.175,.265,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71,2.675,0,0,0,,2.405,.27,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.25,2.9175,0,0,0,,2.6425,.275,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.5,3.16,0,0,0,,2.8825,.2775,0,0,0,,0,0
OPTCURUSDINR23-FEB-2017PE71.75,3.405,0,0,0,,3.1225,.2825,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE63.5,4.6025,0,0,0,,4.89,.2875,293,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE63.75,4.355,0,0,0,,4.64,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64,4.06,4.16,4.3025,4.16,4.3025,4.3025,.2425,5233,51,51,,3477680,213680
OPTCURUSDINR27-JAN-2017CE64.25,3.855,0,0,0,,4.1425,.2875,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.5,3.605,0,0,0,,3.8925,.2875,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.75,3.3575,0,0,0,,3.6425,.285,134,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65,3.13,0,0,0,,3.395,.265,4879,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.25,2.86,0,0,0,,3.145,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.5,2.61,0,0,0,,2.895,.285,2258,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.75,2.3625,0,0,0,,2.6475,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66,2.1475,2.255,2.28,2.255,2.28,2.28,.1325,3736,3,3,,204815,6815
OPTCURUSDINR27-JAN-2017CE66.25,1.8775,0,0,0,,2.155,.2775,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66.5,1.5875,1.6,1.89,1.6,1.89,1.89,.3025,5195,99,99,,6747640,164140
OPTCURUSDINR27-JAN-2017CE66.75,1.41,0,0,0,,1.6725,.2625,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67,1.1525,1.1225,1.4,1.0975,1.38,1.38,.2275,30160,332,332,,22668027.5,424027.5
OPTCURUSDINR27-JAN-2017CE67.25,.915,0,0,0,,1.22,.305,185,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67.5,.7075,.715,.94,.7025,.915,.915,.2075,115620,6694,6694,,457377957.5,5532957.5
OPTCURUSDINR27-JAN-2017CE67.75,.5275,.515,.745,.515,.71,.71,.1825,5609,433,433,,29603577.5,267827.5
OPTCURUSDINR27-JAN-2017CE68,.39,.395,.5675,.365,.5475,.5475,.1575,269247,73480,73480,,5031302465,34662465
OPTCURUSDINR27-JAN-2017CE68.25,.2825,.2875,.4275,.265,.4,.4,.1175,34794,28645,28645,,1964654387.5,9633137.5
OPTCURUSDINR27-JAN-2017CE68.5,.205,.1925,.315,.1875,.3025,.3025,.0975,228244,144177,144177,,9911517317.5,35392817.5
OPTCURUSDINR27-JAN-2017CE68.75,.1475,.135,.23,.135,.22,.22,.0725,16031,16017,16017,,1104074025,2905275
OPTCURUSDINR27-JAN-2017CE69,.105,.0925,.17,.0925,.1625,.1625,.0575,499804,89227,89227,,6168492135,11829135
OPTCURUSDINR27-JAN-2017CE69.25,.0725,.0675,.12,.0625,.1125,.1125,.04,15440,1535,1535,,106431777.5,133027.5
OPTCURUSDINR27-JAN-2017CE69.5,.05,.045,.085,.045,.08,.08,.03,71175,24423,24423,,1698967610,1569110
OPTCURUSDINR27-JAN-2017CE69.75,.04,.035,.05,.035,.05,.05,.01,374,119,119,,8305080,4830
OPTCURUSDINR27-JAN-2017CE70,.025,.0225,.04,.0225,.04,.04,.015,22291,12886,12886,,902404072.5,384072.5
OPTCURUSDINR27-JAN-2017CE70.25,.01,0,0,0,,.0175,.0075,1,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE70.5,.015,.015,.0175,.015,.0175,.0175,.0025,8362,5201,5201,,366761015,90515
OPTCURUSDINR27-JAN-2017CE70.75,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71,.015,.01,.015,.01,.015,.015,0,28782,7760,7760,,551057100,97100
OPTCURUSDINR27-JAN-2017CE71.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.5,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64,0,0,0,0,,0,0,2667,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.25,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.5,.0025,0,0,0,,0,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.75,.0025,0,0,0,,0,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.25,.0025,.0025,.0025,.0025,.0025,.0025,0,0,3600,3600,,234909000,9000
OPTCURUSDINR27-JAN-2017PE65.5,.005,.005,.005,.005,.005,.005,0,502,50,50,,3275250,250
OPTCURUSDINR27-JAN-2017PE65.75,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66,.0125,.0075,.0075,.0075,.0075,.0075,.005,7616,400,400,,26403000,3000
OPTCURUSDINR27-JAN-2017PE66.25,.0025,.0025,.0025,.0025,.0025,.0025,0,0,1700,1700,,112629250,4250
OPTCURUSDINR27-JAN-2017PE66.5,.0125,.0075,.0125,.005,.0075,.0075,.005,9613,1772,1772,,117854182.5,16182.5
OPTCURUSDINR27-JAN-2017PE66.75,.05,0,0,0,,.025,.025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE67,.0275,.03,.03,.0125,.0175,.0175,.01,50567,10649,10649,,713689125,206125
OPTCURUSDINR27-JAN-2017PE67.25,.055,.0475,.0475,.025,.0275,.0275,.0275,23499,8603,8603,,578880202.5,328452.5
OPTCURUSDINR27-JAN-2017PE67.5,.105,.095,.0975,.0475,.0575,.0575,.0475,245087,82336,82336,,5563576225,5896225
OPTCURUSDINR27-JAN-2017PE67.75,.1725,.1675,.17,.085,.1,.1,.0725,54559,37548,37548,,2548602757.5,4725757.5
OPTCURUSDINR27-JAN-2017PE68,.2825,.25,.2775,.1625,.18,.18,.1025,162609,138147,138147,,9424197865,30201865
OPTCURUSDINR27-JAN-2017PE68.25,.425,.3925,.4225,.2675,.29,.29,.135,28507,17981,17981,,1233077685,5874435
OPTCURUSDINR27-JAN-2017PE68.5,.6025,.58,.5875,.395,.425,.425,.1775,169825,73525,73525,,5072456450,35993950
OPTCURUSDINR27-JAN-2017PE68.75,.8,.7,.7,.575,.575,.575,.225,944,120,120,,8321500,71500
OPTCURUSDINR27-JAN-2017PE69,1.0125,.985,.985,.7675,.7775,.7775,.235,68834,6390,6390,,446043192.5,5133192.5
OPTCURUSDINR27-JAN-2017PE69.25,1.2,1.09,1.09,1.09,1.09,1.09,.11,11,1,1,,70340,1090
OPTCURUSDINR27-JAN-2017PE69.5,1.425,1.37,1.37,1.3,1.3,1.3,.125,366,80,80,,5665800,105800
OPTCURUSDINR27-JAN-2017PE69.75,1.6625,0,0,0,,1.395,.2675,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70,1.92,1.8,1.8975,1.7825,1.7825,1.7825,.1375,163,15,15,,1077905,27905
OPTCURUSDINR27-JAN-2017PE70.25,2.29,0,0,0,,1.8625,.4275,500,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.5,2.44,0,0,0,,2.1025,.3375,3,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.75,2.6325,0,0,0,,2.3475,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71,2.88,0,0,0,,2.595,.285,166,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.25,3.1275,0,0,0,,2.8425,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.5,3.5,3.39,3.39,3.39,3.39,3.39,.11,0,500,500,,37445000,1695000
OPTCURUSDINR27-JAN-2017PE71.75,3.7,3.6,3.65,3.6,3.63,3.63,.07,500,502,502,,37840750,1822250
OPTCURUSDINR28-JUN-2017CE65,4.3825,0,0,0,,4.68,.2975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.25,4.15,0,0,0,,4.4475,.2975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.5,3.9225,0,0,0,,4.2175,.295,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.75,3.6975,0,0,0,,3.99,.2925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66,3.4775,0,0,0,,3.765,.2875,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.25,3.26,0,0,0,,3.545,.285,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.5,3.0475,0,0,0,,3.33,.2825,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.75,2.84,0,0,0,,3.1175,.2775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67,2.6375,0,0,0,,2.9125,.275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.25,2.4425,0,0,0,,2.71,.2675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.5,2.255,0,0,0,,2.515,.26,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.75,2.0725,0,0,0,,2.3275,.255,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68,1.9,0,0,0,,2.145,.245,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.25,1.735,0,0,0,,1.9725,.2375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.5,1.5775,0,0,0,,1.805,.2275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.75,1.4275,0,0,0,,1.6475,.22,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69,1.2875,0,0,0,,1.4975,.21,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.25,1.1575,0,0,0,,1.3575,.2,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.5,1.035,0,0,0,,1.225,.19,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.75,.9225,0,0,0,,1.1,.1775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70,.8175,0,0,0,,.985,.1675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.25,.72,0,0,0,,.8775,.1575,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.5,.6325,0,0,0,,.7775,.145,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.75,.555,0,0,0,,.6875,.1325,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71,.4825,0,0,0,,.605,.1225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71.25,.42,0,0,0,,.53,.11,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65,.0525,0,0,0,,.0475,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.25,.065,0,0,0,,.0575,.0075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.5,.0825,0,0,0,,.0725,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.75,.1025,0,0,0,,.09,.0125,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66,.125,0,0,0,,.11,.015,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.25,.1525,0,0,0,,.135,.0175,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.5,.185,0,0,0,,.1625,.0225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.75,.2225,0,0,0,,.195,.0275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67,.265,0,0,0,,.235,.03,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.25,.315,0,0,0,,.2775,.0375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.5,.3725,0,0,0,,.3275,.045,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.75,.435,0,0,0,,.385,.05,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68,.505,0,0,0,,.4475,.0575,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.25,.585,0,0,0,,.5175,.0675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.5,.6725,0,0,0,,.595,.0775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.75,.7675,0,0,0,,.6825,.085,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69,.8725,0,0,0,,.7775,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.25,.985,0,0,0,,.88,.105,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.5,1.1075,0,0,0,,.9925,.115,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.75,1.24,0,0,0,,1.1125,.1275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70,1.38,0,0,0,,1.2425,.1375,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.25,1.5275,0,0,0,,1.38,.1475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.5,1.685,0,0,0,,1.525,.16,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.75,1.85,0,0,0,,1.68,.17,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71,2.0225,0,0,0,,1.84,.1825,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71.25,2.205,0,0,0,,2.01,.195,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.5,5.135,0,0,0,,5.42,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.75,4.89,0,0,0,,5.175,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64,4.6425,0,0,0,,4.9275,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.25,4.3975,0,0,0,,4.6825,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.5,4.1525,0,0,0,,4.435,.2825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.75,3.91,0,0,0,,4.1925,.2825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65,3.6675,0,0,0,,3.9475,.28,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.25,3.4275,0,0,0,,3.7075,.28,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.5,3.19,0,0,0,,3.4675,.2775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.75,2.955,0,0,0,,3.23,.275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66,2.725,0,0,0,,2.995,.27,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.25,2.5,0,0,0,,2.765,.265,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.5,2.28,0,0,0,,2.54,.26,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.75,2.0675,0,0,0,,2.32,.2525,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67,1.8625,0,0,0,,2.1075,.245,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.25,1.665,0,0,0,,1.9025,.2375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.5,1.48,0,0,0,,1.7075,.2275,2,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.75,1.305,0,0,0,,1.52,.215,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68,1.14,1,1.05,1,1.05,1.05,.09,13,4,4,,276150,4150
OPTCURUSDINR29-MAR-2017CE68.25,.99,0,0,0,,1.18,.19,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.5,.85,0,0,0,,1.0275,.1775,100,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.75,.725,0,0,0,,.8875,.1625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69,.6125,0,0,0,,.76,.1475,1441,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.25,.5125,0,0,0,,.645,.1325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.5,.425,0,0,0,,.5425,.1175,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.75,.3475,0,0,0,,.4525,.105,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70,.27,.2425,.29,.2425,.285,.285,.015,246,114,114,,8007952.5,27952.5
OPTCURUSDINR29-MAR-2017CE70.25,.2275,0,0,0,,.305,.0775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.5,.18,0,0,0,,.2475,.0675,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.75,.1425,0,0,0,,.2,.0575,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71,.11,0,0,0,,.1575,.0475,235,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.25,.085,0,0,0,,.125,.04,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.5,.065,0,0,0,,.0975,.0325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.75,.05,0,0,0,,.075,.025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.5,.0025,0,0,0,,.0025,0,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.25,.005,0,0,0,,.005,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.5,.0075,0,0,0,,.0075,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.75,.0125,0,0,0,,.01,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65,.0175,0,0,0,,.0125,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.25,.025,0,0,0,,.02,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.5,.035,0,0,0,,.0275,.0075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.75,.0475,0,0,0,,.0375,.01,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66,.0625,0,0,0,,.05,.0125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.25,.085,0,0,0,,.0675,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.5,.1125,0,0,0,,.09,.0225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.75,.1475,0,0,0,,.1175,.03,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67,.19,0,0,0,,.1525,.0375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.25,.24,0,0,0,,.195,.045,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.5,.3025,0,0,0,,.245,.0575,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.75,.3725,0,0,0,,.305,.0675,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68,.4575,0,0,0,,.3775,.08,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.25,.5525,0,0,0,,.46,.0925,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.5,.6625,0,0,0,,.555,.1075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.75,.7825,0,0,0,,.6625,.12,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69,.9175,0,0,0,,.7825,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.25,1.065,0,0,0,,.915,.15,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.5,1.225,0,0,0,,1.06,.165,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.75,1.395,0,0,0,,1.2175,.1775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70,1.5775,0,0,0,,1.385,.1925,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.25,1.7675,0,0,0,,1.565,.2025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.5,1.97,0,0,0,,1.7525,.2175,0,0,0,,0,0
