CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTCUREURINR27-JAN-2017,71.9275,71.8075,71.8575,71.5825,71.7425,71.7425,-.25,35293,19862,19862,1424433002.5
FUTCUREURINR23-FEB-2017,72.19,72.0525,72.12,71.875,72.02,72.02,-.23,5688,2941,2941,211650990
FUTCUREURINR29-MAR-2017,72.7075,72.2025,72.4,72.1475,72.3,72.3,-.56,448,66,66,4767572.5
FUTCUREURINR26-APR-2017,73.04,72.45,72.6775,72.34,72.34,72.34,-.95,51,7,7,507457.5
FUTCUREURINR29-MAY-2017,73.445,0,0,0,,73.28,-.22,2,0,0,0
FUTCUREURINR28-JUN-2017,73.8075,0,0,0,,73.645,-.22,0,0,0,0
FUTCUREURINR27-JUL-2017,74.1575,0,0,0,,74.0025,-.2,1,0,0,0
FUTCUREURINR29-AUG-2017,74.67,0,0,0,,74.4925,-.23,0,0,0,0
FUTCUREURINR27-SEP-2017,75.0375,0,0,0,,74.8625,-.23,0,0,0,0
FUTCUREURINR27-OCT-2017,75.4225,0,0,0,,75.2475,-.23,0,0,0,0
FUTCUREURINR28-NOV-2017,75.8325,0,0,0,,75.66,-.22,0,0,0,0
FUTCUREURINR27-DEC-2017,76.2075,0,0,0,,76.035,-.22,0,0,0,0
FUTCURGBPINR27-JAN-2017,83.825,84.15,84.23,83.9975,84.13,84.13,.36,24431,14663,14663,1233833485
FUTCURGBPINR23-FEB-2017,84.17,84.54,84.55,84.355,84.4875,84.4875,.37,2630,750,750,63371247.5
FUTCURGBPINR29-MAR-2017,84.5375,84.77,84.84,84.63,84.7,84.935,.47,171,47,47,3981907.5
FUTCURGBPINR26-APR-2017,84.8775,85.75,85.75,85,85.14,85.28,.47,76,4,4,341390
FUTCURGBPINR29-MAY-2017,85.2775,0,0,0,,85.6975,.49,75,0,0,0
FUTCURGBPINR28-JUN-2017,85.6425,0,0,0,,86.07,.49,0,0,0,0
FUTCURGBPINR27-JUL-2017,86,0,0,0,,86.435,.5,0,0,0,0
FUTCURGBPINR29-AUG-2017,86.47,0,0,0,,86.885,.47,0,0,0,0
FUTCURGBPINR27-SEP-2017,86.8375,0,0,0,,87.2575,.48,5,0,0,0
FUTCURGBPINR27-OCT-2017,87.2175,0,0,0,,87.6425,.48,0,0,0,0
FUTCURGBPINR28-NOV-2017,87.625,0,0,0,,88.055,.49,0,0,0,0
FUTCURGBPINR27-DEC-2017,87.9975,0,0,0,,88.4325,.49,0,0,0,0
FUTCURJPYINR27-JAN-2017,58.3925,58.4475,58.485,58.205,58.3925,58.3925,0,30663,8169,8169,476834742.5
FUTCURJPYINR23-FEB-2017,58.595,58.68,58.77,58.5,58.6825,58.6825,.14,3860,379,379,22224412.5
FUTCURJPYINR29-MAR-2017,58.9175,58.81,58.81,58.5825,58.5825,58.9125,0,18,2,2,117392.5
FUTCURJPYINR26-APR-2017,59.1725,0,0,0,,59.1725,0,0,0,0,0
FUTCURJPYINR29-MAY-2017,59.4975,0,0,0,,59.5075,.01,0,0,0,0
FUTCURJPYINR28-JUN-2017,59.78,0,0,0,,59.7925,.02,0,0,0,0
FUTCURJPYINR27-JUL-2017,60.0525,0,0,0,,60.07,.02,0,0,0,0
FUTCURJPYINR29-AUG-2017,60.465,0,0,0,,60.4625,0,0,0,0,0
FUTCURJPYINR27-SEP-2017,60.7525,0,0,0,,60.7525,0,0,0,0,0
FUTCURJPYINR27-OCT-2017,61.0525,0,0,0,,61.055,0,0,0,0,0
FUTCURJPYINR28-NOV-2017,61.3725,0,0,0,,61.3775,0,0,0,0,0
FUTCURJPYINR27-DEC-2017,61.665,0,0,0,,61.6725,.01,0,0,0,0
FUTCURUSDINR27-JAN-2017,68.1025,68.0825,68.4125,68.0825,68.3775,68.3775,.4,1567216,545028,545028,37197845365
FUTCURUSDINR23-FEB-2017,68.3275,68.335,68.645,68.3125,68.5975,68.5975,.39,202693,63482,63482,4346218955
FUTCURUSDINR29-MAR-2017,68.555,68.6,68.85,68.55,68.8125,68.8125,.37,73880,6891,6891,473808707.5
FUTCURUSDINR26-APR-2017,68.805,68.83,69.1,68.82,69.0475,69.0475,.35,37064,4057,4057,279842377.5
FUTCURUSDINR29-MAY-2017,69.03,69.0625,69.2825,69.0625,69.2575,69.2575,.32,17491,805,805,55640320
FUTCURUSDINR28-JUN-2017,69.225,69.25,69.465,69.25,69.46,69.46,.33,5560,198,198,13735882.5
FUTCURUSDINR27-JUL-2017,69.44,69.45,69.64,69.45,69.64,69.64,.28,2240,4,4,278182.5
FUTCURUSDINR29-AUG-2017,69.61,69.76,69.76,69.76,69.76,69.76,.21,2800,5,5,348800
FUTCURUSDINR27-SEP-2017,69.7875,69.85,70.02,69.85,70.02,70.02,.33,3779,18,18,1259460
FUTCURUSDINR27-OCT-2017,70.03,70.14,70.3,70.13,70.2325,70.2325,.28,16984,10,10,702230
FUTCURUSDINR28-NOV-2017,70.2525,70.3,70.47,70.235,70.4675,70.4675,.3,3560,180,180,12665292.5
FUTCURUSDINR27-DEC-2017,70.435,70.4325,70.7,70.4325,70.6925,70.6925,.36,1763,333,333,23516907.5
