CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTCUREURINR27-JAN-2017,72.2,72.02,72.15,71.93,72.0025,72.0025,-.27,35089,35161,35161,2532286880
FUTCUREURINR23-FEB-2017,72.52,72.3,72.465,72.26,72.3225,72.3225,-.27,13536,2669,2669,193053620
FUTCUREURINR29-MAR-2017,72.7475,72.56,72.73,72.55,72.685,72.7475,0,1309,69,69,5010520
FUTCUREURINR26-APR-2017,73,72.9875,72.9875,72.9875,72.9875,73.095,.13,113,1,1,72987.5
FUTCUREURINR29-MAY-2017,73.7475,0,0,0,,73.5075,-.32,2,0,0,0
FUTCUREURINR28-JUN-2017,74.12,0,0,0,,73.8825,-.32,0,0,0,0
FUTCUREURINR27-JUL-2017,74.48,0,0,0,,74.2475,-.31,1,0,0,0
FUTCUREURINR29-AUG-2017,74.945,0,0,0,,74.685,-.34,0,0,0,0
FUTCUREURINR27-SEP-2017,75.3175,0,0,0,,75.0575,-.34,0,0,0,0
FUTCUREURINR27-OCT-2017,75.7025,0,0,0,,75.445,-.34,0,0,0,0
FUTCUREURINR28-NOV-2017,76.1175,0,0,0,,75.8575,-.34,0,0,0,0
FUTCUREURINR27-DEC-2017,76.4925,0,0,0,,76.235,-.33,0,0,0,0
FUTCURGBPINR27-JAN-2017,84.305,84.09,84.1825,83.01,83.2725,83.2725,-1.22,33819,79452,79452,6626081775
FUTCURGBPINR23-FEB-2017,84.66,84.23,84.23,83.4,83.665,83.665,-1.17,3386,4265,4265,357634752.5
FUTCURGBPINR29-MAR-2017,85.0775,84.5975,84.5975,83.7025,83.9475,83.9475,-1.32,222,107,107,9014010
FUTCURGBPINR26-APR-2017,85.43,84.705,84.705,84.1,84.3,84.3,-1.32,100,10,10,844152.5
FUTCURGBPINR29-MAY-2017,85.8375,84.9025,85.2375,84.21,84.97,84.7875,-1.22,78,7,7,593247.5
FUTCURGBPINR28-JUN-2017,86.215,0,0,0,,85.1675,-1.21,0,0,0,0
FUTCURGBPINR27-JUL-2017,86.5825,0,0,0,,85.5375,-1.2,0,0,0,0
FUTCURGBPINR29-AUG-2017,87.005,0,0,0,,85.9275,-1.23,0,0,0,0
FUTCURGBPINR27-SEP-2017,87.3775,0,0,0,,86.295,-1.23,5,0,0,0
FUTCURGBPINR27-OCT-2017,87.7625,0,0,0,,86.6775,-1.23,0,0,0,0
FUTCURGBPINR28-NOV-2017,88.175,0,0,0,,87.0875,-1.23,0,0,0,0
FUTCURGBPINR27-DEC-2017,88.55,0,0,0,,87.46,-1.23,0,0,0,0
FUTCURJPYINR27-JAN-2017,58.8175,58.3375,58.615,58.2425,58.5675,58.5675,-.42,26439,32361,32361,1889177855
FUTCURJPYINR23-FEB-2017,59.08,58.73,58.8775,58.53,58.84,58.84,-.4,4977,1455,1455,85273867.5
FUTCURJPYINR29-MAR-2017,59.3825,0,0,0,,59.13,-.42,82,0,0,0
FUTCURJPYINR26-APR-2017,59.645,58.5,58.5,58.5,58.5,59.3975,-.41,50,50,50,2925000
FUTCURJPYINR29-MAY-2017,59.98,0,0,0,,59.725,-.42,0,0,0,0
FUTCURJPYINR28-JUN-2017,60.27,0,0,0,,60.02,-.41,0,0,0,0
FUTCURJPYINR27-JUL-2017,60.5525,0,0,0,,60.3025,-.41,0,0,0,0
FUTCURJPYINR29-AUG-2017,60.9275,0,0,0,,60.66,-.43,0,0,0,0
FUTCURJPYINR27-SEP-2017,61.22,0,0,0,,60.95,-.44,0,0,0,0
FUTCURJPYINR27-OCT-2017,61.5225,0,0,0,,61.2525,-.43,0,0,0,0
FUTCURJPYINR28-NOV-2017,61.8475,0,0,0,,61.5775,-.43,0,0,0,0
FUTCURJPYINR27-DEC-2017,62.1425,0,0,0,,61.875,-.43,0,0,0,0
FUTCURUSDINR27-JAN-2017,68.1125,68.2,68.4175,68.2,68.38,68.38,.39,1695387,823595,823595,56296765382.5
FUTCURUSDINR23-FEB-2017,68.3325,68.45,68.65,68.43,68.6125,68.6125,.4,354999,151140,151140,10366541937.5
FUTCURUSDINR29-MAR-2017,68.5875,68.75,68.9075,68.7275,68.8775,68.8775,.42,117477,33754,33754,2323734985
FUTCURUSDINR26-APR-2017,68.87,69.0425,69.18,69.04,69.155,69.155,.41,43876,5206,5206,359790180
FUTCURUSDINR29-MAY-2017,69.1925,69.15,69.38,69.15,69.3775,69.3775,.26,17467,1142,1142,79157392.5
FUTCURUSDINR28-JUN-2017,69.45,69.34,69.6,69.34,69.5725,69.695,.35,9661,8039,8039,558982845
FUTCURUSDINR27-JUL-2017,69.7025,69.72,69.77,69.7,69.77,69.9525,.35,2416,200,200,13944475
FUTCURUSDINR29-AUG-2017,69.9375,0,0,0,,70.17,.33,2801,0,0,0
FUTCURUSDINR27-SEP-2017,70.185,70.1,70.1,70.1,70.1,70.4225,.33,3844,1,1,70100
FUTCURUSDINR27-OCT-2017,70.0675,70.18,70.3525,70.18,70.275,70.275,.29,16180,286,286,20108465
FUTCURUSDINR28-NOV-2017,70.27,70.4675,70.57,70.44,70.49,70.49,.31,3783,163,163,11491330
FUTCURUSDINR27-DEC-2017,70.965,70.62,70.78,70.6,70.7075,70.7075,-.36,2989,1069,1069,75596307.5
