CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTCUREURINR27-JAN-2017,71.3475,71.6,71.8725,71.51,71.5375,71.5375,.26,32084,64881,64881,4651761137.5
FUTCUREURINR23-FEB-2017,71.64,71.98,72.1475,71.8075,71.8275,71.8275,.26,5618,4838,4838,348087915
FUTCUREURINR29-MAR-2017,72,72.4,72.42,72.1,72.1,72.1,.13,558,119,119,8606387.5
FUTCUREURINR26-APR-2017,72.3275,72.55,72.55,72.485,72.485,72.63,.41,51,4,4,290135
FUTCUREURINR29-MAY-2017,72.74,0,0,0,,73.0525,.42,2,0,0,0
FUTCUREURINR28-JUN-2017,73.0975,0,0,0,,73.415,.43,0,0,0,0
FUTCUREURINR27-JUL-2017,73.4475,0,0,0,,73.765,.43,1,0,0,0
FUTCUREURINR29-AUG-2017,73.9375,0,0,0,,74.235,.4,0,0,0,0
FUTCUREURINR27-SEP-2017,74.3,0,0,0,,74.5975,.4,0,0,0,0
FUTCUREURINR27-OCT-2017,74.68,0,0,0,,74.9775,.39,0,0,0,0
FUTCUREURINR28-NOV-2017,75.085,0,0,0,,75.3825,.39,0,0,0,0
FUTCUREURINR27-DEC-2017,75.455,0,0,0,,75.75,.39,0,0,0,0
FUTCURGBPINR27-JAN-2017,83.755,83.9,84.04,83.5775,83.8825,83.8825,.15,27597,64783,64783,5431945230
FUTCURGBPINR23-FEB-2017,84.12,84.3,84.395,83.95,84.23,84.23,.13,2876,2179,2179,183448430
FUTCURGBPINR29-MAR-2017,84.4125,84.98,84.98,84.3025,84.56,84.625,.25,176,14,14,1183582.5
FUTCURGBPINR26-APR-2017,84.7675,84.75,84.75,84.75,84.75,84.9625,.23,76,1,1,84750
FUTCURGBPINR29-MAY-2017,85.175,0,0,0,,85.3825,.24,78,0,0,0
FUTCURGBPINR28-JUN-2017,85.5425,0,0,0,,85.75,.24,0,0,0,0
FUTCURGBPINR27-JUL-2017,85.8975,0,0,0,,86.1075,.24,0,0,0,0
FUTCURGBPINR29-AUG-2017,86.355,0,0,0,,86.54,.21,0,0,0,0
FUTCURGBPINR27-SEP-2017,86.72,0,0,0,,86.9025,.21,5,0,0,0
FUTCURGBPINR27-OCT-2017,87.0975,0,0,0,,87.2825,.21,0,0,0,0
FUTCURGBPINR28-NOV-2017,87.505,0,0,0,,87.6875,.2,0,0,0,0
FUTCURGBPINR27-DEC-2017,87.875,0,0,0,,88.055,.2,0,0,0,0
FUTCURJPYINR27-JAN-2017,58.2,58.4525,58.815,58.41,58.4675,58.4675,.45,31197,54820,54820,3210260537.5
FUTCURJPYINR23-FEB-2017,58.46,58.6,59.08,58.6,58.7175,58.7175,.44,5312,2488,2488,146332035
FUTCURJPYINR29-MAR-2017,58.6525,59,59.3,59,59,59,.59,52,33,33,1953700
FUTCURJPYINR26-APR-2017,58.905,0,0,0,,59.3175,.7,0,0,0,0
FUTCURJPYINR29-MAY-2017,59.24,0,0,0,,59.66,.7,0,0,0,0
FUTCURJPYINR28-JUN-2017,59.52,0,0,0,,59.9425,.7,0,0,0,0
FUTCURJPYINR27-JUL-2017,59.7925,0,0,0,,60.2175,.71,0,0,0,0
FUTCURJPYINR29-AUG-2017,60.1875,0,0,0,,60.6,.68,0,0,0,0
FUTCURJPYINR27-SEP-2017,60.475,0,0,0,,60.885,.67,0,0,0,0
FUTCURJPYINR27-OCT-2017,60.77,0,0,0,,61.1825,.67,0,0,0,0
FUTCURJPYINR28-NOV-2017,61.09,0,0,0,,61.5025,.67,0,0,0,0
FUTCURJPYINR27-DEC-2017,61.38,0,0,0,,61.7925,.67,0,0,0,0
FUTCURUSDINR27-JAN-2017,68.225,68.2,68.2,67.8775,68.115,68.115,-.16,1717030,1332475,1332475,90623681975
FUTCURUSDINR23-FEB-2017,68.45,68.2425,68.3575,68.1025,68.34,68.34,-.16,276834,175007,175007,11940317060
FUTCURUSDINR29-MAR-2017,68.6775,68.495,68.6,68.36,68.58,68.58,-.14,94140,28170,28170,1928228840
FUTCURUSDINR26-APR-2017,68.935,68.745,68.85,68.615,68.835,68.835,-.14,37756,2761,2761,189714947.5
FUTCURUSDINR29-MAY-2017,69.125,68.98,69.06,68.845,69.04,69.04,-.12,17110,1970,1970,135776967.5
FUTCURUSDINR28-JUN-2017,69.305,69.14,69.225,69.01,69.225,69.225,-.11,6001,396,396,27374797.5
FUTCURUSDINR27-JUL-2017,69.53,69.3775,69.44,69.2,69.44,69.6675,.19,2248,7,7,485527.5
FUTCURUSDINR29-AUG-2017,70.0225,69.35,69.35,69.35,69.35,69.91,-.16,2801,1,1,69350
FUTCURUSDINR27-SEP-2017,69.9675,70.62,70.62,69.75,69.75,70.1525,.26,3843,21,21,1465665
FUTCURUSDINR27-OCT-2017,70.2075,70.0275,70.1,69.94,70.1,70.1,-.15,16207,1052,1052,73650917.5
FUTCURUSDINR28-NOV-2017,70.375,70.25,70.3,70.1525,70.295,70.295,-.11,3696,300,300,21072110
FUTCURUSDINR27-DEC-2017,70.575,70.5,70.5975,70.35,70.5,70.5,-.1,2064,707,707,49786267.5
