CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURUSDINR27-JAN-2017CE64.25,4.245,0,0,0,,3.96,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.5,3.995,0,0,0,,3.71,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE64.75,3.745,0,0,0,,3.46,.285,134,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65,3.2575,0,0,0,,3.2125,.045,4879,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.25,3.2475,0,0,0,,2.9625,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.5,2.9975,0,0,0,,2.7125,.285,2258,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE65.75,2.75,0,0,0,,2.465,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66,2.44,0,0,0,,2.2175,.2225,3747,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66.25,2.2525,0,0,0,,1.9725,.28,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE66.5,1.9575,1.9,1.9,1.71,1.7375,1.7375,.22,5195,10,10,,682937.5,17937.5
OPTCURUSDINR27-JAN-2017CE66.75,1.7675,0,0,0,,1.4975,.27,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67,1.54,1.39,1.3925,1.2225,1.2225,1.2225,.3175,30766,1008,1008,,68808015,1272015
OPTCURUSDINR27-JAN-2017CE67.25,1.3025,0,0,0,,1.055,.2475,185,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE67.5,1.015,.925,.9425,.77,.7875,.7875,.2275,120294,24018,24018,,1641769997.5,20554997.5
OPTCURUSDINR27-JAN-2017CE67.75,.8075,.7275,.7375,.58,.5925,.5925,.215,5872,1130,1130,,77349295,791795
OPTCURUSDINR27-JAN-2017CE68,.63,.57,.57,.43,.4525,.4525,.1775,255148,75732,75732,,5187632212.5,37856212.5
OPTCURUSDINR27-JAN-2017CE68.25,.4775,.415,.4225,.3125,.3275,.3275,.15,57050,30056,30056,,2062188180,10866180
OPTCURUSDINR27-JAN-2017CE68.5,.36,.31,.32,.22,.235,.235,.125,249257,121548,121548,,8358989762.5,32951762.5
OPTCURUSDINR27-JAN-2017CE68.75,.265,.23,.235,.16,.1725,.1725,.0925,23297,19221,19221,,1325270827.5,3827077.5
OPTCURUSDINR27-JAN-2017CE69,.2,.17,.17,.115,.125,.125,.075,578615,138930,138930,,9606212520,20042520
OPTCURUSDINR27-JAN-2017CE69.25,.14,.12,.12,.08,.0875,.0875,.0525,19141,6354,6354,,440647217.5,632717.5
OPTCURUSDINR27-JAN-2017CE69.5,.1025,.0825,.0875,.0575,.0625,.0625,.04,84023,52610,52610,,3660131227.5,3736227.5
OPTCURUSDINR27-JAN-2017CE69.75,.0725,.03,.0575,.03,.04,.04,.0325,12219,9465,9465,,660477450,293700
OPTCURUSDINR27-JAN-2017CE70,.05,.04,.04,.0275,.03,.03,.02,34286,16731,16731,,1171745382.5,575382.5
OPTCURUSDINR27-JAN-2017CE70.25,.005,.0225,.0225,.0175,.0175,.0175,.0125,9469,569,569,,39983630,11380
OPTCURUSDINR27-JAN-2017CE70.5,.025,.015,.0175,.015,.015,.015,.01,14611,3803,3803,,268171797.5,60297.5
OPTCURUSDINR27-JAN-2017CE70.75,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71,.0125,.01,.0125,.01,.0125,.0125,0,28783,12,12,,852145,145
OPTCURUSDINR27-JAN-2017CE71.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.5,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017CE71.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE63.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64,.0025,.0025,.0025,.0025,.0025,.0025,0,2665,1,1,,64002.5,2.5
OPTCURUSDINR27-JAN-2017PE64.25,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.5,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE64.75,0,0,0,0,,0,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65,0,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.5,.0025,0,0,0,,.0025,0,502,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE65.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66,.0025,0,0,0,,.005,.0025,7617,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66.25,.005,0,0,0,,.01,.005,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE66.5,.0075,.0075,.0075,.005,.0075,.0075,0,10030,55,55,,3657810,310
OPTCURUSDINR27-JAN-2017PE66.75,.0175,.035,.035,.035,.035,.035,.0175,8850,8850,8850,,591047250,309750
OPTCURUSDINR27-JAN-2017PE67,.015,.0125,.0175,.0125,.0175,.0175,.0025,51053,7970,7970,,534101027.5,111027.5
OPTCURUSDINR27-JAN-2017PE67.25,.025,.025,.0325,.0225,.0325,.0325,.0075,31408,7436,7436,,500277737.5,206737.5
OPTCURUSDINR27-JAN-2017PE67.5,.0425,.0475,.07,.045,.0675,.0675,.025,209790,94852,94852,,6407616212.5,5106212.5
OPTCURUSDINR27-JAN-2017PE67.75,.08,.0825,.1275,.0825,.1225,.1225,.0425,60454,24221,24221,,1643454592.5,2481842.5
OPTCURUSDINR27-JAN-2017PE68,.1425,.165,.2275,.1525,.22,.22,.0775,214006,122532,122532,,8355670470,23494470
OPTCURUSDINR27-JAN-2017PE68.25,.2375,.26,.36,.2575,.35,.35,.1125,43243,32164,32164,,2204930270,9737270
OPTCURUSDINR27-JAN-2017PE68.5,.3675,.4075,.525,.395,.515,.515,.1475,144838,82239,82239,,5671586905,38215405
OPTCURUSDINR27-JAN-2017PE68.75,.53,.61,.66,.61,.6475,.6475,.1175,1308,9,9,,624572.5,5822.5
OPTCURUSDINR27-JAN-2017PE69,.705,.7525,.9125,.7525,.8975,.8975,.1925,124827,11955,11955,,834737072.5,9842072.5
OPTCURUSDINR27-JAN-2017PE69.25,.94,1.1,1.1,1.1,1.1,1.1,.16,11,1,1,,70350,1100
OPTCURUSDINR27-JAN-2017PE69.5,1.135,1.24,1.345,1.24,1.345,1.345,.21,300,55,55,,3894175,71675
OPTCURUSDINR27-JAN-2017PE69.75,1.2975,0,0,0,,1.5575,.26,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70,1.525,0,0,0,,1.795,.27,163,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.25,1.76,1.82,1.82,1.82,1.82,1.82,.06,0,500,500,,36035000,910000
OPTCURUSDINR27-JAN-2017PE70.5,2,0,0,0,,2.2825,.2825,3,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE70.75,2.245,0,0,0,,2.53,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71,2.7,0,0,0,,2.7775,.0775,176,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.25,2.74,0,0,0,,3.025,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.5,2.99,0,0,0,,3.275,.285,0,0,0,,0,0
OPTCURUSDINR27-JAN-2017PE71.75,3.2375,3.31,3.31,3.31,3.31,3.31,.0725,0,500,500,,37530000,1655000
OPTCURUSDINR28-JUN-2017CE65,4.7475,0,0,0,,4.475,.2725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.25,4.5125,0,0,0,,4.2425,.27,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.5,4.2825,0,0,0,,4.015,.2675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE65.75,4.0525,0,0,0,,3.79,.2625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66,3.825,0,0,0,,3.57,.255,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.25,3.6025,0,0,0,,3.3525,.25,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.5,3.3825,0,0,0,,3.14,.2425,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE66.75,3.1675,0,0,0,,2.9325,.235,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67,2.96,0,0,0,,2.73,.23,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.25,2.755,0,0,0,,2.535,.22,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.5,2.5575,0,0,0,,2.345,.2125,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE67.75,2.365,0,0,0,,2.1625,.2025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68,2.1825,0,0,0,,1.9875,.195,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.25,2.0025,0,0,0,,1.82,.1825,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.5,1.8325,0,0,0,,1.66,.1725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.75,1.67,0,0,0,,1.51,.16,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69,1.5175,0,0,0,,1.3675,.15,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.25,1.3725,0,0,0,,1.2325,.14,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.5,1.2375,0,0,0,,1.1075,.13,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.75,1.11,0,0,0,,.99,.12,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70,.9925,0,0,0,,.8825,.11,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.25,.8825,0,0,0,,.7825,.1,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.5,.7825,0,0,0,,.6925,.09,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.75,.69,0,0,0,,.61,.08,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71,.605,0,0,0,,.5325,.0725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71.25,.53,0,0,0,,.465,.065,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65,.0375,0,0,0,,.055,.0175,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.25,.0475,0,0,0,,.07,.0225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.5,.06,0,0,0,,.085,.025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.75,.075,0,0,0,,.105,.03,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66,.095,0,0,0,,.13,.035,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.25,.115,0,0,0,,.1575,.0425,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.5,.1425,0,0,0,,.19,.0475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.75,.1725,0,0,0,,.225,.0525,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67,.2075,0,0,0,,.27,.0625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.25,.2475,0,0,0,,.3175,.07,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.5,.295,0,0,0,,.3725,.0775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.75,.3475,0,0,0,,.435,.0875,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68,.41,0,0,0,,.505,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.25,.4725,0,0,0,,.5825,.11,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.5,.5475,0,0,0,,.6675,.12,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.75,.6325,0,0,0,,.7625,.13,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69,.7225,0,0,0,,.8625,.14,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.25,.8225,0,0,0,,.975,.1525,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.5,.9325,0,0,0,,1.0925,.16,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.75,1.05,0,0,0,,1.2225,.1725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70,1.175,0,0,0,,1.3575,.1825,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.25,1.3125,0,0,0,,1.505,.1925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.5,1.455,0,0,0,,1.6575,.2025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.75,1.6075,0,0,0,,1.8175,.21,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71,1.7675,0,0,0,,1.9875,.22,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71.25,1.9375,0,0,0,,2.165,.2275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.5,5.5025,0,0,0,,5.215,.2875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.75,5.255,0,0,0,,4.9675,.2875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64,5.01,0,0,0,,4.7225,.2875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.25,4.7625,0,0,0,,4.4775,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.5,4.5175,0,0,0,,4.2325,.285,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.75,4.27,0,0,0,,3.9875,.2825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65,4.0275,0,0,0,,3.745,.2825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.25,3.7825,0,0,0,,3.505,.2775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.5,3.5425,0,0,0,,3.2675,.275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.75,3.3025,0,0,0,,3.0325,.27,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66,3.0675,0,0,0,,2.8,.2675,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.25,2.835,0,0,0,,2.5725,.2625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.5,2.605,0,0,0,,2.3525,.2525,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.75,2.3825,0,0,0,,2.1375,.245,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67,2.165,0,0,0,,1.93,.235,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.25,1.9575,0,0,0,,1.7325,.225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.5,1.4,0,0,0,,1.5475,.1475,2,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.75,1.565,0,0,0,,1.365,.2,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68,1.15,0,0,0,,1.1975,.0475,14,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.25,1.215,0,0,0,,1.045,.17,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.5,1.0575,0,0,0,,.9025,.155,100,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.75,.9125,0,0,0,,.7725,.14,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69,.655,.6,.61,.56,.575,.575,.08,13448,12500,12500,,869877622.5,7377622.5
OPTCURUSDINR29-MAR-2017CE69.25,.6625,0,0,0,,.55,.1125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.5,.555,0,0,0,,.4575,.0975,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.75,.4625,0,0,0,,.3775,.085,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70,.3175,.29,.29,.2775,.29,.29,.0275,1699,1464,1464,,102900957.5,420957.5
OPTCURUSDINR29-MAR-2017CE70.25,.31,0,0,0,,.25,.06,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.5,.25,0,0,0,,.2,.05,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.75,.2,0,0,0,,.16,.04,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71,.1575,0,0,0,,.125,.0325,235,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.25,.1225,0,0,0,,.0975,.025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.5,.095,0,0,0,,.075,.02,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.75,.0725,0,0,0,,.0575,.015,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.5,.0025,0,0,0,,.0025,0,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64,.0025,0,0,0,,.005,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.25,.0025,0,0,0,,.005,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.5,.005,0,0,0,,.0075,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.75,.0075,0,0,0,,.0125,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65,.01,0,0,0,,.0175,.0075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.25,.015,0,0,0,,.0225,.0075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.5,.02,0,0,0,,.0325,.0125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.75,.0275,0,0,0,,.045,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66,.04,0,0,0,,.06,.02,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.25,.055,0,0,0,,.0825,.0275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.5,.0725,0,0,0,,.1075,.035,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.75,.0975,0,0,0,,.14,.0425,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67,.1275,0,0,0,,.1825,.055,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.25,.1675,0,0,0,,.23,.0625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.5,.2125,0,0,0,,.2925,.08,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.75,.27,0,0,0,,.3575,.0875,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68,.335,0,0,0,,.44,.105,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.25,.4125,0,0,0,,.5325,.12,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.5,.5025,0,0,0,,.6375,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.75,.6075,0,0,0,,.755,.1475,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69,.7225,0,0,0,,.885,.1625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.25,.85,0,0,0,,1.0275,.1775,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.5,.99,0,0,0,,1.1825,.1925,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.75,1.145,0,0,0,,1.35,.205,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70,1.31,0,0,0,,1.5275,.2175,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.25,1.4875,0,0,0,,1.7175,.23,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.5,1.675,0,0,0,,1.915,.24,0,0,0,,0,0
