CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,UNDRLNG_ST,NOTIONAL_V,PREMIUM_TR
OPTCURUSDINR28-JUN-2017CE67.75,2.2375,0,0,0,,2.335,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68,2.0525,0,0,0,,2.145,.0925,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.25,1.8725,0,0,0,,1.9625,.09,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.5,1.7025,0,0,0,,1.7875,.085,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE68.75,1.5425,0,0,0,,1.62,.0775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69,1.39,0,0,0,,1.4625,.0725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.25,1.2475,0,0,0,,1.3125,.065,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.5,1.1125,0,0,0,,1.175,.0625,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE69.75,.99,0,0,0,,1.045,.055,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70,.875,0,0,0,,.925,.05,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.25,.77,0,0,0,,.815,.045,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.5,.675,0,0,0,,.715,.04,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE70.75,.5875,0,0,0,,.6225,.035,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71,.5075,0,0,0,,.54,.0325,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017CE71.25,.4375,0,0,0,,.465,.0275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65,.0275,0,0,0,,.0225,.005,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.25,.0375,0,0,0,,.03,.0075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.5,.0475,0,0,0,,.0375,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE65.75,.06,0,0,0,,.05,.01,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66,.0775,0,0,0,,.0625,.015,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.25,.095,0,0,0,,.08,.015,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.5,.12,0,0,0,,.1,.02,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE66.75,.1475,0,0,0,,.125,.0225,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67,.18,0,0,0,,.1525,.0275,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.25,.2175,0,0,0,,.1875,.03,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.5,.2625,0,0,0,,.2275,.035,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE67.75,.315,0,0,0,,.275,.04,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68,.375,0,0,0,,.3275,.0475,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.25,.44,0,0,0,,.39,.05,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.5,.515,0,0,0,,.4575,.0575,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE68.75,.5975,0,0,0,,.5375,.06,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69,.69,0,0,0,,.6225,.0675,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.25,.7925,0,0,0,,.72,.0725,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.5,.9025,0,0,0,,.825,.0775,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE69.75,1.0225,0,0,0,,.94,.0825,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70,1.1525,0,0,0,,1.065,.0875,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.25,1.2925,0,0,0,,1.1975,.095,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.5,1.44,0,0,0,,1.3425,.0975,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE70.75,1.5975,0,0,0,,1.495,.1025,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71,1.765,0,0,0,,1.6575,.1075,0,0,0,,0,0
OPTCURUSDINR28-JUN-2017PE71.25,1.94,0,0,0,,1.8275,.1125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.5,5.3775,0,0,0,,5.515,.1375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE63.75,5.13,0,0,0,,5.2675,.1375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64,4.885,0,0,0,,5.02,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.25,4.6375,0,0,0,,4.775,.1375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.5,4.39,0,0,0,,4.5275,.1375,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE64.75,4.145,0,0,0,,4.28,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65,3.9,0,0,0,,4.035,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.25,3.655,0,0,0,,3.79,.135,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.5,3.4125,0,0,0,,3.545,.1325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE65.75,3.1725,0,0,0,,3.3025,.13,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66,2.9325,0,0,0,,3.0625,.13,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.25,2.6975,0,0,0,,2.825,.1275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.5,2.4675,0,0,0,,2.5925,.125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE66.75,2.2425,0,0,0,,2.3625,.12,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67,2.025,0,0,0,,2.14,.115,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.25,1.8125,0,0,0,,1.9225,.11,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.5,1.6125,0,0,0,,1.715,.1025,2,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE67.75,1.42,0,0,0,,1.5175,.0975,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68,1.24,1.14,1.14,1.14,1.14,1.14,.1,17,3,3,,207420,3420
OPTCURUSDINR29-MAR-2017CE68.25,1.0725,0,0,0,,1.1525,.08,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.5,.92,0,0,0,,.9925,.0725,100,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE68.75,.78,0,0,0,,.8425,.0625,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69,.5575,.605,.66,.5975,.5975,.5975,.04,14140,105,105,,7314102.5,69102.5
OPTCURUSDINR29-MAR-2017CE69.25,.5425,0,0,0,,.59,.0475,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.5,.4425,0,0,0,,.485,.0425,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE69.75,.36,0,0,0,,.3925,.0325,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70,.285,.275,.3225,.275,.3225,.3225,.0375,8336,51,51,,3584072.5,14072.5
OPTCURUSDINR29-MAR-2017CE70.25,.2275,0,0,0,,.25,.0225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE70.5,.1775,.125,.125,.125,.125,.125,.0525,10,1,1,,70625,125
OPTCURUSDINR29-MAR-2017CE70.75,.1375,0,0,0,,.15,.0125,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71,.1675,.12,.12,.12,.12,.12,.0475,245,1,1,,71120,120
OPTCURUSDINR29-MAR-2017CE71.25,.13,0,0,0,,.085,.045,10,0,0,,0,0
OPTCURUSDINR29-MAR-2017CE71.5,.1,.13,.13,.13,.13,.13,.03,11,1,1,,71630,130
OPTCURUSDINR29-MAR-2017CE71.75,.0425,0,0,0,,.0475,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.5,.0025,0,0,0,,.0025,0,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE63.75,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.25,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.5,.0025,0,0,0,,.0025,0,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE64.75,.005,0,0,0,,.0025,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65,.0075,0,0,0,,.005,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.25,.01,0,0,0,,.0075,.0025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.5,.015,0,0,0,,.01,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE65.75,.02,0,0,0,,.015,.005,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66,.03,0,0,0,,.0225,.0075,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.25,.0425,0,0,0,,.0325,.01,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.5,.06,0,0,0,,.045,.015,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE66.75,.08,0,0,0,,.0625,.0175,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67,.11,0,0,0,,.0875,.0225,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.25,.145,0,0,0,,.1175,.0275,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.5,.1925,0,0,0,,.1575,.035,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE67.75,.2475,0,0,0,,.2075,.04,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68,.315,0,0,0,,.2675,.0475,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.25,.395,0,0,0,,.3375,.0575,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.5,.4875,0,0,0,,.4225,.065,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE68.75,.595,0,0,0,,.5225,.0725,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69,.7175,0,0,0,,.635,.0825,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.25,.8525,0,0,0,,.7625,.09,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.5,1.0025,0,0,0,,.905,.0975,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE69.75,1.165,0,0,0,,1.0625,.1025,0,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70,1.34,0,0,0,,1.23,.11,1,0,0,,0,0
OPTCURUSDINR29-MAR-2017PE70.25,1.5275,0,0,0,,1.4125,.115,0,0,0,,0,0
