CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTCUREURINR27-JAN-2017,72.0025,72.31,72.525,72.31,72.375,72.375,.51,39506,45372,45372,3285089057.5
FUTCUREURINR23-FEB-2017,72.3225,72.685,72.8425,72.65,72.705,72.705,.52,17817,10451,10451,760172960
FUTCUREURINR29-MAR-2017,72.7475,73,73.1,72.8675,72.965,73.1875,.6,1567,441,441,32198407.5
FUTCUREURINR26-APR-2017,73.095,73.25,73.3125,73.25,73.3125,73.5525,.62,116,3,3,219812.5
FUTCUREURINR29-MAY-2017,73.5075,0,0,0,,73.95,.6,2,0,0,0
FUTCUREURINR28-JUN-2017,73.8825,0,0,0,,74.34,.61,0,0,0,0
FUTCUREURINR27-JUL-2017,74.2475,72.5525,73.8,72.5525,73.7,74.7175,.63,6,12,12,878862.5
FUTCUREURINR29-AUG-2017,74.685,0,0,0,,75.135,.6,0,0,0,0
FUTCUREURINR27-SEP-2017,75.0575,0,0,0,,75.515,.6,0,0,0,0
FUTCUREURINR27-OCT-2017,75.445,0,0,0,,75.91,.61,0,0,0,0
FUTCUREURINR28-NOV-2017,75.8575,0,0,0,,76.3325,.62,0,0,0,0
FUTCUREURINR27-DEC-2017,76.235,0,0,0,,76.72,.63,0,0,0,0
FUTCURGBPINR27-JAN-2017,83.2725,83.125,83.16,82.77,83.12,83.12,-.18,34814,58938,58938,4891758482.5
FUTCURGBPINR23-FEB-2017,83.665,83.42,83.5425,83.1525,83.4875,83.4875,-.21,4613,4601,4601,383582802.5
FUTCURGBPINR29-MAR-2017,83.9475,83.6,84.04,83.5,83.825,83.825,-.14,197,101,101,8453592.5
FUTCURGBPINR26-APR-2017,84.3,83.81,84.1,83.81,84.1,84.25,-.05,151,51,51,4274600
FUTCURGBPINR29-MAY-2017,84.7875,0,0,0,,84.6325,-.18,78,0,0,0
FUTCURGBPINR28-JUN-2017,85.1675,0,0,0,,85.0225,-.17,0,0,0,0
FUTCURGBPINR27-JUL-2017,85.5375,0,0,0,,85.4025,-.15,0,0,0,0
FUTCURGBPINR29-AUG-2017,85.9275,0,0,0,,85.765,-.18,0,0,0,0
FUTCURGBPINR27-SEP-2017,86.295,0,0,0,,86.14,-.17,5,0,0,0
FUTCURGBPINR27-OCT-2017,86.6775,0,0,0,,86.53,-.17,0,0,0,0
FUTCURGBPINR28-NOV-2017,87.0875,0,0,0,,86.945,-.16,0,0,0,0
FUTCURGBPINR27-DEC-2017,87.46,0,0,0,,87.325,-.15,0,0,0,0
FUTCURJPYINR27-JAN-2017,58.5675,59,59.2,58.8,58.9525,58.9525,.65,25358,36585,36585,2160525140
FUTCURJPYINR23-FEB-2017,58.84,59.19,59.45,59.18,59.24,59.24,.67,4192,3534,3534,209590100
FUTCURJPYINR29-MAR-2017,59.13,59.5025,59.5025,59.45,59.45,59.45,.54,82,22,22,1308005
FUTCURJPYINR26-APR-2017,59.3975,60.05,60.05,60.05,60.05,59.8975,.84,0,50,50,3002500
FUTCURJPYINR29-MAY-2017,59.725,0,0,0,,60.2175,.82,0,0,0,0
FUTCURJPYINR28-JUN-2017,60.02,0,0,0,,60.52,.83,0,0,0,0
FUTCURJPYINR27-JUL-2017,60.3025,0,0,0,,60.815,.84,0,0,0,0
FUTCURJPYINR29-AUG-2017,60.66,0,0,0,,61.1575,.82,0,0,0,0
FUTCURJPYINR27-SEP-2017,60.95,0,0,0,,61.455,.82,0,0,0,0
FUTCURJPYINR27-OCT-2017,61.2525,0,0,0,,61.765,.83,0,0,0,0
FUTCURJPYINR28-NOV-2017,61.5775,0,0,0,,62.0975,.84,0,0,0,0
FUTCURJPYINR27-DEC-2017,61.875,0,0,0,,62.4025,.85,0,0,0,0
FUTCURUSDINR27-JAN-2017,68.38,68.2175,68.345,68.135,68.33,68.33,-.07,1693785,764811,764811,52203974352.5
FUTCURUSDINR23-FEB-2017,68.6125,68.45,68.5825,68.38,68.565,68.565,-.06,359254,93251,93251,6387397890
FUTCURUSDINR29-MAR-2017,68.8775,68.7075,68.835,68.65,68.815,68.815,-.09,120125,18897,18897,1299785372.5
FUTCURUSDINR26-APR-2017,69.155,68.98,69.1225,68.9375,69.0975,69.0975,-.08,44862,2802,2802,193479732.5
FUTCURUSDINR29-MAY-2017,69.3775,69.2,69.32,69.15,69.29,69.29,-.12,17580,305,305,21110752.5
FUTCURUSDINR28-JUN-2017,69.695,69.4,69.5,69.36,69.49,69.49,-.29,9776,270,270,18754085
FUTCURUSDINR27-JUL-2017,69.9525,69.65,69.68,69.65,69.68,69.9825,.04,2439,23,23,1602100
FUTCURUSDINR29-AUG-2017,70.17,0,0,0,,70.1775,.01,2801,0,0,0
FUTCURUSDINR27-SEP-2017,70.4225,0,0,0,,70.4325,.01,3844,0,0,0
FUTCURUSDINR27-OCT-2017,70.275,70.205,70.205,70.205,70.205,70.205,-.09,16181,1,1,70205
FUTCURUSDINR28-NOV-2017,70.49,70.47,70.48,70.47,70.48,70.98,.69,3794,11,11,775270
FUTCURUSDINR27-DEC-2017,70.7075,70.5275,70.7,70.525,70.6925,70.6925,-.02,3048,85,85,5999467.5
