INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,25/01/2017,00006400.00,CE      ,00001743.80,00001790.00,00001743.80,00001790.00,000000000000600,              150,              002,              002,        1225035.00,         265035.00
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,CE      ,00001673.10,00001708.00,00001648.00,00001680.70,000000000364875,            19800,              264,              122,      162136440.00,       33436440.00
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,PE      ,00000000.65,00000000.65,00000000.45,00000000.55,000000000125700,            22800,              304,              110,      148211715.00,          11715.00
OPTIDX    ,NIFTY     ,25/01/2017,00006900.00,PE      ,00000001.00,00000001.45,00000000.60,00000001.45,000000000003150,             2100,              028,              008,       14492291.25,           2291.25
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,CE      ,00001179.65,00001215.25,00001154.00,00001186.95,000000001138950,            34200,              456,              321,      280053990.00,       40653990.00
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,PE      ,00000001.65,00000001.85,00000001.50,00000001.60,000000001281000,           275550,             3674,             1160,     1929302017.50,         452017.50
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,CE      ,00001115.50,00001161.15,00001115.50,00001142.65,000000000091875,             1650,              022,              018,       13513860.00,        1881360.00
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,PE      ,00000000.35,00000002.50,00000000.35,00000001.60,000000000074325,             3225,              043,              030,       22742182.50,           5932.50
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,CE      ,00001062.00,00001112.00,00001058.00,00001087.45,000000000249300,             2475,              033,              030,       20270722.50,        2698222.50
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,PE      ,00000002.10,00000002.30,00000001.70,00000001.85,000000000310950,           166275,             2217,              823,     1180860787.50,         308287.50
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,CE      ,00000958.80,00001010.00,00000958.80,00000990.90,000000000109275,             1050,              014,              014,        8597456.25,        1037456.25
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,PE      ,00000003.95,00000003.95,00000001.90,00000002.45,000000000589950,           355950,             4746,             1662,     2563728502.50,         888502.50
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,CE      ,00000886.60,00000919.00,00000858.00,00000887.70,000000000062025,            50625,              675,              303,      414024783.75,       44462283.75
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,PE      ,00000003.95,00000004.50,00000002.85,00000003.25,000000000834150,           423300,             5644,             2066,     3091569626.25,        1479626.25
