INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,TATAMOTORS,30/03/2017,00000526.05,00000526.25,00000518.60,00000520.45,000000000048000,        8616825.00,            16500,              011,              011
FUTSTK    ,TATAMTRDVR,25/01/2017,00000328.00,00000330.40,00000324.05,00000327.00,000000016107000,      787627995.00,          2406600,             1146,             1064
FUTSTK    ,TATAMTRDVR,23/02/2017,00000328.50,00000329.95,00000326.50,00000327.85,000000000130200,       23410065.00,            71400,              034,              022
FUTSTK    ,TATAPOWER ,25/01/2017,00000077.45,00000080.60,00000077.35,00000079.55,000000025659000,     1829187000.00,         23094000,             2566,             2436
FUTSTK    ,TATAPOWER ,23/02/2017,00000078.10,00000080.65,00000078.10,00000079.80,000000000378000,       27312750.00,           342000,              038,              038
FUTSTK    ,TATASTEEL ,25/01/2017,00000448.05,00000451.80,00000443.40,00000449.05,000000023410000,    10820036800.00,         24156000,            12078,            11006
FUTSTK    ,TATASTEEL ,23/02/2017,00000449.05,00000453.00,00000445.00,00000450.65,000000000636000,      202967300.00,           452000,              226,              218
FUTSTK    ,TATASTEEL ,30/03/2017,00000448.70,00000453.00,00000448.10,00000451.40,000000000094000,       22535100.00,            50000,              025,              024
FUTSTK    ,TCS       ,25/01/2017,00002436.00,00002436.00,00002295.65,00002337.70,000000004619750,     7016122175.00,          3014500,            12058,            10903
FUTSTK    ,TCS       ,23/02/2017,00002406.00,00002406.00,00002317.00,00002347.35,000000000037250,       57875837.50,            24750,              099,              095
FUTSTK    ,TCS       ,30/03/2017,00000000.00,00000000.00,00000000.00,00002349.80,000000000000750,        1762350.00,              750,              003,              001
FUTSTK    ,TECHM     ,25/01/2017,00000474.05,00000487.10,00000474.05,00000483.10,000000009068400,     1973216135.00,          4087600,             3716,             3546
FUTSTK    ,TECHM     ,23/02/2017,00000480.65,00000489.00,00000480.65,00000485.10,000000000112200,       23434840.00,            48400,              044,              043
FUTSTK    ,TITAN     ,25/01/2017,00000360.85,00000365.90,00000359.40,00000363.75,000000009469500,      679545825.00,          1878000,             1252,             1145
FUTSTK    ,TITAN     ,23/02/2017,00000360.60,00000361.00,00000358.95,00000359.95,000000000051000,        8641350.00,            24000,              016,              016
FUTSTK    ,TORNTPHARM,25/01/2017,00001348.55,00001362.20,00001325.65,00001330.95,000000000176400,      124396540.00,            93200,              233,              220
FUTSTK    ,TORNTPHARM,23/02/2017,00001330.00,00001332.00,00001325.00,00001326.85,000000000009600,        3186600.00,             2400,              006,              006
FUTSTK    ,TORNTPOWER,25/01/2017,00000180.20,00000189.80,00000179.05,00000186.80,000000003273000,      684506850.00,          3687000,             1229,             1178
FUTSTK    ,TORNTPOWER,23/02/2017,00000181.00,00000187.60,00000180.05,00000187.60,000000000033000,        5569200.00,            30000,              010,              010
FUTSTK    ,TV18BRDCST,25/01/2017,00000039.35,00000039.50,00000038.65,00000039.00,000000083946000,      247146850.00,          6341000,              373,              363
FUTSTK    ,TV18BRDCST,23/02/2017,00000039.65,00000039.65,00000038.80,00000039.20,000000000765000,       11978200.00,           306000,              018,              018
FUTSTK    ,TV18BRDCST,30/03/2017,00000039.55,00000039.55,00000039.55,00000039.55,000000000017000,         672350.00,            17000,              001,              001
FUTSTK    ,TVSMOTOR  ,25/01/2017,00000380.40,00000388.25,00000377.20,00000387.00,000000007960000,     1853914900.00,          4832000,             2416,             2280
FUTSTK    ,TVSMOTOR  ,23/02/2017,00000376.50,00000382.50,00000372.35,00000381.45,000000000414000,       41442400.00,           110000,              055,              042
FUTSTK    ,TVSMOTOR  ,30/03/2017,00000374.50,00000374.50,00000374.50,00000374.50,000000000004000,         749000.00,             2000,              001,              001
FUTSTK    ,UBL       ,25/01/2017,00000822.00,00000823.40,00000813.50,00000815.95,000000001076600,       63065520.00,            77000,              110,              107
FUTSTK    ,UBL       ,23/02/2017,00000822.70,00000822.70,00000822.70,00000822.70,000000000000700,         575890.00,              700,              001,              001
FUTSTK    ,ULTRACEMCO,25/01/2017,00003372.00,00003393.50,00003341.25,00003348.60,000000002476200,     1204633360.00,           358200,             1791,             1667
FUTSTK    ,ULTRACEMCO,23/02/2017,00003379.95,00003399.00,00003347.00,00003357.45,000000000032800,       29002470.00,             8600,              043,              041
FUTSTK    ,UNIONBANK ,25/01/2017,00000132.45,00000134.60,00000130.65,00000132.90,000000020588000,     1705335000.00,         12836000,             3209,             3078
FUTSTK    ,UNIONBANK ,23/02/2017,00000131.00,00000131.80,00000128.35,00000129.85,000000003292000,      195464000.00,          1500000,              375,              363
FUTSTK    ,UNIONBANK ,30/03/2017,00000130.00,00000130.00,00000126.80,00000128.10,000000000532000,        9783400.00,            76000,              019,              019
FUTSTK    ,UPL       ,25/01/2017,00000673.80,00000687.40,00000672.40,00000686.00,000000005950800,     2536438200.00,          3722400,             3102,             2928
FUTSTK    ,UPL       ,23/02/2017,00000686.00,00000689.90,00000679.00,00000688.45,000000000019200,       13156800.00,            19200,              016,              016
FUTSTK    ,UPL       ,30/03/2017,00000685.00,00000685.00,00000685.00,00000685.00,000000000001200,         822000.00,             1200,              001,              001
FUTSTK    ,VEDL      ,25/01/2017,00000238.05,00000241.80,00000235.20,00000241.05,000000042602000,     8300401900.00,         34685000,             9910,             9220
FUTSTK    ,VEDL      ,23/02/2017,00000237.05,00000241.05,00000234.95,00000240.40,000000001277500,      106114400.00,           444500,              127,              120
FUTSTK    ,VOLTAS    ,25/01/2017,00000342.90,00000342.90,00000335.65,00000338.35,000000004572000,      648820400.00,          1918000,              959,              929
FUTSTK    ,VOLTAS    ,23/02/2017,00000336.00,00000336.00,00000333.00,00000334.45,000000000322000,       18022300.00,            54000,              027,              023
FUTSTK    ,WIPRO     ,25/01/2017,00000475.90,00000484.25,00000475.90,00000483.45,000000004684800,      783120240.00,          1624800,             1354,             1289
FUTSTK    ,WIPRO     ,23/02/2017,00000477.50,00000481.35,00000477.50,00000480.90,000000000354000,       32223300.00,            67200,              056,              056
FUTSTK    ,WOCKPHARMA,25/01/2017,00000691.55,00000693.30,00000681.70,00000687.75,000000003025200,      289744950.00,           421800,              703,              688
FUTSTK    ,WOCKPHARMA,23/02/2017,00000682.95,00000691.00,00000682.00,00000688.10,000000000072000,        5362830.00,             7800,              013,              011
FUTSTK    ,YESBANK   ,25/01/2017,00001320.05,00001344.00,00001317.85,00001328.85,000000008968400,    12876086965.00,          9683800,            13834,            12737
FUTSTK    ,YESBANK   ,23/02/2017,00001319.00,00001347.70,00001319.00,00001333.00,000000000310100,      272526765.00,           204400,              292,              280
FUTSTK    ,YESBANK   ,30/03/2017,00001341.95,00001341.95,00001327.60,00001327.60,000000000016800,        3736285.00,             2800,              004,              004
FUTSTK    ,ZEEL      ,25/01/2017,00000480.05,00000486.00,00000474.20,00000476.70,000000009046700,     1959001785.00,          4085900,             3143,             2987
FUTSTK    ,ZEEL      ,23/02/2017,00000480.00,00000487.00,00000475.05,00000475.55,000000000071500,       26313625.00,            54600,              042,              035
FUTSTK    ,IBREALEST ,25/01/2017,00000081.60,00000081.90,00000080.50,00000081.05,000000033540000,      264696500.00,          3260000,              326,              316
FUTSTK    ,IBREALEST ,23/02/2017,00000081.75,00000081.80,00000081.05,00000081.65,000000000210000,       10582000.00,           130000,              013,              012
FUTSTK    ,IBULHSGFIN,25/01/2017,00000718.00,00000729.35,00000708.80,00000727.05,000000012405600,     2850697640.00,          3948000,             4935,             4309
FUTSTK    ,IBULHSGFIN,23/02/2017,00000720.55,00000723.45,00000712.50,00000723.40,000000000127200,       27030840.00,            37600,              047,              047
FUTSTK    ,ICICIBANK ,25/01/2017,00000265.70,00000269.55,00000265.70,00000268.40,000000048020000,     8498448250.00,         31730000,            12692,            11422
FUTSTK    ,ICICIBANK ,23/02/2017,00000267.60,00000270.40,00000266.65,00000269.50,000000002135000,      129043375.00,           480000,              192,              185
FUTSTK    ,ICICIBANK ,30/03/2017,00000269.05,00000269.85,00000269.05,00000269.85,000000000050000,        3370750.00,            12500,              005,              005
FUTSTK    ,ICIL      ,25/01/2017,00000166.15,00000171.80,00000162.95,00000171.00,000000003699500,      204222900.00,          1214500,              347,              342
FUTSTK    ,ICIL      ,23/02/2017,00000166.70,00000171.00,00000166.55,00000171.00,000000000052500,        3513650.00,            21000,              006,              005
FUTSTK    ,IDBI      ,25/01/2017,00000074.50,00000075.80,00000073.45,00000074.80,000000024944000,     1206198400.00,         16168000,             2021,             1869
FUTSTK    ,IDBI      ,23/02/2017,00000074.35,00000075.45,00000073.45,00000074.55,000000002200000,       66040800.00,           888000,              111,              110
FUTSTK    ,IDBI      ,30/03/2017,00000073.50,00000074.50,00000073.50,00000074.50,000000000232000,        2966800.00,            40000,              005,              005
FUTSTK    ,IDEA      ,25/01/2017,00000074.00,00000074.35,00000071.30,00000072.15,000000078519000,     1502186700.00,         20734000,             2962,             2729
FUTSTK    ,IDEA      ,23/02/2017,00000073.35,00000073.35,00000070.85,00000071.60,000000010927000,      128285850.00,          1785000,              255,              220
FUTSTK    ,IDEA      ,30/03/2017,00000071.35,00000071.45,00000070.80,00000070.90,000000000336000,        3486000.00,            49000,              007,              007
FUTSTK    ,IDFC      ,25/01/2017,00000057.50,00000058.00,00000057.00,00000057.80,000000059888400,      541305600.00,          9411600,              713,              692
FUTSTK    ,IDFC      ,23/02/2017,00000057.75,00000058.00,00000057.50,00000058.00,000000001201200,        9909900.00,           171600,              013,              013
FUTSTK    ,IDFCBANK  ,25/01/2017,00000063.35,00000063.60,00000062.35,00000063.10,000000050608000,      388606800.00,          6168000,              771,              740
FUTSTK    ,IDFCBANK  ,23/02/2017,00000063.50,00000063.90,00000062.70,00000063.35,000000001648000,       22280000.00,           352000,              044,              040
FUTSTK    ,IFCI      ,25/01/2017,00000028.25,00000028.50,00000027.90,00000028.25,000000062194000,      544073200.00,         19294000,              877,              814
FUTSTK    ,IFCI      ,23/02/2017,00000028.10,00000028.30,00000027.90,00000028.10,000000003872000,       34562000.00,          1232000,              056,              056
FUTSTK    ,IGL       ,25/01/2017,00000939.00,00000939.00,00000927.00,00000931.45,000000001675300,     1046989405.00,          1122000,             1020,              973
FUTSTK    ,IGL       ,23/02/2017,00000932.05,00000935.95,00000929.00,00000934.90,000000000047300,        7179535.00,             7700,              007,              007
FUTSTK    ,INDIACEM  ,25/01/2017,00000134.20,00000134.80,00000132.20,00000134.35,000000027524000,     1188781650.00,          8904000,             2544,             2154
FUTSTK    ,INDIACEM  ,23/02/2017,00000134.90,00000135.00,00000132.80,00000134.70,000000000273000,       14042525.00,           105000,              030,              030
FUTSTK    ,INDUSINDBK,25/01/2017,00001233.95,00001234.00,00001211.90,00001219.70,000000005473800,     4320274410.00,          3537600,             5896,             5459
FUTSTK    ,INDUSINDBK,23/02/2017,00001228.00,00001231.60,00001216.60,00001224.00,000000000080400,       57331860.00,            46800,              078,              077
FUTSTK    ,INFRATEL  ,25/01/2017,00000356.95,00000361.05,00000354.45,00000359.15,000000005849600,      442522720.00,          1235200,              772,              738
FUTSTK    ,INFRATEL  ,23/02/2017,00000361.00,00000361.00,00000358.45,00000359.00,000000000019200,        8066800.00,            22400,              014,              014
FUTSTK    ,INFY      ,25/01/2017,00000981.75,00001007.95,00000981.35,00001003.95,000000017513500,     9279653375.00,          9316500,            18633,            16333
FUTSTK    ,INFY      ,23/02/2017,00000983.05,00001011.60,00000983.05,00001007.80,000000000245500,      218374025.00,           218500,              437,              351
FUTSTK    ,INFY      ,30/03/2017,00001001.30,00001014.95,00000970.00,00001010.90,000000000014000,       14047175.00,            14000,              028,              027
FUTSTK    ,IOC       ,25/01/2017,00000351.50,00000357.35,00000351.50,00000353.85,000000016545000,     5136527700.00,         14496000,             4832,             4572
FUTSTK    ,IOC       ,23/02/2017,00000347.10,00000352.00,00000346.05,00000347.05,000000001047000,      282863100.00,           810000,              270,              264
FUTSTK    ,IOC       ,30/03/2017,00000351.40,00000351.40,00000346.40,00000347.70,000000000030000,        9421650.00,            27000,              009,              009
FUTSTK    ,IRB       ,25/01/2017,00000216.15,00000216.70,00000211.60,00000213.20,000000008207500,      549174125.00,          2562500,             1025,              948
FUTSTK    ,IRB       ,23/02/2017,00000216.65,00000216.95,00000212.95,00000213.60,000000000245000,       30128375.00,           140000,              056,              054
FUTSTK    ,ITC       ,25/01/2017,00000248.15,00000248.15,00000244.40,00000245.00,000000039595200,     1863774000.00,          7591200,             3163,             2891
FUTSTK    ,ITC       ,23/02/2017,00000247.30,00000247.30,00000245.50,00000246.15,000000000832800,       50957760.00,           206400,              086,              077
FUTSTK    ,ITC       ,30/03/2017,00000247.45,00000247.45,00000247.00,00000247.00,000000000036000,        3562080.00,            14400,              006,              006
FUTSTK    ,JETAIRWAYS,25/01/2017,00000388.10,00000397.95,00000383.10,00000391.50,000000005089000,     1574959250.00,          4015000,             4015,             3669
FUTSTK    ,JETAIRWAYS,23/02/2017,00000389.20,00000398.00,00000384.90,00000391.95,000000000127000,       56109750.00,           143000,              143,              133
FUTSTK    ,JINDALSTEL,25/01/2017,00000081.65,00000082.60,00000078.95,00000080.80,000000055818000,      869374350.00,         10773000,             1197,             1154
FUTSTK    ,JINDALSTEL,23/02/2017,00000081.85,00000081.85,00000079.80,00000080.60,000000001575000,        5803650.00,            72000,              008,              008
FUTSTK    ,JISLJALEQS,25/01/2017,00000095.65,00000096.15,00000094.15,00000094.70,000000040068000,      907964550.00,          9549000,             1061,             1024
FUTSTK    ,JISLJALEQS,23/02/2017,00000096.35,00000096.35,00000094.90,00000095.05,000000000837000,       30112200.00,           315000,              035,              035
FUTSTK    ,JISLJALEQS,30/03/2017,00000096.30,00000096.30,00000096.30,00000096.30,000000000009000,         866700.00,             9000,              001,              001
FUTSTK    ,JPASSOCIAT,25/01/2017,00000010.45,00000010.50,00000010.30,00000010.35,000000134300000,       88842000.00,          8568000,              126,              111
FUTSTK    ,JPASSOCIAT,23/02/2017,00000010.40,00000010.40,00000010.30,00000010.30,000000020876000,        3512200.00,           340000,              005,              005
FUTSTK    ,JSWENERGY ,25/01/2017,00000064.55,00000067.25,00000063.55,00000065.80,000000035280000,      994012800.00,         15072000,             1884,             1725
FUTSTK    ,JSWENERGY ,23/02/2017,00000064.85,00000067.15,00000064.85,00000066.05,000000000400000,       14348800.00,           216000,              027,              026
FUTSTK    ,JSWSTEEL  ,25/01/2017,00000188.60,00000191.00,00000184.60,00000188.95,000000053058000,     2957253150.00,         15714000,             5238,             4840
FUTSTK    ,JSWSTEEL  ,23/02/2017,00000189.90,00000191.00,00000185.70,00000189.45,000000000459000,       50921550.00,           270000,              090,              077
FUTSTK    ,JUBLFOOD  ,25/01/2017,00000847.60,00000851.70,00000835.50,00000844.45,000000002330000,      443229375.00,           526500,             1053,              996
FUTSTK    ,JUBLFOOD  ,23/02/2017,00000840.00,00000845.00,00000833.05,00000840.90,000000000061000,        8378725.00,            10000,              020,              020
FUTSTK    ,JUSTDIAL  ,25/01/2017,00000383.80,00000385.80,00000367.00,00000372.95,000000003956400,      791995920.00,          2109600,             1758,             1689
FUTSTK    ,JUSTDIAL  ,23/02/2017,00000380.00,00000380.00,00000363.45,00000368.35,000000000248400,       46109280.00,           124800,              104,              100
FUTSTK    ,KOTAKBANK ,25/01/2017,00000733.95,00000733.95,00000722.95,00000727.75,000000010238400,     2706380360.00,          3714400,             4643,             4355
FUTSTK    ,KOTAKBANK ,23/02/2017,00000732.00,00000734.90,00000726.75,00000730.50,000000000266400,       53243680.00,            72800,              091,              066
FUTSTK    ,KPIT      ,25/01/2017,00000139.25,00000140.65,00000138.80,00000139.85,000000003180000,       95088600.00,           680000,              170,              165
FUTSTK    ,KPIT      ,23/02/2017,00000139.65,00000139.65,00000139.60,00000139.60,000000000016000,        1117000.00,             8000,              002,              002
FUTSTK    ,KSCL      ,25/01/2017,00000443.40,00000443.40,00000431.10,00000436.00,000000002349000,      313140675.00,           718500,              479,              457
FUTSTK    ,KSCL      ,23/02/2017,00000433.50,00000434.00,00000433.50,00000433.95,000000000009000,        1952175.00,             4500,              003,              003
FUTSTK    ,KTKBANK   ,25/01/2017,00000120.00,00000121.40,00000118.75,00000119.65,000000015878375,      717768556.25,          5981125,              811,              767
FUTSTK    ,KTKBANK   ,23/02/2017,00000121.05,00000121.05,00000119.25,00000120.10,000000000553125,       19487700.00,           162250,              022,              022
FUTSTK    ,L&TFH     ,25/01/2017,00000096.90,00000097.55,00000095.35,00000096.10,000000020628000,      828091800.00,          8604000,              956,              909
FUTSTK    ,L&TFH     ,23/02/2017,00000097.30,00000097.50,00000096.00,00000096.00,000000000711000,       10413900.00,           108000,              012,              012
FUTSTK    ,L&TFH     ,30/03/2017,00000096.40,00000096.75,00000096.40,00000096.75,000000000090000,        1738350.00,            18000,              002,              002
FUTSTK    ,LICHSGFIN ,25/01/2017,00000536.75,00000538.35,00000525.25,00000527.65,000000011253000,     4319245755.00,          8127900,             7389,             6972
FUTSTK    ,LICHSGFIN ,23/02/2017,00000537.60,00000541.40,00000528.00,00000529.90,000000000206800,       91405050.00,           171600,              156,              147
FUTSTK    ,LT        ,25/01/2017,00001415.00,00001456.40,00001415.00,00001450.20,000000007334000,     7590600250.00,          5269000,            10538,             9360
FUTSTK    ,LT        ,23/02/2017,00001425.00,00001461.30,00001425.00,00001456.00,000000000119500,      200731375.00,           138500,              277,              267
FUTSTK    ,LUPIN     ,25/01/2017,00001505.00,00001520.80,00001486.30,00001496.05,000000004449200,     3412613200.00,          2270400,             5676,             5061
FUTSTK    ,LUPIN     ,23/02/2017,00001498.35,00001525.00,00001495.00,00001501.50,000000000092800,       80064220.00,            53200,              133,              116
FUTSTK    ,LUPIN     ,30/03/2017,00001515.00,00001515.00,00001507.00,00001510.00,000000000003600,        6035460.00,             4000,              010,              009
FUTIDX    ,BANKNIFTY ,25/01/2017,00018865.05,00018974.80,00018828.80,00018901.30,000000002251560,    57952959438.00,          3066720,            76668,            52861
FUTIDX    ,BANKNIFTY ,23/02/2017,00018959.40,00019040.00,00018897.75,00018967.70,000000000135720,     1689594822.00,            89080,             2227,             1638
FUTIDX    ,BANKNIFTY ,30/03/2017,00019340.00,00019340.00,00018954.65,00019019.85,000000000014560,      102840274.00,             5400,              135,              094
FUTSTK    ,ABIRLANUVO,25/01/2017,00001280.25,00001289.80,00001265.50,00001275.25,000000003814000,      754889060.00,           591600,             1479,             1386
FUTSTK    ,ABIRLANUVO,23/02/2017,00001282.80,00001291.85,00001272.90,00001291.00,000000000084800,        6654980.00,             5200,              013,              013
FUTSTK    ,ABIRLANUVO,30/03/2017,00001305.85,00001305.85,00001305.85,00001305.85,000000000000400,         522340.00,              400,              001,              001
FUTSTK    ,ACC       ,25/01/2017,00001359.95,00001364.20,00001337.25,00001345.95,000000001374400,     1068377140.00,           791600,             1979,             1890
FUTSTK    ,ACC       ,23/02/2017,00001358.15,00001358.15,00001340.90,00001347.10,000000000042800,       23225440.00,            17200,              043,              040
FUTSTK    ,ADANIENT  ,25/01/2017,00000081.65,00000081.65,00000079.40,00000080.50,000000016160000,      440150800.00,          5480000,              685,              664
FUTSTK    ,ADANIENT  ,23/02/2017,00000081.00,00000081.00,00000080.00,00000080.00,000000000488000,        2572400.00,            32000,              004,              004
FUTSTK    ,ADANIPORTS,25/01/2017,00000297.60,00000299.45,00000290.20,00000293.40,000000014830000,     2726768875.00,          9262500,             3705,             3446
FUTSTK    ,ADANIPORTS,23/02/2017,00000298.20,00000298.20,00000291.50,00000294.25,000000000152500,       32423375.00,           110000,              044,              044
FUTSTK    ,ADANIPOWER,25/01/2017,00000035.40,00000037.05,00000034.45,00000036.65,000000118800000,     2107547000.00,         58700000,             2935,             2749
FUTSTK    ,ADANIPOWER,23/02/2017,00000035.55,00000037.10,00000034.65,00000036.80,000000001980000,       68939000.00,          1900000,              095,              093
FUTSTK    ,AJANTPHARM,25/01/2017,00001780.45,00001827.00,00001773.30,00001798.70,000000000338000,      400589140.00,           222000,              555,              527
FUTSTK    ,ALBK      ,25/01/2017,00000065.40,00000066.10,00000064.60,00000065.55,000000013790000,      370702000.00,          5670000,              567,              553
FUTSTK    ,ALBK      ,23/02/2017,00000065.30,00000066.15,00000064.55,00000065.60,000000001460000,       25356500.00,           390000,              039,              036
FUTSTK    ,ALBK      ,30/03/2017,00000065.45,00000065.45,00000065.30,00000065.30,000000000090000,        2613500.00,            40000,              004,              004
FUTSTK    ,AMARAJABAT,25/01/2017,00000916.35,00000916.35,00000893.10,00000898.20,000000000627600,      215927850.00,           239400,              399,              391
