INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,CE      ,00001830.10,00001876.00,00001830.10,00001874.65,000000000355200,             4425,              059,              036,       36983538.75,        8221038.75
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,PE      ,00000000.15,00000000.25,00000000.15,00000000.25,000000000105900,             6225,              083,              039,       40463831.25,           1331.25
OPTIDX    ,NIFTY     ,25/01/2017,00006900.00,PE      ,00000000.70,00000002.00,00000000.30,00000000.30,000000000000900,              600,              008,              003,        4140555.00,            555.00
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,CE      ,00001320.00,00001390.00,00001320.00,00001378.80,000000001068375,           105450,             1406,              640,      880614423.75,      142464423.75
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,PE      ,00000000.55,00000000.85,00000000.55,00000000.75,000000001203750,           128550,             1714,              446,      899941920.00,          91920.00
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,CE      ,00001315.30,00001327.55,00001306.25,00001327.55,000000000091950,              375,              005,              005,        3138071.25,         494321.25
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,PE      ,00000000.40,00000001.00,00000000.25,00000000.40,000000000074550,             6600,              088,              013,       46534391.25,           4391.25
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,CE      ,00001223.05,00001288.00,00001222.00,00001280.20,000000000248700,             1950,              026,              024,       16284105.00,        2439105.00
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,PE      ,00000000.55,00000000.80,00000000.55,00000000.75,000000000233400,            38850,              518,              053,      275863230.00,          28230.00
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,CE      ,00001125.00,00001179.20,00001125.00,00001179.20,000000000094275,            17250,              230,              129,      143868352.50,       19668352.50
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,PE      ,00000001.00,00000001.05,00000000.85,00000001.00,000000000579300,           156300,             2084,              712,     1125509201.25,         149201.25
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,CE      ,00001034.75,00001081.55,00001034.00,00001075.50,000000000060750,            18900,              252,              082,      157707562.50,       19737562.50
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,PE      ,00000000.90,00000001.20,00000000.80,00000001.15,000000000646500,           167625,             2235,              481,     1223826765.00,         164265.00
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,CE      ,00000922.90,00000990.50,00000921.00,00000974.05,000000000375375,            43800,              584,              230,      365542447.50,       41422447.50
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,PE      ,00000001.45,00000001.60,00000001.00,00000001.40,000000000774075,           316650,             4222,              747,     2343612851.25,         402851.25
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,CE      ,00000826.60,00000891.05,00000825.00,00000885.70,000000000717375,            77925,             1039,              600,      652133505.00,       67696005.00
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,PE      ,00000001.60,00000002.05,00000001.50,00000002.00,000000002545200,          1309725,            17463,             3589,     9825418492.50,        2480992.50
OPTIDX    ,NIFTY     ,25/01/2017,00007550.00,PE      ,00000001.75,00000002.35,00000001.75,00000002.20,000000000021300,            13200,              176,              050,       99687735.00,          27735.00
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,CE      ,00000741.20,00000792.00,00000741.20,00000780.35,000000000250950,             2850,              038,              033,       23854211.25,        2194211.25
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,PE      ,00000002.20,00000002.45,00000002.00,00000002.40,000000001716750,          1186350,            15818,             3085,     9018916946.25,        2656946.25
OPTIDX    ,NIFTY     ,25/01/2017,00007650.00,PE      ,00000002.35,00000002.95,00000002.35,00000002.85,000000000028950,             8700,              116,              045,       66577413.75,          22413.75
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,CE      ,00000635.00,00000693.95,00000635.00,00000688.20,000000000367200,            58200,              776,              414,      486938625.00,       38798625.00
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,PE      ,00000003.95,00000003.95,00000002.55,00000003.10,000000002161650,          1586175,            21149,             5488,    12218129932.50,        4582432.50
OPTIDX    ,NIFTY     ,25/01/2017,00007750.00,PE      ,00000003.70,00000004.05,00000002.95,00000003.80,000000000033525,            20925,              279,              094,      162243086.25,          74336.25
OPTIDX    ,NIFTY     ,25/01/2017,00007800.00,CE      ,00000529.15,00000599.00,00000527.35,00000584.80,000000000465750,           123600,             1648,              821,     1034754063.75,       70674063.75
OPTIDX    ,NIFTY     ,25/01/2017,00007800.00,PE      ,00000006.50,00000006.50,00000003.85,00000004.45,000000003191925,          2847450,            37966,            10274,    22222247786.25,       12137786.25
OPTIDX    ,NIFTY     ,25/01/2017,00007850.00,CE      ,00000487.05,00000487.05,00000487.05,00000487.05,000000000000600,              075,              001,              001,         625278.75,          36528.75
OPTIDX    ,NIFTY     ,25/01/2017,00007850.00,PE      ,00000006.35,00000006.65,00000004.20,00000005.30,000000000092550,           108975,             1453,              682,      856041603.75,         587853.75
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,CE      ,00000434.50,00000500.00,00000431.25,00000488.90,000000000599550,           108150,             1442,              894,      905238757.50,       50853757.50
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,PE      ,00000006.80,00000008.10,00000006.00,00000006.45,000000003304725,          5301150,            70682,            16241,    41914284701.25,       35199701.25
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,CE      ,00000388.80,00000440.10,00000388.80,00000437.85,000000000119100,             1575,              021,              016,       13188630.00,         667380.00
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,PE      ,00000008.70,00000009.70,00000007.00,00000007.90,000000000178275,           256575,             3421,             1277,     2041832351.25,        2061101.25
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,CE      ,00000336.00,00000404.35,00000336.00,00000394.00,000000001833300,           458625,             6115,             3325,     3839152312.50,      170152312.50
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,PE      ,00000014.15,00000014.70,00000009.10,00000009.75,000000006848700,          8823375,           117645,            33073,    70681481411.25,       94481411.25
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,CE      ,00000289.00,00000358.60,00000289.00,00000342.55,000000000063600,             9600,              128,              085,       80360036.25,        3080036.25
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,PE      ,00000018.00,00000018.00,00000010.65,00000011.95,000000000253125,           299700,             3996,             1790,     2416615170.00,        4030170.00
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,CE      ,00000247.35,00000307.80,00000245.70,00000298.60,000000001884450,           591825,             7891,             5151,     4956468153.75,      162685653.75
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,PE      ,00000025.95,00000025.95,00000014.00,00000015.05,000000004773900,         11380200,           151736,            48081,    92377899986.25,      198279986.25
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,CE      ,00000204.75,00000261.45,00000203.80,00000250.95,000000000129600,            32400,              432,              277,      271459421.25,        7399421.25
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,PE      ,00000026.65,00000030.15,00000018.15,00000019.50,000000000340575,           596400,             7952,             3450,     4874259382.50,       13599382.50
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,CE      ,00000163.25,00000218.25,00000159.00,00000208.20,000000003246375,          3200850,            42678,            21174,    26845586823.75,      598616823.75
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,PE      ,00000038.10,00000040.65,00000023.80,00000025.80,000000005632875,         12846150,           171282,            64239,   105724141110.00,      385711110.00
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,CE      ,00000126.40,00000176.20,00000126.40,00000168.15,000000000218475,           357300,             4764,             2956,     2999989751.25,       52264751.25
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,PE      ,00000051.25,00000052.90,00000032.00,00000034.15,000000000455925,           967200,            12896,             5674,     8018226465.00,       38826465.00
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,CE      ,00000095.00,00000138.85,00000094.80,00000130.15,000000004254450,         11200500,           149340,            69421,    94240818723.75,     1276668723.75
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,PE      ,00000070.70,00000070.70,00000043.30,00000046.55,000000004703400,         16470825,           219611,            91824,   137589584085.00,      881736585.00
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,CE      ,00000069.15,00000104.70,00000069.00,00000098.60,000000000337725,          1208850,            16118,             7976,    10196621235.00,      102723735.00
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,PE      ,00000087.75,00000091.40,00000058.00,00000062.20,000000000341100,           967200,            12896,             6161,     8145089977.50,       68969977.50
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,CE      ,00000046.80,00000076.50,00000046.80,00000070.80,000000005064375,         14048250,           187310,            75728,   118860172777.50,      854872777.50
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,PE      ,00000118.65,00000118.65,00000077.05,00000082.85,000000002394450,          5547900,            73972,            37468,    47114943915.00,      512583915.00
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,CE      ,00000028.80,00000052.60,00000028.80,00000048.40,000000000402750,          1014975,            13533,             5474,     8618045696.25,       41506946.25
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,PE      ,00000147.95,00000148.00,00000103.70,00000109.50,000000000029250,            51300,              684,              445,      439612616.25,        6127616.25
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,CE      ,00000019.10,00000034.40,00000019.00,00000030.85,000000004389450,         13876800,           185024,            60627,   118318016152.50,      365216152.50
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,PE      ,00000185.40,00000189.00,00000133.40,00000141.95,000000000943500,          1314075,            17521,             8206,    11375940165.00,      206302665.00
OPTIDX    ,NIFTY     ,25/01/2017,00008550.00,CE      ,00000012.00,00000020.60,00000011.00,00000018.25,000000000383400,           579150,             7722,             3254,     4960779836.25,        9047336.25
OPTIDX    ,NIFTY     ,25/01/2017,00008550.00,PE      ,00000212.05,00000212.05,00000170.00,00000175.65,000000000000525,              975,              013,              012,        8516681.25,         180431.25
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,CE      ,00000006.60,00000012.50,00000006.55,00000011.00,000000003224550,          7983825,           106451,            29035,    68735450797.50,       74555797.50
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,PE      ,00000266.65,00000273.80,00000211.20,00000222.10,000000000436125,           321975,             4293,             2371,     2846525032.50,       77540032.50
OPTIDX    ,NIFTY     ,25/01/2017,00008650.00,CE      ,00000004.45,00000007.25,00000004.15,00000006.65,000000000091350,           125100,             1668,              829,     1082837021.25,         722021.25
OPTIDX    ,NIFTY     ,25/01/2017,00008650.00,PE      ,00000301.75,00000301.75,00000260.00,00000261.15,000000000001500,             1500,              020,              007,       13376865.00,         401865.00
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,CE      ,00000002.85,00000004.50,00000002.30,00000004.05,000000001631625,          3287250,            43830,            10330,    28610079007.50,       11004007.50
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,PE      ,00000365.00,00000372.00,00000301.75,00000310.60,000000000500775,           142650,             1902,             1249,     1287929287.50,       46874287.50
OPTIDX    ,NIFTY     ,25/01/2017,00008750.00,CE      ,00000002.45,00000002.95,00000001.55,00000002.85,000000000033975,            23400,              312,              058,      204808038.75,          58038.75
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,CE      ,00000001.10,00000002.00,00000001.10,00000001.85,000000001328850,          1370625,            18275,             4214,    12063721638.75,        2221638.75
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,PE      ,00000471.05,00000471.05,00000397.50,00000408.05,000000000593925,           115350,             1538,              707,     1066066143.75,       50986143.75
OPTIDX    ,NIFTY     ,25/01/2017,00008850.00,CE      ,00000001.45,00000001.50,00000001.40,00000001.50,000000000021075,            13350,              178,              011,      118167067.50,          19567.50
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,CE      ,00000001.25,00000001.25,00000000.95,00000001.15,000000000836850,           614175,             8189,             4777,     5466843832.50,         686332.50
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,PE      ,00000565.00,00000565.00,00000498.55,00000509.50,000000000406725,            69300,              924,              523,      653646303.75,       36876303.75
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,CE      ,00000000.75,00000000.95,00000000.65,00000000.80,000000001799850,           553500,             7380,             2206,     4981962663.75,         462663.75
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,PE      ,00000661.35,00000666.05,00000596.80,00000608.00,000000001702500,           288975,             3853,             1669,     2782764315.00,      181989315.00
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,CE      ,00000000.80,00000001.00,00000000.25,00000000.80,000000000103650,            47700,              636,              472,      434102700.00,          32700.00
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,PE      ,00000762.65,00000765.00,00000697.00,00000701.40,000000000171825,             8550,              114,              110,       84052616.25,        6247616.25
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,CE      ,00000000.10,00000000.70,00000000.10,00000000.60,000000000160800,            45450,              606,              486,      418165331.25,          25331.25
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,PE      ,00000858.00,00000860.00,00000800.00,00000810.35,000000000076500,             1800,              024,              024,       18058627.50,        1498627.50
OPTIDX    ,NIFTY     ,25/01/2017,00009300.00,CE      ,00000000.60,00000000.60,00000000.45,00000000.55,000000000078150,             3900,              052,              005,       36272085.00,           2085.00
OPTIDX    ,NIFTY     ,25/01/2017,00009300.00,PE      ,00000916.00,00000916.00,00000916.00,00000916.00,000000000030525,              075,              001,              001,         766200.00,          68700.00
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,CE      ,00000001.00,00000001.00,00000000.45,00000000.45,000000000097500,            12600,              168,              008,      118445711.25,           5711.25
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,PE      ,00001050.00,00001050.00,00001050.00,00001050.00,000000000031875,              075,              001,              001,         783750.00,          78750.00
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,CE      ,00000000.50,00000000.60,00000000.35,00000000.50,000000000269400,            27900,              372,              171,      265063192.50,          13192.50
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,PE      ,00001160.10,00001160.10,00001093.00,00001100.30,000000000292950,            11400,              152,              116,      121089345.00,       12789345.00
OPTIDX    ,NIFTY     ,25/01/2017,00009600.00,CE      ,00000000.50,00000000.50,00000000.05,00000000.45,000000000002025,              675,              009,              009,        6480240.00,            240.00
OPTIDX    ,NIFTY     ,25/01/2017,00009600.00,PE      ,00001240.00,00001240.00,00001216.85,00001225.35,000000000006825,              600,              008,              008,        6497546.25,         737546.25
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,CE      ,00000000.45,00000000.50,00000000.25,00000000.30,000000000361050,            63225,              843,              616,      632272698.75,          22698.75
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,PE      ,00001660.00,00001662.90,00001592.00,00001601.55,000000000783600,            32625,              435,              225,      379409426.25,       53159426.25
OPTIDX    ,NIFTY     ,25/01/2017,00010100.00,PE      ,00001757.35,00001757.35,00001712.00,00001712.00,000000000003225,              675,              009,              007,        7983768.75,        1166268.75
OPTIDX    ,NIFTY     ,23/02/2017,00006500.00,CE      ,00001860.00,00001860.00,00001860.00,00001860.00,000000000002025,              150,              002,              001,        1254000.00,         279000.00
OPTIDX    ,NIFTY     ,23/02/2017,00006500.00,PE      ,00000001.50,00000001.50,00000001.30,00000001.30,000000000002025,              750,              010,              006,        4876016.25,           1016.25
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,CE      ,00001358.00,00001402.00,00001352.70,00001393.50,000000000019050,             4350,              058,              039,       36394571.25,        5944571.25
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,PE      ,00000004.10,00000004.10,00000003.20,00000003.25,000000000126525,            27375,              365,              258,      191719057.50,          94057.50
OPTIDX    ,NIFTY     ,23/02/2017,00007100.00,PE      ,00000004.00,00000004.50,00000004.00,00000004.30,000000000095925,             5625,              075,              012,       39962643.75,          25143.75
OPTIDX    ,NIFTY     ,23/02/2017,00007200.00,CE      ,00001170.00,00001189.05,00001170.00,00001189.05,000000000000750,              600,              008,              003,        5023428.75,         703428.75
