INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTIDX    ,DJIA      ,20/01/2017,00019730.00,00019792.50,00019725.00,00019785.00,000000000034740,       43262400.00,             2190,              073,              057
FUTIDX    ,DJIA      ,17/02/2017,00019700.00,00019700.00,00019700.00,00019700.00,000000000000150,         591000.00,              030,              001,              001
FUTIDX    ,NIFTY     ,25/01/2017,00008215.05,00008218.80,00008151.00,00008192.10,000000017031150,    68446936020.00,          8364750,           111530,            62195
FUTIDX    ,NIFTY     ,23/02/2017,00008212.85,00008240.75,00008175.10,00008216.45,000000000836400,     2346359238.75,           285825,             3811,             3018
FUTIDX    ,NIFTY     ,30/03/2017,00008236.20,00008270.00,00008204.80,00008247.85,000000000122025,      462248295.00,            56100,              748,              480
FUTIDX    ,NIFTYCPSE ,25/01/2017,00002330.00,00002345.00,00002330.00,00002345.00,000000000011500,        9345800.00,             4000,              016,              016
FUTIDX    ,NIFTYIT   ,25/01/2017,00010414.00,00010440.00,00010363.00,00010376.00,000000000030950,       66046400.00,             6350,              127,              112
FUTIDX    ,S&P500    ,20/01/2017,00002242.00,00002242.00,00002237.75,00002242.00,000000000356500,       35828687.50,            16000,              064,              046
FUTSTK    ,SAIL      ,25/01/2017,00000048.95,00000050.45,00000048.55,00000050.25,000000049752000,     1079056800.00,         21660000,             1805,             1663
FUTSTK    ,SAIL      ,23/02/2017,00000048.40,00000050.15,00000048.35,00000049.90,000000003600000,       84069000.00,          1704000,              142,              095
FUTSTK    ,SBIN      ,25/01/2017,00000252.40,00000254.00,00000242.65,00000244.75,000000076524000,    15006094500.00,         61101000,            20367,            18868
FUTSTK    ,SBIN      ,23/02/2017,00000253.50,00000253.55,00000243.30,00000245.10,000000001668000,      385767450.00,          1572000,              524,              446
FUTSTK    ,SBIN      ,30/03/2017,00000245.20,00000246.35,00000244.70,00000245.45,000000000036000,       10311450.00,            42000,              014,              014
FUTSTK    ,SIEMENS   ,25/01/2017,00001113.35,00001125.15,00001113.00,00001122.35,000000000725000,      329007075.00,           294000,              588,              562
FUTSTK    ,SINTEX    ,25/01/2017,00000075.85,00000075.85,00000074.20,00000075.60,000000024153750,      225981131.25,          3006750,              422,              391
FUTSTK    ,SINTEX    ,23/02/2017,00000075.70,00000076.10,00000075.20,00000076.10,000000000121125,        1617375.00,            21375,              003,              003
FUTSTK    ,SOUTHBANK ,25/01/2017,00000019.75,00000019.85,00000019.60,00000019.75,000000042000000,       76267500.00,          3870000,              129,              127
FUTSTK    ,SRF       ,25/01/2017,00001558.90,00001565.00,00001535.90,00001563.40,000000000429000,      413719950.00,           266500,              533,              512
FUTSTK    ,SRTRANSFIN,25/01/2017,00000858.35,00000892.00,00000856.00,00000886.70,000000003341400,      995246250.00,          1139400,             1899,             1757
FUTSTK    ,STAR      ,25/01/2017,00001060.40,00001076.50,00001057.85,00001073.10,000000001481000,      549719225.00,           514500,             1029,              938
FUTSTK    ,SUNPHARMA ,25/01/2017,00000633.50,00000641.15,00000628.85,00000635.95,000000030549400,     2782542455.00,          4372900,             6247,             5636
FUTSTK    ,SUNPHARMA ,23/02/2017,00000633.00,00000643.40,00000633.00,00000639.20,000000000404600,       25470375.00,            39900,              057,              052
FUTSTK    ,SUNPHARMA ,30/03/2017,00000646.50,00000646.50,00000646.50,00000646.50,000000000001400,         452550.00,              700,              001,              001
FUTSTK    ,SUNTV     ,25/01/2017,00000495.55,00000505.75,00000490.70,00000503.20,000000006834000,     2676121000.00,          5372000,             2686,             2519
FUTSTK    ,SUNTV     ,23/02/2017,00000503.65,00000505.00,00000503.65,00000505.00,000000000026000,        6052400.00,            12000,              006,              006
FUTSTK    ,SYNDIBANK ,25/01/2017,00000062.45,00000062.50,00000060.80,00000062.05,000000014238000,      214373700.00,          3483000,              387,              383
FUTSTK    ,SYNDIBANK ,23/02/2017,00000061.10,00000061.40,00000060.90,00000061.40,000000000297000,        4404600.00,            72000,              008,              008
FUTSTK    ,TATACHEM  ,25/01/2017,00000506.00,00000513.00,00000505.00,00000509.20,000000004092000,     1121400150.00,          2199000,             1466,             1398
FUTSTK    ,TATACHEM  ,23/02/2017,00000510.40,00000510.40,00000510.40,00000510.40,000000000009000,         765600.00,             1500,              001,              001
FUTSTK    ,TATACOMM  ,25/01/2017,00000628.35,00000634.80,00000621.85,00000631.95,000000004904200,      962147830.00,          1528800,             1092,             1027
FUTSTK    ,TATACOMM  ,23/02/2017,00000625.00,00000625.00,00000625.00,00000625.00,000000000012600,         875000.00,             1400,              001,              001
FUTSTK    ,TATAELXSI ,25/01/2017,00001413.00,00001426.95,00001393.50,00001418.10,000000001193200,      565934580.00,           400400,             1001,              971
FUTSTK    ,TATAGLOBAL,25/01/2017,00000122.80,00000124.80,00000121.85,00000124.20,000000026568000,      377077275.00,          3055500,              679,              664
FUTSTK    ,TATAGLOBAL,23/02/2017,00000123.05,00000123.80,00000122.65,00000123.80,000000000135000,        5542650.00,            45000,              010,              010
FUTSTK    ,TATAMOTORS,25/01/2017,00000472.50,00000490.70,00000470.25,00000488.95,000000023002500,     7132599225.00,         14802000,             9868,             8966
FUTSTK    ,TATAMOTORS,23/02/2017,00000476.60,00000491.35,00000472.70,00000490.10,000000000139500,       57121050.00,           118500,              079,              078
FUTSTK    ,TATAMTRDVR,25/01/2017,00000300.55,00000310.45,00000298.15,00000309.50,000000015678600,      874249950.00,          2864400,             1364,             1290
FUTSTK    ,TATAMTRDVR,23/02/2017,00000300.20,00000310.60,00000300.20,00000310.50,000000000025200,        5788020.00,            18900,              009,              009
FUTSTK    ,TATAPOWER ,25/01/2017,00000075.95,00000076.50,00000075.45,00000075.80,000000023022000,      450868500.00,          5940000,              660,              611
FUTSTK    ,TATAPOWER ,23/02/2017,00000076.05,00000076.70,00000076.00,00000076.70,000000000054000,        4801050.00,            63000,              007,              007
FUTSTK    ,TATASTEEL ,25/01/2017,00000392.10,00000408.80,00000389.55,00000407.10,000000021724000,     9513100600.00,         23726000,            11863,            10705
FUTSTK    ,TATASTEEL ,23/02/2017,00000391.25,00000409.95,00000391.25,00000408.55,000000000164000,       51724000.00,           128000,              064,              064
FUTSTK    ,TCS       ,25/01/2017,00002369.50,00002373.30,00002353.00,00002356.80,000000004427750,     1413907400.00,           598250,             2393,             2291
FUTSTK    ,TCS       ,23/02/2017,00002377.90,00002377.95,00002364.40,00002364.40,000000000007000,        8298875.00,             3500,              014,              013
FUTSTK    ,TECHM     ,25/01/2017,00000493.50,00000497.50,00000487.50,00000489.95,000000007964000,     1096122500.00,          2226400,             2024,             1872
FUTSTK    ,TECHM     ,23/02/2017,00000491.00,00000499.00,00000491.00,00000491.90,000000000019800,       11403590.00,            23100,              021,              021
FUTSTK    ,TITAN     ,25/01/2017,00000327.50,00000335.95,00000326.00,00000333.85,000000009454500,      493061175.00,          1488000,              992,              915
FUTSTK    ,TITAN     ,23/02/2017,00000332.55,00000333.40,00000332.00,00000333.40,000000000016500,        1987200.00,             6000,              004,              004
FUTSTK    ,TORNTPHARM,25/01/2017,00001320.65,00001325.00,00001308.50,00001316.70,000000000187200,      118970580.00,            90400,              226,              194
FUTSTK    ,TORNTPHARM,23/02/2017,00001314.95,00001315.35,00001314.95,00001315.35,000000000006000,        5251760.00,             4000,              010,              008
FUTSTK    ,TORNTPOWER,25/01/2017,00000180.00,00000180.00,00000178.15,00000178.80,000000002451000,       93891000.00,           525000,              175,              147
FUTSTK    ,TORNTPOWER,23/02/2017,00000179.55,00000179.55,00000179.55,00000179.55,000000000012000,         538650.00,             3000,              001,              001
FUTSTK    ,TV18BRDCST,25/01/2017,00000036.65,00000037.30,00000036.45,00000037.10,000000080852000,      136935850.00,          3706000,              218,              214
FUTSTK    ,TV18BRDCST,23/02/2017,00000037.50,00000037.50,00000037.50,00000037.50,000000000255000,         637500.00,            17000,              001,              001
FUTSTK    ,TVSMOTOR  ,25/01/2017,00000354.60,00000360.45,00000348.25,00000358.70,000000006908000,     1269387200.00,          3580000,             1790,             1700
FUTSTK    ,TVSMOTOR  ,23/02/2017,00000346.50,00000354.35,00000346.35,00000353.20,000000000144000,       15351100.00,            44000,              022,              022
FUTSTK    ,UBL       ,25/01/2017,00000786.95,00000787.00,00000774.00,00000777.80,000000001031800,       99761760.00,           128100,              183,              177
FUTSTK    ,ULTRACEMCO,25/01/2017,00003268.40,00003361.00,00003268.40,00003351.45,000000002537800,     2436250670.00,           733400,             3667,             3396
FUTSTK    ,ULTRACEMCO,23/02/2017,00003307.90,00003330.90,00003307.90,00003330.00,000000000004400,       11960400.00,             3600,              018,              017
FUTSTK    ,UNIONBANK ,25/01/2017,00000122.40,00000122.40,00000118.50,00000121.25,000000019296000,     1640147000.00,         13620000,             3405,             3271
FUTSTK    ,UNIONBANK ,23/02/2017,00000120.15,00000120.40,00000117.20,00000119.55,000000000852000,       70267200.00,           592000,              148,              148
FUTSTK    ,UNIONBANK ,30/03/2017,00000118.00,00000119.00,00000117.00,00000119.00,000000000040000,        3779400.00,            32000,              008,              008
FUTSTK    ,UPL       ,25/01/2017,00000649.00,00000661.45,00000646.30,00000660.10,000000005782800,     1248546300.00,          1904400,             1587,             1545
FUTSTK    ,VEDL      ,25/01/2017,00000216.40,00000222.75,00000214.70,00000221.65,000000040386500,     7244759200.00,         33001500,             9429,             8505
FUTSTK    ,VEDL      ,23/02/2017,00000215.30,00000221.40,00000215.30,00000220.40,000000000609000,      104083525.00,           476000,              136,              125
FUTSTK    ,VEDL      ,30/03/2017,00000220.50,00000220.50,00000220.50,00000220.50,000000000003500,         771750.00,             3500,              001,              001
FUTSTK    ,VOLTAS    ,25/01/2017,00000316.50,00000326.10,00000315.85,00000323.90,000000004438000,      833485500.00,          2594000,             1297,             1266
FUTSTK    ,VOLTAS    ,23/02/2017,00000315.55,00000320.00,00000315.55,00000318.05,000000000086000,       15850800.00,            50000,              025,              023
FUTSTK    ,WIPRO     ,25/01/2017,00000475.45,00000479.35,00000472.30,00000473.25,000000004981200,      648868020.00,          1363200,             1136,             1048
FUTSTK    ,WIPRO     ,23/02/2017,00000478.25,00000478.25,00000473.00,00000473.35,000000000038400,        8546940.00,            18000,              015,              015
FUTSTK    ,WOCKPHARMA,25/01/2017,00000661.75,00000674.00,00000658.50,00000669.55,000000003208200,      639192480.00,           960000,             1600,             1426
FUTSTK    ,YESBANK   ,25/01/2017,00001159.20,00001163.95,00001135.10,00001149.05,000000008138900,     6626416265.00,          5775000,             8250,             7714
FUTSTK    ,YESBANK   ,23/02/2017,00001160.40,00001162.00,00001138.35,00001153.30,000000000079100,      103990005.00,            90300,              129,              128
FUTSTK    ,YESBANK   ,30/03/2017,00001150.00,00001150.00,00001150.00,00001150.00,000000000003500,         805000.00,              700,              001,              001
FUTSTK    ,ZEEL      ,25/01/2017,00000454.80,00000458.65,00000452.45,00000453.50,000000008222500,     1087156070.00,          2388100,             1837,             1743
FUTSTK    ,ZEEL      ,23/02/2017,00000456.30,00000459.00,00000454.45,00000454.45,000000000049400,        2374840.00,             5200,              004,              004
FUTSTK    ,IBREALEST ,25/01/2017,00000072.90,00000076.65,00000071.80,00000076.10,000000030240000,     1999253500.00,         26870000,             2687,             2551
FUTSTK    ,IBULHSGFIN,25/01/2017,00000659.40,00000684.80,00000649.10,00000679.35,000000012976000,     3874990360.00,          5803200,             7254,             6384
FUTSTK    ,IBULHSGFIN,23/02/2017,00000648.95,00000679.00,00000648.95,00000676.10,000000000033600,       19089440.00,            28800,              036,              036
FUTSTK    ,ICICIBANK ,25/01/2017,00000256.55,00000256.90,00000249.10,00000252.90,000000057990000,     6462933000.00,         25605000,            10242,             9524
FUTSTK    ,ICICIBANK ,23/02/2017,00000257.60,00000257.60,00000250.45,00000253.75,000000000447500,       76554125.00,           302500,              121,              116
FUTSTK    ,ICICIBANK ,30/03/2017,00000256.00,00000256.00,00000252.00,00000255.20,000000000007500,        5730625.00,            22500,              009,              009
FUTSTK    ,ICIL      ,25/01/2017,00000167.10,00000170.80,00000164.45,00000170.50,000000003580500,      178182375.00,          1057000,              302,              287
FUTSTK    ,ICIL      ,23/02/2017,00000167.10,00000167.90,00000167.10,00000167.90,000000000021000,        2342200.00,            14000,              004,              004
FUTSTK    ,IDBI      ,25/01/2017,00000069.90,00000069.95,00000068.10,00000069.30,000000026656000,      534691600.00,          7760000,              970,              944
FUTSTK    ,IDBI      ,23/02/2017,00000068.75,00000068.85,00000067.80,00000068.85,000000000976000,       20752400.00,           304000,              038,              038
FUTSTK    ,IDBI      ,30/03/2017,00000068.10,00000068.50,00000068.10,00000068.50,000000000016000,        1092800.00,            16000,              002,              002
FUTSTK    ,IDEA      ,25/01/2017,00000072.55,00000073.90,00000072.05,00000073.05,000000072380000,      837937800.00,         11466000,             1638,             1379
FUTSTK    ,IDEA      ,23/02/2017,00000071.90,00000073.25,00000071.50,00000072.35,000000003990000,      117718650.00,          1624000,              232,              093
FUTSTK    ,IDEA      ,30/03/2017,00000071.70,00000071.70,00000071.70,00000071.70,000000000014000,         501900.00,             7000,              001,              001
FUTSTK    ,IDFC      ,25/01/2017,00000054.05,00000054.70,00000053.60,00000054.60,000000054568800,      326923080.00,          6032400,              457,              442
FUTSTK    ,IDFC      ,23/02/2017,00000054.30,00000054.50,00000053.90,00000054.50,000000000409200,        4288020.00,            79200,              006,              006
FUTSTK    ,IDFCBANK  ,25/01/2017,00000060.65,00000061.20,00000059.45,00000060.85,000000048776000,      293444400.00,          4856000,              607,              584
FUTSTK    ,IDFCBANK  ,23/02/2017,00000060.45,00000060.80,00000060.45,00000060.80,000000000472000,        4866000.00,            80000,              010,              007
FUTSTK    ,IFCI      ,25/01/2017,00000027.30,00000027.90,00000027.15,00000027.60,000000059422000,      708471500.00,         25762000,             1171,             1084
FUTSTK    ,IFCI      ,23/02/2017,00000027.25,00000027.65,00000027.25,00000027.55,000000001364000,        9661300.00,           352000,              016,              016
FUTSTK    ,IGL       ,25/01/2017,00000917.50,00000922.40,00000909.45,00000916.20,000000001498200,     1804598235.00,          1967900,             1789,             1754
FUTSTK    ,IGL       ,23/02/2017,00000922.00,00000922.00,00000910.90,00000910.90,000000000048400,       37353415.00,            40700,              037,              037
FUTSTK    ,INDIACEM  ,25/01/2017,00000118.25,00000123.70,00000118.25,00000123.15,000000029617000,     2152149475.00,         17780000,             5080,             4450
FUTSTK    ,INDIACEM  ,23/02/2017,00000119.95,00000123.35,00000118.95,00000123.35,000000000126000,       10182200.00,            84000,              024,              024
FUTSTK    ,INDIACEM  ,30/03/2017,00000121.60,00000122.55,00000121.60,00000122.55,000000000007000,         854525.00,             7000,              002,              002
FUTSTK    ,INDUSINDBK,25/01/2017,00001110.00,00001113.00,00001086.10,00001091.25,000000004975800,     2052235050.00,          1873200,             3122,             2897
FUTSTK    ,INDUSINDBK,23/02/2017,00001112.00,00001112.00,00001093.45,00001103.95,000000000009000,        7916790.00,             7200,              012,              012
FUTSTK    ,INFRATEL  ,25/01/2017,00000345.00,00000347.40,00000342.80,00000344.85,000000005856000,      208874640.00,           604800,              378,              363
FUTSTK    ,INFY      ,25/01/2017,00001013.00,00001014.60,00001001.60,00001004.05,000000014747500,     2236167550.00,          2221000,             4442,             4223
FUTSTK    ,INFY      ,23/02/2017,00001019.10,00001019.10,00001004.10,00001008.40,000000000079000,       15661525.00,            15500,              031,              030
FUTSTK    ,IOC       ,25/01/2017,00000323.10,00000324.70,00000320.15,00000323.85,000000015144000,     1759129500.00,          5454000,             1818,             1689
FUTSTK    ,IOC       ,23/02/2017,00000322.45,00000323.50,00000318.55,00000322.30,000000000525000,       71100750.00,           222000,              074,              072
FUTSTK    ,IOC       ,30/03/2017,00000319.95,00000319.95,00000319.95,00000319.95,000000000003000,         959850.00,             3000,              001,              001
FUTSTK    ,IRB       ,25/01/2017,00000197.55,00000205.95,00000196.50,00000204.90,000000008877500,      976189875.00,          4837500,             1935,             1779
FUTSTK    ,IRB       ,23/02/2017,00000198.60,00000205.00,00000198.50,00000205.00,000000000097500,        8614625.00,            42500,              017,              017
FUTSTK    ,ITC       ,25/01/2017,00000241.40,00000242.40,00000239.35,00000241.10,000000040440000,     1691614080.00,          7024800,             2927,             2781
FUTSTK    ,ITC       ,23/02/2017,00000241.05,00000243.00,00000240.25,00000241.70,000000000237600,       12156360.00,            50400,              021,              020
FUTSTK    ,JETAIRWAYS,25/01/2017,00000347.00,00000365.85,00000340.75,00000364.10,000000005952000,     1917483150.00,          5394000,             5394,             4951
FUTSTK    ,JETAIRWAYS,23/02/2017,00000342.35,00000365.15,00000342.35,00000364.25,000000000068000,       18974450.00,            53000,              053,              052
FUTSTK    ,JINDALSTEL,25/01/2017,00000069.65,00000071.20,00000069.05,00000070.70,000000049320000,      566028450.00,          8055000,              895,              843
FUTSTK    ,JINDALSTEL,23/02/2017,00000071.00,00000071.05,00000070.55,00000070.95,000000000180000,        3830850.00,            54000,              006,              006
