INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTIDX    ,DJIA      ,20/01/2017,00019860.00,00019860.00,00019800.00,00019842.50,000000000034590,       52393275.00,             2640,              088,              040
FUTIDX    ,DJIA      ,17/02/2017,00019780.00,00019780.00,00019712.50,00019712.50,000000000000240,        2367525.00,              120,              004,              002
FUTIDX    ,NIFTY     ,25/01/2017,00008305.55,00008329.60,00008256.50,00008267.65,000000018727275,    69389268727.50,          8368725,           111583,            65679
FUTIDX    ,NIFTY     ,23/02/2017,00008328.30,00008355.45,00008285.00,00008293.75,000000001222725,     3774804251.25,           453900,             6052,             4609
FUTIDX    ,NIFTY     ,30/03/2017,00008350.00,00008383.00,00008314.00,00008322.10,000000000287250,      709651166.25,            85050,             1134,              776
FUTIDX    ,NIFTYCPSE ,25/01/2017,00002450.00,00002460.00,00002433.00,00002437.35,000000000005500,        9193625.00,             3750,              015,              013
FUTIDX    ,NIFTYIT   ,25/01/2017,00010316.00,00010428.00,00010083.00,00010132.00,000000000044800,      630550400.00,            62000,             1240,              951
FUTIDX    ,S&P500    ,20/01/2017,00002264.50,00002265.50,00002262.75,00002263.50,000000000403750,       26039500.00,            11500,              046,              027
FUTSTK    ,SAIL      ,25/01/2017,00000051.75,00000052.40,00000051.20,00000051.75,000000048084000,     1034392800.00,         19956000,             1663,             1566
FUTSTK    ,SAIL      ,23/02/2017,00000051.55,00000051.95,00000050.95,00000051.30,000000004980000,       38275800.00,           744000,              062,              062
FUTSTK    ,SAIL      ,30/03/2017,00000050.90,00000050.90,00000050.90,00000050.90,000000000276000,         610800.00,            12000,              001,              001
FUTSTK    ,SBIN      ,25/01/2017,00000246.05,00000249.90,00000246.05,00000246.90,000000075354000,    10516736250.00,         42414000,            14138,            13071
FUTSTK    ,SBIN      ,23/02/2017,00000247.00,00000250.20,00000246.95,00000247.30,000000001887000,      243709650.00,           981000,              327,              302
FUTSTK    ,SBIN      ,30/03/2017,00000249.00,00000250.85,00000248.00,00000248.00,000000000126000,       22460550.00,            90000,              030,              030
FUTSTK    ,SIEMENS   ,25/01/2017,00001151.25,00001171.95,00001150.50,00001162.75,000000000758500,      765592250.00,           658000,             1316,             1228
FUTSTK    ,SIEMENS   ,23/02/2017,00001166.00,00001167.95,00001159.05,00001167.95,000000000008500,        4658975.00,             4000,              008,              006
FUTSTK    ,SINTEX    ,25/01/2017,00000083.30,00000084.15,00000081.40,00000082.20,000000024196500,      858844650.00,         10366875,             1455,             1380
FUTSTK    ,SINTEX    ,23/02/2017,00000082.75,00000084.30,00000082.15,00000082.75,000000000327750,        6505481.25,            78375,              011,              011
FUTSTK    ,SOUTHBANK ,25/01/2017,00000020.50,00000020.90,00000020.45,00000020.65,000000040710000,      199647000.00,          9630000,              321,              286
FUTSTK    ,SOUTHBANK ,23/02/2017,00000020.80,00000020.80,00000020.65,00000020.70,000000000450000,        5592000.00,           270000,              009,              008
FUTSTK    ,SRF       ,25/01/2017,00001595.95,00001615.00,00001558.60,00001566.55,000000000395500,      794432450.00,           499500,              999,              941
FUTSTK    ,SRTRANSFIN,25/01/2017,00000922.35,00000946.50,00000921.00,00000929.45,000000003341400,     1320349200.00,          1411800,             2353,             2077
FUTSTK    ,SRTRANSFIN,23/02/2017,00000930.95,00000947.30,00000930.95,00000934.05,000000000009000,        5646210.00,             6000,              010,              010
FUTSTK    ,STAR      ,25/01/2017,00001094.00,00001112.40,00001080.50,00001102.50,000000001503500,     1134214250.00,          1034000,             2068,             1876
FUTSTK    ,STAR      ,23/02/2017,00001097.10,00001105.00,00001097.10,00001105.00,000000000003000,        1101050.00,             1000,              002,              002
FUTSTK    ,SUNPHARMA ,25/01/2017,00000649.80,00000651.25,00000641.20,00000643.40,000000029662500,     2493077930.00,          3857700,             5511,             4970
FUTSTK    ,SUNPHARMA ,23/02/2017,00000651.45,00000653.70,00000644.35,00000646.05,000000000450800,       74951870.00,           115500,              165,              156
FUTSTK    ,SUNPHARMA ,30/03/2017,00000654.90,00000654.90,00000649.00,00000649.30,000000000009800,        3643360.00,             5600,              008,              008
FUTSTK    ,SUNTV     ,25/01/2017,00000537.00,00000539.75,00000530.05,00000534.40,000000008928000,     4607930700.00,          8608000,             4304,             3956
FUTSTK    ,SUNTV     ,23/02/2017,00000536.95,00000539.00,00000533.00,00000533.00,000000000078000,       15027300.00,            28000,              014,              014
FUTSTK    ,SYNDIBANK ,25/01/2017,00000062.70,00000064.00,00000062.50,00000062.90,000000014148000,      360137250.00,          5706000,              634,              591
FUTSTK    ,SYNDIBANK ,23/02/2017,00000062.85,00000063.40,00000062.70,00000063.05,000000000315000,        9643050.00,           153000,              017,              016
FUTSTK    ,TATACHEM  ,25/01/2017,00000513.15,00000515.30,00000507.60,00000509.10,000000004365000,      953954625.00,          1864500,             1243,             1159
FUTSTK    ,TATACHEM  ,23/02/2017,00000510.00,00000511.50,00000510.00,00000510.75,000000000022500,        6128925.00,            12000,              008,              007
FUTSTK    ,TATACOMM  ,25/01/2017,00000641.65,00000645.00,00000632.05,00000634.30,000000005012000,     1443325800.00,          2262400,             1616,             1485
FUTSTK    ,TATACOMM  ,23/02/2017,00000638.00,00000638.00,00000638.00,00000638.00,000000000015400,         893200.00,             1400,              001,              001
FUTSTK    ,TATACOMM  ,30/03/2017,00000647.00,00000647.00,00000636.10,00000636.10,000000000000000,        1796340.00,             2800,              002,              002
FUTSTK    ,TATAELXSI ,25/01/2017,00001437.80,00001444.00,00001384.05,00001391.85,000000001225600,     1296776020.00,           922800,             2307,             2208
FUTSTK    ,TATAGLOBAL,25/01/2017,00000126.30,00000127.40,00000124.55,00000125.15,000000026658000,      504482850.00,          4000500,              889,              849
FUTSTK    ,TATAGLOBAL,23/02/2017,00000127.50,00000127.50,00000125.60,00000125.60,000000000157500,        5117625.00,            40500,              009,              008
FUTSTK    ,TATAMOTORS,25/01/2017,00000502.85,00000507.90,00000498.00,00000499.50,000000021709500,     6009883275.00,         11959500,             7973,             7427
FUTSTK    ,TATAMOTORS,23/02/2017,00000505.75,00000508.65,00000500.20,00000501.60,000000000351000,      102090600.00,           202500,              135,              133
FUTSTK    ,TATAMOTORS,30/03/2017,00000509.55,00000509.55,00000500.50,00000500.55,000000000016500,        9090300.00,            18000,              012,              012
FUTSTK    ,TATAMTRDVR,25/01/2017,00000323.20,00000326.00,00000318.70,00000320.30,000000015414000,      874204485.00,          2715300,             1293,             1133
FUTSTK    ,TATAMTRDVR,23/02/2017,00000326.25,00000326.25,00000322.05,00000322.05,000000000065100,       13580070.00,            42000,              020,              017
FUTSTK    ,TATAPOWER ,25/01/2017,00000077.40,00000077.95,00000077.10,00000077.45,000000022662000,      427923000.00,          5517000,              613,              559
FUTSTK    ,TATAPOWER ,23/02/2017,00000078.00,00000078.20,00000078.00,00000078.10,000000000288000,       12633300.00,           162000,              018,              011
FUTSTK    ,TATASTEEL ,25/01/2017,00000420.20,00000426.20,00000416.35,00000421.20,000000021984000,     9109164400.00,         21616000,            10808,            10067
FUTSTK    ,TATASTEEL ,23/02/2017,00000422.30,00000427.35,00000418.35,00000422.25,000000000294000,      130335700.00,           308000,              154,              148
FUTSTK    ,TATASTEEL ,30/03/2017,00000419.75,00000423.00,00000419.75,00000423.00,000000000018000,        3375800.00,             8000,              004,              004
FUTSTK    ,TCS       ,25/01/2017,00002320.00,00002330.00,00002260.65,00002284.50,000000004671500,     5101458300.00,          2228250,             8913,             8080
FUTSTK    ,TCS       ,23/02/2017,00002335.60,00002335.60,00002270.55,00002291.00,000000000028750,       80130675.00,            35000,              140,              130
FUTSTK    ,TECHM     ,25/01/2017,00000488.75,00000488.95,00000468.25,00000471.45,000000008672400,     2695520190.00,          5673800,             5158,             4775
FUTSTK    ,TECHM     ,23/02/2017,00000488.00,00000488.50,00000470.70,00000473.25,000000000100100,       50234085.00,           105600,              096,              082
FUTSTK    ,TECHM     ,30/03/2017,00000480.00,00000480.00,00000480.00,00000480.00,000000000001100,         528000.00,             1100,              001,              001
FUTSTK    ,TITAN     ,25/01/2017,00000362.00,00000363.10,00000353.40,00000355.80,000000009334500,     1066818675.00,          2980500,             1987,             1873
FUTSTK    ,TITAN     ,23/02/2017,00000358.00,00000359.10,00000356.10,00000355.65,000000000031500,        3211725.00,             9000,              006,              006
FUTSTK    ,TORNTPHARM,25/01/2017,00001369.95,00001388.80,00001362.45,00001381.55,000000000168000,       90270140.00,            65600,              164,              162
FUTSTK    ,TORNTPHARM,23/02/2017,00001370.00,00001389.00,00001370.00,00001389.00,000000000006400,        2750700.00,             2000,              005,              005
FUTSTK    ,TORNTPOWER,25/01/2017,00000183.10,00000183.30,00000179.30,00000180.00,000000002739000,      145168200.00,           801000,              267,              262
FUTSTK    ,TORNTPOWER,23/02/2017,00000183.90,00000183.90,00000183.90,00000183.90,000000000018000,         551700.00,             3000,              001,              001
FUTSTK    ,TV18BRDCST,25/01/2017,00000038.30,00000038.65,00000037.90,00000038.20,000000080716000,      309099100.00,          8075000,              475,              465
