INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,CE      ,00001665.05,00001692.20,00001640.00,00001677.70,000000000369675,            10800,              144,              062,       88228732.50,       18028732.50
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,PE      ,00000000.50,00000000.65,00000000.50,00000000.60,000000000127950,             9225,              123,              064,       59967716.25,           5216.25
OPTIDX    ,NIFTY     ,25/01/2017,00006800.00,CE      ,00001350.00,00001365.00,00001350.00,00001365.00,000000000000450,              225,              003,              002,        1834875.00,         304875.00
OPTIDX    ,NIFTY     ,25/01/2017,00006800.00,PE      ,00000001.00,00000001.00,00000000.70,00000000.70,000000000003900,              225,              003,              002,        1530202.50,            202.50
OPTIDX    ,NIFTY     ,25/01/2017,00006900.00,PE      ,00000001.35,00000001.35,00000001.10,00000001.35,000000000003900,             2475,              033,              019,       17080571.25,           3071.25
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,CE      ,00001180.85,00001200.00,00001139.80,00001181.55,000000001143300,            65775,              877,              391,      537064102.50,       76639102.50
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,PE      ,00000001.50,00000001.90,00000001.50,00000001.75,000000001336650,           241425,             3219,             1053,     1690393800.00,         418800.00
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,CE      ,00001115.85,00001129.95,00001113.75,00001129.95,000000000091725,              450,              006,              006,        3676451.25,         503951.25
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,PE      ,00000002.50,00000002.50,00000002.00,00000002.40,000000000075075,              300,              004,              004,        2115697.50,            697.50
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,CE      ,00001064.00,00001107.45,00001056.00,00001085.50,000000000249525,             3600,              048,              045,       29444542.50,        3884542.50
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,PE      ,00000002.00,00000002.45,00000002.00,00000002.25,000000000319950,           123675,             1649,              761,      878372797.50,         280297.50
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,CE      ,00000959.25,00000959.25,00000959.25,00000959.25,000000000109500,              075,              001,              001,         611943.75,          71943.75
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,PE      ,00000002.70,00000003.50,00000002.65,00000003.10,000000000640050,           275850,             3678,             1198,     1987006248.75,         886248.75
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,CE      ,00000889.15,00000901.95,00000860.70,00000901.95,000000000062025,             1200,              016,              008,        9828855.00,        1068855.00
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,PE      ,00000003.50,00000004.80,00000003.40,00000004.10,000000000808650,           339075,             4521,             1863,     2476704341.25,        1456841.25
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,CE      ,00000777.00,00000810.00,00000750.00,00000786.50,000000000342675,            36675,              489,              306,      300144446.25,       28749446.25
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,PE      ,00000005.30,00000006.85,00000005.05,00000005.55,000000000897750,           877125,            11695,             4382,     6495989782.50,        5264782.50
OPTIDX    ,NIFTY     ,25/01/2017,00007450.00,PE      ,00000007.00,00000007.80,00000006.00,00000006.50,000000000000600,              525,              007,              006,        3915007.50,           3757.50
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,CE      ,00000706.00,00000718.50,00000656.50,00000696.70,000000000863700,            86400,             1152,              682,      707453531.25,       59453531.25
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,PE      ,00000008.50,00000010.35,00000007.40,00000008.40,000000002493825,          2399025,            31987,             9419,    18015033311.25,       22345811.25
OPTIDX    ,NIFTY     ,25/01/2017,00007550.00,PE      ,00000009.80,00000011.70,00000007.15,00000009.70,000000000010950,             4650,              062,              050,       35152466.25,          44966.25
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,CE      ,00000595.00,00000620.30,00000560.00,00000594.25,000000000267450,            24525,              327,              213,      200573160.00,       14183160.00
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,PE      ,00000012.85,00000018.85,00000010.35,00000012.10,000000002130750,          1834425,            24459,             9737,    13966174091.25,       24544091.25
OPTIDX    ,NIFTY     ,25/01/2017,00007650.00,CE      ,00000515.00,00000555.00,00000515.00,00000545.00,000000000000000,              225,              003,              003,        1842375.00,         121125.00
OPTIDX    ,NIFTY     ,25/01/2017,00007650.00,PE      ,00000014.10,00000018.00,00000012.75,00000014.30,000000000015375,            14550,              194,              136,      111534780.00,         227280.00
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,CE      ,00000493.05,00000525.85,00000469.00,00000505.85,000000000370350,             7950,              106,              086,       65106941.25,        3891941.25
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,PE      ,00000018.35,00000022.55,00000015.60,00000017.65,000000002373450,          2599125,            34655,            13525,    20064029242.50,       50766742.50
OPTIDX    ,NIFTY     ,25/01/2017,00007750.00,PE      ,00000020.20,00000026.75,00000018.55,00000021.10,000000000107700,            70125,              935,              531,      545075096.25,        1606346.25
OPTIDX    ,NIFTY     ,25/01/2017,00007800.00,CE      ,00000422.35,00000433.45,00000379.70,00000411.35,000000000629175,            59625,              795,              513,      489022833.75,       23947833.75
OPTIDX    ,NIFTY     ,25/01/2017,00007800.00,PE      ,00000027.75,00000033.40,00000022.00,00000026.30,000000003569175,          3979125,            53055,            20819,    31151046202.50,      113871202.50
OPTIDX    ,NIFTY     ,25/01/2017,00007850.00,PE      ,00000030.35,00000040.25,00000028.25,00000032.00,000000000048375,            69150,              922,              560,      545204745.00,        2377245.00
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,CE      ,00000337.05,00000346.05,00000295.00,00000326.75,000000000943275,           183000,             2440,             1538,     1504481887.50,       58781887.50
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,PE      ,00000039.25,00000049.20,00000034.15,00000039.00,000000004349100,          5210925,            69479,            30416,    41386545795.00,      220238295.00
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,CE      ,00000279.55,00000296.05,00000256.90,00000281.45,000000000134775,            15150,              202,              124,      124639252.50,        4196752.50
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,PE      ,00000055.10,00000058.50,00000041.10,00000046.55,000000000096975,           131025,             1747,             1099,     1048286752.50,        6638002.50
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,CE      ,00000253.35,00000263.65,00000217.70,00000244.65,000000002572275,           708750,             9450,             5638,     5838545951.25,      168545951.25
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,PE      ,00000064.00,00000071.00,00000049.00,00000057.15,000000005799300,          7554075,           100721,            41431,    60896653035.00,      464053035.00
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,CE      ,00000205.00,00000221.70,00000184.50,00000204.95,000000000077175,            13425,              179,              136,      110738621.25,        2667371.25
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,PE      ,00000057.25,00000084.25,00000057.25,00000068.40,000000000182700,           246600,             3288,             1741,     2003290687.50,       18160687.50
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,CE      ,00000173.50,00000186.00,00000148.40,00000170.70,000000003097875,          3081000,            41080,            20690,    25461758730.00,      505658730.00
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,PE      ,00000090.90,00000101.00,00000070.00,00000082.45,000000003692550,          8994150,           119922,            52543,    73644131002.50,      791516002.50
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,CE      ,00000145.00,00000151.70,00000117.95,00000138.45,000000000139875,           328275,             4377,             2589,     2718774390.00,       43333140.00
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,PE      ,00000092.05,00000122.50,00000082.35,00000099.10,000000000162975,           478725,             6383,             3596,     3952467986.25,       50859236.25
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,CE      ,00000114.00,00000122.00,00000093.15,00000110.05,000000003944250,         11021775,           146957,            65295,    91547677080.00,     1169122080.00
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,PE      ,00000114.25,00000143.40,00000104.75,00000119.25,000000002376900,          5540400,            73872,            37018,    46128670128.75,      697390128.75
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,CE      ,00000107.95,00000107.95,00000071.25,00000085.05,000000000198750,           431250,             5750,             3360,     3593364528.75,       35552028.75
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,PE      ,00000140.60,00000168.50,00000127.20,00000141.20,000000000038325,            59025,              787,              416,      495633701.25,        8677451.25
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,CE      ,00000066.50,00000072.25,00000052.90,00000063.85,000000003288525,          8478525,           113047,            47607,    70891211835.00,      519454335.00
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,PE      ,00000161.65,00000200.00,00000153.05,00000170.30,000000000815325,           828675,            11049,             5809,     7026736496.25,      148733996.25
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,CE      ,00000050.00,00000052.50,00000038.00,00000045.80,000000000184050,           285075,             3801,             1654,     2392778508.75,       12402258.75
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,PE      ,00000204.80,00000227.60,00000184.60,00000201.45,000000000006150,             7350,              098,              067,       62861407.50,        1488907.50
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,CE      ,00000034.10,00000037.95,00000026.20,00000032.65,000000003480600,          6747600,            89968,            33614,    56889050268.75,      209210268.75
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,PE      ,00000232.00,00000270.60,00000216.75,00000236.00,000000001022925,           351300,             4684,             2679,     3035292131.25,       84372131.25
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,CE      ,00000026.20,00000026.20,00000017.80,00000021.90,000000000069975,           121350,             1618,              836,     1027996143.75,        2588643.75
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,PE      ,00000288.35,00000288.35,00000279.95,00000279.95,000000000000750,              150,              002,              002,        1310122.50,          42622.50
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,CE      ,00000016.90,00000018.10,00000012.25,00000015.35,000000003620550,          5842125,            77895,            23221,    49743778668.75,       85716168.75
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,PE      ,00000305.75,00000355.00,00000295.95,00000317.90,000000000969600,           222225,             2963,             1755,     1960456942.50,       71544442.50
OPTIDX    ,NIFTY     ,25/01/2017,00008550.00,CE      ,00000011.00,00000012.70,00000008.25,00000010.05,000000000042900,            43500,              580,              248,      372357213.75,         432213.75
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,CE      ,00000008.15,00000008.95,00000005.45,00000006.65,000000001796775,          2645025,            35267,             9998,    22764197505.00,       16982505.00
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,PE      ,00000420.80,00000445.50,00000387.60,00000407.95,000000000632850,            27300,              364,              287,      246037683.75,       11257683.75
OPTIDX    ,NIFTY     ,25/01/2017,00008650.00,CE      ,00000005.95,00000005.95,00000004.40,00000005.10,000000000010950,            10725,              143,              048,       92823825.00,          52575.00
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,CE      ,00000004.35,00000004.70,00000002.85,00000003.30,000000001460550,          1378425,            18379,             4301,    11996731158.75,        4433658.75
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,PE      ,00000497.80,00000538.70,00000481.00,00000504.85,000000000761100,            11175,              149,              104,      102855180.00,        5632680.00
OPTIDX    ,NIFTY     ,25/01/2017,00008750.00,CE      ,00000002.00,00000003.00,00000002.00,00000002.85,000000000003675,             2100,              028,              015,       18380771.25,           5771.25
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,CE      ,00000002.65,00000003.95,00000001.60,00000001.90,000000001286100,           795450,            10606,             2401,     7001482533.75,        1522533.75
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,PE      ,00000615.50,00000633.95,00000576.20,00000600.40,000000001137825,             6150,              082,              031,       57744607.50,        3624607.50
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,CE      ,00000001.60,00000002.80,00000001.10,00000001.35,000000000812250,           221100,             2948,             1065,     1968081750.00,         291750.00
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,PE      ,00000840.00,00000840.00,00000681.50,00000700.10,000000000797400,             9975,              133,              070,       96333243.75,        7555743.75
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,CE      ,00000001.50,00000001.55,00000000.90,00000001.00,000000001953075,           734325,             9791,             3617,     6609645761.25,         720761.25
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,PE      ,00000790.60,00000834.55,00000771.00,00000795.30,000000002208675,            85350,             1138,              722,      836894321.25,       68744321.25
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,CE      ,00000000.85,00000000.85,00000000.60,00000000.80,000000000098775,            14625,              195,              174,      133097201.25,           9701.25
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,PE      ,00000894.75,00000897.70,00000894.75,00000896.25,000000000176025,              150,              002,              002,        1499433.75,         134433.75
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,CE      ,00000000.65,00000000.75,00000000.55,00000000.70,000000000165675,           135675,             1809,             1207,     1248298796.25,          88796.25
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,PE      ,00001013.75,00001033.50,00000971.15,00000995.20,000000000076800,             3600,              048,              035,       36733263.75,        3613263.75
OPTIDX    ,NIFTY     ,25/01/2017,00009300.00,CE      ,00000001.05,00000001.05,00000000.65,00000000.65,000000000097725,            11475,              153,              045,      106725798.75,           8298.75
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,CE      ,00000000.60,00000001.00,00000000.55,00000000.80,000000000107025,             4050,              054,              009,       38073292.50,           3292.50
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,PE      ,00001188.50,00001188.50,00001188.50,00001188.50,000000000033150,              075,              001,              001,         794137.50,          89137.50
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,CE      ,00000000.90,00000000.90,00000000.65,00000000.70,000000000326250,            33600,              448,              233,      319223715.00,          23715.00
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,PE      ,00001285.00,00001333.80,00001280.00,00001291.80,000000000302550,             3975,              053,              044,       42932407.50,        5169907.50
OPTIDX    ,NIFTY     ,25/01/2017,00009600.00,CE      ,00000000.60,00000000.65,00000000.55,00000000.55,000000000003075,             9375,              125,              115,       90005842.50,           5842.50
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,CE      ,00000000.70,00000000.75,00000000.55,00000000.60,000000000271575,            34125,              455,              274,      341272713.75,          22713.75
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,PE      ,00001804.00,00001830.00,00001770.00,00001790.75,000000000792525,            17775,              237,              171,      209851717.50,       32101717.50
OPTIDX    ,NIFTY     ,25/01/2017,00010100.00,CE      ,00000000.50,00000000.85,00000000.50,00000000.80,000000000002100,            16200,              216,              176,      163629225.00,           9225.00
OPTIDX    ,NIFTY     ,23/02/2017,00006800.00,PE      ,00000002.05,00000002.05,00000002.05,00000002.05,000000000000225,              075,              001,              001,         510153.75,            153.75
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,CE      ,00001170.00,00001222.00,00001160.00,00001210.70,000000000003750,             5700,              076,              022,       46700400.00,        6800400.00
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,PE      ,00000007.40,00000008.50,00000006.25,00000007.20,000000000042675,            39375,              525,              125,      275907495.00,         282495.00
OPTIDX    ,NIFTY     ,23/02/2017,00007100.00,PE      ,00000010.85,00000010.85,00000008.50,00000009.50,000000000086250,           107325,             1431,              496,      763075635.00,        1068135.00
