INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTIDX    ,DJIA      ,20/01/2017,00019822.50,00019870.00,00019820.00,00019862.50,000000000035340,       49384350.00,             2490,              083,              046
FUTIDX    ,DJIA      ,17/02/2017,00019797.50,00019797.50,00019797.50,00019797.50,000000000000840,         593925.00,              030,              001,              001
FUTIDX    ,NIFTY     ,25/01/2017,00008335.00,00008399.80,00008324.00,00008387.20,000000019355850,    72618417975.00,          8681850,           115758,            67961
FUTIDX    ,NIFTY     ,23/02/2017,00008338.00,00008424.50,00008338.00,00008413.55,000000001353000,     3796203311.25,           452550,             6034,             4647
FUTIDX    ,NIFTY     ,30/03/2017,00008379.00,00008448.00,00008379.00,00008437.00,000000000356100,      673849818.75,            80100,             1068,              786
FUTIDX    ,NIFTYCPSE ,25/01/2017,00002432.50,00002460.45,00002432.50,00002459.80,000000000008500,       15906625.00,             6500,              026,              025
FUTIDX    ,NIFTYIT   ,25/01/2017,00010244.00,00010287.00,00010160.00,00010224.00,000000000039950,      250828700.00,            24550,              491,              255
FUTIDX    ,NIFTYIT   ,23/02/2017,00010357.00,00010357.00,00010357.00,00010357.00,000000000000000,         517850.00,              050,              001,              001
FUTIDX    ,S&P500    ,20/01/2017,00002264.25,00002270.25,00002264.00,00002269.50,000000000369000,       31736812.50,            14000,              056,              028
FUTIDX    ,S&P500    ,17/02/2017,00002259.75,00002262.00,00002259.75,00002262.00,000000000001750,        2260437.50,             1000,              004,              003
FUTSTK    ,SAIL      ,25/01/2017,00000053.05,00000056.60,00000053.00,00000055.95,000000051252000,     3941635200.00,         71268000,             5939,             5492
FUTSTK    ,SAIL      ,23/02/2017,00000052.65,00000056.10,00000052.65,00000055.75,000000005844000,      117466200.00,          2136000,              178,              178
FUTSTK    ,SAIL      ,30/03/2017,00000054.30,00000054.90,00000054.30,00000054.90,000000000300000,        1310400.00,            24000,              002,              002
FUTSTK    ,SBIN      ,25/01/2017,00000249.95,00000254.00,00000249.00,00000252.75,000000073206000,    13896999900.00,         55194000,            18398,            16673
FUTSTK    ,SBIN      ,23/02/2017,00000250.95,00000254.55,00000249.75,00000253.20,000000002283000,      388596300.00,          1539000,              513,              491
FUTSTK    ,SBIN      ,30/03/2017,00000250.35,00000254.70,00000250.35,00000253.70,000000000198000,       25038750.00,            99000,              033,              033
FUTSTK    ,SIEMENS   ,25/01/2017,00001176.95,00001184.00,00001160.00,00001177.35,000000000761500,      540465000.00,           461000,              922,              877
FUTSTK    ,SIEMENS   ,23/02/2017,00001160.40,00001181.00,00001160.40,00001176.45,000000000025500,        5271475.00,             4500,              009,              008
FUTSTK    ,SINTEX    ,25/01/2017,00000084.55,00000085.35,00000084.40,00000084.75,000000024702375,      320995500.00,          3783375,              531,              514
FUTSTK    ,SINTEX    ,23/02/2017,00000085.60,00000085.60,00000084.85,00000085.00,000000000427500,        7882743.75,            92625,              013,              013
FUTSTK    ,SOUTHBANK ,25/01/2017,00000020.95,00000021.95,00000020.90,00000021.50,000000042450000,      817228500.00,         37980000,             1266,             1214
FUTSTK    ,SOUTHBANK ,23/02/2017,00000021.10,00000021.90,00000021.10,00000021.55,000000000840000,       15495000.00,           720000,              024,              024
FUTSTK    ,SRF       ,25/01/2017,00001582.05,00001661.90,00001581.65,00001656.45,000000000399500,     2118637025.00,          1298000,             2596,             2420
FUTSTK    ,SRF       ,23/02/2017,00001638.45,00001652.80,00001611.70,00001645.90,000000000005500,        9809425.00,             6000,              012,              012
FUTSTK    ,SRTRANSFIN,25/01/2017,00000945.00,00000989.10,00000931.00,00000968.15,000000003465000,     1913064180.00,          1979400,             3299,             2981
FUTSTK    ,SRTRANSFIN,23/02/2017,00000955.80,00000985.20,00000955.80,00000971.30,000000000016200,        8759970.00,             9000,              015,              015
FUTSTK    ,STAR      ,25/01/2017,00001144.05,00001182.00,00001144.05,00001176.65,000000001532000,      610897375.00,           521000,             1042,              985
FUTSTK    ,STAR      ,23/02/2017,00001176.00,00001182.00,00001170.00,00001181.90,000000000013000,        6474575.00,             5500,              011,              011
FUTSTK    ,SUNPHARMA ,25/01/2017,00000641.45,00000649.70,00000640.45,00000648.45,000000029498000,     2850406440.00,          4414900,             6307,             5627
FUTSTK    ,SUNPHARMA ,23/02/2017,00000643.20,00000652.40,00000643.20,00000651.25,000000000597800,      112565810.00,           173600,              248,              208
FUTSTK    ,SUNPHARMA ,30/03/2017,00000649.80,00000653.40,00000646.90,00000653.40,000000000018200,        4092515.00,             6300,              009,              009
FUTSTK    ,SUNTV     ,25/01/2017,00000537.70,00000541.70,00000535.00,00000538.15,000000009590000,     2576727500.00,          4784000,             2392,             2248
