INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,TV18BRDCST,23/02/2017,00000038.45,00000038.45,00000037.85,00000038.00,000000000680000,        3888750.00,           102000,              006,              006
FUTSTK    ,TVSMOTOR  ,25/01/2017,00000379.05,00000384.15,00000379.05,00000381.60,000000007810000,     1278117700.00,          3352000,             1676,             1550
FUTSTK    ,TVSMOTOR  ,23/02/2017,00000376.50,00000378.55,00000373.95,00000376.35,000000000368000,       24050900.00,            64000,              032,              032
FUTSTK    ,UBL       ,25/01/2017,00000807.40,00000813.80,00000805.35,00000807.35,000000001072400,      133734650.00,           165200,              236,              219
FUTSTK    ,ULTRACEMCO,25/01/2017,00003307.00,00003316.75,00003272.50,00003290.70,000000002521000,     1286887950.00,           390600,             1953,             1838
FUTSTK    ,ULTRACEMCO,23/02/2017,00003318.25,00003321.10,00003279.00,00003302.05,000000000032200,       24420550.00,             7400,              037,              036
FUTSTK    ,UNIONBANK ,25/01/2017,00000126.15,00000127.20,00000123.55,00000126.70,000000020756000,     1411693600.00,         11260000,             2815,             2658
FUTSTK    ,UNIONBANK ,23/02/2017,00000124.05,00000124.75,00000121.80,00000124.45,000000002264000,       86410400.00,           700000,              175,              170
FUTSTK    ,UNIONBANK ,30/03/2017,00000121.55,00000123.50,00000120.75,00000123.05,000000000312000,       16118400.00,           132000,              033,              033
FUTSTK    ,UPL       ,25/01/2017,00000673.90,00000680.50,00000663.20,00000666.20,000000005808000,     1182740460.00,          1767600,             1473,             1400
FUTSTK    ,UPL       ,23/02/2017,00000670.00,00000670.00,00000668.00,00000668.00,000000000014400,        3213540.00,             4800,              004,              004
FUTSTK    ,VEDL      ,25/01/2017,00000231.30,00000235.00,00000229.60,00000233.20,000000041538000,     8305639825.00,         35714000,            10204,             9291
FUTSTK    ,VEDL      ,23/02/2017,00000230.60,00000233.55,00000228.50,00000232.30,000000001092000,       88251800.00,           381500,              109,              109
FUTSTK    ,VEDL      ,30/03/2017,00000232.45,00000232.45,00000231.10,00000231.10,000000000021000,        1622425.00,             7000,              002,              002
FUTSTK    ,VOLTAS    ,25/01/2017,00000338.45,00000344.10,00000335.60,00000341.35,000000004734000,     1220295100.00,          3582000,             1791,             1694
FUTSTK    ,VOLTAS    ,23/02/2017,00000334.95,00000339.00,00000334.95,00000337.00,000000000182000,       34376600.00,           102000,              051,              044
FUTSTK    ,WIPRO     ,25/01/2017,00000474.60,00000479.80,00000473.00,00000476.90,000000004836000,      549190200.00,          1152000,              960,              898
FUTSTK    ,WIPRO     ,23/02/2017,00000471.60,00000477.65,00000471.10,00000475.30,000000000462000,       29051280.00,            61200,              051,              050
FUTSTK    ,WOCKPHARMA,25/01/2017,00000702.80,00000708.60,00000696.05,00000700.45,000000003137400,      216055860.00,           307800,              513,              495
FUTSTK    ,WOCKPHARMA,23/02/2017,00000708.00,00000708.00,00000702.00,00000706.00,000000000076800,        1692360.00,             2400,              004,              004
FUTSTK    ,YESBANK   ,25/01/2017,00001263.00,00001272.00,00001252.25,00001265.85,000000008718500,     6959443680.00,          5518800,             7884,             7324
FUTSTK    ,YESBANK   ,23/02/2017,00001268.75,00001275.00,00001257.90,00001269.60,000000000196000,       89421290.00,            70700,              101,              099
FUTSTK    ,ZEEL      ,25/01/2017,00000464.10,00000469.90,00000463.55,00000468.85,000000008589100,     1118049530.00,          2392000,             1840,             1700
FUTSTK    ,ZEEL      ,23/02/2017,00000469.75,00000470.65,00000466.00,00000470.15,000000000058500,        7924670.00,            16900,              013,              013
FUTSTK    ,IBREALEST ,25/01/2017,00000080.55,00000081.40,00000079.70,00000080.50,000000031200000,     1023747500.00,         12700000,             1270,             1160
FUTSTK    ,IBREALEST ,23/02/2017,00000000.00,00000000.00,00000000.00,00000080.35,000000000150000,        2438000.00,            30000,              003,              003
FUTSTK    ,IBULHSGFIN,25/01/2017,00000675.05,00000691.30,00000670.95,00000689.05,000000013142400,     2696049920.00,          3932000,             4915,             4355
FUTSTK    ,IBULHSGFIN,23/02/2017,00000676.00,00000686.00,00000676.00,00000685.85,000000000122400,      103112120.00,           151200,              189,              176
FUTSTK    ,ICICIBANK ,25/01/2017,00000259.60,00000262.25,00000258.60,00000260.50,000000050837500,     6443104000.00,         24732500,             9893,             8982
FUTSTK    ,ICICIBANK ,23/02/2017,00000261.95,00000263.10,00000259.60,00000261.65,000000002035000,      100628875.00,           385000,              154,              137
FUTSTK    ,ICICIBANK ,30/03/2017,00000261.10,00000262.80,00000261.10,00000262.80,000000000027500,        1964625.00,             7500,              003,              003
FUTSTK    ,ICIL      ,25/01/2017,00000165.05,00000165.40,00000162.35,00000164.65,000000003748500,       90172775.00,           549500,              157,              152
FUTSTK    ,ICIL      ,23/02/2017,00000165.70,00000165.70,00000165.70,00000165.70,000000000059500,         579950.00,             3500,              001,              001
FUTSTK    ,IDBI      ,25/01/2017,00000074.50,00000075.30,00000072.90,00000073.75,000000025840000,     1126086000.00,         15224000,             1903,             1799
FUTSTK    ,IDBI      ,23/02/2017,00000074.30,00000074.60,00000072.70,00000073.25,000000001824000,       48764800.00,           664000,              083,              079
FUTSTK    ,IDBI      ,30/03/2017,00000074.10,00000074.10,00000072.50,00000072.60,000000000216000,        9323200.00,           128000,              016,              016
FUTSTK    ,IDEA      ,25/01/2017,00000073.50,00000074.10,00000072.70,00000073.55,000000077651000,      630033600.00,          8596000,             1228,             1139
FUTSTK    ,IDEA      ,23/02/2017,00000072.95,00000073.20,00000072.15,00000072.85,000000009121000,       53844700.00,           742000,              106,              085
FUTSTK    ,IDEA      ,30/03/2017,00000000.00,00000000.00,00000000.00,00000070.95,000000000315000,        1009400.00,            14000,              002,              001
FUTSTK    ,IDFC      ,25/01/2017,00000056.25,00000056.35,00000054.95,00000055.25,000000060772800,      685842960.00,         12368400,              937,              861
FUTSTK    ,IDFC      ,23/02/2017,00000056.55,00000056.55,00000055.40,00000055.45,000000000910800,       14025000.00,           250800,              019,              019
FUTSTK    ,IDFCBANK  ,25/01/2017,00000062.55,00000062.60,00000061.60,00000061.95,000000051416000,      422633200.00,          6816000,              852,              794
FUTSTK    ,IDFCBANK  ,23/02/2017,00000062.65,00000062.65,00000062.00,00000062.20,000000001144000,       38855600.00,           624000,              078,              056
FUTSTK    ,IFCI      ,25/01/2017,00000028.15,00000028.90,00000028.05,00000028.30,000000062106000,     1081329700.00,         38016000,             1728,             1577
FUTSTK    ,IFCI      ,23/02/2017,00000028.00,00000028.65,00000028.00,00000028.20,000000002970000,       30407300.00,          1078000,              049,              047
FUTSTK    ,IFCI      ,30/03/2017,00000028.30,00000028.70,00000028.30,00000028.70,000000000066000,        1254000.00,            44000,              002,              002
FUTSTK    ,IGL       ,25/01/2017,00000929.00,00000944.00,00000929.00,00000936.05,000000001749000,     2239033720.00,          2390300,             2173,             2097
FUTSTK    ,IGL       ,23/02/2017,00000932.00,00000942.00,00000931.70,00000932.05,000000000049500,       20608445.00,            22000,              020,              020
FUTSTK    ,INDIACEM  ,25/01/2017,00000127.75,00000130.00,00000126.30,00000129.60,000000029494500,     1247556275.00,          9719500,             2777,             2405
FUTSTK    ,INDIACEM  ,23/02/2017,00000128.45,00000130.30,00000127.00,00000130.10,000000000231000,       21659750.00,           168000,              048,              048
FUTSTK    ,INDUSINDBK,25/01/2017,00001167.00,00001172.95,00001146.20,00001165.55,000000005462400,     9424410810.00,          8114400,            13524,            12588
FUTSTK    ,INDUSINDBK,23/02/2017,00001172.65,00001175.10,00001152.00,00001166.60,000000000024600,       57233820.00,            49200,              082,              080
FUTSTK    ,INFRATEL  ,25/01/2017,00000350.25,00000355.85,00000349.25,00000353.80,000000005790400,      305694880.00,           864000,              540,              501
FUTSTK    ,INFRATEL  ,23/02/2017,00000353.50,00000356.00,00000353.50,00000356.00,000000000008000,        2271200.00,             6400,              004,              004
FUTSTK    ,INFY      ,25/01/2017,00000978.80,00000984.65,00000972.00,00000974.45,000000016097000,     6945654450.00,          7101500,            14203,            12909
FUTSTK    ,INFY      ,23/02/2017,00000982.00,00000988.00,00000976.50,00000978.35,000000000162000,       28450225.00,            29000,              058,              057
FUTSTK    ,INFY      ,30/03/2017,00000987.00,00000987.00,00000983.00,00000983.45,000000000008000,        1476725.00,             1500,              003,              003
FUTSTK    ,IOC       ,25/01/2017,00000344.20,00000351.75,00000342.80,00000345.50,000000015768000,     3617057700.00,         10419000,             3473,             3256
FUTSTK    ,IOC       ,23/02/2017,00000342.85,00000347.25,00000338.75,00000340.80,000000000675000,       97415250.00,           285000,              095,              076
FUTSTK    ,IOC       ,30/03/2017,00000341.00,00000341.00,00000339.70,00000339.70,000000000015000,        2042100.00,             6000,              002,              002
FUTSTK    ,IRB       ,25/01/2017,00000216.05,00000218.45,00000214.45,00000215.45,000000008560000,      769437500.00,          3557500,             1423,             1338
FUTSTK    ,IRB       ,23/02/2017,00000216.95,00000218.90,00000215.45,00000215.95,000000000157500,       16220250.00,            75000,              030,              030
FUTSTK    ,IRB       ,30/03/2017,00000216.15,00000216.15,00000216.15,00000216.15,000000000005000,         540375.00,             2500,              001,              001
FUTSTK    ,ITC       ,25/01/2017,00000246.25,00000249.90,00000245.80,00000249.05,000000038985600,     2281651080.00,          9187200,             3828,             3572
FUTSTK    ,ITC       ,23/02/2017,00000247.00,00000250.65,00000247.00,00000249.85,000000000727200,       28138920.00,           112800,              047,              046
FUTSTK    ,ITC       ,30/03/2017,00000249.75,00000251.00,00000249.75,00000249.85,000000000038400,        6001560.00,            24000,              010,              009
FUTSTK    ,JETAIRWAYS,25/01/2017,00000377.80,00000391.55,00000373.30,00000389.75,000000005413000,     2016046250.00,          5243000,             5243,             4573
FUTSTK    ,JETAIRWAYS,23/02/2017,00000377.10,00000392.15,00000376.00,00000390.45,000000000075000,       24349500.00,            63000,              063,              063
FUTSTK    ,JETAIRWAYS,30/03/2017,00000390.70,00000391.50,00000390.70,00000391.10,000000000001000,         782200.00,             2000,              002,              002
FUTSTK    ,JINDALSTEL,25/01/2017,00000075.05,00000075.75,00000074.05,00000075.15,000000050976000,      921500550.00,         12276000,             1364,             1270
FUTSTK    ,JINDALSTEL,23/02/2017,00000074.95,00000075.80,00000074.75,00000075.50,000000000522000,       10170450.00,           135000,              015,              015
FUTSTK    ,JISLJALEQS,25/01/2017,00000094.45,00000096.15,00000093.30,00000095.95,000000038520000,     1637369550.00,         17217000,             1913,             1835
FUTSTK    ,JISLJALEQS,23/02/2017,00000095.10,00000096.40,00000093.65,00000096.20,000000000666000,       29211300.00,           306000,              034,              032
FUTSTK    ,JPASSOCIAT,25/01/2017,00000010.75,00000010.90,00000010.40,00000010.55,000000139400000,      490235800.00,         46104000,              678,              555
FUTSTK    ,JPASSOCIAT,23/02/2017,00000010.80,00000010.85,00000010.40,00000010.55,000000022304000,       37495200.00,          3536000,              052,              046
FUTSTK    ,JSWENERGY ,25/01/2017,00000064.50,00000065.30,00000063.60,00000064.55,000000034912000,      321282800.00,          4984000,              623,              572
FUTSTK    ,JSWENERGY ,23/02/2017,00000064.85,00000065.40,00000064.00,00000064.70,000000000272000,        9320800.00,           144000,              018,              017
FUTSTK    ,JSWSTEEL  ,25/01/2017,00000176.80,00000180.20,00000174.30,00000179.35,000000053343000,     1927521450.00,         10851000,             3617,             3144
FUTSTK    ,JSWSTEEL  ,23/02/2017,00000178.20,00000180.50,00000175.30,00000179.75,000000000399000,       22975050.00,           129000,              043,              043
FUTSTK    ,JUBLFOOD  ,25/01/2017,00000827.00,00000835.00,00000818.85,00000831.60,000000002373500,      608627325.00,           735500,             1471,             1397
FUTSTK    ,JUBLFOOD  ,23/02/2017,00000825.05,00000829.90,00000822.25,00000827.15,000000000060500,        8679225.00,            10500,              021,              021
FUTSTK    ,JUSTDIAL  ,25/01/2017,00000379.20,00000383.30,00000368.45,00000375.25,000000003877200,     1085283840.00,          2899200,             2416,             2280
FUTSTK    ,JUSTDIAL  ,23/02/2017,00000374.00,00000374.00,00000363.30,00000368.35,000000000211200,       23347500.00,            63600,              053,              053
FUTSTK    ,KOTAKBANK ,25/01/2017,00000711.45,00000718.00,00000710.20,00000712.95,000000009314400,     1755091160.00,          2460000,             3075,             2968
FUTSTK    ,KOTAKBANK ,23/02/2017,00000718.45,00000718.45,00000714.00,00000716.25,000000000234400,       18902960.00,            26400,              033,              019
FUTSTK    ,KPIT      ,25/01/2017,00000138.20,00000139.30,00000136.35,00000138.60,000000003276000,      112190800.00,           812000,              203,              199
FUTSTK    ,KSCL      ,25/01/2017,00000419.40,00000428.45,00000400.25,00000425.75,000000002271000,      901813275.00,          2173500,             1449,             1389
FUTSTK    ,KTKBANK   ,25/01/2017,00000119.75,00000119.75,00000117.70,00000118.50,000000015671875,      509082975.00,          4299625,              583,              553
FUTSTK    ,KTKBANK   ,23/02/2017,00000119.10,00000119.30,00000118.50,00000119.10,000000000508875,       29802006.25,           250750,              034,              026
FUTSTK    ,L&TFH     ,25/01/2017,00000096.20,00000097.10,00000095.40,00000096.30,000000022158000,     1389832200.00,         14427000,             1603,             1535
FUTSTK    ,L&TFH     ,23/02/2017,00000096.85,00000097.30,00000096.00,00000096.40,000000000621000,       47813400.00,           495000,              055,              054
FUTSTK    ,L&TFH     ,30/03/2017,00000097.05,00000097.10,00000096.75,00000096.75,000000000081000,        9605250.00,            99000,              011,              011
FUTSTK    ,LICHSGFIN ,25/01/2017,00000526.00,00000528.35,00000520.10,00000523.55,000000009468800,     2362442335.00,          4512200,             4102,             3907
FUTSTK    ,LICHSGFIN ,23/02/2017,00000528.80,00000528.85,00000522.50,00000525.60,000000000146300,       31196550.00,            59400,              054,              054
FUTSTK    ,LT        ,25/01/2017,00001389.60,00001397.00,00001382.55,00001392.35,000000007372000,     2837510800.00,          2042500,             4085,             3726
FUTSTK    ,LT        ,23/02/2017,00001395.10,00001402.00,00001390.00,00001398.70,000000000093000,       55798725.00,            40000,              080,              077
FUTSTK    ,LT        ,30/03/2017,00001397.25,00001403.00,00001397.25,00001403.00,000000000007000,        1400125.00,             1000,              002,              002
FUTSTK    ,LUPIN     ,25/01/2017,00001497.35,00001506.65,00001488.90,00001493.00,000000004476400,     1630488260.00,          1089200,             2723,             2586
FUTSTK    ,LUPIN     ,23/02/2017,00001500.00,00001511.00,00001498.10,00001499.80,000000000069200,       37298880.00,            24800,              062,              059
FUTIDX    ,BANKNIFTY ,25/01/2017,00018380.00,00018458.00,00018318.75,00018430.70,000000001981200,    38631517012.00,          2100760,            52519,            37092
FUTIDX    ,BANKNIFTY ,23/02/2017,00018450.00,00018527.00,00018392.20,00018508.70,000000000086120,      591144092.00,            32000,              800,              619
FUTIDX    ,BANKNIFTY ,30/03/2017,00018497.95,00018591.35,00018483.85,00018544.35,000000000008520,       93444750.00,             5040,              126,              075
FUTSTK    ,ABIRLANUVO,25/01/2017,00001287.45,00001289.00,00001265.25,00001270.65,000000003636400,      622328800.00,           488400,             1221,             1107
FUTSTK    ,ABIRLANUVO,23/02/2017,00001286.20,00001286.20,00001275.00,00001277.50,000000000080800,        2557960.00,             2000,              005,              005
FUTSTK    ,ACC       ,25/01/2017,00001333.00,00001334.95,00001317.40,00001324.15,000000001224400,      525314920.00,           396400,              991,              944
FUTSTK    ,ACC       ,23/02/2017,00001327.00,00001327.50,00001323.00,00001325.55,000000000019200,       16439100.00,            12400,              031,              029
FUTSTK    ,ADANIENT  ,25/01/2017,00000079.15,00000081.40,00000078.80,00000080.60,000000016480000,      723590400.00,          9000000,             1125,             1041
FUTSTK    ,ADANIENT  ,23/02/2017,00000080.65,00000080.65,00000080.65,00000080.65,000000000432000,        4516400.00,            56000,              007,              007
FUTSTK    ,ADANIPORTS,25/01/2017,00000285.75,00000295.30,00000285.60,00000294.80,000000015787500,     3615400625.00,         12395000,             4958,             4676
FUTSTK    ,ADANIPORTS,23/02/2017,00000288.50,00000296.45,00000288.00,00000295.50,000000000117500,       29892750.00,           102500,              041,              041
FUTSTK    ,ADANIPOWER,25/01/2017,00000033.00,00000033.75,00000032.95,00000033.65,000000113080000,      552658000.00,         16520000,              826,              759
FUTSTK    ,ADANIPOWER,23/02/2017,00000033.70,00000033.75,00000033.55,00000033.75,000000001020000,        6733000.00,           200000,              010,              010
FUTSTK    ,AJANTPHARM,25/01/2017,00001815.00,00001819.95,00001788.00,00001807.20,000000000356400,      422590620.00,           234400,              586,              549
FUTSTK    ,AJANTPHARM,23/02/2017,00001801.30,00001815.10,00001801.30,00001812.15,000000000003600,        3619900.00,             2000,              005,              005
FUTSTK    ,AJANTPHARM,30/03/2017,00001805.00,00001805.00,00001805.00,00001805.00,000000000000800,        1444000.00,              800,              002,              001
FUTSTK    ,ALBK      ,25/01/2017,00000064.00,00000064.35,00000062.50,00000063.95,000000013410000,      391342500.00,          6170000,              617,              593
FUTSTK    ,ALBK      ,23/02/2017,00000063.30,00000063.85,00000062.50,00000063.75,000000001110000,       18312000.00,           290000,              029,              029
FUTSTK    ,ALBK      ,30/03/2017,00000062.50,00000062.80,00000062.50,00000062.80,000000000040000,        1253000.00,            20000,              002,              002
FUTSTK    ,AMARAJABAT,25/01/2017,00000902.55,00000914.50,00000897.00,00000905.35,000000000607800,      295209780.00,           325800,              543,              537
FUTSTK    ,AMBUJACEM ,25/01/2017,00000211.40,00000212.60,00000208.80,00000210.25,000000012875000,      660824000.00,          3145000,             1258,             1162
FUTSTK    ,AMBUJACEM ,23/02/2017,00000211.10,00000211.10,00000209.00,00000209.90,000000000160000,       12581500.00,            60000,              024,              024
FUTSTK    ,ANDHRABANK,25/01/2017,00000048.60,00000048.95,00000048.35,00000048.80,000000020400000,      166889500.00,          3430000,              343,              337
FUTSTK    ,ANDHRABANK,23/02/2017,00000049.00,00000049.00,00000048.65,00000048.85,000000000940000,        4393000.00,            90000,              009,              009
FUTSTK    ,APOLLOHOSP,25/01/2017,00001199.35,00001210.70,00001177.05,00001202.25,000000000592800,      290169940.00,           243600,              609,              581
