INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTIDX    ,DJIA      ,20/01/2017,00019885.00,00019895.00,00019872.50,00019875.00,000000000031920,      141365100.00,             7110,              237,              038
FUTIDX    ,DJIA      ,17/02/2017,00000000.00,00000000.00,00000000.00,00019800.00,000000000001680,         594450.00,              030,              001,              001
FUTIDX    ,NIFTY     ,25/01/2017,00008454.90,00008457.00,00008388.20,00008417.70,000000019916550,    63080327546.25,          7498125,            99975,            61627
FUTIDX    ,NIFTY     ,23/02/2017,00008473.30,00008479.20,00008414.25,00008443.05,000000002069700,     8254516807.50,           978675,            13049,             9605
FUTIDX    ,NIFTY     ,30/03/2017,00008495.00,00008497.00,00008435.00,00008463.35,000000000432900,     1344327693.75,           159000,             2120,             1368
FUTIDX    ,NIFTYCPSE ,25/01/2017,00002485.00,00002496.90,00002480.10,00002486.00,000000000026250,       46650012.50,            18750,              075,              051
FUTIDX    ,NIFTYCPSE ,23/02/2017,00002460.00,00002480.00,00002445.00,00002445.00,000000000007000,       16005525.00,             6500,              026,              026
FUTIDX    ,NIFTYIT   ,25/01/2017,00010497.00,00010698.00,00010236.00,00010275.00,000000000041550,      288013500.00,            27850,              557,              497
FUTIDX    ,NIFTYIT   ,23/02/2017,00010400.00,00010400.00,00010350.00,00010365.00,000000000000250,        2074000.00,              200,              004,              004
FUTIDX    ,S&P500    ,20/01/2017,00002269.00,00002272.00,00002269.00,00002270.00,000000000369250,       18160750.00,             8000,              032,              021
FUTIDX    ,S&P500    ,17/02/2017,00002261.00,00002263.00,00002261.00,00002263.00,000000000005750,        2828250.00,             1250,              005,              004
FUTSTK    ,SAIL      ,25/01/2017,00000057.65,00000058.35,00000056.35,00000057.70,000000053256000,     2567689200.00,         44748000,             3729,             3405
FUTSTK    ,SAIL      ,23/02/2017,00000057.00,00000057.80,00000056.00,00000057.20,000000007548000,      189674400.00,          3336000,              278,              230
FUTSTK    ,SAIL      ,30/03/2017,00000056.80,00000057.40,00000055.40,00000057.30,000000000288000,        4749000.00,            84000,              007,              007
FUTSTK    ,SBIN      ,25/01/2017,00000252.60,00000252.90,00000249.30,00000251.85,000000074223000,     8616334950.00,         34278000,            11426,            10410
FUTSTK    ,SBIN      ,23/02/2017,00000253.10,00000253.15,00000249.75,00000252.25,000000003069000,      549802950.00,          2187000,              729,              647
FUTSTK    ,SBIN      ,30/03/2017,00000252.00,00000253.00,00000250.45,00000252.40,000000000321000,       58132650.00,           231000,              077,              076
FUTSTK    ,SIEMENS   ,25/01/2017,00001182.45,00001190.20,00001170.15,00001178.10,000000000772500,      571393775.00,           484500,              969,              905
FUTSTK    ,SIEMENS   ,23/02/2017,00001188.00,00001188.00,00001177.10,00001177.10,000000000026500,        9400475.00,             8000,              016,              012
FUTSTK    ,SINTEX    ,25/01/2017,00000086.60,00000086.60,00000084.35,00000085.40,000000025194000,      566692218.75,          6647625,              933,              874
FUTSTK    ,SINTEX    ,23/02/2017,00000085.95,00000085.95,00000084.85,00000085.70,000000000491625,        8514018.75,            99750,              014,              014
FUTSTK    ,SOUTHBANK ,25/01/2017,00000021.65,00000021.65,00000021.00,00000021.35,000000041760000,      165550500.00,          7800000,              260,              247
FUTSTK    ,SOUTHBANK ,23/02/2017,00000021.40,00000021.40,00000021.10,00000021.40,000000001290000,        8934000.00,           420000,              014,              012
FUTSTK    ,SOUTHBANK ,30/03/2017,00000021.65,00000021.65,00000021.65,00000021.65,000000000060000,         649500.00,            30000,              001,              001
FUTSTK    ,SRF       ,25/01/2017,00001635.85,00001647.00,00001607.75,00001624.35,000000000366500,      622231725.00,           383000,              766,              742
FUTSTK    ,SRF       ,23/02/2017,00001610.00,00001627.45,00001610.00,00001614.15,000000000011500,       10538875.00,             6500,              013,              013
FUTSTK    ,SRTRANSFIN,25/01/2017,00000954.70,00000961.75,00000943.30,00000959.10,000000003546600,      781048410.00,           819000,             1365,             1192
FUTSTK    ,SRTRANSFIN,23/02/2017,00000949.00,00000963.95,00000948.00,00000959.95,000000000017400,       10924920.00,            11400,              019,              018
FUTSTK    ,STAR      ,25/01/2017,00001152.05,00001160.30,00001138.35,00001147.50,000000001604000,      809580325.00,           705000,             1410,             1225
FUTSTK    ,STAR      ,23/02/2017,00001148.05,00001155.55,00001142.00,00001148.60,000000000011500,        7472175.00,             6500,              013,              012
FUTSTK    ,SUNPHARMA ,25/01/2017,00000647.00,00000657.70,00000642.90,00000653.35,000000029147300,     4553593590.00,          6987400,             9982,             8750
FUTSTK    ,SUNPHARMA ,23/02/2017,00000650.25,00000660.00,00000646.00,00000656.25,000000000798000,      173938870.00,           265300,              379,              313
FUTSTK    ,SUNPHARMA ,30/03/2017,00000653.70,00000660.60,00000653.00,00000657.75,000000000018900,        5974430.00,             9100,              013,              013
FUTSTK    ,SUNTV     ,25/01/2017,00000543.95,00000544.00,00000531.00,00000533.10,000000009962000,     3717059400.00,          6932000,             3466,             3272
FUTSTK    ,SUNTV     ,23/02/2017,00000536.00,00000538.00,00000531.05,00000532.80,000000000108000,       37407700.00,            70000,              035,              035
FUTSTK    ,SYNDIBANK ,25/01/2017,00000065.15,00000065.30,00000064.00,00000064.85,000000015480000,      203875650.00,          3150000,              350,              332
FUTSTK    ,SYNDIBANK ,23/02/2017,00000065.00,00000065.20,00000064.60,00000064.75,000000000549000,        8158950.00,           126000,              014,              014
FUTSTK    ,TATACHEM  ,25/01/2017,00000522.70,00000527.45,00000515.05,00000518.75,000000004863000,     1752444750.00,          3366000,             2244,             2098
FUTSTK    ,TATACHEM  ,23/02/2017,00000524.00,00000527.15,00000517.50,00000520.00,000000000046500,       14077050.00,            27000,              018,              018
FUTSTK    ,TATACOMM  ,25/01/2017,00000685.20,00000687.00,00000667.60,00000673.60,000000006139000,     4047436890.00,          5999000,             4285,             4078
FUTSTK    ,TATACOMM  ,23/02/2017,00000682.00,00000682.40,00000673.25,00000677.75,000000000051800,       46491200.00,            68600,              049,              045
FUTSTK    ,TATAELXSI ,25/01/2017,00001426.20,00001437.60,00001390.00,00001403.55,000000001189200,      804753540.00,           570000,             1425,             1363
FUTSTK    ,TATAELXSI ,23/02/2017,00001434.15,00001434.15,00001397.95,00001397.95,000000000009600,       14149540.00,            10000,              025,              025
