INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,CE      ,00001749.40,00001753.40,00001736.00,00001738.35,000000000355350,             3975,              053,              039,       32777460.00,        6939960.00
OPTIDX    ,NIFTY     ,25/01/2017,00006500.00,PE      ,00000000.50,00000000.50,00000000.30,00000000.35,000000000112800,            11775,              157,              034,       76541718.75,           4218.75
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,CE      ,00001252.70,00001256.45,00001234.00,00001238.45,000000001144200,            13425,              179,              125,      110668991.25,       16693991.25
OPTIDX    ,NIFTY     ,25/01/2017,00007000.00,PE      ,00000000.85,00000000.95,00000000.70,00000000.75,000000001289925,           103800,             1384,              246,      726685357.50,          85357.50
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,CE      ,00001190.00,00001192.10,00001188.95,00001190.95,000000000091875,             1350,              018,              018,       11124948.75,        1607448.75
OPTIDX    ,NIFTY     ,25/01/2017,00007050.00,PE      ,00000001.45,00000001.45,00000000.55,00000000.55,000000000075525,             1800,              024,              022,       12691327.50,           1327.50
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,CE      ,00001145.00,00001154.00,00001145.00,00001151.00,000000000248925,              525,              007,              006,        4332225.00,         604725.00
OPTIDX    ,NIFTY     ,25/01/2017,00007100.00,PE      ,00000000.90,00000001.00,00000000.75,00000000.80,000000000255225,            51000,              680,              170,      362144220.00,          44220.00
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,CE      ,00001041.85,00001041.85,00001041.85,00001041.85,000000000108450,              075,              001,              001,         618138.75,          78138.75
OPTIDX    ,NIFTY     ,25/01/2017,00007200.00,PE      ,00000001.20,00000001.45,00000001.05,00000001.20,000000000573000,            76875,             1025,              347,      553589302.50,          89302.50
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,CE      ,00000950.00,00000962.00,00000938.70,00000941.95,000000000062775,            48150,              642,              196,      397203472.50,       45708472.50
OPTIDX    ,NIFTY     ,25/01/2017,00007300.00,PE      ,00000001.70,00000002.05,00000001.25,00000001.45,000000000748425,           176925,             2359,              731,     1291819166.25,         266666.25
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,CE      ,00000851.00,00000860.00,00000839.70,00000842.05,000000000376650,            35550,              474,              175,      293369340.00,       30299340.00
OPTIDX    ,NIFTY     ,25/01/2017,00007400.00,PE      ,00000002.00,00000003.50,00000001.80,00000001.95,000000000886500,           250125,             3335,              941,     1851433357.50,         508357.50
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,CE      ,00000761.00,00000762.40,00000738.85,00000743.95,000000000726300,            14925,              199,              130,      123145796.25,       11208296.25
OPTIDX    ,NIFTY     ,25/01/2017,00007500.00,PE      ,00000003.30,00000003.45,00000002.70,00000002.95,000000002897850,           991650,            13222,             2775,     7440364792.50,        2989792.50
OPTIDX    ,NIFTY     ,25/01/2017,00007550.00,PE      ,00000003.30,00000003.50,00000003.10,00000003.45,000000000018975,             4050,              054,              021,       30590647.50,          13147.50
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,CE      ,00000650.65,00000663.40,00000645.55,00000647.00,000000000251325,             1425,              019,              015,       11758065.00,         928065.00
OPTIDX    ,NIFTY     ,25/01/2017,00007600.00,PE      ,00000003.90,00000005.15,00000003.40,00000003.85,000000001879500,          1008600,            13448,             3066,     7669316013.75,        3956013.75
OPTIDX    ,NIFTY     ,25/01/2017,00007650.00,PE      ,00000005.00,00000005.40,00000004.35,00000004.75,000000000028350,             6525,              087,              043,       49948102.50,          31852.50
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,CE      ,00000555.00,00000563.90,00000544.15,00000545.90,000000000404400,             2175,              029,              027,       17953695.00,        1206195.00
OPTIDX    ,NIFTY     ,25/01/2017,00007700.00,PE      ,00000006.25,00000006.80,00000005.30,00000005.95,000000002521350,          1201575,            16021,             3591,     9259481917.50,        7354417.50
OPTIDX    ,NIFTY     ,25/01/2017,00007750.00,PE      ,00000007.70,00000008.75,00000006.85,00000007.60,000000000048825,            28350,              378,              205,      219931920.00,         219420.00
OPTIDX    ,NIFTY     ,25/01/2017,00007800.00,CE      ,00000462.10,00000471.90,00000440.00,00000448.20,000000000526125,            69375,              925,              408,      572805105.00,       31680105.00
