INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,UNIONBANK ,25/01/2017,00000121.50,00000123.60,00000119.95,00000122.50,000000019608000,     1969676400.00,         16104000,             4026,             3792
FUTSTK    ,UNIONBANK ,23/02/2017,00000119.10,00000122.15,00000118.70,00000120.50,000000001432000,      162731000.00,          1348000,              337,              303
FUTSTK    ,UPL       ,25/01/2017,00000660.00,00000664.50,00000654.50,00000656.60,000000005792400,     1557219000.00,          2365200,             1971,             1821
FUTSTK    ,UPL       ,23/02/2017,00000667.00,00000667.00,00000658.45,00000660.45,000000000010800,        9527340.00,            14400,              012,              012
FUTSTK    ,VEDL      ,25/01/2017,00000223.00,00000223.90,00000219.00,00000220.10,000000039833500,     5628859425.00,         25466000,             7276,             6675
FUTSTK    ,VEDL      ,23/02/2017,00000221.45,00000222.95,00000218.40,00000219.45,000000000759500,      106965775.00,           486500,              139,              128
FUTSTK    ,VEDL      ,30/03/2017,00000220.00,00000220.00,00000218.45,00000218.95,000000000021000,        3836350.00,            17500,              005,              005
FUTSTK    ,VOLTAS    ,25/01/2017,00000324.30,00000328.70,00000320.00,00000327.15,000000004498000,     1089034600.00,          3358000,             1679,             1596
FUTSTK    ,VOLTAS    ,23/02/2017,00000321.10,00000323.40,00000316.00,00000321.80,000000000094000,       10208500.00,            32000,              016,              016
FUTSTK    ,WIPRO     ,25/01/2017,00000470.50,00000474.70,00000466.55,00000468.60,000000005426400,     1173345240.00,          2494800,             2079,             1945
FUTSTK    ,WIPRO     ,23/02/2017,00000472.00,00000474.30,00000465.15,00000467.80,000000000393600,      205114800.00,           435600,              363,              348
FUTSTK    ,WOCKPHARMA,25/01/2017,00000670.00,00000681.40,00000664.35,00000666.85,000000003287400,     1096065300.00,          1626000,             2710,             2447
FUTSTK    ,WOCKPHARMA,23/02/2017,00000675.75,00000681.50,00000667.75,00000669.20,000000000014400,        4457910.00,             6600,              011,              011
FUTSTK    ,WOCKPHARMA,30/03/2017,00000677.15,00000677.15,00000677.15,00000677.15,000000000000600,         406290.00,              600,              001,              001
FUTSTK    ,YESBANK   ,25/01/2017,00001150.00,00001175.00,00001144.00,00001165.90,000000008436400,     7789494055.00,          6688500,             9555,             8804
FUTSTK    ,YESBANK   ,23/02/2017,00001148.25,00001178.00,00001148.25,00001169.65,000000000091000,       58120965.00,            49700,              071,              069
FUTSTK    ,YESBANK   ,30/03/2017,00001165.00,00001165.00,00001165.00,00001165.00,000000000003500,         815500.00,              700,              001,              001
FUTSTK    ,ZEEL      ,25/01/2017,00000453.55,00000461.25,00000451.00,00000459.80,000000008017100,     1880980270.00,          4110600,             3162,             2831
FUTSTK    ,ZEEL      ,23/02/2017,00000459.60,00000462.00,00000459.60,00000462.00,000000000054600,        4188990.00,             9100,              007,              007
FUTSTK    ,IBREALEST ,25/01/2017,00000076.15,00000077.20,00000075.05,00000076.20,000000029680000,     1038460000.00,         13630000,             1363,             1319
FUTSTK    ,IBREALEST ,23/02/2017,00000075.80,00000076.00,00000075.10,00000076.00,000000000010000,        2269000.00,            30000,              003,              003
FUTSTK    ,IBULHSGFIN,25/01/2017,00000679.45,00000679.45,00000660.20,00000664.35,000000012937600,     1746536120.00,          2624000,             3280,             2992
FUTSTK    ,IBULHSGFIN,23/02/2017,00000667.15,00000667.50,00000662.05,00000662.20,000000000037600,        4256640.00,             6400,              008,              007
FUTSTK    ,ICICIBANK ,25/01/2017,00000253.05,00000255.75,00000249.75,00000254.60,000000054972500,     7718790750.00,         30455000,            12182,            11094
FUTSTK    ,ICICIBANK ,23/02/2017,00000253.40,00000256.50,00000250.90,00000255.55,000000000487500,      101080875.00,           397500,              159,              157
FUTSTK    ,ICICIBANK ,30/03/2017,00000252.00,00000256.70,00000252.00,00000256.70,000000000012500,        3186125.00,            12500,              005,              005
FUTSTK    ,ICIL      ,25/01/2017,00000171.95,00000174.90,00000170.65,00000172.70,000000003577000,      262862075.00,          1522500,              435,              422
FUTSTK    ,ICIL      ,23/02/2017,00000172.75,00000175.10,00000172.75,00000173.30,000000000035000,        5479775.00,            31500,              009,              009
FUTSTK    ,IDBI      ,25/01/2017,00000069.25,00000070.20,00000068.70,00000070.00,000000025856000,      598204000.00,          8600000,             1075,             1029
FUTSTK    ,IDBI      ,23/02/2017,00000069.20,00000069.70,00000068.80,00000069.65,000000001104000,       26577600.00,           384000,              048,              044
FUTSTK    ,IDBI      ,30/03/2017,00000068.50,00000068.50,00000068.50,00000068.50,000000000016000,         548000.00,             8000,              001,              001
FUTSTK    ,IDEA      ,25/01/2017,00000073.30,00000073.30,00000070.90,00000071.35,000000073759000,     1154601350.00,         16044000,             2292,             1863
FUTSTK    ,IDEA      ,23/02/2017,00000072.40,00000072.40,00000070.45,00000071.05,000000007357000,      272686400.00,          3822000,              546,              228
FUTSTK    ,IDEA      ,30/03/2017,00000071.60,00000071.60,00000070.15,00000070.40,000000000091000,        5957350.00,            84000,              012,              012
FUTSTK    ,IDFC      ,25/01/2017,00000054.55,00000055.10,00000054.20,00000054.70,000000055255200,      604261680.00,         11061600,              838,              671
FUTSTK    ,IDFC      ,23/02/2017,00000054.60,00000055.05,00000054.60,00000054.95,000000000554400,       10866240.00,           198000,              015,              007
FUTSTK    ,IDFCBANK  ,25/01/2017,00000061.05,00000061.65,00000060.80,00000061.00,000000048592000,      401351200.00,          6560000,              820,              783
FUTSTK    ,IDFCBANK  ,23/02/2017,00000061.10,00000061.65,00000061.10,00000061.20,000000000496000,        6383200.00,           104000,              013,              013
FUTSTK    ,IDFCBANK  ,30/03/2017,00000061.40,00000061.40,00000061.40,00000061.40,000000000008000,         491200.00,             8000,              001,              001
FUTSTK    ,IFCI      ,25/01/2017,00000027.65,00000027.75,00000027.20,00000027.50,000000058256000,      576774000.00,         20988000,              954,              885
FUTSTK    ,IFCI      ,23/02/2017,00000027.55,00000027.60,00000027.15,00000027.40,000000001474000,       10252000.00,           374000,              017,              017
FUTSTK    ,IGL       ,25/01/2017,00000915.80,00000942.00,00000910.95,00000940.75,000000001710500,     5115348865.00,          5503300,             5003,             4796
FUTSTK    ,IGL       ,23/02/2017,00000910.00,00000945.80,00000910.00,00000941.15,000000000048400,       18488470.00,            19800,              018,              018
FUTSTK    ,INDIACEM  ,25/01/2017,00000123.65,00000124.10,00000121.70,00000122.85,000000029792000,     1249629850.00,         10160500,             2903,             2536
FUTSTK    ,INDIACEM  ,23/02/2017,00000123.40,00000124.00,00000122.50,00000123.00,000000000154000,        6917750.00,            56000,              016,              013
FUTSTK    ,INDUSINDBK,25/01/2017,00001092.45,00001114.45,00001084.00,00001101.40,000000004816200,     3068748960.00,          2785800,             4643,             4355
FUTSTK    ,INDUSINDBK,23/02/2017,00001115.00,00001117.00,00001105.00,00001105.00,000000000009600,        2002200.00,             1800,              003,              003
FUTSTK    ,INFRATEL  ,25/01/2017,00000348.20,00000348.20,00000339.15,00000342.70,000000006073600,      390978080.00,          1144000,              715,              689
FUTSTK    ,INFY      ,25/01/2017,00001004.65,00001004.80,00000985.15,00000995.25,000000014699000,     3618826775.00,          3647500,             7295,             6756
FUTSTK    ,INFY      ,23/02/2017,00001001.00,00001002.00,00000990.00,00000998.85,000000000100000,       54823600.00,            55000,              110,              100
FUTSTK    ,INFY      ,30/03/2017,00001010.00,00001010.00,00001001.30,00001001.30,000000000003500,        4013100.00,             4000,              008,              008
FUTSTK    ,IOC       ,25/01/2017,00000324.40,00000341.80,00000323.70,00000339.60,000000016689000,     6533724900.00,         19425000,             6475,             6115
FUTSTK    ,IOC       ,23/02/2017,00000325.00,00000339.45,00000324.50,00000336.70,000000000579000,      127859250.00,           381000,              127,              127
FUTSTK    ,IOC       ,30/03/2017,00000330.00,00000340.25,00000330.00,00000340.25,000000000006000,        2010750.00,             6000,              002,              002
FUTSTK    ,IRB       ,25/01/2017,00000205.45,00000207.30,00000204.10,00000206.20,000000008570000,      815830500.00,          3967500,             1587,             1478
FUTSTK    ,IRB       ,23/02/2017,00000207.00,00000207.00,00000204.95,00000206.50,000000000097500,        3605875.00,            17500,              007,              007
FUTSTK    ,ITC       ,25/01/2017,00000240.90,00000246.00,00000239.90,00000243.75,000000040728000,     2631695760.00,         10790400,             4496,             4284
FUTSTK    ,ITC       ,23/02/2017,00000242.15,00000246.45,00000240.30,00000244.25,000000000232800,       21113040.00,            86400,              036,              036
FUTSTK    ,JETAIRWAYS,25/01/2017,00000365.45,00000369.70,00000359.45,00000364.05,000000005740000,     1349479050.00,          3699000,             3699,             3475
FUTSTK    ,JETAIRWAYS,23/02/2017,00000363.00,00000369.20,00000360.20,00000364.20,000000000055000,       22599200.00,            62000,              062,              061
FUTSTK    ,JINDALSTEL,25/01/2017,00000070.55,00000071.70,00000070.05,00000070.70,000000049320000,      683280900.00,          9657000,             1073,              993
FUTSTK    ,JINDALSTEL,23/02/2017,00000071.40,00000071.40,00000070.35,00000070.35,000000000252000,        5729850.00,            81000,              009,              006
FUTSTK    ,JISLJALEQS,25/01/2017,00000088.90,00000091.85,00000088.20,00000091.60,000000037377000,     1748143350.00,         19323000,             2147,             2005
FUTSTK    ,JISLJALEQS,23/02/2017,00000091.05,00000091.60,00000090.80,00000091.60,000000000207000,        6557400.00,            72000,              008,              008
FUTSTK    ,JPASSOCIAT,25/01/2017,00000008.40,00000008.45,00000007.90,00000008.25,000000113016000,      565420000.00,         69428000,             1021,              846
FUTSTK    ,JPASSOCIAT,23/02/2017,00000007.80,00000008.10,00000007.65,00000008.05,000000025976000,       68571200.00,          8772000,              129,              123
FUTSTK    ,JSWENERGY ,25/01/2017,00000062.45,00000062.75,00000060.50,00000060.80,000000034056000,      297689200.00,          4848000,              606,              563
FUTSTK    ,JSWENERGY ,23/02/2017,00000062.10,00000062.10,00000061.45,00000061.60,000000000112000,        3954800.00,            64000,              008,              008
FUTSTK    ,JSWSTEEL  ,25/01/2017,00001643.30,00001655.00,00001636.00,00001649.65,000000005219100,     1688983860.00,          1025100,             3417,             3010
FUTSTK    ,JSWSTEEL  ,23/02/2017,00001643.00,00001660.50,00001643.00,00001658.85,000000000027600,       20353290.00,            12300,              041,              036
FUTSTK    ,JUBLFOOD  ,25/01/2017,00000854.30,00000861.90,00000847.90,00000858.45,000000002158000,      445665675.00,           520500,             1041,              978
FUTSTK    ,JUBLFOOD  ,23/02/2017,00000854.85,00000855.00,00000846.00,00000854.00,000000000040500,       24642950.00,            29000,              058,              052
FUTSTK    ,JUSTDIAL  ,25/01/2017,00000345.50,00000349.55,00000343.20,00000347.85,000000003884400,      725097840.00,          2088000,             1740,             1620
FUTSTK    ,JUSTDIAL  ,23/02/2017,00000340.00,00000343.00,00000338.50,00000342.20,000000000187200,       29447280.00,            86400,              072,              070
FUTSTK    ,KOTAKBANK ,25/01/2017,00000715.65,00000718.60,00000707.65,00000713.00,000000008270400,     2258518480.00,          3166400,             3958,             3817
FUTSTK    ,KOTAKBANK ,23/02/2017,00000711.40,00000721.00,00000711.35,00000714.35,000000000220800,       12632080.00,            17600,              022,              020
FUTSTK    ,KPIT      ,25/01/2017,00000136.95,00000136.95,00000134.60,00000135.80,000000003620000,      138848800.00,          1024000,              256,              249
FUTSTK    ,KSCL      ,25/01/2017,00000416.55,00000421.35,00000412.55,00000418.55,000000002296500,      324472275.00,           778500,              519,              497
FUTSTK    ,KSCL      ,23/02/2017,00000415.60,00000415.60,00000415.60,00000415.60,000000000004500,         623400.00,             1500,              001,              001
FUTSTK    ,KTKBANK   ,25/01/2017,00000114.55,00000116.85,00000113.10,00000116.65,000000014528750,     1091977162.50,          9447375,             1281,             1228
FUTSTK    ,KTKBANK   ,23/02/2017,00000115.60,00000117.10,00000114.95,00000116.85,000000000199125,        6006568.75,            51625,              007,              007
FUTSTK    ,L&TFH     ,25/01/2017,00000088.70,00000089.85,00000087.90,00000089.20,000000025371000,     1158240600.00,         13005000,             1445,             1335
FUTSTK    ,L&TFH     ,23/02/2017,00000088.60,00000089.70,00000088.60,00000089.55,000000000279000,       12066750.00,           135000,              015,              015
FUTSTK    ,LICHSGFIN ,25/01/2017,00000526.85,00000534.40,00000520.35,00000531.45,000000008696600,     5390898590.00,         10201400,             9274,             8764
FUTSTK    ,LICHSGFIN ,23/02/2017,00000524.50,00000536.00,00000523.00,00000533.05,000000000097900,       48952365.00,            92400,              084,              084
FUTSTK    ,LT        ,25/01/2017,00001364.00,00001376.65,00001357.20,00001369.05,000000007969500,     3089864200.00,          2258000,             4516,             4111
FUTSTK    ,LT        ,23/02/2017,00001362.40,00001379.00,00001362.40,00001376.30,000000000053500,       13727775.00,            10000,              020,              020
FUTSTK    ,LUPIN     ,25/01/2017,00001512.15,00001514.00,00001493.15,00001506.20,000000004389600,     1345765360.00,           894800,             2237,             2141
FUTSTK    ,LUPIN     ,23/02/2017,00001518.15,00001518.15,00001502.00,00001513.90,000000000035600,       24779140.00,            16400,              041,              039
FUTIDX    ,BANKNIFTY ,25/01/2017,00018050.50,00018158.00,00017855.50,00018060.95,000000002061640,    74032110072.00,          4103320,           102583,            73261
FUTIDX    ,BANKNIFTY ,23/02/2017,00018105.00,00018223.20,00017909.95,00018131.10,000000000057680,     1197224818.00,            66160,             1654,             1235
FUTIDX    ,BANKNIFTY ,30/03/2017,00018060.70,00018291.00,00018025.00,00018208.95,000000000003480,      100377450.00,             5520,              138,              094
FUTSTK    ,ABIRLANUVO,25/01/2017,00001297.70,00001312.95,00001290.05,00001294.75,000000003450000,     1019720780.00,           784800,             1962,             1701
FUTSTK    ,ABIRLANUVO,23/02/2017,00001302.00,00001305.00,00001300.00,00001300.00,000000000072800,        3125660.00,             2400,              006,              006
FUTSTK    ,ACC       ,25/01/2017,00001361.05,00001361.05,00001341.50,00001345.25,000000001268800,      717262740.00,           531600,             1329,             1254
FUTSTK    ,ACC       ,23/02/2017,00001360.05,00001360.05,00001355.00,00001355.00,000000000004800,        1628040.00,             1200,              003,              003
FUTSTK    ,ADANIENT  ,25/01/2017,00000077.55,00000077.55,00000076.05,00000076.85,000000015848000,      334463600.00,          4344000,              543,              527
FUTSTK    ,ADANIENT  ,23/02/2017,00000077.05,00000077.05,00000076.75,00000076.75,000000000080000,        1230400.00,            16000,              002,              002
FUTSTK    ,ADANIPORTS,25/01/2017,00000275.15,00000278.30,00000272.30,00000274.15,000000015870000,     1638320875.00,          5952500,             2381,             2187
FUTSTK    ,ADANIPORTS,23/02/2017,00000274.70,00000278.55,00000274.20,00000275.00,000000000080000,       13130375.00,            47500,              019,              019
FUTSTK    ,ADANIPOWER,25/01/2017,00000030.60,00000031.10,00000030.35,00000030.80,000000111800000,      435161000.00,         14160000,              708,              655
FUTSTK    ,ADANIPOWER,23/02/2017,00000000.00,00000000.00,00000000.00,00000030.60,000000000420000,         619000.00,            20000,              001,              001
FUTSTK    ,AJANTPHARM,25/01/2017,00001837.95,00001838.00,00001791.80,00001799.25,000000000371600,      399879000.00,           220800,              552,              538
FUTSTK    ,ALBK      ,25/01/2017,00000060.80,00000062.35,00000060.10,00000061.85,000000013770000,      764320500.00,         12440000,             1244,             1195
FUTSTK    ,ALBK      ,23/02/2017,00000061.00,00000062.00,00000061.00,00000061.75,000000000620000,        9260000.00,           150000,              015,              015
FUTSTK    ,ALBK      ,30/03/2017,00000062.20,00000062.20,00000062.20,00000062.20,000000000010000,         622000.00,            10000,              001,              001
FUTSTK    ,AMARAJABAT,25/01/2017,00000894.00,00000895.00,00000883.00,00000889.95,000000000540600,      305791110.00,           343800,              573,              547
FUTSTK    ,AMBUJACEM ,25/01/2017,00000214.50,00000216.50,00000213.40,00000214.55,000000012495000,     1165887500.00,          5422500,             2169,             2061
FUTSTK    ,AMBUJACEM ,23/02/2017,00000214.45,00000215.95,00000213.60,00000214.65,000000000087500,        7520875.00,            35000,              014,              014
FUTSTK    ,ANDHRABANK,25/01/2017,00000047.95,00000048.45,00000047.45,00000048.05,000000019940000,      276537000.00,          5750000,              575,              557
FUTSTK    ,ANDHRABANK,23/02/2017,00000047.65,00000048.45,00000047.55,00000048.10,000000000640000,        9633000.00,           200000,              020,              020
FUTSTK    ,APOLLOHOSP,25/01/2017,00001199.50,00001210.50,00001179.90,00001207.40,000000000554400,      200203220.00,           167200,              418,              414
FUTSTK    ,APOLLOTYRE,25/01/2017,00000187.10,00000188.80,00000186.10,00000187.95,000000007410000,      978739950.00,          5217000,             1739,             1657
FUTSTK    ,APOLLOTYRE,23/02/2017,00000187.85,00000189.00,00000186.95,00000188.55,000000000090000,        7888800.00,            42000,              014,              013
FUTSTK    ,ARVIND    ,25/01/2017,00000354.80,00000363.45,00000353.30,00000360.75,000000005816000,     4026988700.00,         11214000,             5607,             5226
FUTSTK    ,ARVIND    ,23/02/2017,00000355.75,00000364.45,00000355.75,00000361.25,000000000050000,       31054700.00,            86000,              043,              043
FUTSTK    ,ASHOKLEY  ,25/01/2017,00000081.65,00000081.85,00000080.65,00000081.30,000000057477000,     1128628550.00,         13888000,             1984,             1821
FUTSTK    ,ASHOKLEY  ,23/02/2017,00000081.50,00000081.65,00000081.00,00000081.55,000000000910000,       26217100.00,           322000,              046,              037
FUTSTK    ,ASIANPAINT,25/01/2017,00000911.00,00000911.85,00000896.70,00000899.50,000000005868000,     1717802430.00,          1900800,             3168,             3014
FUTSTK    ,ASIANPAINT,23/02/2017,00000913.35,00000913.35,00000901.00,00000903.20,000000000030600,       15220410.00,            16800,              028,              027
FUTSTK    ,AUROPHARMA,25/01/2017,00000675.05,00000676.00,00000667.05,00000672.65,000000010692500,     1470190925.00,          2188200,             3126,             2882
FUTSTK    ,AUROPHARMA,23/02/2017,00000674.00,00000676.05,00000670.35,00000675.00,000000000058100,       10828230.00,            16100,              023,              019
FUTSTK    ,AUROPHARMA,30/03/2017,00000675.00,00000675.00,00000675.00,00000675.00,000000000001400,         472500.00,              700,              001,              001
FUTSTK    ,AXISBANK  ,25/01/2017,00000449.90,00000458.25,00000444.15,00000455.65,000000028489200,     5412426960.00,         11938800,             9949,             8975
FUTSTK    ,AXISBANK  ,23/02/2017,00000446.65,00000459.50,00000446.65,00000457.55,000000000261600,       34994640.00,            76800,              064,              064
