INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,25/01/2017,00007850.00,PE      ,00000021.15,00000022.40,00000014.00,00000014.80,000000000085275,           129750,             1730,              791,     1020705090.00,        2167590.00
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,CE      ,00000360.20,00000409.95,00000360.20,00000402.55,000000000815475,           173250,             2310,             1319,     1436607330.00,       67932330.00
OPTIDX    ,NIFTY     ,25/01/2017,00007900.00,PE      ,00000028.00,00000029.75,00000017.65,00000018.70,000000003589050,          7141800,            95224,            34074,    56568691620.00,      148471620.00
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,CE      ,00000320.00,00000356.55,00000320.00,00000351.90,000000000120900,            15075,              201,              087,      124927091.25,        5080841.25
OPTIDX    ,NIFTY     ,25/01/2017,00007950.00,PE      ,00000035.00,00000035.00,00000021.95,00000023.10,000000000129450,           158475,             2113,             1060,     1264060196.25,        4183946.25
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,CE      ,00000274.10,00000320.95,00000271.40,00000313.95,000000002300025,           584775,             7797,             4721,     4855155311.25,      176955311.25
OPTIDX    ,NIFTY     ,25/01/2017,00008000.00,PE      ,00000043.95,00000044.00,00000027.60,00000029.05,000000006266250,         10475175,           139669,            51825,    84138250286.25,      336850286.25
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,CE      ,00000235.00,00000274.50,00000235.00,00000267.65,000000000071250,            20025,              267,              231,      166405665.00,        5204415.00
OPTIDX    ,NIFTY     ,25/01/2017,00008050.00,PE      ,00000047.10,00000051.95,00000030.00,00000035.45,000000000257550,           489525,             6527,             3156,     3960531131.25,       19854881.25
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,CE      ,00000177.25,00000235.90,00000177.25,00000226.95,000000002337450,          2049675,            27329,            14686,    17051443083.75,      449075583.75
OPTIDX    ,NIFTY     ,25/01/2017,00008100.00,PE      ,00000064.70,00000064.70,00000042.75,00000044.85,000000003985050,         11558625,           154115,            64198,    94201005420.00,      576142920.00
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,CE      ,00000160.15,00000195.80,00000159.00,00000189.05,000000000134325,            96150,             1282,              885,      800782541.25,       17160041.25
OPTIDX    ,NIFTY     ,25/01/2017,00008150.00,PE      ,00000078.00,00000078.05,00000053.30,00000055.80,000000000308625,           469200,             6256,             3206,     3852818366.25,       28838366.25
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,CE      ,00000124.00,00000159.95,00000124.00,00000152.80,000000004173150,          7779000,           103720,            56712,    64921866930.00,     1134066930.00
OPTIDX    ,NIFTY     ,25/01/2017,00008200.00,PE      ,00000096.20,00000098.95,00000065.45,00000069.05,000000004398150,         12546225,           167283,            78328,   103826933913.75,      947888913.75
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,CE      ,00000098.00,00000126.50,00000094.95,00000120.25,000000000210375,           722175,             9629,             5496,     6039798975.00,       81855225.00
OPTIDX    ,NIFTY     ,25/01/2017,00008250.00,PE      ,00000121.95,00000121.95,00000082.00,00000086.00,000000000218325,           582975,             7773,             4344,     4863418908.75,       53875158.75
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,CE      ,00000075.85,00000098.30,00000070.65,00000092.85,000000003552975,         13079100,           174388,            75583,   109704243300.00,     1147713300.00
OPTIDX    ,NIFTY     ,25/01/2017,00008300.00,PE      ,00000139.95,00000142.10,00000101.65,00000105.85,000000001802025,          5120250,            68270,            37127,    43076006118.75,      577931118.75
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,CE      ,00000053.15,00000073.65,00000052.65,00000068.75,000000000260625,           680700,             9076,             4135,     5728660605.00,       44815605.00
OPTIDX    ,NIFTY     ,25/01/2017,00008350.00,PE      ,00000160.00,00000162.05,00000125.00,00000128.85,000000000034950,            58575,              781,              497,      497171703.75,        8070453.75
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,CE      ,00000033.95,00000053.35,00000033.95,00000049.25,000000004456950,         10213575,           136181,            53532,    86267693681.25,      473663681.25
OPTIDX    ,NIFTY     ,25/01/2017,00008400.00,PE      ,00000197.20,00000201.45,00000152.90,00000159.45,000000001192500,           928950,            12386,             6864,     7961130472.50,      157950472.50
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,CE      ,00000024.55,00000037.00,00000024.55,00000033.55,000000000247950,           429600,             5728,             2360,     3643943325.00,       13823325.00
OPTIDX    ,NIFTY     ,25/01/2017,00008450.00,PE      ,00000216.00,00000218.00,00000186.95,00000192.05,000000000007650,            12000,              160,              112,      103858158.75,        2458158.75
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,CE      ,00000016.00,00000025.15,00000015.55,00000022.70,000000003789225,          9737625,           129835,            37499,    82979455710.00,      209643210.00
OPTIDX    ,NIFTY     ,25/01/2017,00008500.00,PE      ,00000274.65,00000277.00,00000223.50,00000231.90,000000000803925,           379875,             5065,             2702,     3321801480.00,       92863980.00
OPTIDX    ,NIFTY     ,25/01/2017,00008550.00,CE      ,00000010.70,00000016.25,00000010.55,00000013.95,000000000122175,           161400,             2152,             1094,     1382160795.00,        2190795.00
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,CE      ,00000006.35,00000010.15,00000006.30,00000008.90,000000002312550,          4637250,            61830,            17544,    39920050916.25,       39700916.25
OPTIDX    ,NIFTY     ,25/01/2017,00008600.00,PE      ,00000360.00,00000361.70,00000307.00,00000317.25,000000000552675,           153000,             2040,              923,     1366900110.00,       51100110.00
OPTIDX    ,NIFTY     ,25/01/2017,00008650.00,CE      ,00000004.75,00000006.90,00000004.10,00000005.95,000000000063975,           126825,             1691,              417,     1097791458.75,         755208.75
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,CE      ,00000003.20,00000004.20,00000002.75,00000003.50,000000001516875,          2184750,            29130,             7605,    19015091921.25,        7766921.25
OPTIDX    ,NIFTY     ,25/01/2017,00008700.00,PE      ,00000453.10,00000460.00,00000401.30,00000406.40,000000000669600,            62625,              835,              440,      572010446.25,       27172946.25
OPTIDX    ,NIFTY     ,25/01/2017,00008750.00,CE      ,00000002.20,00000003.00,00000001.10,00000002.50,000000000005850,             4575,              061,              035,       40042335.00,          11085.00
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,CE      ,00000001.60,00000002.10,00000001.60,00000001.80,000000001247250,           930525,            12407,             3177,     8190304016.25,        1684016.25
OPTIDX    ,NIFTY     ,25/01/2017,00008800.00,PE      ,00000557.20,00000557.20,00000500.00,00000505.05,000000000937875,           110775,             1477,              860,     1032673590.00,       57853590.00
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,CE      ,00000001.25,00000001.45,00000001.20,00000001.35,000000000860550,           519300,             6924,             3352,     4622470657.50,         700657.50
OPTIDX    ,NIFTY     ,25/01/2017,00008900.00,PE      ,00000650.00,00000651.00,00000600.75,00000604.35,000000000579075,           169650,             2262,              884,     1614264491.25,      104379491.25
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,CE      ,00000000.85,00000001.20,00000000.85,00000001.10,000000001871400,           493425,             6579,             3134,     4441314738.75,         489738.75
OPTIDX    ,NIFTY     ,25/01/2017,00009000.00,PE      ,00000771.55,00000779.00,00000697.20,00000704.20,000000002019150,           233325,             3111,             1561,     2266364358.75,      166439358.75
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,CE      ,00000001.80,00000001.80,00000000.65,00000000.80,000000000096900,             6450,              086,              065,       58699788.75,           4788.75
OPTIDX    ,NIFTY     ,25/01/2017,00009100.00,PE      ,00000854.00,00000854.00,00000795.25,00000803.20,000000000176325,             1950,              026,              026,       19329015.00,        1584015.00
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,CE      ,00000000.65,00000000.80,00000000.55,00000000.65,000000000162675,             9975,              133,              080,       91776690.00,           6690.00
OPTIDX    ,NIFTY     ,25/01/2017,00009200.00,PE      ,00000940.00,00000940.00,00000891.00,00000894.00,000000000080400,             5025,              067,              031,       50741167.50,        4511167.50
OPTIDX    ,NIFTY     ,25/01/2017,00009300.00,CE      ,00000000.50,00000000.55,00000000.45,00000000.50,000000000083925,            27900,              372,              200,      259483695.00,          13695.00
OPTIDX    ,NIFTY     ,25/01/2017,00009300.00,PE      ,00001044.75,00001045.00,00001030.20,00001030.20,000000000030600,              225,              003,              003,        2326496.25,         233996.25
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,CE      ,00000000.80,00000000.80,00000000.80,00000000.80,000000000106575,              075,              001,              001,         705060.00,             60.00
OPTIDX    ,NIFTY     ,25/01/2017,00009400.00,PE      ,00001132.45,00001132.45,00001132.45,00001132.45,000000000032400,              075,              001,              001,         789933.75,          84933.75
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,CE      ,00000001.20,00000001.20,00000000.45,00000000.60,000000000274575,            46575,              621,              271,      442490118.75,          27618.75
OPTIDX    ,NIFTY     ,25/01/2017,00009500.00,PE      ,00001248.00,00001250.00,00001196.25,00001204.65,000000000288000,            25875,              345,              252,      277311630.00,       31499130.00
OPTIDX    ,NIFTY     ,25/01/2017,00009600.00,CE      ,00000000.50,00000000.85,00000000.15,00000000.40,000000000002175,             2025,              027,              015,       19440903.75,            903.75
OPTIDX    ,NIFTY     ,25/01/2017,00009600.00,PE      ,00001324.35,00001324.35,00001306.00,00001306.00,000000000006750,              225,              003,              002,        2456602.50,         296602.50
OPTIDX    ,NIFTY     ,25/01/2017,00009650.00,CE      ,00000003.05,00000003.05,00000002.00,00000002.00,000000000000000,              150,              002,              002,        1447878.75,            378.75
OPTIDX    ,NIFTY     ,25/01/2017,00009700.00,CE      ,00000000.35,00000000.75,00000000.35,00000000.50,000000000000750,             3225,              043,              031,       31284146.25,           1646.25
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,CE      ,00000000.50,00000000.55,00000000.40,00000000.45,000000000280950,           149100,             1988,             1144,     1491073796.25,          73796.25
OPTIDX    ,NIFTY     ,25/01/2017,00010000.00,PE      ,00001755.00,00001759.00,00001691.00,00001697.00,000000000786450,            39450,              526,              313,      462242936.25,       67742936.25
OPTIDX    ,NIFTY     ,25/01/2017,00010100.00,PE      ,00001815.00,00001815.00,00001804.00,00001804.00,000000000003300,             1050,              014,              010,       12509925.00,        1904925.00
OPTIDX    ,NIFTY     ,23/02/2017,00006500.00,CE      ,00001799.00,00001799.00,00001799.00,00001799.00,000000000000300,              075,              001,              001,         622425.00,         134925.00
OPTIDX    ,NIFTY     ,23/02/2017,00006500.00,PE      ,00000001.25,00000001.25,00000001.25,00000001.25,000000000001875,              075,              001,              001,         487593.75,             93.75
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,CE      ,00001270.00,00001307.00,00001270.00,00001297.10,000000000013275,             9600,              128,              069,       79637872.50,       12437872.50
OPTIDX    ,NIFTY     ,23/02/2017,00007000.00,PE      ,00000005.55,00000006.25,00000005.25,00000005.50,000000000098175,            30300,              404,              166,      212276208.75,         176208.75
OPTIDX    ,NIFTY     ,23/02/2017,00007100.00,PE      ,00000007.75,00000007.75,00000006.00,00000006.10,000000000089400,             3675,              049,              020,       26117793.75,          25293.75
OPTIDX    ,NIFTY     ,23/02/2017,00007200.00,CE      ,00001100.00,00001100.00,00001100.00,00001100.00,000000000000075,              075,              001,              001,         622500.00,          82500.00
OPTIDX    ,NIFTY     ,23/02/2017,00007200.00,PE      ,00000009.00,00000009.65,00000006.50,00000007.30,000000000156975,           113850,             1518,              750,      820690406.25,         970406.25
OPTIDX    ,NIFTY     ,23/02/2017,00007300.00,PE      ,00000012.75,00000012.75,00000009.20,00000009.70,000000000169425,           166500,             2220,             1020,     1217337191.25,        1887191.25
OPTIDX    ,NIFTY     ,23/02/2017,00007400.00,PE      ,00000017.50,00000017.55,00000012.25,00000012.80,000000000204825,           174525,             2327,             1160,     1294062915.00,        2577915.00
OPTIDX    ,NIFTY     ,23/02/2017,00007500.00,CE      ,00000792.55,00000824.95,00000790.00,00000824.20,000000000013725,            10200,              136,              083,       84778447.50,        8278447.50
OPTIDX    ,NIFTY     ,23/02/2017,00007500.00,PE      ,00000025.40,00000025.40,00000017.20,00000017.55,000000000835125,           323700,             4316,             2053,     2434208246.25,        6458246.25
OPTIDX    ,NIFTY     ,23/02/2017,00007600.00,PE      ,00000032.55,00000032.55,00000022.60,00000023.35,000000000535500,           339525,             4527,             1988,     2589405363.75,        9015363.75
OPTIDX    ,NIFTY     ,23/02/2017,00007700.00,CE      ,00000746.50,00000746.50,00000625.00,00000625.00,000000000011025,              900,              012,              010,        7503708.75,         573708.75
OPTIDX    ,NIFTY     ,23/02/2017,00007700.00,PE      ,00000042.75,00000042.95,00000030.45,00000031.15,000000000651000,           401100,             5348,             2241,     3102572793.75,       14102793.75
OPTIDX    ,NIFTY     ,23/02/2017,00007800.00,CE      ,00000537.65,00000557.30,00000525.40,00000551.10,000000000019125,             7950,              106,              050,       66379170.00,        4369170.00
OPTIDX    ,NIFTY     ,23/02/2017,00007800.00,PE      ,00000055.85,00000055.85,00000041.25,00000042.25,000000000475575,           381975,             5093,             2468,     2997111135.00,       17706135.00
OPTIDX    ,NIFTY     ,23/02/2017,00007900.00,CE      ,00000440.00,00000470.00,00000440.00,00000459.45,000000000046500,             7875,              105,              052,       65828441.25,        3615941.25
OPTIDX    ,NIFTY     ,23/02/2017,00007900.00,PE      ,00000071.35,00000072.05,00000055.00,00000056.35,000000000514800,           492075,             6561,             2635,     3916900683.75,       29508183.75
OPTIDX    ,NIFTY     ,23/02/2017,00008000.00,CE      ,00000360.75,00000391.25,00000358.60,00000385.65,000000000322200,            52200,              696,              415,      437232780.00,       19632780.00
OPTIDX    ,NIFTY     ,23/02/2017,00008000.00,PE      ,00000093.55,00000094.85,00000074.10,00000075.50,000000001287450,           467700,             6236,             3456,     3778959386.25,       37359386.25
OPTIDX    ,NIFTY     ,23/02/2017,00008100.00,CE      ,00000279.30,00000316.20,00000277.15,00000308.70,000000000431100,           116625,             1555,              824,      979639023.75,       34976523.75
OPTIDX    ,NIFTY     ,23/02/2017,00008100.00,PE      ,00000119.95,00000121.00,00000097.85,00000099.60,000000000346950,           295575,             3941,             2448,     2425375421.25,       31217921.25
OPTIDX    ,NIFTY     ,23/02/2017,00008200.00,CE      ,00000215.90,00000247.70,00000214.35,00000240.50,000000000833325,           224400,             2992,             2042,     1892029365.00,       51949365.00
OPTIDX    ,NIFTY     ,23/02/2017,00008200.00,PE      ,00000151.05,00000152.80,00000127.05,00000129.40,000000000332775,           381225,             5083,             3579,     3177302422.50,       51257422.50
OPTIDX    ,NIFTY     ,23/02/2017,00008300.00,CE      ,00000161.65,00000187.25,00000160.45,00000181.65,000000001000275,           360525,             4807,             2705,     3055763988.75,       63406488.75
OPTIDX    ,NIFTY     ,23/02/2017,00008300.00,PE      ,00000192.05,00000193.50,00000163.30,00000167.20,000000000138075,           266025,             3547,             2183,     2253997376.25,       45989876.25
OPTIDX    ,NIFTY     ,23/02/2017,00008400.00,CE      ,00000116.35,00000137.00,00000115.00,00000132.30,000000000734625,           351900,             4692,             3143,     3000664080.00,       44704080.00
OPTIDX    ,NIFTY     ,23/02/2017,00008400.00,PE      ,00000244.30,00000244.30,00000207.20,00000212.10,000000000255975,            78675,             1049,              845,      678380508.75,       17510508.75
OPTIDX    ,NIFTY     ,23/02/2017,00008500.00,CE      ,00000079.75,00000095.00,00000079.40,00000091.45,000000001447275,           481575,             6421,             3562,     4135487212.50,       42099712.50
OPTIDX    ,NIFTY     ,23/02/2017,00008500.00,PE      ,00000302.95,00000302.95,00000262.25,00000267.50,000000000275850,            87000,             1160,             1015,      763916778.75,       24416778.75
OPTIDX    ,NIFTY     ,23/02/2017,00008600.00,CE      ,00000053.00,00000061.75,00000051.35,00000059.35,000000000838575,           445725,             5943,             2580,     3858113062.50,       24878062.50
OPTIDX    ,NIFTY     ,23/02/2017,00008600.00,PE      ,00000362.10,00000362.10,00000326.00,00000330.65,000000000096525,            44175,              589,              305,      395379450.00,       15474450.00
OPTIDX    ,NIFTY     ,23/02/2017,00008700.00,CE      ,00000032.25,00000038.40,00000032.20,00000036.80,000000000641925,           356475,             4753,             2629,     3113909501.25,       12577001.25
OPTIDX    ,NIFTY     ,23/02/2017,00008700.00,PE      ,00000440.10,00000440.10,00000405.65,00000406.60,000000000108150,            54075,              721,              391,      493410828.75,       22958328.75
OPTIDX    ,NIFTY     ,23/02/2017,00008800.00,CE      ,00000017.75,00000023.20,00000017.75,00000021.30,000000000625500,           480150,             6402,             2879,     4235219598.75,        9899598.75
OPTIDX    ,NIFTY     ,23/02/2017,00008800.00,PE      ,00000525.05,00000525.05,00000486.00,00000495.30,000000000200775,           103200,             1376,              514,      959729403.75,       51569403.75
OPTIDX    ,NIFTY     ,23/02/2017,00008900.00,CE      ,00000011.10,00000013.55,00000010.20,00000012.10,000000000274800,           253950,             3386,             1991,     2263239772.50,        3084772.50
OPTIDX    ,NIFTY     ,23/02/2017,00008900.00,PE      ,00000620.55,00000620.55,00000571.00,00000581.50,000000000248400,           159375,             2125,              720,     1511780010.00,       93342510.00
OPTIDX    ,NIFTY     ,23/02/2017,00009000.00,CE      ,00000007.45,00000008.85,00000006.80,00000008.00,000000000714450,           244800,             3264,             1492,     2205156337.50,        1956337.50
OPTIDX    ,NIFTY     ,23/02/2017,00009000.00,PE      ,00000709.85,00000710.00,00000670.00,00000679.95,000000000171375,            95925,             1279,              416,      928613407.50,       65288407.50
OPTIDX    ,NIFTY     ,23/02/2017,00009100.00,CE      ,00000005.00,00000009.00,00000005.00,00000005.80,000000000042900,            13725,              183,              035,      124998652.50,         101152.50
OPTIDX    ,NIFTY     ,23/02/2017,00009200.00,CE      ,00000004.95,00000004.95,00000004.95,00000004.95,000000000004350,              075,              001,              001,         690371.25,            371.25
OPTIDX    ,NIFTY     ,23/02/2017,00009500.00,CE      ,00000000.60,00000002.40,00000000.60,00000001.80,000000000000525,              600,              008,              008,        5700885.00,            885.00
OPTIDX    ,NIFTY     ,23/02/2017,00009500.00,PE      ,00001190.00,00001190.00,00001175.00,00001175.00,000000000000975,              825,              011,              011,        8815875.00,         978375.00
OPTIDX    ,NIFTY     ,30/03/2017,00005100.00,CE      ,00003192.95,00003192.95,00003185.00,00003189.00,000000000090900,              300,              004,              003,        2486992.50,         956992.50
OPTIDX    ,NIFTY     ,30/03/2017,00006000.00,CE      ,00002277.00,00002319.00,00002277.00,00002315.40,000000000152775,            12600,              168,              058,      104459437.50,       28859437.50
OPTIDX    ,NIFTY     ,30/03/2017,00006000.00,PE      ,00000002.35,00000002.70,00000002.30,00000002.35,000000000021300,            12900,              172,              061,       77430165.00,          30165.00
OPTIDX    ,NIFTY     ,30/03/2017,00007000.00,PE      ,00000014.00,00000014.70,00000013.50,00000014.40,000000000069450,            21675,              289,              104,      152034918.75,         309918.75
OPTIDX    ,NIFTY     ,30/03/2017,00007200.00,CE      ,00001105.00,00001105.00,00001105.00,00001105.00,000000000000075,              075,              001,              001,         622875.00,          82875.00
OPTIDX    ,NIFTY     ,30/03/2017,00007200.00,PE      ,00000013.20,00000015.20,00000013.20,00000015.20,000000000000150,              150,              002,              002,        1082130.00,           2130.00
OPTIDX    ,NIFTY     ,30/03/2017,00007300.00,PE      ,00000025.05,00000026.10,00000022.90,00000023.00,000000000011925,             7575,              101,              033,       55473671.25,         176171.25
OPTIDX    ,NIFTY     ,30/03/2017,00007400.00,PE      ,00000032.60,00000034.95,00000030.65,00000031.60,000000000042300,            15675,              209,              061,      116517915.00,         522915.00
OPTIDX    ,NIFTY     ,30/03/2017,00007500.00,PE      ,00000045.00,00000045.50,00000037.15,00000038.65,000000000431550,            58350,              778,              323,      440072242.50,        2447242.50
OPTIDX    ,NIFTY     ,30/03/2017,00007600.00,PE      ,00000054.50,00000056.00,00000047.30,00000047.70,000000000077250,            37575,              501,              250,      287488001.25,        1918001.25
OPTIDX    ,NIFTY     ,30/03/2017,00007700.00,PE      ,00000066.90,00000069.00,00000058.00,00000059.15,000000000178500,            45450,              606,              301,      352789552.50,        2824552.50
OPTIDX    ,NIFTY     ,30/03/2017,00007800.00,PE      ,00000080.85,00000085.95,00000073.00,00000074.30,000000000119475,            52425,              699,              377,      413044128.75,        4129128.75
OPTIDX    ,NIFTY     ,30/03/2017,00007900.00,CE      ,00000516.50,00000525.00,00000516.50,00000525.00,000000000002775,              375,              005,              005,        3158737.50,         196237.50
OPTIDX    ,NIFTY     ,30/03/2017,00007900.00,PE      ,00000105.60,00000105.60,00000090.15,00000091.95,000000000041925,            16800,              224,              166,      134364427.50,        1644427.50
OPTIDX    ,NIFTY     ,30/03/2017,00008000.00,CE      ,00000421.05,00000458.40,00000420.70,00000447.55,000000000151125,            34050,              454,              322,      287407365.00,       15007365.00
OPTIDX    ,NIFTY     ,30/03/2017,00008000.00,PE      ,00000134.00,00000134.00,00000111.75,00000115.80,000000000384825,           128550,             1714,             1145,     1044000982.50,       15600982.50
OPTIDX    ,NIFTY     ,30/03/2017,00008100.00,CE      ,00000340.75,00000380.40,00000340.00,00000374.75,000000000068175,            35250,              470,              304,      298492631.25,       12967631.25
OPTIDX    ,NIFTY     ,30/03/2017,00008100.00,PE      ,00000159.70,00000159.70,00000135.00,00000142.15,000000000108975,            32700,              436,              312,      269757585.00,        4887585.00
OPTIDX    ,NIFTY     ,30/03/2017,00008200.00,CE      ,00000282.00,00000315.75,00000279.00,00000310.70,000000000085200,            62475,              833,              581,      530836162.50,       18541162.50
OPTIDX    ,NIFTY     ,30/03/2017,00008200.00,PE      ,00000190.00,00000192.00,00000173.00,00000174.90,000000000062025,            51675,              689,              551,      433232358.75,        9497358.75
OPTIDX    ,NIFTY     ,30/03/2017,00008300.00,CE      ,00000230.00,00000255.70,00000229.35,00000251.05,000000000224475,            59400,              792,              473,      507650291.25,       14630291.25
