CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC684GS202225-JAN-2017,102.0525,0,0,0,,101.84,-.2,0,0,0,0
FUTIRC684GS202223-FEB-2017,102.0225,0,0,0,,101.81,-.2,0,0,0,0
FUTIRC684GS202230-MAR-2017,101.98,0,0,0,,101.765,-.21,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.8175,0,0,0,,101.595,-.21,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.6475,0,0,0,,101.4225,-.22,0,0,0,0
FUTIRC684GS202228-DEC-2017,101.44,0,0,0,,101.21,-.22,0,0,0,0
FUTIRC697GS202625-JAN-2017,104.14,0,0,0,,104.095,-.04,14312,0,0,0
FUTIRC697GS202623-FEB-2017,104.12,0,0,0,,104.075,-.04,9278,0,0,0
FUTIRC697GS202630-MAR-2017,104.075,0,0,0,,104.0275,-.04,6572,0,0,0
FUTIRC697GS202629-JUN-2017,103.8925,0,0,0,,103.8425,-.04,2250,0,0,0
FUTIRC697GS202628-SEP-2017,103.74,0,0,0,,103.6875,-.05,0,0,0,0
FUTIRC697GS202628-DEC-2017,103.5125,0,0,0,,103.46,-.05,0,0,0,0
FUTIRC759GS202625-JAN-2017,106.975,107.2,107.2,106.765,106.93,106.93,-.04,102662,17835,17835,3817314235
FUTIRC759GS202623-FEB-2017,107.0525,0,0,0,,106.965,-.08,500,0,0,0
FUTIRC759GS202630-MAR-2017,106.9675,0,0,0,,106.8775,-.08,0,0,0,0
FUTIRC759GS202629-JUN-2017,106.6925,0,0,0,,106.6,-.08,0,0,0,0
FUTIRC759GS202628-SEP-2017,106.4125,0,0,0,,106.315,-.09,0,0,0,0
FUTIRC759GS202628-DEC-2017,106.0875,0,0,0,,105.9875,-.09,0,0,0,0
FUTIRC759GS202925-JAN-2017,106.78,0,0,0,,106.5675,-.19,0,0,0,0
FUTIRC759GS202923-FEB-2017,106.7225,0,0,0,,106.51,-.19,0,0,0,0
FUTIRC759GS202930-MAR-2017,106.6425,0,0,0,,106.4275,-.2,0,0,0,0
FUTIRC759GS202929-JUN-2017,106.34,0,0,0,,106.1175,-.2,0,0,0,0
FUTIRC759GS202928-SEP-2017,106.0775,0,0,0,,105.85,-.21,0,0,0,0
FUTIRC759GS202928-DEC-2017,105.725,0,0,0,,105.4925,-.21,0,0,0,0
FUTIRC761GS203025-JAN-2017,107.9025,0,0,0,,107.64,-.24,10200,0,0,0
FUTIRC761GS203023-FEB-2017,107.845,0,0,0,,107.5825,-.24,0,0,0,0
FUTIRC761GS203030-MAR-2017,107.77,0,0,0,,107.505,-.24,0,0,0,0
FUTIRC761GS203029-JUN-2017,107.4875,0,0,0,,107.2175,-.25,0,0,0,0
FUTIRC761GS203028-SEP-2017,107.2275,0,0,0,,106.95,-.25,0,0,0,0
FUTIRC761GS203028-DEC-2017,106.8975,0,0,0,,106.615,-.26,0,0,0,0
FUTIRC768GS202325-JAN-2017,106.245,0,0,0,,106.1225,-.11,0,0,0,0
FUTIRC768GS202323-FEB-2017,106.1675,0,0,0,,106.045,-.11,0,0,0,0
FUTIRC768GS202330-MAR-2017,106.0725,0,0,0,,105.9475,-.11,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.76,0,0,0,,105.6325,-.12,0,0,0,0
FUTIRC768GS202328-SEP-2017,105.445,0,0,0,,105.3125,-.12,0,0,0,0
FUTIRC768GS202328-DEC-2017,105.0825,0,0,0,,104.9475,-.12,0,0,0,0
FUTIRC772GS202525-JAN-2017,106.88,0,0,0,,106.7525,-.11,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.805,0,0,0,,106.6775,-.11,0,0,0,0
FUTIRC772GS202530-MAR-2017,106.7125,0,0,0,,106.5825,-.12,0,0,0,0
FUTIRC788GS203025-JAN-2017,108.87,0,0,0,,108.6025,-.24,25075,0,0,0
FUTIRC788GS203023-FEB-2017,108.8,0,0,0,,108.5325,-.24,6250,0,0,0
FUTIRC788GS203030-MAR-2017,108.705,0,0,0,,108.435,-.24,5000,0,0,0
FUTIRC788GS203029-JUN-2017,108.36,0,0,0,,108.085,-.25,0,0,0,0
FUTIRC788GS203028-SEP-2017,108.0575,0,0,0,,107.775,-.26,0,0,0,0
FUTIRC788GS203028-DEC-2017,107.66,0,0,0,,107.3725,-.26,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.510775,0,0,0,,98.51055,0,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.5314,0,0,0,,98.530675,0,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.56725,0,0,0,,98.563425,0,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.62795,0,0,0,,98.6214,0,0,0,0,0
