CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC684GS202225-JAN-2017,102.105,0,0,0,,102.0525,-.05,0,0,0,0
FUTIRC684GS202223-FEB-2017,102.0775,0,0,0,,102.0225,-.05,0,0,0,0
FUTIRC684GS202230-MAR-2017,102.0375,0,0,0,,101.98,-.05,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.875,0,0,0,,101.8175,-.05,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.71,0,0,0,,101.6475,-.06,0,0,0,0
FUTIRC684GS202228-DEC-2017,101.505,0,0,0,,101.44,-.06,0,0,0,0
FUTIRC697GS202625-JAN-2017,104.1975,0,0,0,,104.14,-.05,14312,0,0,0
FUTIRC697GS202623-FEB-2017,104.18,0,0,0,,104.12,-.05,9278,0,0,0
FUTIRC697GS202630-MAR-2017,104.1375,0,0,0,,104.075,-.06,6572,0,0,0
FUTIRC697GS202629-JUN-2017,103.955,0,0,0,,103.8925,-.06,2250,0,0,0
FUTIRC697GS202628-SEP-2017,103.805,0,0,0,,103.74,-.06,0,0,0,0
FUTIRC697GS202628-DEC-2017,103.5825,0,0,0,,103.5125,-.06,0,0,0,0
FUTIRC759GS202625-JAN-2017,107.17,107.27,107.305,106.9225,106.975,106.975,-.18,103216,30346,30346,6503506640
FUTIRC759GS202623-FEB-2017,107.1375,0,0,0,,107.0525,-.07,500,0,0,0
FUTIRC759GS202630-MAR-2017,107.055,0,0,0,,106.9675,-.08,0,0,0,0
FUTIRC759GS202629-JUN-2017,106.7825,0,0,0,,106.6925,-.08,0,0,0,0
FUTIRC759GS202628-SEP-2017,106.505,0,0,0,,106.4125,-.08,0,0,0,0
FUTIRC759GS202628-DEC-2017,106.185,0,0,0,,106.0875,-.09,0,0,0,0
FUTIRC759GS202925-JAN-2017,106.825,0,0,0,,106.78,-.04,0,0,0,0
FUTIRC759GS202923-FEB-2017,106.77,0,0,0,,106.7225,-.04,0,0,0,0
FUTIRC759GS202930-MAR-2017,106.6925,0,0,0,,106.6425,-.04,0,0,0,0
FUTIRC759GS202929-JUN-2017,106.39,0,0,0,,106.34,-.04,0,0,0,0
FUTIRC759GS202928-SEP-2017,106.13,0,0,0,,106.0775,-.04,0,0,0,0
FUTIRC759GS202928-DEC-2017,105.78,0,0,0,,105.725,-.05,0,0,0,0
FUTIRC761GS203025-JAN-2017,107.8925,0,0,0,,107.9025,0,10200,0,0,0
FUTIRC761GS203023-FEB-2017,107.835,0,0,0,,107.845,0,0,0,0,0
FUTIRC761GS203030-MAR-2017,107.7625,0,0,0,,107.77,0,0,0,0,0
FUTIRC761GS203029-JUN-2017,107.4825,0,0,0,,107.4875,0,0,0,0,0
FUTIRC761GS203028-SEP-2017,107.2225,0,0,0,,107.2275,0,0,0,0,0
FUTIRC761GS203028-DEC-2017,106.895,0,0,0,,106.8975,0,0,0,0,0
FUTIRC768GS202325-JAN-2017,106.4275,0,0,0,,106.245,-.17,0,0,0,0
FUTIRC768GS202323-FEB-2017,106.3525,0,0,0,,106.1675,-.17,0,0,0,0
FUTIRC768GS202330-MAR-2017,106.2625,0,0,0,,106.0725,-.17,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.9525,0,0,0,,105.76,-.18,0,0,0,0
FUTIRC768GS202328-SEP-2017,105.6425,0,0,0,,105.445,-.18,0,0,0,0
FUTIRC768GS202328-DEC-2017,105.285,0,0,0,,105.0825,-.19,0,0,0,0
FUTIRC772GS202525-JAN-2017,107.02,0,0,0,,106.88,-.13,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.9475,0,0,0,,106.805,-.13,0,0,0,0
FUTIRC772GS202530-MAR-2017,106.86,0,0,0,,106.7125,-.13,0,0,0,0
FUTIRC788GS203025-JAN-2017,108.925,108.565,108.85,108.565,108.85,108.87,-.05,25075,10,10,2174150
FUTIRC788GS203023-FEB-2017,108.8575,0,0,0,,108.8,-.05,6250,0,0,0
FUTIRC788GS203030-MAR-2017,108.765,0,0,0,,108.705,-.05,5000,0,0,0
FUTIRC788GS203029-JUN-2017,108.4225,0,0,0,,108.36,-.05,0,0,0,0
FUTIRC788GS203028-SEP-2017,108.1225,0,0,0,,108.0575,-.06,0,0,0,0
FUTIRC788GS203028-DEC-2017,107.73,0,0,0,,107.66,-.06,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.53545,0,0,0,,98.510775,-.02,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.53955,0,0,0,,98.5314,0,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.549125,0,0,0,,98.56725,.01,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.62125,0,0,0,,98.62795,0,0,0,0,0
