DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
06-JAN-2017,FUTCUR,EURINR,27-JAN-2017,72.2000000
06-JAN-2017,FUTCUR,EURINR,23-FEB-2017,72.5200000
06-JAN-2017,FUTCUR,EURINR,29-MAR-2017,72.7475000
06-JAN-2017,FUTCUR,EURINR,26-APR-2017,73.0000000
06-JAN-2017,FUTCUR,EURINR,29-MAY-2017,73.7475000
06-JAN-2017,FUTCUR,EURINR,28-JUN-2017,74.1200000
06-JAN-2017,FUTCUR,EURINR,27-JUL-2017,74.4800000
06-JAN-2017,FUTCUR,EURINR,29-AUG-2017,74.9450000
06-JAN-2017,FUTCUR,EURINR,27-SEP-2017,75.3175000
06-JAN-2017,FUTCUR,EURINR,27-OCT-2017,75.7025000
06-JAN-2017,FUTCUR,EURINR,28-NOV-2017,76.1175000
06-JAN-2017,FUTCUR,EURINR,27-DEC-2017,76.4925000
06-JAN-2017,FUTCUR,GBPINR,27-JAN-2017,84.3050000
06-JAN-2017,FUTCUR,GBPINR,23-FEB-2017,84.6600000
06-JAN-2017,FUTCUR,GBPINR,29-MAR-2017,85.0775000
06-JAN-2017,FUTCUR,GBPINR,26-APR-2017,85.4300000
06-JAN-2017,FUTCUR,GBPINR,29-MAY-2017,85.8375000
06-JAN-2017,FUTCUR,GBPINR,28-JUN-2017,86.2150000
06-JAN-2017,FUTCUR,GBPINR,27-JUL-2017,86.5825000
06-JAN-2017,FUTCUR,GBPINR,29-AUG-2017,87.0050000
06-JAN-2017,FUTCUR,GBPINR,27-SEP-2017,87.3775000
06-JAN-2017,FUTCUR,GBPINR,27-OCT-2017,87.7625000
06-JAN-2017,FUTCUR,GBPINR,28-NOV-2017,88.1750000
06-JAN-2017,FUTCUR,GBPINR,27-DEC-2017,88.5500000
06-JAN-2017,FUTCUR,JPYINR,27-JAN-2017,58.8175000
06-JAN-2017,FUTCUR,JPYINR,23-FEB-2017,59.0800000
06-JAN-2017,FUTCUR,JPYINR,29-MAR-2017,59.3825000
06-JAN-2017,FUTCUR,JPYINR,26-APR-2017,59.6450000
06-JAN-2017,FUTCUR,JPYINR,29-MAY-2017,59.9800000
06-JAN-2017,FUTCUR,JPYINR,28-JUN-2017,60.2700000
06-JAN-2017,FUTCUR,JPYINR,27-JUL-2017,60.5525000
06-JAN-2017,FUTCUR,JPYINR,29-AUG-2017,60.9275000
06-JAN-2017,FUTCUR,JPYINR,27-SEP-2017,61.2200000
06-JAN-2017,FUTCUR,JPYINR,27-OCT-2017,61.5225000
06-JAN-2017,FUTCUR,JPYINR,28-NOV-2017,61.8475000
06-JAN-2017,FUTCUR,JPYINR,27-DEC-2017,62.1425000
06-JAN-2017,FUTCUR,USDINR,27-JAN-2017,68.1125000
06-JAN-2017,FUTCUR,USDINR,23-FEB-2017,68.3325000
06-JAN-2017,FUTCUR,USDINR,29-MAR-2017,68.5875000
06-JAN-2017,FUTCUR,USDINR,26-APR-2017,68.8700000
06-JAN-2017,FUTCUR,USDINR,29-MAY-2017,69.1925000
06-JAN-2017,FUTCUR,USDINR,28-JUN-2017,69.4500000
06-JAN-2017,FUTCUR,USDINR,27-JUL-2017,69.7025000
06-JAN-2017,FUTCUR,USDINR,29-AUG-2017,69.9375000
06-JAN-2017,FUTCUR,USDINR,27-SEP-2017,70.1850000
06-JAN-2017,FUTCUR,USDINR,27-OCT-2017,70.0675000
06-JAN-2017,FUTCUR,USDINR,28-NOV-2017,70.2700000
06-JAN-2017,FUTCUR,USDINR,27-DEC-2017,70.9650000
06-JAN-2017,OPTCUR,USDINR,,67.9650000
