DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
13-JAN-2017,FUTCUR,EURINR,27-JAN-2017,72.7500000
13-JAN-2017,FUTCUR,EURINR,23-FEB-2017,73.0875000
13-JAN-2017,FUTCUR,EURINR,29-MAR-2017,73.5750000
13-JAN-2017,FUTCUR,EURINR,26-APR-2017,73.9425000
13-JAN-2017,FUTCUR,EURINR,29-MAY-2017,74.3400000
13-JAN-2017,FUTCUR,EURINR,28-JUN-2017,74.7275000
13-JAN-2017,FUTCUR,EURINR,27-JUL-2017,75.1050000
13-JAN-2017,FUTCUR,EURINR,29-AUG-2017,75.5325000
13-JAN-2017,FUTCUR,EURINR,27-SEP-2017,75.9150000
13-JAN-2017,FUTCUR,EURINR,27-OCT-2017,76.3125000
13-JAN-2017,FUTCUR,EURINR,28-NOV-2017,76.7375000
13-JAN-2017,FUTCUR,EURINR,27-DEC-2017,77.1250000
13-JAN-2017,FUTCUR,GBPINR,27-JAN-2017,83.4925000
13-JAN-2017,FUTCUR,GBPINR,23-FEB-2017,83.8525000
13-JAN-2017,FUTCUR,GBPINR,29-MAR-2017,84.2025000
13-JAN-2017,FUTCUR,GBPINR,26-APR-2017,84.5800000
13-JAN-2017,FUTCUR,GBPINR,29-MAY-2017,84.9700000
13-JAN-2017,FUTCUR,GBPINR,28-JUN-2017,85.3625000
13-JAN-2017,FUTCUR,GBPINR,27-JUL-2017,85.7400000
13-JAN-2017,FUTCUR,GBPINR,29-AUG-2017,86.1200000
13-JAN-2017,FUTCUR,GBPINR,27-SEP-2017,86.4975000
13-JAN-2017,FUTCUR,GBPINR,27-OCT-2017,86.8875000
13-JAN-2017,FUTCUR,GBPINR,28-NOV-2017,87.3050000
13-JAN-2017,FUTCUR,GBPINR,27-DEC-2017,87.6875000
13-JAN-2017,FUTCUR,JPYINR,27-JAN-2017,59.6175000
13-JAN-2017,FUTCUR,JPYINR,23-FEB-2017,59.9050000
13-JAN-2017,FUTCUR,JPYINR,29-MAR-2017,60.2425000
13-JAN-2017,FUTCUR,JPYINR,26-APR-2017,60.5275000
13-JAN-2017,FUTCUR,JPYINR,29-MAY-2017,60.8475000
13-JAN-2017,FUTCUR,JPYINR,28-JUN-2017,61.1525000
13-JAN-2017,FUTCUR,JPYINR,27-JUL-2017,61.4475000
13-JAN-2017,FUTCUR,JPYINR,29-AUG-2017,61.8000000
13-JAN-2017,FUTCUR,JPYINR,27-SEP-2017,62.1000000
13-JAN-2017,FUTCUR,JPYINR,27-OCT-2017,62.4125000
13-JAN-2017,FUTCUR,JPYINR,28-NOV-2017,62.7500000
13-JAN-2017,FUTCUR,JPYINR,27-DEC-2017,63.0550000
13-JAN-2017,FUTCUR,USDINR,27-JAN-2017,68.2800000
13-JAN-2017,FUTCUR,USDINR,23-FEB-2017,68.5225000
13-JAN-2017,FUTCUR,USDINR,29-MAR-2017,68.7875000
13-JAN-2017,FUTCUR,USDINR,26-APR-2017,69.0650000
13-JAN-2017,FUTCUR,USDINR,29-MAY-2017,69.2900000
13-JAN-2017,FUTCUR,USDINR,28-JUN-2017,69.4550000
13-JAN-2017,FUTCUR,USDINR,27-JUL-2017,69.7200000
13-JAN-2017,FUTCUR,USDINR,29-AUG-2017,70.1200000
13-JAN-2017,FUTCUR,USDINR,27-SEP-2017,70.3750000
13-JAN-2017,FUTCUR,USDINR,27-OCT-2017,70.2500000
13-JAN-2017,FUTCUR,USDINR,28-NOV-2017,70.4500000
13-JAN-2017,FUTCUR,USDINR,27-DEC-2017,70.6525000
13-JAN-2017,OPTCUR,USDINR,,68.1550000
