DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
11-JAN-2017,FUTIRC,679GS2029,25-JAN-2017,101.9900000
11-JAN-2017,FUTIRC,679GS2029,23-FEB-2017,101.9625000
11-JAN-2017,FUTIRC,679GS2029,30-MAR-2017,101.9175000
11-JAN-2017,FUTIRC,679GS2029,29-JUN-2017,101.7750000
11-JAN-2017,FUTIRC,679GS2029,28-SEP-2017,101.6175000
11-JAN-2017,FUTIRC,679GS2029,28-DEC-2017,101.4375000
11-JAN-2017,FUTIRC,684GS2022,25-JAN-2017,101.8800000
11-JAN-2017,FUTIRC,684GS2022,23-FEB-2017,101.8475000
11-JAN-2017,FUTIRC,684GS2022,30-MAR-2017,101.8000000
11-JAN-2017,FUTIRC,684GS2022,29-JUN-2017,101.6400000
11-JAN-2017,FUTIRC,684GS2022,28-SEP-2017,101.4725000
11-JAN-2017,FUTIRC,684GS2022,28-DEC-2017,101.2725000
11-JAN-2017,FUTIRC,697GS2026,25-JAN-2017,104.0750000
11-JAN-2017,FUTIRC,697GS2026,23-FEB-2017,104.0550000
11-JAN-2017,FUTIRC,697GS2026,30-MAR-2017,104.0025000
11-JAN-2017,FUTIRC,697GS2026,29-JUN-2017,103.8300000
11-JAN-2017,FUTIRC,697GS2026,28-SEP-2017,103.6775000
11-JAN-2017,FUTIRC,697GS2026,28-DEC-2017,103.4625000
11-JAN-2017,FUTIRC,759GS2026,25-JAN-2017,106.9200000
11-JAN-2017,FUTIRC,759GS2026,23-FEB-2017,106.9425000
11-JAN-2017,FUTIRC,759GS2026,30-MAR-2017,106.8525000
11-JAN-2017,FUTIRC,759GS2026,29-JUN-2017,106.5850000
11-JAN-2017,FUTIRC,759GS2026,28-SEP-2017,106.3050000
11-JAN-2017,FUTIRC,759GS2026,28-DEC-2017,105.9900000
11-JAN-2017,FUTIRC,759GS2029,25-JAN-2017,106.4925000
11-JAN-2017,FUTIRC,759GS2029,23-FEB-2017,106.4325000
11-JAN-2017,FUTIRC,759GS2029,30-MAR-2017,106.3475000
11-JAN-2017,FUTIRC,759GS2029,29-JUN-2017,106.0475000
11-JAN-2017,FUTIRC,759GS2029,28-SEP-2017,105.7825000
11-JAN-2017,FUTIRC,759GS2029,28-DEC-2017,105.4375000
11-JAN-2017,FUTIRC,761GS2030,25-JAN-2017,107.6025000
11-JAN-2017,FUTIRC,761GS2030,23-FEB-2017,107.5400000
11-JAN-2017,FUTIRC,761GS2030,30-MAR-2017,107.4600000
11-JAN-2017,FUTIRC,761GS2030,29-JUN-2017,107.1825000
11-JAN-2017,FUTIRC,761GS2030,28-SEP-2017,106.9200000
11-JAN-2017,FUTIRC,761GS2030,28-DEC-2017,106.5975000
11-JAN-2017,FUTIRC,768GS2023,25-JAN-2017,106.0700000
11-JAN-2017,FUTIRC,768GS2023,23-FEB-2017,105.9925000
11-JAN-2017,FUTIRC,768GS2023,30-MAR-2017,105.8925000
11-JAN-2017,FUTIRC,768GS2023,29-JUN-2017,105.5850000
11-JAN-2017,FUTIRC,768GS2023,28-SEP-2017,105.2700000
11-JAN-2017,FUTIRC,768GS2023,28-DEC-2017,104.9175000
11-JAN-2017,FUTIRC,772GS2025,25-JAN-2017,106.6625000
11-JAN-2017,FUTIRC,772GS2025,23-FEB-2017,106.5850000
11-JAN-2017,FUTIRC,772GS2025,30-MAR-2017,106.4875000
11-JAN-2017,FUTIRC,788GS2030,25-JAN-2017,108.5900000
11-JAN-2017,FUTIRC,788GS2030,23-FEB-2017,108.5200000
11-JAN-2017,FUTIRC,788GS2030,30-MAR-2017,108.4175000
11-JAN-2017,FUTIRC,788GS2030,29-JUN-2017,108.0775000
11-JAN-2017,FUTIRC,788GS2030,28-SEP-2017,107.7725000
11-JAN-2017,FUTIRC,788GS2030,28-DEC-2017,107.3850000
11-JAN-2017,FUTIRT,91DTB,25-JAN-2017,98.5047000
11-JAN-2017,FUTIRT,91DTB,22-FEB-2017,98.5249250
11-JAN-2017,FUTIRT,91DTB,29-MAR-2017,98.5543250
11-JAN-2017,FUTIRT,91DTB,28-JUN-2017,98.6199750
