DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
05-JAN-2017,FUTIRC,684GS2022,25-JAN-2017,102.0525000
05-JAN-2017,FUTIRC,684GS2022,23-FEB-2017,102.0225000
05-JAN-2017,FUTIRC,684GS2022,30-MAR-2017,101.9800000
05-JAN-2017,FUTIRC,684GS2022,29-JUN-2017,101.8175000
05-JAN-2017,FUTIRC,684GS2022,28-SEP-2017,101.6475000
05-JAN-2017,FUTIRC,684GS2022,28-DEC-2017,101.4400000
05-JAN-2017,FUTIRC,697GS2026,25-JAN-2017,104.1400000
05-JAN-2017,FUTIRC,697GS2026,23-FEB-2017,104.1200000
05-JAN-2017,FUTIRC,697GS2026,30-MAR-2017,104.0750000
05-JAN-2017,FUTIRC,697GS2026,29-JUN-2017,103.8925000
05-JAN-2017,FUTIRC,697GS2026,28-SEP-2017,103.7400000
05-JAN-2017,FUTIRC,697GS2026,28-DEC-2017,103.5125000
05-JAN-2017,FUTIRC,759GS2026,25-JAN-2017,106.9750000
05-JAN-2017,FUTIRC,759GS2026,23-FEB-2017,107.0525000
05-JAN-2017,FUTIRC,759GS2026,30-MAR-2017,106.9675000
05-JAN-2017,FUTIRC,759GS2026,29-JUN-2017,106.6925000
05-JAN-2017,FUTIRC,759GS2026,28-SEP-2017,106.4125000
05-JAN-2017,FUTIRC,759GS2026,28-DEC-2017,106.0875000
05-JAN-2017,FUTIRC,759GS2029,25-JAN-2017,106.7800000
05-JAN-2017,FUTIRC,759GS2029,23-FEB-2017,106.7225000
05-JAN-2017,FUTIRC,759GS2029,30-MAR-2017,106.6425000
05-JAN-2017,FUTIRC,759GS2029,29-JUN-2017,106.3400000
05-JAN-2017,FUTIRC,759GS2029,28-SEP-2017,106.0775000
05-JAN-2017,FUTIRC,759GS2029,28-DEC-2017,105.7250000
05-JAN-2017,FUTIRC,761GS2030,25-JAN-2017,107.9025000
05-JAN-2017,FUTIRC,761GS2030,23-FEB-2017,107.8450000
05-JAN-2017,FUTIRC,761GS2030,30-MAR-2017,107.7700000
05-JAN-2017,FUTIRC,761GS2030,29-JUN-2017,107.4875000
05-JAN-2017,FUTIRC,761GS2030,28-SEP-2017,107.2275000
05-JAN-2017,FUTIRC,761GS2030,28-DEC-2017,106.8975000
05-JAN-2017,FUTIRC,768GS2023,25-JAN-2017,106.2450000
05-JAN-2017,FUTIRC,768GS2023,23-FEB-2017,106.1675000
05-JAN-2017,FUTIRC,768GS2023,30-MAR-2017,106.0725000
05-JAN-2017,FUTIRC,768GS2023,29-JUN-2017,105.7600000
05-JAN-2017,FUTIRC,768GS2023,28-SEP-2017,105.4450000
05-JAN-2017,FUTIRC,768GS2023,28-DEC-2017,105.0825000
05-JAN-2017,FUTIRC,772GS2025,25-JAN-2017,106.8800000
05-JAN-2017,FUTIRC,772GS2025,23-FEB-2017,106.8050000
05-JAN-2017,FUTIRC,772GS2025,30-MAR-2017,106.7125000
05-JAN-2017,FUTIRC,788GS2030,25-JAN-2017,108.8700000
05-JAN-2017,FUTIRC,788GS2030,23-FEB-2017,108.8000000
05-JAN-2017,FUTIRC,788GS2030,30-MAR-2017,108.7050000
05-JAN-2017,FUTIRC,788GS2030,29-JUN-2017,108.3600000
05-JAN-2017,FUTIRC,788GS2030,28-SEP-2017,108.0575000
05-JAN-2017,FUTIRC,788GS2030,28-DEC-2017,107.6600000
05-JAN-2017,FUTIRT,91DTB,25-JAN-2017,98.5107750
05-JAN-2017,FUTIRT,91DTB,22-FEB-2017,98.5314000
05-JAN-2017,FUTIRT,91DTB,29-MAR-2017,98.5672500
05-JAN-2017,FUTIRT,91DTB,28-JUN-2017,98.6279500
