DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
10-JAN-2017,FUTIRC,679GS2029,25-JAN-2017,102.0225000
10-JAN-2017,FUTIRC,679GS2029,23-FEB-2017,101.9925000
10-JAN-2017,FUTIRC,679GS2029,30-MAR-2017,101.9525000
10-JAN-2017,FUTIRC,679GS2029,29-JUN-2017,101.8075000
10-JAN-2017,FUTIRC,679GS2029,28-SEP-2017,101.6525000
10-JAN-2017,FUTIRC,679GS2029,28-DEC-2017,101.4700000
10-JAN-2017,FUTIRC,684GS2022,25-JAN-2017,101.8775000
10-JAN-2017,FUTIRC,684GS2022,23-FEB-2017,101.8450000
10-JAN-2017,FUTIRC,684GS2022,30-MAR-2017,101.7975000
10-JAN-2017,FUTIRC,684GS2022,29-JUN-2017,101.6375000
10-JAN-2017,FUTIRC,684GS2022,28-SEP-2017,101.4675000
10-JAN-2017,FUTIRC,684GS2022,28-DEC-2017,101.2675000
10-JAN-2017,FUTIRC,697GS2026,25-JAN-2017,104.1050000
10-JAN-2017,FUTIRC,697GS2026,23-FEB-2017,104.0850000
10-JAN-2017,FUTIRC,697GS2026,30-MAR-2017,104.0350000
10-JAN-2017,FUTIRC,697GS2026,29-JUN-2017,103.8600000
10-JAN-2017,FUTIRC,697GS2026,28-SEP-2017,103.7075000
10-JAN-2017,FUTIRC,697GS2026,28-DEC-2017,103.4925000
10-JAN-2017,FUTIRC,759GS2026,25-JAN-2017,106.9325000
10-JAN-2017,FUTIRC,759GS2026,23-FEB-2017,106.9950000
10-JAN-2017,FUTIRC,759GS2026,30-MAR-2017,106.9075000
10-JAN-2017,FUTIRC,759GS2026,29-JUN-2017,106.6375000
10-JAN-2017,FUTIRC,759GS2026,28-SEP-2017,106.3575000
10-JAN-2017,FUTIRC,759GS2026,28-DEC-2017,106.0450000
10-JAN-2017,FUTIRC,759GS2029,25-JAN-2017,106.6100000
10-JAN-2017,FUTIRC,759GS2029,23-FEB-2017,106.5500000
10-JAN-2017,FUTIRC,759GS2029,30-MAR-2017,106.4675000
10-JAN-2017,FUTIRC,759GS2029,29-JUN-2017,106.1675000
10-JAN-2017,FUTIRC,759GS2029,28-SEP-2017,105.9025000
10-JAN-2017,FUTIRC,759GS2029,28-DEC-2017,105.5600000
10-JAN-2017,FUTIRC,761GS2030,25-JAN-2017,107.5975000
10-JAN-2017,FUTIRC,761GS2030,23-FEB-2017,107.5350000
10-JAN-2017,FUTIRC,761GS2030,30-MAR-2017,107.4575000
10-JAN-2017,FUTIRC,761GS2030,29-JUN-2017,107.1775000
10-JAN-2017,FUTIRC,761GS2030,28-SEP-2017,106.9125000
10-JAN-2017,FUTIRC,761GS2030,28-DEC-2017,106.5900000
10-JAN-2017,FUTIRC,768GS2023,25-JAN-2017,106.0875000
10-JAN-2017,FUTIRC,768GS2023,23-FEB-2017,106.0075000
10-JAN-2017,FUTIRC,768GS2023,30-MAR-2017,105.9100000
10-JAN-2017,FUTIRC,768GS2023,29-JUN-2017,105.6025000
10-JAN-2017,FUTIRC,768GS2023,28-SEP-2017,105.2850000
10-JAN-2017,FUTIRC,768GS2023,28-DEC-2017,104.9350000
10-JAN-2017,FUTIRC,772GS2025,25-JAN-2017,106.6600000
10-JAN-2017,FUTIRC,772GS2025,23-FEB-2017,106.5825000
10-JAN-2017,FUTIRC,772GS2025,30-MAR-2017,106.4875000
10-JAN-2017,FUTIRC,788GS2030,25-JAN-2017,108.5625000
10-JAN-2017,FUTIRC,788GS2030,23-FEB-2017,108.5375000
10-JAN-2017,FUTIRC,788GS2030,30-MAR-2017,108.4375000
10-JAN-2017,FUTIRC,788GS2030,29-JUN-2017,108.0950000
10-JAN-2017,FUTIRC,788GS2030,28-SEP-2017,107.7900000
10-JAN-2017,FUTIRC,788GS2030,28-DEC-2017,107.4025000
10-JAN-2017,FUTIRT,91DTB,25-JAN-2017,98.5106750
10-JAN-2017,FUTIRT,91DTB,22-FEB-2017,98.5349250
10-JAN-2017,FUTIRT,91DTB,29-MAR-2017,98.5611750
10-JAN-2017,FUTIRT,91DTB,28-JUN-2017,98.6214750
