DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
09-JAN-2017,FUTIRC,684GS2022,25-JAN-2017,101.8525000
09-JAN-2017,FUTIRC,684GS2022,23-FEB-2017,101.8225000
09-JAN-2017,FUTIRC,684GS2022,30-MAR-2017,101.7750000
09-JAN-2017,FUTIRC,684GS2022,29-JUN-2017,101.6125000
09-JAN-2017,FUTIRC,684GS2022,28-SEP-2017,101.4425000
09-JAN-2017,FUTIRC,684GS2022,28-DEC-2017,101.2425000
09-JAN-2017,FUTIRC,697GS2026,25-JAN-2017,104.0125000
09-JAN-2017,FUTIRC,697GS2026,23-FEB-2017,103.9925000
09-JAN-2017,FUTIRC,697GS2026,30-MAR-2017,103.9425000
09-JAN-2017,FUTIRC,697GS2026,29-JUN-2017,103.7650000
09-JAN-2017,FUTIRC,697GS2026,28-SEP-2017,103.6125000
09-JAN-2017,FUTIRC,697GS2026,28-DEC-2017,103.3950000
09-JAN-2017,FUTIRC,759GS2026,25-JAN-2017,106.8525000
09-JAN-2017,FUTIRC,759GS2026,23-FEB-2017,106.9150000
09-JAN-2017,FUTIRC,759GS2026,30-MAR-2017,106.8250000
09-JAN-2017,FUTIRC,759GS2026,29-JUN-2017,106.5550000
09-JAN-2017,FUTIRC,759GS2026,28-SEP-2017,106.2725000
09-JAN-2017,FUTIRC,759GS2026,28-DEC-2017,105.9575000
09-JAN-2017,FUTIRC,759GS2029,25-JAN-2017,106.5575000
09-JAN-2017,FUTIRC,759GS2029,23-FEB-2017,106.5000000
09-JAN-2017,FUTIRC,759GS2029,30-MAR-2017,106.4150000
09-JAN-2017,FUTIRC,759GS2029,29-JUN-2017,106.1125000
09-JAN-2017,FUTIRC,759GS2029,28-SEP-2017,105.8475000
09-JAN-2017,FUTIRC,759GS2029,28-DEC-2017,105.5050000
09-JAN-2017,FUTIRC,761GS2030,25-JAN-2017,107.5425000
09-JAN-2017,FUTIRC,761GS2030,23-FEB-2017,107.4825000
09-JAN-2017,FUTIRC,761GS2030,30-MAR-2017,107.4025000
09-JAN-2017,FUTIRC,761GS2030,29-JUN-2017,107.1200000
09-JAN-2017,FUTIRC,761GS2030,28-SEP-2017,106.8550000
09-JAN-2017,FUTIRC,761GS2030,28-DEC-2017,106.5325000
09-JAN-2017,FUTIRC,768GS2023,25-JAN-2017,106.0450000
09-JAN-2017,FUTIRC,768GS2023,23-FEB-2017,105.9675000
09-JAN-2017,FUTIRC,768GS2023,30-MAR-2017,105.8675000
09-JAN-2017,FUTIRC,768GS2023,29-JUN-2017,105.5575000
09-JAN-2017,FUTIRC,768GS2023,28-SEP-2017,105.2400000
09-JAN-2017,FUTIRC,768GS2023,28-DEC-2017,104.8875000
09-JAN-2017,FUTIRC,772GS2025,25-JAN-2017,106.6400000
09-JAN-2017,FUTIRC,772GS2025,23-FEB-2017,106.5625000
09-JAN-2017,FUTIRC,772GS2025,30-MAR-2017,106.4675000
09-JAN-2017,FUTIRC,788GS2030,25-JAN-2017,108.6000000
09-JAN-2017,FUTIRC,788GS2030,23-FEB-2017,108.5300000
09-JAN-2017,FUTIRC,788GS2030,30-MAR-2017,108.4300000
09-JAN-2017,FUTIRC,788GS2030,29-JUN-2017,108.0875000
09-JAN-2017,FUTIRC,788GS2030,28-SEP-2017,107.7800000
09-JAN-2017,FUTIRC,788GS2030,28-DEC-2017,107.3925000
09-JAN-2017,FUTIRT,91DTB,25-JAN-2017,98.5089250
09-JAN-2017,FUTIRT,91DTB,22-FEB-2017,98.5252500
09-JAN-2017,FUTIRT,91DTB,29-MAR-2017,98.5526500
09-JAN-2017,FUTIRT,91DTB,28-JUN-2017,98.6277250
