DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
05-Jan-17,EURINR,.503564,9.620576,.482255,9.213465,.482255,9.213465
05-Jan-17,GBPINR,.569769,10.885417,.570526,10.899891,.570526,10.899891
05-Jan-17,JPYINR,.70927,13.550584,.711221,13.587856,.711221,13.587856
05-Jan-17,USDINR,.298545,5.703687,.286894,5.481105,.286894,5.481105
