DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
04-Jan-17,EURINR,.507405,9.693965,.492806,9.415053,.492806,9.415053
04-Jan-17,GBPINR,.584287,11.162787,.587185,11.218152,.587185,11.218152
04-Jan-17,JPYINR,.70881,13.541794,.724344,13.838568,.724344,13.838568
04-Jan-17,USDINR,.306076,5.847571,.29317,5.601009,.29317,5.601009
