DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
12-Jan-17,EURINR,.548044,10.47036,.517255,9.882133,.517255,9.882133
12-Jan-17,GBPINR,.604474,11.548458,.596066,11.387833,.596066,11.387833
12-Jan-17,JPYINR,.725597,13.862516,.727343,13.895864,.727343,13.895864
12-Jan-17,USDINR,.285868,5.461502,.2817,5.381863,.2817,5.381863
