DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
10-Jan-17,EURINR,.529145,10.109309,.508333,9.711679,.508333,9.711679
10-Jan-17,GBPINR,.609057,11.636022,.609378,11.642157,.609378,11.642157
10-Jan-17,JPYINR,.690578,13.193472,.689191,13.166972,.689191,13.166972
10-Jan-17,USDINR,.284249,5.430574,.27821,5.315202,.27821,5.315202
