DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
02-Jan-17,EURINR,.500319,9.558579,.496866,9.492604,.496866,9.492604
02-Jan-17,GBPINR,.607627,11.608698,.611131,11.675633,.611131,11.675633
02-Jan-17,JPYINR,.73258,13.995914,.746102,14.254256,.746102,14.254256
02-Jan-17,USDINR,.305052,5.828004,.29306,5.5989,.29306,5.5989
