DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
11-Jan-17,EURINR,.522359,9.979654,.502897,9.607827,.502897,9.607827
11-Jan-17,GBPINR,.591357,11.297853,.591167,11.294224,.591167,11.294224
11-Jan-17,JPYINR,.669823,12.796949,.668343,12.768676,.668343,12.768676
11-Jan-17,USDINR,.280464,5.358256,.273875,5.232382,.273875,5.232382
