DATE ,SYMBOL,UNDERLYING DAILY VOLATILITY,UNDERLYING ANNUALISED VOLATILITY, FUTURES VOLATILITY,FUTURES ANNUALISED VOLATILITY,APPLICABLE VOLATILITY,APPLICABLE ANNUALISED VOLATILITY
03-Jan-17,EURINR,.52253,9.982912,.507672,9.699059,.507672,9.699059
03-Jan-17,GBPINR,.58921,11.256834,.592643,11.322426,.592643,11.322426
03-Jan-17,JPYINR,.727973,13.9079,.742018,14.176232,.742018,14.176232
03-Jan-17,USDINR,.298216,5.697415,.286752,5.478388,.286752,5.478388
