DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
06-JAN-2017,FUTIDX,BANKNIFTY,25-JAN-2017,18308.00
06-JAN-2017,FUTIDX,BANKNIFTY,23-FEB-2017,18377.35
06-JAN-2017,FUTIDX,BANKNIFTY,30-MAR-2017,18449.95
06-JAN-2017,FUTIDX,DJIA,20-JAN-2017,19842.50
06-JAN-2017,FUTIDX,DJIA,17-FEB-2017,19712.50
06-JAN-2017,FUTIDX,DJIA,17-MAR-2017,20155.00
06-JAN-2017,FUTIDX,DJIA,16-JUN-2017,20487.50
06-JAN-2017,FUTIDX,DJIA,15-SEP-2017,20827.50
06-JAN-2017,FUTIDX,DJIA,15-DEC-2017,21175.00
06-JAN-2017,FUTIDX,FTSE100,20-JAN-2017,7214.00
06-JAN-2017,FUTIDX,FTSE100,17-FEB-2017,7251.00
06-JAN-2017,FUTIDX,FTSE100,17-MAR-2017,7287.00
06-JAN-2017,FUTIDX,FTSE100,16-JUN-2017,7408.00
06-JAN-2017,FUTIDX,FTSE100,15-SEP-2017,7531.00
06-JAN-2017,FUTIDX,FTSE100,15-DEC-2017,7656.00
06-JAN-2017,FUTIDX,NIFTY,25-JAN-2017,8267.65
06-JAN-2017,FUTIDX,NIFTY,23-FEB-2017,8293.75
06-JAN-2017,FUTIDX,NIFTY,30-MAR-2017,8322.10
06-JAN-2017,FUTIDX,NIFTYCPSE,25-JAN-2017,2437.35
06-JAN-2017,FUTIDX,NIFTYCPSE,23-FEB-2017,2466.15
06-JAN-2017,FUTIDX,NIFTYCPSE,30-MAR-2017,2481.80
06-JAN-2017,FUTIDX,NIFTYINFRA,25-JAN-2017,2805.80
06-JAN-2017,FUTIDX,NIFTYINFRA,23-FEB-2017,2820.80
06-JAN-2017,FUTIDX,NIFTYINFRA,30-MAR-2017,2838.70
06-JAN-2017,FUTIDX,NIFTYIT,25-JAN-2017,10132.00
06-JAN-2017,FUTIDX,NIFTYIT,23-FEB-2017,10199.00
06-JAN-2017,FUTIDX,NIFTYIT,30-MAR-2017,10264.00
06-JAN-2017,FUTIDX,NIFTYMID50,25-JAN-2017,3779.35
06-JAN-2017,FUTIDX,NIFTYMID50,23-FEB-2017,3799.55
06-JAN-2017,FUTIDX,NIFTYMID50,30-MAR-2017,3823.70
06-JAN-2017,FUTIDX,NIFTYPSE,25-JAN-2017,3846.05
06-JAN-2017,FUTIDX,NIFTYPSE,23-FEB-2017,3866.60
06-JAN-2017,FUTIDX,NIFTYPSE,30-MAR-2017,3891.15
06-JAN-2017,FUTIDX,S&P500,20-JAN-2017,2263.50
06-JAN-2017,FUTIDX,S&P500,17-FEB-2017,2286.50
06-JAN-2017,FUTIDX,S&P500,17-MAR-2017,2298.00
06-JAN-2017,FUTIDX,S&P500,16-JUN-2017,2336.25
06-JAN-2017,FUTIDX,S&P500,15-SEP-2017,2375.00
06-JAN-2017,FUTIDX,S&P500,15-DEC-2017,2414.25
06-JAN-2017,FUTIVX,INDIAVIX,10-JAN-2017,1494.00
06-JAN-2017,FUTIVX,INDIAVIX,17-JAN-2017,1496.75
06-JAN-2017,FUTIVX,INDIAVIX,24-JAN-2017,1492.25
06-JAN-2017,FUTSTK,ABIRLANUVO,25-JAN-2017,1276.60
06-JAN-2017,FUTSTK,ABIRLANUVO,23-FEB-2017,1283.85
06-JAN-2017,FUTSTK,ABIRLANUVO,30-MAR-2017,1290.50
06-JAN-2017,FUTSTK,ACC,25-JAN-2017,1338.45
06-JAN-2017,FUTSTK,ACC,23-FEB-2017,1339.35
06-JAN-2017,FUTSTK,ACC,30-MAR-2017,1354.10
06-JAN-2017,FUTSTK,ADANIENT,25-JAN-2017,79.05
06-JAN-2017,FUTSTK,ADANIENT,23-FEB-2017,79.35
06-JAN-2017,FUTSTK,ADANIENT,30-MAR-2017,79.85
06-JAN-2017,FUTSTK,ADANIPORTS,25-JAN-2017,286.50
06-JAN-2017,FUTSTK,ADANIPORTS,23-FEB-2017,287.15
06-JAN-2017,FUTSTK,ADANIPORTS,30-MAR-2017,290.40
06-JAN-2017,FUTSTK,ADANIPOWER,25-JAN-2017,32.70
06-JAN-2017,FUTSTK,ADANIPOWER,23-FEB-2017,32.85
06-JAN-2017,FUTSTK,ADANIPOWER,30-MAR-2017,33.20
06-JAN-2017,FUTSTK,AJANTPHARM,25-JAN-2017,1798.00
06-JAN-2017,FUTSTK,AJANTPHARM,23-FEB-2017,1814.50
06-JAN-2017,FUTSTK,AJANTPHARM,30-MAR-2017,1826.00
06-JAN-2017,FUTSTK,ALBK,25-JAN-2017,63.20
06-JAN-2017,FUTSTK,ALBK,23-FEB-2017,63.10
06-JAN-2017,FUTSTK,ALBK,30-MAR-2017,63.20
06-JAN-2017,FUTSTK,AMARAJABAT,25-JAN-2017,923.00
06-JAN-2017,FUTSTK,AMARAJABAT,23-FEB-2017,938.55
06-JAN-2017,FUTSTK,AMARAJABAT,30-MAR-2017,944.50
06-JAN-2017,FUTSTK,AMBUJACEM,25-JAN-2017,213.45
06-JAN-2017,FUTSTK,AMBUJACEM,23-FEB-2017,214.45
06-JAN-2017,FUTSTK,AMBUJACEM,30-MAR-2017,215.85
06-JAN-2017,FUTSTK,ANDHRABANK,25-JAN-2017,48.50
