DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
11-JAN-2017,FUTIDX,BANKNIFTY,25-JAN-2017,18839.55
11-JAN-2017,FUTIDX,BANKNIFTY,23-FEB-2017,18909.60
11-JAN-2017,FUTIDX,BANKNIFTY,30-MAR-2017,18962.30
11-JAN-2017,FUTIDX,DJIA,20-JAN-2017,19862.50
11-JAN-2017,FUTIDX,DJIA,17-FEB-2017,19990.00
11-JAN-2017,FUTIDX,DJIA,17-MAR-2017,20092.50
11-JAN-2017,FUTIDX,DJIA,16-JUN-2017,20425.00
11-JAN-2017,FUTIDX,DJIA,15-SEP-2017,20762.50
11-JAN-2017,FUTIDX,DJIA,15-DEC-2017,21107.50
11-JAN-2017,FUTIDX,FTSE100,20-JAN-2017,7287.00
11-JAN-2017,FUTIDX,FTSE100,17-FEB-2017,7325.00
11-JAN-2017,FUTIDX,FTSE100,17-MAR-2017,7362.00
11-JAN-2017,FUTIDX,FTSE100,16-JUN-2017,7484.00
11-JAN-2017,FUTIDX,FTSE100,15-SEP-2017,7608.00
11-JAN-2017,FUTIDX,FTSE100,15-DEC-2017,7734.00
11-JAN-2017,FUTIDX,NIFTY,25-JAN-2017,8387.20
11-JAN-2017,FUTIDX,NIFTY,23-FEB-2017,8413.55
11-JAN-2017,FUTIDX,NIFTY,30-MAR-2017,8437.00
11-JAN-2017,FUTIDX,NIFTYCPSE,25-JAN-2017,2459.80
11-JAN-2017,FUTIDX,NIFTYCPSE,23-FEB-2017,2492.60
11-JAN-2017,FUTIDX,NIFTYCPSE,30-MAR-2017,2508.40
11-JAN-2017,FUTIDX,NIFTYINFRA,25-JAN-2017,2837.50
11-JAN-2017,FUTIDX,NIFTYINFRA,23-FEB-2017,2852.60
11-JAN-2017,FUTIDX,NIFTYINFRA,30-MAR-2017,2870.70
11-JAN-2017,FUTIDX,NIFTYIT,25-JAN-2017,10224.00
11-JAN-2017,FUTIDX,NIFTYIT,23-FEB-2017,10301.00
11-JAN-2017,FUTIDX,NIFTYIT,30-MAR-2017,10366.00
11-JAN-2017,FUTIDX,NIFTYMID50,25-JAN-2017,3865.25
11-JAN-2017,FUTIDX,NIFTYMID50,23-FEB-2017,3885.80
11-JAN-2017,FUTIDX,NIFTYMID50,30-MAR-2017,3910.50
11-JAN-2017,FUTIDX,NIFTYPSE,25-JAN-2017,3891.10
11-JAN-2017,FUTIDX,NIFTYPSE,23-FEB-2017,3911.80
11-JAN-2017,FUTIDX,NIFTYPSE,30-MAR-2017,3936.65
11-JAN-2017,FUTIDX,S&P500,20-JAN-2017,2269.50
11-JAN-2017,FUTIDX,S&P500,17-FEB-2017,2262.00
11-JAN-2017,FUTIDX,S&P500,17-MAR-2017,2295.75
11-JAN-2017,FUTIDX,S&P500,16-JUN-2017,2334.00
11-JAN-2017,FUTIDX,S&P500,15-SEP-2017,2372.75
