DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
12-JAN-2017,FUTIDX,BANKNIFTY,25-JAN-2017,18901.30
12-JAN-2017,FUTIDX,BANKNIFTY,23-FEB-2017,18967.70
12-JAN-2017,FUTIDX,BANKNIFTY,30-MAR-2017,19019.85
12-JAN-2017,FUTIDX,DJIA,20-JAN-2017,19872.50
12-JAN-2017,FUTIDX,DJIA,17-FEB-2017,20085.00
12-JAN-2017,FUTIDX,DJIA,17-MAR-2017,20187.50
12-JAN-2017,FUTIDX,DJIA,16-JUN-2017,20522.50
12-JAN-2017,FUTIDX,DJIA,15-SEP-2017,20865.00
12-JAN-2017,FUTIDX,DJIA,15-DEC-2017,21210.00
12-JAN-2017,FUTIDX,FTSE100,20-JAN-2017,7301.00
12-JAN-2017,FUTIDX,FTSE100,17-FEB-2017,7339.00
12-JAN-2017,FUTIDX,FTSE100,17-MAR-2017,7376.00
12-JAN-2017,FUTIDX,FTSE100,16-JUN-2017,7498.00
12-JAN-2017,FUTIDX,FTSE100,15-SEP-2017,7623.00
12-JAN-2017,FUTIDX,FTSE100,15-DEC-2017,7750.00
12-JAN-2017,FUTIDX,NIFTY,25-JAN-2017,8418.00
12-JAN-2017,FUTIDX,NIFTY,23-FEB-2017,8442.95
12-JAN-2017,FUTIDX,NIFTY,30-MAR-2017,8463.55
12-JAN-2017,FUTIDX,NIFTYCPSE,25-JAN-2017,2476.90
12-JAN-2017,FUTIDX,NIFTYCPSE,23-FEB-2017,2506.35
12-JAN-2017,FUTIDX,NIFTYCPSE,30-MAR-2017,2522.30
12-JAN-2017,FUTIDX,NIFTYINFRA,25-JAN-2017,2896.65
12-JAN-2017,FUTIDX,NIFTYINFRA,23-FEB-2017,2912.10
12-JAN-2017,FUTIDX,NIFTYINFRA,30-MAR-2017,2930.60
12-JAN-2017,FUTIDX,NIFTYIT,25-JAN-2017,10400.00
12-JAN-2017,FUTIDX,NIFTYIT,23-FEB-2017,10479.00
12-JAN-2017,FUTIDX,NIFTYIT,30-MAR-2017,10545.00
12-JAN-2017,FUTIDX,NIFTYMID50,25-JAN-2017,3861.00
12-JAN-2017,FUTIDX,NIFTYMID50,23-FEB-2017,3881.60
12-JAN-2017,FUTIDX,NIFTYMID50,30-MAR-2017,3906.25
12-JAN-2017,FUTIDX,NIFTYPSE,25-JAN-2017,3950.25
12-JAN-2017,FUTIDX,NIFTYPSE,23-FEB-2017,3971.30
12-JAN-2017,FUTIDX,NIFTYPSE,30-MAR-2017,3996.55
12-JAN-2017,FUTIDX,S&P500,20-JAN-2017,2266.50
12-JAN-2017,FUTIDX,S&P500,17-FEB-2017,2259.50
12-JAN-2017,FUTIDX,S&P500,17-MAR-2017,2302.00
12-JAN-2017,FUTIDX,S&P500,16-JUN-2017,2340.25
12-JAN-2017,FUTIDX,S&P500,15-SEP-2017,2379.00
12-JAN-2017,FUTIDX,S&P500,15-DEC-2017,2418.75
12-JAN-2017,FUTIVX,INDIAVIX,17-JAN-2017,1469.75
12-JAN-2017,FUTIVX,INDIAVIX,24-JAN-2017,1489.75
12-JAN-2017,FUTIVX,INDIAVIX,31-JAN-2017,1487.75
12-JAN-2017,FUTSTK,ABIRLANUVO,25-JAN-2017,1275.25
12-JAN-2017,FUTSTK,ABIRLANUVO,23-FEB-2017,1279.75
12-JAN-2017,FUTSTK,ABIRLANUVO,30-MAR-2017,1287.90
12-JAN-2017,FUTSTK,ACC,25-JAN-2017,1345.95
12-JAN-2017,FUTSTK,ACC,23-FEB-2017,1351.85
12-JAN-2017,FUTSTK,ACC,30-MAR-2017,1360.45
12-JAN-2017,FUTSTK,ADANIENT,25-JAN-2017,80.50
12-JAN-2017,FUTSTK,ADANIENT,23-FEB-2017,80.80
12-JAN-2017,FUTSTK,ADANIENT,30-MAR-2017,81.30
12-JAN-2017,FUTSTK,ADANIPORTS,25-JAN-2017,293.40
12-JAN-2017,FUTSTK,ADANIPORTS,23-FEB-2017,294.25
12-JAN-2017,FUTSTK,ADANIPORTS,30-MAR-2017,296.90
12-JAN-2017,FUTSTK,ADANIPOWER,25-JAN-2017,36.65
12-JAN-2017,FUTSTK,ADANIPOWER,23-FEB-2017,36.80
12-JAN-2017,FUTSTK,ADANIPOWER,30-MAR-2017,37.00
12-JAN-2017,FUTSTK,AJANTPHARM,25-JAN-2017,1798.70
12-JAN-2017,FUTSTK,AJANTPHARM,23-FEB-2017,1808.35
12-JAN-2017,FUTSTK,AJANTPHARM,30-MAR-2017,1819.85
12-JAN-2017,FUTSTK,ALBK,25-JAN-2017,65.55
12-JAN-2017,FUTSTK,ALBK,23-FEB-2017,65.60
12-JAN-2017,FUTSTK,ALBK,30-MAR-2017,66.70
12-JAN-2017,FUTSTK,AMARAJABAT,25-JAN-2017,898.20
12-JAN-2017,FUTSTK,AMARAJABAT,23-FEB-2017,902.35
12-JAN-2017,FUTSTK,AMARAJABAT,30-MAR-2017,908.10
12-JAN-2017,FUTSTK,AMBUJACEM,25-JAN-2017,214.65
12-JAN-2017,FUTSTK,AMBUJACEM,23-FEB-2017,215.00
12-JAN-2017,FUTSTK,AMBUJACEM,30-MAR-2017,217.30
12-JAN-2017,FUTSTK,ANDHRABANK,25-JAN-2017,49.65
12-JAN-2017,FUTSTK,ANDHRABANK,23-FEB-2017,49.85
12-JAN-2017,FUTSTK,ANDHRABANK,30-MAR-2017,50.15
12-JAN-2017,FUTSTK,APOLLOHOSP,25-JAN-2017,1209.10
12-JAN-2017,FUTSTK,APOLLOHOSP,23-FEB-2017,1212.25
12-JAN-2017,FUTSTK,APOLLOHOSP,30-MAR-2017,1222.95
12-JAN-2017,FUTSTK,APOLLOTYRE,25-JAN-2017,195.10
12-JAN-2017,FUTSTK,APOLLOTYRE,23-FEB-2017,195.65
12-JAN-2017,FUTSTK,APOLLOTYRE,30-MAR-2017,197.55
12-JAN-2017,FUTSTK,ARVIND,25-JAN-2017,361.25
12-JAN-2017,FUTSTK,ARVIND,23-FEB-2017,362.40
12-JAN-2017,FUTSTK,ARVIND,30-MAR-2017,364.70
12-JAN-2017,FUTSTK,ASHOKLEY,25-JAN-2017,84.65
12-JAN-2017,FUTSTK,ASHOKLEY,23-FEB-2017,84.85
12-JAN-2017,FUTSTK,ASHOKLEY,30-MAR-2017,85.50
12-JAN-2017,FUTSTK,ASIANPAINT,25-JAN-2017,933.85
12-JAN-2017,FUTSTK,ASIANPAINT,23-FEB-2017,936.85
12-JAN-2017,FUTSTK,ASIANPAINT,30-MAR-2017,946.70
12-JAN-2017,FUTSTK,AUROPHARMA,25-JAN-2017,696.60
12-JAN-2017,FUTSTK,AUROPHARMA,23-FEB-2017,699.35
12-JAN-2017,FUTSTK,AUROPHARMA,30-MAR-2017,704.60
12-JAN-2017,FUTSTK,AXISBANK,25-JAN-2017,455.40
12-JAN-2017,FUTSTK,AXISBANK,23-FEB-2017,457.25
12-JAN-2017,FUTSTK,AXISBANK,30-MAR-2017,461.60
12-JAN-2017,FUTSTK,BAJAJ-AUTO,25-JAN-2017,2737.40
12-JAN-2017,FUTSTK,BAJAJ-AUTO,23-FEB-2017,2749.45
12-JAN-2017,FUTSTK,BAJAJ-AUTO,30-MAR-2017,2775.60
12-JAN-2017,FUTSTK,BAJFINANCE,25-JAN-2017,892.75
12-JAN-2017,FUTSTK,BAJFINANCE,23-FEB-2017,892.85
12-JAN-2017,FUTSTK,BAJFINANCE,30-MAR-2017,903.75
12-JAN-2017,FUTSTK,BANKBARODA,25-JAN-2017,158.90
12-JAN-2017,FUTSTK,BANKBARODA,23-FEB-2017,158.95
12-JAN-2017,FUTSTK,BANKBARODA,30-MAR-2017,160.95
12-JAN-2017,FUTSTK,BANKINDIA,25-JAN-2017,114.10
12-JAN-2017,FUTSTK,BANKINDIA,23-FEB-2017,113.65
12-JAN-2017,FUTSTK,BANKINDIA,30-MAR-2017,115.75
12-JAN-2017,FUTSTK,BATAINDIA,25-JAN-2017,485.50
12-JAN-2017,FUTSTK,BATAINDIA,23-FEB-2017,481.45
12-JAN-2017,FUTSTK,BATAINDIA,30-MAR-2017,492.35
12-JAN-2017,FUTSTK,BEL,25-JAN-2017,1550.90
12-JAN-2017,FUTSTK,BEL,23-FEB-2017,1547.15
12-JAN-2017,FUTSTK,BEL,30-MAR-2017,1572.70
12-JAN-2017,FUTSTK,BEML,25-JAN-2017,1225.85
12-JAN-2017,FUTSTK,BEML,23-FEB-2017,1222.45
12-JAN-2017,FUTSTK,BEML,30-MAR-2017,1239.95
12-JAN-2017,FUTSTK,BHARATFIN,25-JAN-2017,664.20
12-JAN-2017,FUTSTK,BHARATFIN,23-FEB-2017,666.85
12-JAN-2017,FUTSTK,BHARATFIN,30-MAR-2017,672.35
12-JAN-2017,FUTSTK,BHARATFORG,25-JAN-2017,954.80
12-JAN-2017,FUTSTK,BHARATFORG,23-FEB-2017,955.55
12-JAN-2017,FUTSTK,BHARATFORG,30-MAR-2017,964.90
12-JAN-2017,FUTSTK,BHARTIARTL,25-JAN-2017,321.15
12-JAN-2017,FUTSTK,BHARTIARTL,23-FEB-2017,319.90
12-JAN-2017,FUTSTK,BHARTIARTL,30-MAR-2017,326.35
12-JAN-2017,FUTSTK,BHEL,25-JAN-2017,128.45
12-JAN-2017,FUTSTK,BHEL,23-FEB-2017,128.50
12-JAN-2017,FUTSTK,BHEL,30-MAR-2017,129.75
12-JAN-2017,FUTSTK,BIOCON,25-JAN-2017,1008.65
12-JAN-2017,FUTSTK,BIOCON,23-FEB-2017,1012.20
12-JAN-2017,FUTSTK,BIOCON,30-MAR-2017,1027.40
12-JAN-2017,FUTSTK,BOSCHLTD,25-JAN-2017,21445.70
12-JAN-2017,FUTSTK,BOSCHLTD,23-FEB-2017,21613.10
12-JAN-2017,FUTSTK,BOSCHLTD,30-MAR-2017,21750.50
12-JAN-2017,FUTSTK,BPCL,25-JAN-2017,657.95
12-JAN-2017,FUTSTK,BPCL,23-FEB-2017,651.70
12-JAN-2017,FUTSTK,BPCL,30-MAR-2017,668.60
12-JAN-2017,FUTSTK,BRITANNIA,25-JAN-2017,2949.65
12-JAN-2017,FUTSTK,BRITANNIA,23-FEB-2017,2970.35
12-JAN-2017,FUTSTK,BRITANNIA,30-MAR-2017,2989.20
12-JAN-2017,FUTSTK,CADILAHC,25-JAN-2017,351.35
12-JAN-2017,FUTSTK,CADILAHC,23-FEB-2017,353.00
12-JAN-2017,FUTSTK,CADILAHC,30-MAR-2017,355.00
12-JAN-2017,FUTSTK,CAIRN,25-JAN-2017,267.20
12-JAN-2017,FUTSTK,CAIRN,23-FEB-2017,267.60
12-JAN-2017,FUTSTK,CAIRN,30-MAR-2017,270.85
12-JAN-2017,FUTSTK,CANBK,25-JAN-2017,273.00
12-JAN-2017,FUTSTK,CANBK,23-FEB-2017,270.85
12-JAN-2017,FUTSTK,CANBK,30-MAR-2017,279.05
12-JAN-2017,FUTSTK,CASTROLIND,25-JAN-2017,397.45
12-JAN-2017,FUTSTK,CASTROLIND,23-FEB-2017,399.60
12-JAN-2017,FUTSTK,CASTROLIND,30-MAR-2017,402.50
12-JAN-2017,FUTSTK,CEATLTD,25-JAN-2017,1202.95
12-JAN-2017,FUTSTK,CEATLTD,23-FEB-2017,1200.75
12-JAN-2017,FUTSTK,CEATLTD,30-MAR-2017,1222.15
12-JAN-2017,FUTSTK,CENTURYTEX,25-JAN-2017,820.40
12-JAN-2017,FUTSTK,CENTURYTEX,23-FEB-2017,823.85
12-JAN-2017,FUTSTK,CENTURYTEX,30-MAR-2017,831.10
12-JAN-2017,FUTSTK,CESC,25-JAN-2017,666.80
12-JAN-2017,FUTSTK,CESC,23-FEB-2017,668.90
12-JAN-2017,FUTSTK,CESC,30-MAR-2017,673.90
12-JAN-2017,FUTSTK,CIPLA,25-JAN-2017,586.50
12-JAN-2017,FUTSTK,CIPLA,23-FEB-2017,588.30
12-JAN-2017,FUTSTK,CIPLA,30-MAR-2017,594.50
12-JAN-2017,FUTSTK,COALINDIA,25-JAN-2017,308.85
12-JAN-2017,FUTSTK,COALINDIA,23-FEB-2017,301.50
12-JAN-2017,FUTSTK,COALINDIA,30-MAR-2017,296.65
12-JAN-2017,FUTSTK,COLPAL,25-JAN-2017,892.20
12-JAN-2017,FUTSTK,COLPAL,23-FEB-2017,893.00
12-JAN-2017,FUTSTK,COLPAL,30-MAR-2017,903.20
12-JAN-2017,FUTSTK,CONCOR,25-JAN-2017,1209.50
12-JAN-2017,FUTSTK,CONCOR,23-FEB-2017,1204.30
12-JAN-2017,FUTSTK,CONCOR,30-MAR-2017,1234.45
12-JAN-2017,FUTSTK,CROMPGREAV,25-JAN-2017,64.45
12-JAN-2017,FUTSTK,CROMPGREAV,23-FEB-2017,64.35
12-JAN-2017,FUTSTK,CROMPGREAV,30-MAR-2017,65.25
12-JAN-2017,FUTSTK,CUMMINSIND,25-JAN-2017,846.15
12-JAN-2017,FUTSTK,CUMMINSIND,23-FEB-2017,853.60
12-JAN-2017,FUTSTK,CUMMINSIND,30-MAR-2017,859.00
12-JAN-2017,FUTSTK,DABUR,25-JAN-2017,280.05
12-JAN-2017,FUTSTK,DABUR,23-FEB-2017,281.00
12-JAN-2017,FUTSTK,DABUR,30-MAR-2017,282.80
12-JAN-2017,FUTSTK,DCBBANK,25-JAN-2017,119.85
12-JAN-2017,FUTSTK,DCBBANK,23-FEB-2017,120.10
12-JAN-2017,FUTSTK,DCBBANK,30-MAR-2017,120.85
12-JAN-2017,FUTSTK,DHFL,25-JAN-2017,267.35
12-JAN-2017,FUTSTK,DHFL,23-FEB-2017,267.30
12-JAN-2017,FUTSTK,DHFL,30-MAR-2017,270.80
12-JAN-2017,FUTSTK,DISHTV,25-JAN-2017,87.60
12-JAN-2017,FUTSTK,DISHTV,23-FEB-2017,88.00
12-JAN-2017,FUTSTK,DISHTV,30-MAR-2017,88.45
12-JAN-2017,FUTSTK,DIVISLAB,25-JAN-2017,739.00
12-JAN-2017,FUTSTK,DIVISLAB,23-FEB-2017,742.15
12-JAN-2017,FUTSTK,DIVISLAB,30-MAR-2017,748.70
12-JAN-2017,FUTSTK,DLF,25-JAN-2017,125.70
12-JAN-2017,FUTSTK,DLF,23-FEB-2017,125.85
12-JAN-2017,FUTSTK,DLF,30-MAR-2017,127.05
12-JAN-2017,FUTSTK,DRREDDY,25-JAN-2017,3016.45
12-JAN-2017,FUTSTK,DRREDDY,23-FEB-2017,3028.65
12-JAN-2017,FUTSTK,DRREDDY,30-MAR-2017,3050.75
12-JAN-2017,FUTSTK,EICHERMOT,25-JAN-2017,22910.00
12-JAN-2017,FUTSTK,EICHERMOT,23-FEB-2017,23000.05
12-JAN-2017,FUTSTK,EICHERMOT,30-MAR-2017,23147.05
12-JAN-2017,FUTSTK,ENGINERSIN,25-JAN-2017,155.40
12-JAN-2017,FUTSTK,ENGINERSIN,23-FEB-2017,154.95
12-JAN-2017,FUTSTK,ENGINERSIN,30-MAR-2017,157.00
12-JAN-2017,FUTSTK,EXIDEIND,25-JAN-2017,184.70
12-JAN-2017,FUTSTK,EXIDEIND,23-FEB-2017,185.00
12-JAN-2017,FUTSTK,EXIDEIND,30-MAR-2017,187.00
12-JAN-2017,FUTSTK,FEDERALBNK,25-JAN-2017,72.50
12-JAN-2017,FUTSTK,FEDERALBNK,23-FEB-2017,72.85
12-JAN-2017,FUTSTK,FEDERALBNK,30-MAR-2017,73.40
12-JAN-2017,FUTSTK,GAIL,25-JAN-2017,442.10
12-JAN-2017,FUTSTK,GAIL,23-FEB-2017,439.30
12-JAN-2017,FUTSTK,GAIL,30-MAR-2017,448.30
12-JAN-2017,FUTSTK,GLENMARK,25-JAN-2017,892.35
12-JAN-2017,FUTSTK,GLENMARK,23-FEB-2017,897.20
12-JAN-2017,FUTSTK,GLENMARK,30-MAR-2017,902.90
