DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
05-JAN-2017,FUTIDX,BANKNIFTY,25-JAN-2017,18137.50
05-JAN-2017,FUTIDX,BANKNIFTY,23-FEB-2017,18209.85
05-JAN-2017,FUTIDX,BANKNIFTY,30-MAR-2017,18267.60
05-JAN-2017,FUTIDX,DJIA,20-JAN-2017,19885.00
05-JAN-2017,FUTIDX,DJIA,17-FEB-2017,20097.50
05-JAN-2017,FUTIDX,DJIA,17-MAR-2017,20200.00
05-JAN-2017,FUTIDX,DJIA,16-JUN-2017,20532.50
05-JAN-2017,FUTIDX,DJIA,15-SEP-2017,20870.00
05-JAN-2017,FUTIDX,DJIA,15-DEC-2017,21212.50
05-JAN-2017,FUTIDX,FTSE100,20-JAN-2017,7209.00
05-JAN-2017,FUTIDX,FTSE100,17-FEB-2017,7246.00
05-JAN-2017,FUTIDX,FTSE100,17-MAR-2017,7282.00
05-JAN-2017,FUTIDX,FTSE100,16-JUN-2017,7402.00
05-JAN-2017,FUTIDX,FTSE100,15-SEP-2017,7524.00
05-JAN-2017,FUTIDX,FTSE100,15-DEC-2017,7648.00
05-JAN-2017,FUTIDX,NIFTY,25-JAN-2017,8288.20
05-JAN-2017,FUTIDX,NIFTY,23-FEB-2017,8312.95
05-JAN-2017,FUTIDX,NIFTY,30-MAR-2017,8339.60
05-JAN-2017,FUTIDX,NIFTYCPSE,25-JAN-2017,2431.65
05-JAN-2017,FUTIDX,NIFTYCPSE,23-FEB-2017,2468.40
05-JAN-2017,FUTIDX,NIFTYCPSE,30-MAR-2017,2483.95
05-JAN-2017,FUTIDX,NIFTYINFRA,25-JAN-2017,2817.00
05-JAN-2017,FUTIDX,NIFTYINFRA,23-FEB-2017,2831.90
05-JAN-2017,FUTIDX,NIFTYINFRA,30-MAR-2017,2849.75
05-JAN-2017,FUTIDX,NIFTYIT,25-JAN-2017,10419.00
05-JAN-2017,FUTIDX,NIFTYIT,23-FEB-2017,10492.00
05-JAN-2017,FUTIDX,NIFTYIT,30-MAR-2017,10558.00
05-JAN-2017,FUTIDX,NIFTYMID50,25-JAN-2017,3792.45
05-JAN-2017,FUTIDX,NIFTYMID50,23-FEB-2017,3812.50
05-JAN-2017,FUTIDX,NIFTYMID50,30-MAR-2017,3836.50
05-JAN-2017,FUTIDX,NIFTYPSE,25-JAN-2017,3863.85
05-JAN-2017,FUTIDX,NIFTYPSE,23-FEB-2017,3884.30
05-JAN-2017,FUTIDX,NIFTYPSE,30-MAR-2017,3908.75
05-JAN-2017,FUTIDX,S&P500,20-JAN-2017,2265.25
05-JAN-2017,FUTIDX,S&P500,17-FEB-2017,2288.50
05-JAN-2017,FUTIDX,S&P500,17-MAR-2017,2300.00
05-JAN-2017,FUTIDX,S&P500,16-JUN-2017,2337.75
05-JAN-2017,FUTIDX,S&P500,15-SEP-2017,2376.25
05-JAN-2017,FUTIDX,S&P500,15-DEC-2017,2415.50
05-JAN-2017,FUTIVX,INDIAVIX,10-JAN-2017,1506.50
