DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
02-JAN-2017,FUTIDX,BANKNIFTY,25-JAN-2017,18034.30
02-JAN-2017,FUTIDX,BANKNIFTY,23-FEB-2017,18102.20
02-JAN-2017,FUTIDX,BANKNIFTY,30-MAR-2017,18182.40
02-JAN-2017,FUTIDX,DJIA,20-JAN-2017,19785.00
02-JAN-2017,FUTIDX,DJIA,17-FEB-2017,19925.00
02-JAN-2017,FUTIDX,DJIA,17-MAR-2017,20025.00
02-JAN-2017,FUTIDX,DJIA,16-JUN-2017,20350.00
02-JAN-2017,FUTIDX,DJIA,15-SEP-2017,20680.00
02-JAN-2017,FUTIDX,DJIA,15-DEC-2017,21015.00
02-JAN-2017,FUTIDX,FTSE100,20-JAN-2017,7166.00
02-JAN-2017,FUTIDX,FTSE100,17-FEB-2017,7202.00
02-JAN-2017,FUTIDX,FTSE100,17-MAR-2017,7237.00
02-JAN-2017,FUTIDX,FTSE100,16-JUN-2017,7355.00
02-JAN-2017,FUTIDX,FTSE100,15-SEP-2017,7474.00
02-JAN-2017,FUTIDX,FTSE100,15-DEC-2017,7596.00
02-JAN-2017,FUTIDX,NIFTY,25-JAN-2017,8192.10
02-JAN-2017,FUTIDX,NIFTY,23-FEB-2017,8216.45
02-JAN-2017,FUTIDX,NIFTY,30-MAR-2017,8247.85
02-JAN-2017,FUTIDX,NIFTYCPSE,25-JAN-2017,2345.00
02-JAN-2017,FUTIDX,NIFTYCPSE,23-FEB-2017,2377.65
02-JAN-2017,FUTIDX,NIFTYCPSE,30-MAR-2017,2392.45
02-JAN-2017,FUTIDX,NIFTYINFRA,25-JAN-2017,2747.95
02-JAN-2017,FUTIDX,NIFTYINFRA,23-FEB-2017,2762.10
02-JAN-2017,FUTIDX,NIFTYINFRA,30-MAR-2017,2779.30
02-JAN-2017,FUTIDX,NIFTYIT,25-JAN-2017,10376.00
02-JAN-2017,FUTIDX,NIFTYIT,23-FEB-2017,10463.00
02-JAN-2017,FUTIDX,NIFTYIT,30-MAR-2017,10528.00
02-JAN-2017,FUTIDX,NIFTYMID50,25-JAN-2017,3711.45
02-JAN-2017,FUTIDX,NIFTYMID50,23-FEB-2017,3730.60
02-JAN-2017,FUTIDX,NIFTYMID50,30-MAR-2017,3753.80
02-JAN-2017,FUTIDX,NIFTYPSE,25-JAN-2017,3731.15
02-JAN-2017,FUTIDX,NIFTYPSE,23-FEB-2017,3750.45
02-JAN-2017,FUTIDX,NIFTYPSE,30-MAR-2017,3773.75
02-JAN-2017,FUTIDX,S&P500,20-JAN-2017,2242.00
02-JAN-2017,FUTIDX,S&P500,17-FEB-2017,2257.25
02-JAN-2017,FUTIDX,S&P500,17-MAR-2017,2268.50
02-JAN-2017,FUTIDX,S&P500,16-JUN-2017,2305.25
02-JAN-2017,FUTIDX,S&P500,15-SEP-2017,2342.75
02-JAN-2017,FUTIDX,S&P500,15-DEC-2017,2380.75
02-JAN-2017,FUTIVX,INDIAVIX,03-JAN-2017,1587.00
02-JAN-2017,FUTIVX,INDIAVIX,10-JAN-2017,1587.00
02-JAN-2017,FUTIVX,INDIAVIX,17-JAN-2017,1569.75
02-JAN-2017,FUTSTK,ABIRLANUVO,25-JAN-2017,1295.60
02-JAN-2017,FUTSTK,ABIRLANUVO,23-FEB-2017,1302.40
02-JAN-2017,FUTSTK,ABIRLANUVO,30-MAR-2017,1310.15
02-JAN-2017,FUTSTK,ACC,25-JAN-2017,1357.90
02-JAN-2017,FUTSTK,ACC,23-FEB-2017,1364.40
02-JAN-2017,FUTSTK,ACC,30-MAR-2017,1372.90
02-JAN-2017,FUTSTK,ADANIENT,25-JAN-2017,77.30
02-JAN-2017,FUTSTK,ADANIENT,23-FEB-2017,77.70
02-JAN-2017,FUTSTK,ADANIENT,30-MAR-2017,78.15
02-JAN-2017,FUTSTK,ADANIPORTS,25-JAN-2017,274.85
02-JAN-2017,FUTSTK,ADANIPORTS,23-FEB-2017,275.90
02-JAN-2017,FUTSTK,ADANIPORTS,30-MAR-2017,278.05
02-JAN-2017,FUTSTK,ADANIPOWER,25-JAN-2017,30.75
02-JAN-2017,FUTSTK,ADANIPOWER,23-FEB-2017,30.95
02-JAN-2017,FUTSTK,ADANIPOWER,30-MAR-2017,31.10
02-JAN-2017,FUTSTK,AJANTPHARM,25-JAN-2017,1829.55
02-JAN-2017,FUTSTK,AJANTPHARM,23-FEB-2017,1840.75
02-JAN-2017,FUTSTK,AJANTPHARM,30-MAR-2017,1852.15
02-JAN-2017,FUTSTK,ALBK,25-JAN-2017,60.80
02-JAN-2017,FUTSTK,ALBK,23-FEB-2017,60.70
02-JAN-2017,FUTSTK,ALBK,30-MAR-2017,61.85
02-JAN-2017,FUTSTK,AMARAJABAT,25-JAN-2017,897.65
02-JAN-2017,FUTSTK,AMARAJABAT,23-FEB-2017,904.90
02-JAN-2017,FUTSTK,AMARAJABAT,30-MAR-2017,910.55
02-JAN-2017,FUTSTK,AMBUJACEM,25-JAN-2017,214.05
02-JAN-2017,FUTSTK,AMBUJACEM,23-FEB-2017,213.80
02-JAN-2017,FUTSTK,AMBUJACEM,30-MAR-2017,215.15
02-JAN-2017,FUTSTK,ANDHRABANK,25-JAN-2017,47.90
02-JAN-2017,FUTSTK,ANDHRABANK,23-FEB-2017,47.90
02-JAN-2017,FUTSTK,ANDHRABANK,30-MAR-2017,48.45
02-JAN-2017,FUTSTK,APOLLOHOSP,25-JAN-2017,1189.50
02-JAN-2017,FUTSTK,APOLLOHOSP,23-FEB-2017,1200.20
02-JAN-2017,FUTSTK,APOLLOHOSP,30-MAR-2017,1207.65
02-JAN-2017,FUTSTK,APOLLOTYRE,25-JAN-2017,186.90
02-JAN-2017,FUTSTK,APOLLOTYRE,23-FEB-2017,187.60
02-JAN-2017,FUTSTK,APOLLOTYRE,30-MAR-2017,188.75
02-JAN-2017,FUTSTK,ARVIND,25-JAN-2017,353.80
02-JAN-2017,FUTSTK,ARVIND,23-FEB-2017,355.45
02-JAN-2017,FUTSTK,ARVIND,30-MAR-2017,357.65
02-JAN-2017,FUTSTK,ASHOKLEY,25-JAN-2017,81.40
02-JAN-2017,FUTSTK,ASHOKLEY,23-FEB-2017,81.55
02-JAN-2017,FUTSTK,ASHOKLEY,30-MAR-2017,82.30
02-JAN-2017,FUTSTK,ASIANPAINT,25-JAN-2017,906.45
